职业ID,职业名称,技能页ID,技能页名称,技能ID,技能名称
39,諸神使者,2222,拳套技能,3813901,【 隱藏能力 】
39,諸神使者,2222,拳套技能,3813902,【 極限力量 】
39,諸神使者,2222,拳套技能,3813903,【 必死攻擊 】
39,諸神使者,2222,拳套技能,3813904,【 覺醒 II 】
39,諸神使者,2222,拳套技能,3813905,【 墮落的力量 】
39,諸神使者,2222,拳套技能,3813906,【 生存本能 】
39,諸神使者,2222,拳套技能,3813907,【 傳奇 II 】
40,大毀滅者,2311,魔法技能,8003301,熟練精靈[初級]
40,大毀滅者,2311,魔法技能,8003302,熟練精靈[中級]
40,大毀滅者,2311,魔法技能,8003303,熟練精靈[高級]
40,大毀滅者,2311,魔法技能,8003304,熟練精靈[最高級]
40,大毀滅者,2311,魔法技能,5000915,[特殊]大毀滅者
40,大毀滅者,2311,魔法技能,1802409,[無限]火焰先鋒
40,大毀滅者,2311,魔法技能,2107006,冰旋風
40,大毀滅者,2311,魔法技能,2104104,冰板
40,大毀滅者,2311,魔法技能,2211003,火牆術
40,大毀滅者,2311,魔法技能,2211103,火焰地獄
40,大毀滅者,2311,魔法技能,2211006,瞬間凍結
40,大毀滅者,2311,魔法技能,2008006,冰矢漫舞
40,大毀滅者,2311,魔法技能,2210003,烈焰火蛇
40,大毀滅者,2311,魔法技能,2109201,隕石符文
40,大毀滅者,2311,魔法技能,2109301,黑暗地牢
40,大毀滅者,2311,魔法技能,2212002,瞬間衝刺
40,大毀滅者,2311,魔法技能,2105002,旋風劈
40,大毀滅者,2311,魔法技能,2106002,風庇護
40,大毀滅者,2311,魔法技能,2104001,巨石震地
40,大毀滅者,2311,魔法技能,2105001,巨石突襲
40,大毀滅者,2311,魔法技能,2107002,旋風狂掃
40,大毀滅者,2311,魔法技能,2211002,旋風狂刃
40,大毀滅者,2311,魔法技能,2106001,天龍牙
40,大毀滅者,2311,魔法技能,2211001,召喚泥妖
40,大毀滅者,2311,魔法技能,3804001,【 魔幻力量 】
40,大毀滅者,2311,魔法技能,3804002,【 極致魔幻 】
40,大毀滅者,2311,魔法技能,3804003,【 武裝魔力 】
40,大毀滅者,2311,魔法技能,3804004,【覺醒】
40,大毀滅者,2311,魔法技能,3804005,【 死亡咒語 】
40,大毀滅者,2311,魔法技能,3804006,【 最終威力 】
40,大毀滅者,2311,魔法技能,3804007,【 傳奇 】
40,大毀滅者,2311,魔法技能,3814001,【 隱藏能力 】
40,大毀滅者,2311,魔法技能,3814002,【 極限力量 】
40,大毀滅者,2311,魔法技能,3814003,【 必死攻擊 】
40,大毀滅者,2311,魔法技能,3814004,【覺醒II 】
40,大毀滅者,2311,魔法技能,3814005,【 墮落的力量 】
40,大毀滅者,2311,魔法技能,3814006,【 生存本能 】
40,大毀滅者,2311,魔法技能,3814007,【 傳奇 II 】
41,流行天王,2219,吉他技能,8008401,熟練吉他[初級]
41,流行天王,2219,吉他技能,8008402,熟練吉他[中級]
41,流行天王,2219,吉他技能,8008403,熟練吉他[高級]
41,流行天王,2219,吉他技能,8008404,熟練吉他[最高級]
41,流行天王,2219,吉他技能,5000916,[特殊]流行天王
41,流行天王,2219,吉他技能,1802410,[無限]波音調號
41,流行天王,2219,吉他技能,3101023,電擊
41,流行天王,2219,吉他技能,3001014,暫停演奏
41,流行天王,2219,吉他技能,3001019,惡魔之聲
41,流行天王,2219,吉他技能,3214101,猛衝
41,流行天王,2219,吉他技能,1108001,音符地獄
41,流行天王,2219,吉他技能,3201016,奔馳
41,流行天王,2219,吉他技能,3201021,邪惡之旋律[戰鬥]
41,流行天王,2219,吉他技能,3101013,邪惡之旋律
41,流行天王,2219,吉他技能,3201022,邪惡之旋律[支援]
41,流行天王,2219,吉他技能,3201029,集中的旋律
41,流行天王,2219,吉他技能,3101024,集中的演奏
41,流行天王,2219,吉他技能,3201025,集體死亡[戰鬥]
41,流行天王,2219,吉他技能,3001016,集體死亡
41,流行天王,2219,吉他技能,3201026,集體死亡[支援]
41,流行天王,2219,吉他技能,3201030,戰場的旋律
41,流行天王,2219,吉他技能,3101005,戰場的演奏
41,流行天王,2219,吉他技能,3201023,詭異之旋律[戰鬥]
41,流行天王,2219,吉他技能,1108000,詭異之旋律
41,流行天王,2219,吉他技能,3201024,詭異之旋律[支援]
41,流行天王,2219,吉他技能,3201031,聖靈的旋律
41,流行天王,2219,吉他技能,3101006,聖靈的演奏
41,流行天王,2219,吉他技能,3201027,魔音傳腦[戰鬥]
41,流行天王,2219,吉他技能,1210023,魔音傳腦
41,流行天王,2219,吉他技能,3201028,魔音傳腦[支援]
41,流行天王,2219,吉他技能,3201033,力量的音律
41,流行天王,2219,吉他技能,3101011,力量之旋律
41,流行天王,2219,吉他技能,3201034,和諧的音律
41,流行天王,2219,吉他技能,3001015,和諧的旋律
41,流行天王,2219,吉他技能,3804101,【 魔幻力量 】
41,流行天王,2219,吉他技能,3804102,【 即興貫穿 】
41,流行天王,2219,吉他技能,3804103,【 協調之力 】
41,流行天王,2219,吉他技能,3804104,【 覺醒 】
41,流行天王,2219,吉他技能,3804105,【 強力和弦 】
41,流行天王,2219,吉他技能,3804106,【 團結之力 】
41,流行天王,2219,吉他技能,3804107,【 傳奇 】
41,流行天王,2219,吉他技能,3814101,【 隱藏能力 】
41,流行天王,2219,吉他技能,3814102,【 極限力量 】
41,流行天王,2219,吉他技能,3814103,【 必死攻擊 】
41,流行天王,2219,吉他技能,3814104,【 覺醒 II 】
41,流行天王,2219,吉他技能,3814105,【 墮落的力量 】
41,流行天王,2219,吉他技能,3814106,【 生存本能 】
41,流行天王,2219,吉他技能,3814107,【 傳奇 II 】
42,風之潛行者,2226,短劍技能,8000101,熟練短劍[初級]
42,風之潛行者,2226,短劍技能,8000102,熟練短劍[中級]
42,風之潛行者,2226,短劍技能,8000103,熟練短劍[高級]
42,風之潛行者,2226,短劍技能,8000104,熟練短劍[最高級]
42,風之潛行者,2226,短劍技能,5000917,[特殊]風之潛行者_短劍
42,風之潛行者,2226,短劍技能,1802411,[無限]狂歡狂怒
42,風之潛行者,2226,短劍技能,1104013,迅影飛刃
42,風之潛行者,2226,短劍技能,1106013,閃光刃
42,風之潛行者,2226,短劍技能,1107013,爆裂飛刀
42,風之潛行者,2226,短劍技能,1210003,快影飛刀
42,風之潛行者,2226,短劍技能,1109403,恢復EP
42,風之潛行者,2226,短劍技能,3214201,猛衝
42,風之潛行者,2226,短劍技能,1107023,急襲
42,風之潛行者,2226,短劍技能,1107033,短刃狂熱
42,風之潛行者,2226,短劍技能,1107003,斬魔崩影刃
42,風之潛行者,2226,短劍技能,1109003,三重殺
42,風之潛行者,2226,短劍技能,3210410,短刃狂熱[精通]
42,風之潛行者,2226,短劍技能,1106003,幻影飛舞
42,風之潛行者,2226,短劍技能,3804201,【 物理威力 】
42,風之潛行者,2226,短劍技能,3804202,【 Back Attack 】
42,風之潛行者,2226,短劍技能,3804203,【 防禦無效 】
42,風之潛行者,2226,短劍技能,3804204,【 覺醒 】
42,風之潛行者,2226,短劍技能,3804205,【 武器大師 】
42,風之潛行者,2226,短劍技能,3804206,【 致命之毒 】
42,風之潛行者,2226,短劍技能,3804207,【 傳奇 】
42,風之潛行者,2226,短劍技能,3814201,【 隱藏能力 】
42,風之潛行者,2226,短劍技能,3814202,【 極限力量 】
42,風之潛行者,2226,短劍技能,3814203,【 必死攻擊 】
42,風之潛行者,2226,短劍技能,3814204,【 覺醒 II 】
42,風之潛行者,2226,短劍技能,3814205,【 墮落的力量 】
42,風之潛行者,2226,短劍技能,3814206,【 生存本能 】
42,風之潛行者,2226,短劍技能,3814207,【 傳奇 II 】
42,風之潛行者,2217,弓箭技能,8000701,熟練弓箭[初級]
42,風之潛行者,2217,弓箭技能,1105008,暴雨箭
42,風之潛行者,2217,弓箭技能,1106008,亂舞箭
42,風之潛行者,2217,弓箭技能,3214201,猛衝
42,風之潛行者,2217,弓箭技能,8000702,熟練弓箭[中級]
42,風之潛行者,2217,弓箭技能,1107008,冰棱錐
42,風之潛行者,2217,弓箭技能,1109908,爆炸箭
42,風之潛行者,2217,弓箭技能,1210008,箭伏
42,風之潛行者,2217,弓箭技能,8000703,熟練弓箭[高級]
42,風之潛行者,2217,弓箭技能,1109011,感官增幅
42,風之潛行者,2217,弓箭技能,1109403,恢復EP
42,風之潛行者,2217,弓箭技能,8000704,熟練弓箭[頂級]
42,風之潛行者,2217,弓箭技能,1105100,後步伐箭
42,風之潛行者,2217,弓箭技能,5000927,[特殊]風之潛行者_弓箭
42,風之潛行者,2217,弓箭技能,1104018,多重箭
42,風之潛行者,2217,弓箭技能,1108008,光亮箭
42,風之潛行者,2217,弓箭技能,1106018,鳳凰箭
42,風之潛行者,2217,弓箭技能,1802412,[無限]光線疾風
42,風之潛行者,2217,弓箭技能,1109012,擊破:多重箭[強化]
42,風之潛行者,2217,弓箭技能,1109013,擊破:光亮箭[強化]
42,風之潛行者,2217,弓箭技能,1109014,擊破:鳳凰箭[強化]
42,風之潛行者,2217,弓箭技能,1109010,後步伐箭[強化]
42,風之潛行者,2217,弓箭技能,3804201,【 物理威力 】
42,風之潛行者,2217,弓箭技能,3804202,【 Back Attack 】
42,風之潛行者,2217,弓箭技能,3804203,【 防禦無效 】
42,風之潛行者,2217,弓箭技能,3804204,【 覺醒 】
42,風之潛行者,2217,弓箭技能,3804205,【 武器大師 】
42,風之潛行者,2217,弓箭技能,3804206,【 致命之毒 】
42,風之潛行者,2217,弓箭技能,3804207,【 傳奇 】
42,風之潛行者,2217,弓箭技能,3814201,【 隱藏能力 】
42,風之潛行者,2217,弓箭技能,3814202,【 極限力量 】
42,風之潛行者,2217,弓箭技能,3814203,【 必死攻擊 】
42,風之潛行者,2217,弓箭技能,3814204,【 覺醒 II 】
42,風之潛行者,2217,弓箭技能,3814205,【 墮落的力量 】
42,風之潛行者,2217,弓箭技能,3814206,【 生存本能 】
42,風之潛行者,2217,弓箭技能,3814207,【 傳奇 II 】
42,風之潛行者,2218,十字弓技能,8000801,熟練十字弓[初級]
42,風之潛行者,2218,十字弓技能,1105009,狂亂弩
42,風之潛行者,2218,十字弓技能,1104009,飆速彈
42,風之潛行者,2218,十字弓技能,1210009,反擊
42,風之潛行者,2218,十字弓技能,8000802,熟練十字弓[中級]
42,風之潛行者,2218,十字弓技能,1108019,蝗蟲
42,風之潛行者,2218,十字弓技能,1109403,恢復EP
42,風之潛行者,2218,十字弓技能,8000803,熟練十字弓[高級]
42,風之潛行者,2218,十字弓技能,1211009,竄流發射
42,風之潛行者,2218,十字弓技能,1107009,暗影絕殺
42,風之潛行者,2218,十字弓技能,1106019,解除限制
42,風之潛行者,2218,十字弓技能,8000804,熟練十字弓[最高級]
42,風之潛行者,2218,十字弓技能,1106009,次元砲
42,風之潛行者,2218,十字弓技能,1109009,浴火鳳凰
42,風之潛行者,2218,十字弓技能,1107019,爆擊狂嘯
42,風之潛行者,2218,十字弓技能,5000937,[特殊]風之潛行者_十字弓
42,風之潛行者,2218,十字弓技能,1802413,[無限]彗星亂雷
42,風之潛行者,2218,十字弓技能,3214201,猛衝
42,風之潛行者,2218,十字弓技能,3804201,【 物理威力 】
42,風之潛行者,2218,十字弓技能,3804202,【 Back Attack 】
42,風之潛行者,2218,十字弓技能,3804203,【 防禦無效 】
42,風之潛行者,2218,十字弓技能,3804204,【 覺醒 】
42,風之潛行者,2218,十字弓技能,3804205,【 武器大師 】
42,風之潛行者,2218,十字弓技能,3804206,【 致命之毒 】
42,風之潛行者,2218,十字弓技能,3804207,【 傳奇 】
42,風之潛行者,2218,十字弓技能,3814201,【 隱藏能力 】
42,風之潛行者,2218,十字弓技能,3814202,【 極限力量 】
42,風之潛行者,2218,十字弓技能,3814203,【 必死攻擊 】
42,風之潛行者,2218,十字弓技能,3814204,【 覺醒 II 】
42,風之潛行者,2218,十字弓技能,3814205,【 墮落的力量 】
42,風之潛行者,2218,十字弓技能,3814206,【 生存本能 】
42,風之潛行者,2218,十字弓技能,3814207,【 傳奇 II 】
43,裁決射手,2220,槍技能,3001201,熟練槍[初級]
43,裁決射手,2220,槍技能,3001202,熟練手槍[中級]
43,裁決射手,2220,槍技能,3001203,熟練槍[高級]
43,裁決射手,2220,槍技能,3001218,熟練槍[最高級]
43,裁決射手,2220,槍技能,5000918,[特殊]裁決射手
43,裁決射手,2220,槍技能,1802414,[無限]幻影光炮
43,裁決射手,2220,槍技能,1100720,猛衝
43,裁決射手,2220,槍技能,1100820,後退步法
43,裁決射手,2220,槍技能,1100320,速射
43,裁決射手,2220,槍技能,1109020,裝載BP
43,裁決射手,2220,槍技能,1100420,連射
43,裁決射手,2220,槍技能,1100520,亂槍掃射
43,裁決射手,2220,槍技能,1100620,黃金神槍手
43,裁決射手,2220,槍技能,1210020,毀滅炸彈
43,裁決射手,2220,槍技能,1106020,後步伐發射
43,裁決射手,2220,槍技能,1103020,旋轉掃射
43,裁決射手,2220,槍技能,1105020,機關掃射
43,裁決射手,2220,槍技能,1108020,破壞地牢
43,裁決射手,2220,槍技能,3804301,【 物理威力 】
43,裁決射手,2220,槍技能,3804302,【 決鬥大師 】
43,裁決射手,2220,槍技能,3804303,【 鑲嵌武器 】
43,裁決射手,2220,槍技能,3804304,【 覺醒 】
43,裁決射手,2220,槍技能,3804305,【 彈丸穿透 】
43,裁決射手,2220,槍技能,3804306,【 必殺一擊 】
43,裁決射手,2220,槍技能,3804307,【 傳奇 】
43,裁決射手,2220,槍技能,3814301,【 隱藏能力 】
43,裁決射手,2220,槍技能,3814302,【 極限力量 】
43,裁決射手,2220,槍技能,3814303,【 必死攻擊 】
43,裁決射手,2220,槍技能,3814304,【 覺醒 II 】
43,裁決射手,2220,槍技能,3814305,【 墮落的力量 】
43,裁決射手,2220,槍技能,3814306,【 生存本能 】
43,裁決射手,2220,槍技能,3814307,【 傳奇 II 】
44,究極兵甲,2225,MG技能,8002001,熟練MG[初級]
44,究極兵甲,2225,MG技能,8002002,熟練MG[中級]
44,究極兵甲,2225,MG技能,8002003,熟練MG[高級]
44,究極兵甲,2225,MG技能,8002004,熟練MG[最高級]
44,究極兵甲,2225,MG技能,5000919,[特殊]究極兵甲
44,究極兵甲,2225,MG技能,1802415,[無限]衛星喚擊
44,究極兵甲,2225,MG技能,1212024,火力支援
44,究極兵甲,2225,MG技能,1212025,火力支援[技能]
44,究極兵甲,2225,MG技能,1101022,火力全開
44,究極兵甲,2225,MG技能,1103022,前方突刺
44,究極兵甲,2225,MG技能,1212026,閃電
44,究極兵甲,2225,MG技能,1102022,死棘之槍
44,究極兵甲,2225,MG技能,1213022,BackUp
44,究極兵甲,2225,MG技能,1212027,Back Up[開關]
44,究極兵甲,2225,MG技能,1212022,遠距掃射
44,究極兵甲,2225,MG技能,1212023,超級加農砲
44,究極兵甲,2225,MG技能,1109022,火神砲
44,究極兵甲,2225,MG技能,1210022,冷光砲彈
44,究極兵甲,2225,MG技能,3804401,【 機械力量 】
44,究極兵甲,2225,MG技能,3804402,【 集中之力 】
44,究極兵甲,2225,MG技能,3804403,【 鑲嵌武器 】
44,究極兵甲,2225,MG技能,3804404,【 覺醒 】
44,究極兵甲,2225,MG技能,3804405,【 神擊斬 】
44,究極兵甲,2225,MG技能,3804406,【 機械改造 】
44,究極兵甲,2225,MG技能,3804407,【 傳奇 】
44,究極兵甲,2225,MG技能,3814401,【 隱藏能力 】
44,究極兵甲,2225,MG技能,3814402,【 極限力量 】
44,究極兵甲,2225,MG技能,3814403,【 必死攻擊 】
44,究極兵甲,2225,MG技能,3814404,【 覺醒 II 】
44,究極兵甲,2225,MG技能,3814405,【 墮落的力量 】
44,究極兵甲,2225,MG技能,3814406,【 生存本能 】
44,究極兵甲,2225,MG技能,3814407,【 傳奇 II 】
45,弒魂者,2236,靈魂石技能,8003101,熟練靈魂石[初級]
45,弒魂者,2236,靈魂石技能,8003102,熟練靈魂石[中級]
45,弒魂者,2236,靈魂石技能,8003103,熟練靈魂石[高級]
45,弒魂者,2236,靈魂石技能,8003104,熟練靈魂石[最高級]
45,弒魂者,2236,靈魂石技能,5000920,[特殊]弒魂者
45,弒魂者,2236,靈魂石技能,1802416,[無限]巨龍之災
45,弒魂者,2236,靈魂石技能,8003211,紅色靈魂
45,弒魂者,2236,靈魂石技能,1210038,交換靈魂
45,弒魂者,2236,靈魂石技能,1100033,野蠻靈魂
45,弒魂者,2236,靈魂石技能,1106033,巨人靈魂
45,弒魂者,2236,靈魂石技能,1101033,靈魂大師I
45,弒魂者,2236,靈魂石技能,1210037,速移靈魂
45,弒魂者,2236,靈魂石技能,1102033,靈魂大師II
45,弒魂者,2236,靈魂石技能,1211033,靈魂衝刺
45,弒魂者,2236,靈魂石技能,1103033,靈魂大師III
45,弒魂者,2236,靈魂石技能,1210036,靈魂大師IV
45,弒魂者,2236,靈魂石技能,3804501,【 魔幻力量 】
45,弒魂者,2236,靈魂石技能,3804502,【 冷卻時間減少 】
45,弒魂者,2236,靈魂石技能,3804503,【 黑暗爆增 】
45,弒魂者,2236,靈魂石技能,3804504,【 覺醒 】
45,弒魂者,2236,靈魂石技能,3804505,【 神擊斬 】
45,弒魂者,2236,靈魂石技能,3804506,【 爆擊 】
45,弒魂者,2236,靈魂石技能,3804507,【 傳奇 】
45,弒魂者,2236,靈魂石技能,3814501,【 隱藏能力 】
45,弒魂者,2236,靈魂石技能,3814502,【 極限力量 】
45,弒魂者,2236,靈魂石技能,3814503,【 必死攻擊 】
45,弒魂者,2236,靈魂石技能,3814504,【 覺醒 II 】
45,弒魂者,2236,靈魂石技能,3814505,【 墮落的力量 】
45,弒魂者,2236,靈魂石技能,3814506,【 生存本能 】
45,弒魂者,2236,靈魂石技能,3814507,【 傳奇 II 】
49,弧形大師,4004,魔力卡片技能,8004101,熟練閃耀卡片[初級]
49,弧形大師,4004,魔力卡片技能,8004102,熟練閃耀卡片[中級]
49,弧形大師,4004,魔力卡片技能,8004103,熟練閃耀卡片[高級]
49,弧形大師,4004,魔力卡片技能,8004104,熟練閃耀卡片[最高級]
49,弧形大師,4004,魔力卡片技能,5000938,[特殊]弧形大師
49,弧形大師,4004,魔力卡片技能,1802417,[無限]銀河戰役
49,弧形大師,4004,魔力卡片技能,1311148,增強
49,弧形大師,4004,魔力卡片技能,2212004,火焰卡片
49,弧形大師,4004,魔力卡片技能,2212005,閃電螺絲
49,弧形大師,4004,魔力卡片技能,2212007,閃耀卡牌
49,弧形大師,4004,魔力卡片技能,2212003,猛衝
49,弧形大師,4004,魔力卡片技能,1311147,自由光影
49,弧形大師,4004,魔力卡片技能,1310048,反射
49,弧形大師,4004,魔力卡片技能,1313048,閃亮星眩
49,弧形大師,4004,魔力卡片技能,1314146,瞬間移動
49,弧形大師,4004,魔力卡片技能,1311052,毀滅
49,弧形大師,4004,魔力卡片技能,1311049,底牌
49,弧形大師,4004,魔力卡片技能,1310049,野蠻卡片
49,弧形大師,4004,魔力卡片技能,3804901,【 魔幻力量 】
49,弧形大師,4004,魔力卡片技能,3804902,【 武裝魔力 】
49,弧形大師,4004,魔力卡片技能,3804903,【 集中之力 】
49,弧形大師,4004,魔力卡片技能,3804904,【 覺醒 】
49,弧形大師,4004,魔力卡片技能,3804905,【 藍色卡片 】
49,弧形大師,4004,魔力卡片技能,3804906,【 紅色卡片 】
49,弧形大師,4004,魔力卡片技能,3804907,【 傳奇 】
49,弧形大師,4004,魔力卡片技能,3814901,【 隱藏能力 】
49,弧形大師,4004,魔力卡片技能,3814902,【 極限力量 】
49,弧形大師,4004,魔力卡片技能,3814903,【 必死攻擊 】
49,弧形大師,4004,魔力卡片技能,3814904,【 覺醒 II 】
49,弧形大師,4004,魔力卡片技能,3814905,【 墮落的力量 】
49,弧形大師,4004,魔力卡片技能,3814906,【 生存本能 】
49,弧形大師,4004,魔力卡片技能,3814907,【 傳奇 II 】
52,暴力大師,4007,魔力卡片技能,8004201,熟練暗黑卡片[初級]
52,暴力大師,4007,魔力卡片技能,8004202,熟練暗黑卡片[中級]
52,暴力大師,4007,魔力卡片技能,8004203,熟練暗黑卡片[高級]
52,暴力大師,4007,魔力卡片技能,8004204,熟練暗黑卡片[最高級]
52,暴力大師,4007,魔力卡片技能,5000939,[特殊]暴力大師
52,暴力大師,4007,魔力卡片技能,1802418,[無限]逐能轟擊
52,暴力大師,4007,魔力卡片技能,1311446,[?]旋風球
52,暴力大師,4007,魔力卡片技能,1310053,[?]暗黑卡牌
52,暴力大師,4007,魔力卡片技能,1310052,[?]時光斬
52,暴力大師,4007,魔力卡片技能,1311051,[★]粉碎
52,暴力大師,4007,魔力卡片技能,1310250,[?]上鉤拳
52,暴力大師,4007,魔力卡片技能,1312546,[?]光線雷射
52,暴力大師,4007,魔力卡片技能,1313250,[?]特技踢
52,暴力大師,4007,魔力卡片技能,1314746,[◆]快閃
52,暴力大師,4007,魔力卡片技能,1310056,[◆]勁擊突刺
52,暴力大師,4007,魔力卡片技能,1312150,[◆]颶風
52,暴力大師,4007,魔力卡片技能,1310057,[?]後騰空翻
52,暴力大師,4007,魔力卡片技能,1314646,[?]瞬間移動
52,暴力大師,4007,魔力卡片技能,3805201,【 魔幻力量 】
52,暴力大師,4007,魔力卡片技能,3805202,【 武裝魔力 】
52,暴力大師,4007,魔力卡片技能,3805203,【 集中之力 】
52,暴力大師,4007,魔力卡片技能,3805204,【 覺醒 】
52,暴力大師,4007,魔力卡片技能,3805205,【 絕對攻擊 】
52,暴力大師,4007,魔力卡片技能,3805206,【 王牌 】
52,暴力大師,4007,魔力卡片技能,3805207,【 傳奇 】
52,暴力大師,4007,魔力卡片技能,3815201,【 隱藏能力 】
52,暴力大師,4007,魔力卡片技能,3815202,【 極限力量 】
52,暴力大師,4007,魔力卡片技能,3815203,【 必死攻擊 】
52,暴力大師,4007,魔力卡片技能,3815204,【 覺醒 II 】
52,暴力大師,4007,魔力卡片技能,3815205,【 墮落的力量 】
52,暴力大師,4007,魔力卡片技能,3815206,【 生存本能 】
52,暴力大師,4007,魔力卡片技能,3815207,【 傳奇 II 】
56,闇影武士,5004,黑狼玉技能,8006101,熟練黑狼玉[初級]
56,闇影武士,5004,黑狼玉技能,8006102,熟練黑狼玉[中級]
56,闇影武士,5004,黑狼玉技能,8006103,熟練黑狼玉[高級]
56,闇影武士,5004,黑狼玉技能,8006104,熟練黑狼玉[最高級]
56,闇影武士,5004,黑狼玉技能,5000940,[特殊]闇影武士
56,闇影武士,5004,黑狼玉技能,1802419,[無限]消滅的影子
56,闇影武士,5004,黑狼玉技能,1410055,漆黑的影子
56,闇影武士,5004,黑狼玉技能,3605609,漆黑的影子[強化]
56,闇影武士,5004,黑狼玉技能,1411055,魅惑的影子
56,闇影武士,5004,黑狼玉技能,3605610,魅惑的影子[強化]
56,闇影武士,5004,黑狼玉技能,1413055,僵直的影子
56,闇影武士,5004,黑狼玉技能,1412055,憤怒的影子
56,闇影武士,5004,黑狼玉技能,1415055,瘋狂之影
56,闇影武士,5004,黑狼玉技能,1412156,影子奔馳-『玉』
56,闇影武士,5004,黑狼玉技能,1418055,幻影的影子
56,闇影武士,5004,黑狼玉技能,1410056,破壞的影子
56,闇影武士,5004,黑狼玉技能,3605613,破壞的影子[強化]
56,闇影武士,5004,黑狼玉技能,3605503,氣之領域
56,闇影武士,5004,黑狼玉技能,3605513,無之領域
56,闇影武士,5004,黑狼玉技能,3605507,敵之領域
56,闇影武士,5004,黑狼玉技能,3605510,擊之領域
56,闇影武士,5004,黑狼玉技能,3605605,幻之領域
56,闇影武士,5004,黑狼玉技能,3605603,極之領域
56,闇影武士,5004,黑狼玉技能,3805601,【 物理威力 】
56,闇影武士,5004,黑狼玉技能,3805602,【 解放的力量 】
56,闇影武士,5004,黑狼玉技能,3805603,【 武士的吶喊 】
56,闇影武士,5004,黑狼玉技能,3805604,【 覺醒 】
56,闇影武士,5004,黑狼玉技能,3805605,【 鑲嵌武器 】
56,闇影武士,5004,黑狼玉技能,3805606,【 回歸之力 】
56,闇影武士,5004,黑狼玉技能,3805607,【 傳奇 】
56,闇影武士,5004,黑狼玉技能,3815601,【 隱藏能力 】
56,闇影武士,5004,黑狼玉技能,3815602,【 極限力量 】
56,闇影武士,5004,黑狼玉技能,3815603,【 必死攻擊 】
56,闇影武士,5004,黑狼玉技能,3815604,【 覺醒 II 】
56,闇影武士,5004,黑狼玉技能,3815605,【 墮落的力量 】
56,闇影武士,5004,黑狼玉技能,3815606,【 生存本能 】
56,闇影武士,5004,黑狼玉技能,3815607,【 傳奇 II 】
56,闇影武士,5104,闇影刀技能,8006101,熟練黑狼玉[初級]
56,闇影武士,5104,闇影刀技能,8006102,熟練黑狼玉[中級]
56,闇影武士,5104,闇影刀技能,8006103,熟練黑狼玉[高級]
56,闇影武士,5104,闇影刀技能,8006104,熟練黑狼玉[最高級]
56,闇影武士,5104,闇影刀技能,5000940,[特殊]闇影武士
56,闇影武士,5104,闇影刀技能,1802420,[無限]影子一擊
56,闇影武士,5104,闇影刀技能,1410004,變換姿態
56,闇影武士,5104,闇影刀技能,1510055,影子劍術-1招式
56,闇影武士,5104,闇影刀技能,1511055,影子劍術-2招式
56,闇影武士,5104,闇影刀技能,1512055,影子劍術-3招式
56,闇影武士,5104,闇影刀技能,1513055,影子劍術-4招式
56,闇影武士,5104,闇影刀技能,1412056,影子奔馳-『刀』
56,闇影武士,5104,闇影刀技能,1514055,影子劍術-5招式
56,闇影武士,5104,闇影刀技能,1515055,影子劍術-6招式
56,闇影武士,5104,闇影刀技能,1516055,影子劍術-7招式
56,闇影武士,5104,闇影刀技能,1517055,影子劍術-8招式
56,闇影武士,5104,闇影刀技能,1414055,影子穿刺
56,闇影武士,5104,闇影刀技能,1518055,影子劍術-9招式
56,闇影武士,5104,闇影刀技能,1519055,影子劍術-10招式
56,闇影武士,5104,闇影刀技能,1520055,影子劍術-11招式
56,闇影武士,5104,闇影刀技能,1521055,影子劍術-12招式
56,闇影武士,5104,闇影刀技能,1416055,影子劍術
56,闇影武士,5104,闇影刀技能,1510056,影子劍術-13招式
56,闇影武士,5104,闇影刀技能,1511056,影子劍術-14招式
56,闇影武士,5104,闇影刀技能,1512056,影子劍術-15招式
56,闇影武士,5104,闇影刀技能,1417055,影子之舞
56,闇影武士,5104,闇影刀技能,1411056,影子刀刃
56,闇影武士,5104,闇影刀技能,1616056,影子劍術-1連式
56,闇影武士,5104,闇影刀技能,1617056,影子劍術-2連式
56,闇影武士,5104,闇影刀技能,1618056,影子劍術-3連式
56,闇影武士,5104,闇影刀技能,1619056,影子劍術-4連式
56,闇影武士,5104,闇影刀技能,1620056,影子劍術-5連式
56,闇影武士,5104,闇影刀技能,1621056,影子劍術-6連式
56,闇影武士,5104,闇影刀技能,1622056,影子劍術-7連式
56,闇影武士,5104,闇影刀技能,1623056,影子劍術-8連式
56,闇影武士,5104,闇影刀技能,1621055,影子劍術-9連式
56,闇影武士,5104,闇影刀技能,1610056,影子劍術-10連式
56,闇影武士,5104,闇影刀技能,1611056,影子劍術-11連式
56,闇影武士,5104,闇影刀技能,1612056,影子劍術-12連式
56,闇影武士,5104,闇影刀技能,3805601,【 物理威力 】
56,闇影武士,5104,闇影刀技能,3805602,【 解放的力量 】
56,闇影武士,5104,闇影刀技能,3805603,【 武士的吶喊 】
56,闇影武士,5104,闇影刀技能,3805604,【 覺醒 】
56,闇影武士,5104,闇影刀技能,3805605,【 鑲嵌武器 】
56,闇影武士,5104,闇影刀技能,3805606,【 回歸之力 】
56,闇影武士,5104,闇影刀技能,3805607,【 傳奇 】
56,闇影武士,5104,闇影刀技能,3815601,【 隱藏能力 】
56,闇影武士,5104,闇影刀技能,3815602,【 極限力量 】
56,闇影武士,5104,闇影刀技能,3815603,【 必死攻擊 】
56,闇影武士,5104,闇影刀技能,3815604,【 覺醒 II 】
