ID,怪物ID,怪物名稱,地圖ID,地圖名稱,左,上,右,下,刷新数量,刷新时间1(每0.1秒),刷新时间2(每0.1秒),固定包裹掉落數(普通),最小包裹掉落數(普通),隨機包裹掉落數(普通),固定包裹掉落數(簡單),最小包裹掉落數(簡單),隨機包裹掉落數(簡單),固定包裹掉落數(困难),最小包裹掉落數(困难),隨機包裹掉落數(困难),_DynamicType,_Difficulty_type
15364,810001156,,162-5-0,,4321,1968,4900,1968,4,15,15,0,0,0,0,0,0,0,0,0,0,0
15365,810001145,,162-5-0,,1524,527,1624,527,1,15,15,0,0,0,0,0,0,0,0,0,0,0
15366,810001145,,162-5-0,,3853,1119,5087,1119,1,15,15,0,0,0,0,0,0,0,0,0,0,0
15367,810001240,,162-5-0,,1524,527,1624,527,1,15,15,0,0,0,0,0,0,0,0,0,0,0
15368,810001240,,162-5-0,,32,2767,1224,2767,1,15,15,0,0,0,0,0,0,0,0,0,0,0
15369,810001240,,162-5-0,,2887,2080,4169,2080,1,15,15,0,0,0,0,0,0,0,0,0,0,0
15370,810001240,,162-5-0,,3853,1119,5087,1119,1,15,15,0,0,0,0,0,0,0,0,0,0,0
15371,810001158,,162-5-0,,1524,527,1624,527,5,15,15,0,0,0,0,0,0,0,0,0,0,0
15372,810001156,,162-5-0,,300,591,300,591,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15373,810001156,,162-5-0,,1524,527,1624,527,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15374,810001156,,162-5-0,,300,1023,800,1023,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15375,810001156,,162-5-0,,3853,1119,5087,1119,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15376,810001156,,162-5-0,,32,2191,735,2191,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15377,810001157,,162-5-0,,300,591,300,591,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15378,810001157,,162-5-0,,1524,527,1600,527,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15379,810001157,,162-5-0,,300,1023,800,1023,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15380,810001157,,162-5-0,,4000,1312,4000,1312,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15381,810001157,,162-5-0,,32,2191,735,2191,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15382,810001157,,162-5-0,,32,2767,1224,2767,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15383,810001157,,162-5-0,,3000,2304,3000,2304,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15384,810001157,,162-5-0,,2800,2944,2800,2944,2,15,15,0,0,0,0,0,0,0,0,0,0,0
15385,810001153,,162-5-0,,2300,1055,2300,1055,3,15,15,0,0,0,0,0,0,0,0,0,0,0
15386,810001153,,162-5-0,,3400,2304,3400,2304,3,15,15,0,0,0,0,0,0,0,0,0,0,0
15387,810002379,,162-5-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15388,810001159,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15389,810001153,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15390,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15391,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15392,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15393,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15394,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15395,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15396,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15397,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15398,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15399,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15400,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15401,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15402,810001157,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15403,810001145,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15404,810001145,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15405,810001240,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15406,810001240,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15407,810001240,,162-6-0,,300,1008,300,1008,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15408,810002379,,162-6-0,,300,1008,300,1008,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15409,810001249,,162-7-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15410,810001249,,162-7-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15411,810001249,,162-7-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15412,810001249,,162-7-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15413,810001150,,162-9-0,,2208,976,2784,1184,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15414,810001151,,162-9-0,,2208,960,2784,1168,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15415,810001152,,162-9-0,,2208,944,2784,1152,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15416,810001149,,162-2-0,,1600,2208,2500,2208,5,15,15,0,0,0,0,0,0,0,0,0,0,0
15417,810001150,,162-9-0,,64,1152,544,1360,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15418,810001152,,162-9-0,,1216,1616,1440,1744,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15419,810001149,,162-9-0,,1664,1728,2304,1872,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15420,810001151,,162-9-0,,3360,1488,3680,1648,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15421,810001150,,162-9-0,,3392,1456,3648,1632,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15422,810001152,,162-9-0,,3392,1424,3680,1648,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15423,810001152,,162-9-0,,2400,1552,3072,1744,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15424,810001151,,162-9-0,,2464,1520,3072,1712,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15425,810001150,,162-9-0,,2528,1504,3104,1728,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15426,810001152,,162-9-0,,32,1200,576,1360,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15427,810001149,,162-9-0,,0,1136,700,1344,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15428,810001149,,162-9-0,,1312,752,3000,976,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15429,810001126,,162-9-0,,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15430,810001263,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15431,810001248,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15432,810001247,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15433,810001247,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15434,810001248,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15435,810001247,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15436,810001248,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15437,810001247,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15438,810001248,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15439,810001248,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15440,810001248,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15441,810001247,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15442,810001248,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15443,810001247,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15444,810001248,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15445,810001231,,162-9-0,,300,300,300,300,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15446,810001155,,162-2-0,,1149,2016,1149,2016,5,15,15,0,0,0,0,0,0,0,0,0,0,0
15447,810001155,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15448,810001155,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15449,810001155,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15450,810001155,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15451,810001155,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15452,810001155,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15453,810001155,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15454,810001189,,162-9-0,,1700,1008,1900,1184,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15455,810001189,,162-9-0,,1000,896,1200,1072,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15456,810001189,,162-9-0,,800,1008,1000,1568,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15457,810001189,,162-9-0,,1700,1008,1900,1184,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15458,810001189,,162-9-0,,1000,896,1200,1072,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15459,810001189,,162-9-0,,800,1008,1000,1568,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15460,810001189,,162-9-0,,1300,1008,1500,1184,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15461,810001188,,162-9-0,,32,1300,320,1300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15462,810001188,,162-9-0,,384,1300,1900,1300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15463,810001188,,162-9-0,,1696,1300,1900,1300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15464,810001188,,162-9-0,,992,1300,1440,1300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15465,810001188,,162-9-0,,256,336,1500,592,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15466,810001188,,162-9-0,,1300,880,1500,1136,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15467,810001188,,162-9-0,,1312,976,1888,1120,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15468,810001188,,162-9-0,,1000,1408,1200,1520,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15469,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15470,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15471,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15472,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15473,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15474,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15475,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15476,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15477,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15478,810001187,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15479,810001190,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15480,810001190,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15481,810001190,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15482,810001190,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15483,810001190,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15484,810001190,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15485,810001190,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15486,810001262,,162-6-0,,812,1008,812,1008,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15487,810001204,,162-9-0,,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15488,810001209,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15489,810001209,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15490,810001209,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15491,810001149,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15492,810001151,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15493,810001150,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15494,810001152,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15495,810001151,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15496,810001150,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15497,810001152,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15498,810001151,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15499,810001150,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15500,810001152,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15501,810001151,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15502,810001150,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15503,810001152,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15504,810001235,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15505,810001236,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15506,810001237,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15507,810001235,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15508,810001236,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15509,810001237,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15510,810001235,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15511,810001236,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15512,810001237,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15513,810001233,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15514,810001233,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15515,810001233,,162-9-0,,300,300,300,300,0,15,15,0,0,0,0,0,0,0,0,0,0,0
15516,810001207,,162-9-0,,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15517,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15518,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15519,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15520,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15521,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15522,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15523,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15524,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15525,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15526,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15527,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15528,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15529,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15530,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15531,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15532,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15533,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15534,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15535,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15536,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15537,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15538,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15539,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15540,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15541,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15542,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15543,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15544,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15545,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15546,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15547,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15548,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15549,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15550,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15551,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15552,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15553,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15554,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15555,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15556,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15557,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15558,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15559,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15560,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15561,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15562,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15563,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15564,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15565,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15566,810002885,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15567,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15568,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15569,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15570,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15571,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15572,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15573,810002886,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15574,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15575,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15576,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15577,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15578,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15579,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15580,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15581,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15582,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15583,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15584,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15585,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15586,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15587,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15588,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15589,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15590,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15591,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15592,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15593,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15594,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15595,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15596,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15597,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15598,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15599,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15600,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15601,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15602,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15603,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15604,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15605,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15606,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15607,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15608,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15609,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15610,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15611,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15612,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15613,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15614,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15615,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15616,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15617,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15618,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15619,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15620,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15621,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15622,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15623,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
15624,810002887,,162-9-0,,300,300,300,300,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
