任務ID,任務名稱,任務目標,NPC位置,NPC名稱,EXP獎勵,ELY獎勵,道具獎勵
113000333,土撥鼠快槍手珍惜的物品,需要到“彭哥列列車”地區收集45個[土撥鼠快槍手]的<鬍鬚>回來。,火車站,科基莉亞,333000.0,81000,
113000334,回收武器,需要到“彭哥列列車”地區收集55個[土撥鼠快槍手]的<豆子彈>回來。,火車站,科基莉亞,333000.0,81000,
113000335,處理土撥鼠快槍手,需消滅45隻位於“彭哥列列車”地區的[土撥鼠快槍手]。,火車站,科基莉亞,333000.0,81000,
113000336,強力警告,需消滅55隻位於“彭哥列列車”地區的[土撥鼠快槍手]。,火車站,科基莉亞,333000.0,81000,
113000337,消滅沒完沒了的土撥鼠快槍手,需消滅65隻位於“彭哥列列車”地區的[土撥鼠快槍手]。,火車站,科基莉亞,333000.0,81000,
113000338,兇猛的土撥鼠快槍手的威脅,需消滅55隻位於“彭哥列列車”地區的[恐怖的土撥鼠快槍手]。,火車站,科基莉亞,341000.0,81600,
113000339,兇猛的土撥鼠快槍手的弱點,需要到“彭哥列列車”地區消滅45隻[恐怖的土撥鼠快槍手]並收集35個<恐怖土撥鼠快槍手的衣服碎片>回來。,火車站,科基莉亞,341000.0,81600,
113000340,兇猛的土撥鼠快槍手的武器,需要到“彭哥列列車”地區消滅35隻[恐怖的土撥鼠快槍手]並收集45個<恐怖土撥鼠快槍手的子彈>回來。,火車站,科基莉亞,341000.0,81600,
113000341,兇猛的土撥鼠快槍手的物品,需要到“彭哥列列車”地區收集[恐怖的土撥鼠快槍手]的<衣服碎片>25個回來。,火車站,科基莉亞,341000.0,81600,
113000342,兇猛的土撥鼠快槍手珍惜的物品,需要到“彭哥列列車”地區收集45個[恐怖的土撥鼠快槍手]的<前牙>回來。,火車站,科基莉亞,341000.0,81600,
113000343,回收武器,需要到“彭哥列列車”地區收集55個[恐怖的土撥鼠快槍手]的<子彈>回來。,火車站,科基莉亞,341000.0,81600,
113000344,消滅兇猛的土撥鼠快槍手,需消滅45隻位於“彭哥列列車”地區的[恐怖的土撥鼠快槍手]。,火車站,科基莉亞,341000.0,81600,
113000345,嚴正警告,需消滅55隻位於“彭哥列列車”地區的[恐怖的土撥鼠快槍手]。,火車站,科基莉亞,341000.0,81600,
113000346,消滅沒完沒了的兇猛的土撥鼠快槍手,需消滅65隻位於“彭哥列列車”地區的[恐怖的土撥鼠快槍手]。,火車站,科基莉亞,341000.0,81600,
113000347,響尾蛇姑娘的威脅,需消滅55隻位於“彭哥列列車”地區的[響尾蛇姑娘]。,火車站,科基莉亞,349000.0,82200,
113000348,響尾蛇姑娘的弱點,需要到“彭哥列列車”地區消滅45隻[響尾蛇姑娘]。,火車站,科基莉亞,349000.0,82200,
113000349,響尾蛇姑娘的武器,需要到“彭哥列列車”地區消滅35隻[響尾蛇姑娘]並收集45個<響尾蛇姑娘毒腺>回來。,火車站,科基莉亞,349000.0,82200,
113000350,響尾蛇姑娘的物品,需要到“彭哥列列車”地區收集[響尾蛇姑娘]的<毒腺>25個回來。,火車站,科基莉亞,349000.0,82200,
113000351,響尾蛇姑娘珍惜的物品,需要到“彭哥列列車”地區收集45個[響尾蛇姑娘]的<鈴鐺>回來。,火車站,科基莉亞,349000.0,82200,
113000352,回收武器,需要到“彭哥列列車”地區收集55個[響尾蛇姑娘]的<毒腺>回來。,火車站,科基莉亞,349000.0,82200,
113000353,處理響尾蛇姑娘,需消滅45隻位於“彭哥列列車”地區的[響尾蛇姑娘]。,火車站,科基莉亞,349000.0,82200,
113000354,嚴厲警告,需消滅55隻位於“彭哥列列車”地區的[響尾蛇姑娘]。,火車站,科基莉亞,349000.0,82200,
113000355,消滅沒完沒了的響尾蛇姑娘,需消滅65隻位於“彭哥列列車”地區的[響尾蛇姑娘]。,火車站,科基莉亞,349000.0,82200,
113000356,前往米德卡勒特,需要和位元元於“米德卡勒特”的“科基莉亞”對話。,米德卡勒特,科基莉亞,358000.0,82800,
113000357,歐羅拉的召喚,需要和位元元於“米德卡勒特”的“歐羅拉”對話。,米德卡勒特,歐羅拉,358000.0,82800,
113000358,小章魚神殿的,需要和位元元於“小章魚神殿”的“薩伊安”對。,小章魚神殿,薩伊安,358000.0,82800,
113000359,膩味的試驗,需消滅55隻位於“小章魚神殿”的[倉鼠果凍]。,小章魚神殿,薩伊安,358000.0,82800,
113000360,可愛或可怕,需要到“小章魚神殿”地區收集35個[倉鼠果凍]的<倉鼠>回來。,小章魚神殿,薩伊安,358000.0,82800,
113000361,回味無窮,需要到“小章魚神殿”地區收集45個[倉鼠果凍]的<乳酪味果凍>回來。,小章魚神殿,薩伊安,358000.0,82800,
113000362,保羅大人的裝扮,需要到“小章魚神殿”地區收集55個[倉鼠果凍]的<倉鼠珠寶>回來。,小章魚神殿,薩伊安,358000.0,82800,
113000363,宇宙大明星保羅大人,需要到“小章魚神殿”地區收集45個[倉鼠果凍]的<黃色藥水>回來。,小章魚神殿,薩伊安,358000.0,82800,
113000364,保羅大人的寵物,需要到“小章魚神殿”地區收集35個[倉鼠果凍]的<倉鼠>回來。,小章魚神殿,薩伊安,358000.0,82800,
113000365,螺殼小章魚,需消滅45隻位於“小章魚神殿”地區的[螺殼小章魚]。,小章魚神殿,薩伊安,367000.0,83400,
113000366,螺殼小章魚的物品,需要到“小章魚神殿”地區收集35個[螺殼小章魚]的<海螺殼>回來。,小章魚神殿,薩伊安,367000.0,83400,
113000367,消滅螺殼小章魚,需消滅55隻位於“小章魚神殿”地區的[螺殼小章魚]。,小章魚神殿,薩伊安,367000.0,83400,
113000368,螺殼小章魚物品供應,需要到“小章魚神殿”地區收集55個[螺殼小章魚]的<吃剩下的海螺肉>回來。,小章魚神殿,薩伊安,367000.0,83400,
113000369,宇宙大明星的裝扮,需要到“小章魚神殿”地區消滅45隻[螺殼小章魚。,小章魚神殿,薩伊安,367000.0,83400,
113000370,宇宙大明星的懲戒,需要到“小章魚神殿”地區消滅45隻[螺殼小章魚]。,小章魚神殿,薩伊安,367000.0,83400,
113000371,奪回小章魚神殿,需要到“小章魚神殿”地區消滅45隻[螺殼小章魚]。,小章魚神殿,薩伊安,367000.0,83400,
113000372,懲戒螺殼小章魚,需消滅65隻位於“小章魚神殿”地區的[螺殼小章魚]。,小章魚神殿,薩伊安,367000.0,83400,
113000373,小章魚們的物品,需要到“小章魚神殿”地區收集[螺殼小章魚]的<海螺殼>35個回來。,小章魚神殿,薩伊安,367000.0,83400,
113000374,搶奪物品,需要到“小章魚神殿”地區收集[螺殼小章魚]的<吃剩下的海螺肉>35個回來。,小章魚神殿,薩伊安,367000.0,83400,
113000375,蒙面小章魚,需消滅45隻位於“小章魚神殿”地區的[蒙面小章魚]。,小章魚神殿,薩伊安,376000.0,84000,
113000376,蒙面小章魚的物品,需要到“小章魚神殿”地區收集35個[蒙面小章魚]的<烏賊面具>回來。,小章魚神殿,薩伊安,376000.0,84000,
113000377,消滅蒙面小章魚,需消滅55隻位於“小章魚神殿”地區的[蒙面小章魚]。,小章魚神殿,薩伊安,376000.0,84000,
113000378,蒙面小章魚物品供應,需要到“小章魚神殿”地區收集55個[蒙面小章魚]的<烏賊口袋>回來。,小章魚神殿,薩伊安,376000.0,84000,
113000379,宇宙大明星的物品,需要到“小章魚神殿”地區消滅45隻[蒙面小章魚]。,小章魚神殿,薩伊安,376000.0,84000,
113000380,宇宙大明星的邀請,需要到“小章魚神殿”地區消滅45隻[蒙面小章魚]。,小章魚神殿,薩伊安,376000.0,84000,
113000381,奪回小章魚神殿,需要到“小章魚神殿”地區消滅45隻[蒙面小章魚]並收集35個<烏賊面具>回來。,小章魚神殿,薩伊安,376000.0,84000,
113000382,懲戒蒙面小章魚,需消滅65隻位於“小章魚神殿”地區的[蒙面小章魚]。,小章魚神殿,薩伊安,376000.0,84000,
113000383,小章魚們的物品,需要到“小章魚神殿”地區收集[蒙面小章魚]35個回來。,小章魚神殿,薩伊安,376000.0,84000,
113000384,找回物品,需要到“小章魚神殿”地區收集[蒙面小章魚]的<護膝>35個回來。,小章魚神殿,薩伊安,376000.0,84000,
113000385,腳印貓咪,需消滅45隻位於“小章魚神殿”地區的[腳印貓咪]。,小章魚神殿,薩伊安,385000.0,84600,
113000386,腳印貓咪的物品,需要到“小章魚神殿”地區收集35個[腳印貓咪]的<偽裝用油漆>回來。,小章魚神殿,薩伊安,385000.0,84600,
113000387,消滅腳印貓咪,需消滅55隻位於“小章魚神殿”地區的[腳印貓咪]。,小章魚神殿,薩伊安,385000.0,84600,
113000388,腳印貓咪物品供應,需要到“小章魚神殿”地區收集55個[腳印貓咪]的<搔抓板>回來。,小章魚神殿,薩伊安,385000.0,84600,
113000389,宇宙大明星的物品邀請,需要到“小章魚神殿”地區消滅45隻[腳印貓咪]並收集35個<波斯貓卡片>回來。,小章魚神殿,薩伊安,385000.0,84600,
113000390,宇宙大明星的幫助,需要到“小章魚神殿”地區消滅45至[腳印貓咪]。,小章魚神殿,薩伊安,385000.0,84600,
113000391,佔領小章魚神殿,需要到“小章魚神殿”地區消滅45隻[腳印貓咪]。,小章魚神殿,薩伊安,385000.0,84600,
113000392,懲戒腳印貓咪,需消滅65隻位於“小章魚神殿”地區的[腳印貓咪]。,小章魚神殿,薩伊安,385000.0,84600,
113000393,小章魚們的救援物資,需要到“小章魚神殿”地區收集[腳印貓咪]的<搔抓板>35個回來。,小章魚神殿,薩伊安,385000.0,84600,
113000394,小章魚的物品,需要到“小章魚神殿”地區收集[腳印貓咪]的<波斯貓卡片>35個回來。,小章魚神殿,薩伊安,385000.0,84600,
113000395,面具貓咪,需消滅45隻位於“小章魚神殿”地區的[面具貓咪]。,小章魚神殿,薩伊安,395000.0,85200,
113000396,面具貓咪的物品,需要到“小章魚神殿”地區收集35個[面具貓咪]的<毛球飼料>回來。,小章魚神殿,薩伊安,395000.0,85200,
113000397,消滅面具貓咪,需消滅55隻位於“小章魚神殿”地區的[面具貓咪]。,小章魚神殿,薩伊安,395000.0,85200,
113000398,面具貓咪物品供應,需要到“小章魚神殿”地區收集55個[面具貓咪]的<面具貓咪頭巾>回來。,小章魚神殿,薩伊安,395000.0,85200,
113000399,面具貓咪的裝扮品,需要到“小章魚神殿”地區消滅45隻[面具貓咪]。,小章魚神殿,薩伊安,395000.0,85200,
113000400,面具貓咪的破壞,需要到“小章魚神殿”地區消滅45隻[面具貓咪]。,小章魚神殿,薩伊安,395000.0,85200,
113000401,趕走面具貓咪,需要到“小章魚神殿”地區消滅45隻[面具貓咪]。,小章魚神殿,薩伊安,395000.0,85200,
113000402,懲戒面具貓咪,需消滅65隻位於“小章魚神殿”地區的[面具貓咪]。,小章魚神殿,薩伊安,395000.0,85200,
113000403,面具貓咪的救援物資,需要到“小章魚神殿”地區收集[面具貓咪]的<毛球飼料>35個回來。,小章魚神殿,薩伊安,395000.0,85200,
113000404,面具貓咪的物品,需要到“小章魚神殿”地區收集[面具貓咪]的<克拉特貓卡片>35個回來。,小章魚神殿,薩伊安,395000.0,85200,
113000405,流氓貓,需消滅45隻位於“小章魚神殿”地區的[流氓貓]。,小章魚神殿,薩伊安,405000.0,85800,
113000406,流氓貓的物品,需要到“小章魚神殿”地區收集35個[流氓貓]的<烏賊假髮>回來。,小章魚神殿,薩伊安,405000.0,85800,
113000407,消滅流氓貓,需消滅55隻位於“小章魚神殿”地區的[流氓貓]。,小章魚神殿,薩伊安,405000.0,85800,
113000408,流氓貓物品供應,需要到“小章魚神殿”地區收集55個[流氓貓]的<墨水槍餅>回來。,小章魚神殿,薩伊安,405000.0,85800,
113000409,流氓貓的裝扮品,需要到“小章魚神殿”地區消滅45隻[流氓貓]。,小章魚神殿,薩伊安,405000.0,85800,
113000410,流氓貓的破壞,需要到“小章魚神殿”地區消滅45隻[流氓貓]。,小章魚神殿,薩伊安,405000.0,85800,
113000411,趕走流氓貓,需要到“小章魚神殿”地區消滅45隻[流氓貓]並收集35個<烏賊假髮>回來。,小章魚神殿,薩伊安,405000.0,85800,
113000412,懲戒流氓貓,需消滅65隻位於“小章魚神殿”地區的[流氓貓]。,小章魚神殿,薩伊安,405000.0,85800,
113000413,流氓貓的救援物資,需要到“小章魚神殿”地區收集[流氓貓]的<烏賊假髮>35個回來。,小章魚神殿,薩伊安,405000.0,85800,
113000414,流氓貓的物品,需要到“小章魚神殿”地區收集[流氓貓]的<比零比零金牙>35個回來。,小章魚神殿,薩伊安,405000.0,85800,
113000415,海盜貓咪,需消滅45隻位於“小章魚神殿”地區的[海盜貓咪]。,小章魚神殿,薩伊安,415000.0,86400,
113000416,海盜貓咪的物品,需要到“小章魚神殿”地區收集35個[海盜貓咪]的<貓之鐵鉤>回來。,小章魚神殿,薩伊安,415000.0,86400,
113000417,消滅海盜貓咪,需消滅55隻位於“小章魚神殿”地區的[海盜貓咪]。,小章魚神殿,薩伊安,415000.0,86400,
113000418,海盜貓咪物品供應,需要到“小章魚神殿”地區收集55個[海盜貓咪]的<損壞的懷錶>回來。,小章魚神殿,薩伊安,415000.0,86400,
113000419,海盜貓咪的裝扮品,需要到“小章魚神殿”地區消滅45隻[海盜貓咪]。,小章魚神殿,薩伊安,415000.0,86400,
113000420,海盜貓咪的破壞,需要到“小章魚神殿”地區消滅45隻[海盜貓咪。,小章魚神殿,薩伊安,415000.0,86400,
113000421,趕走海盜貓咪,需要到“小章魚神殿”地區消滅45隻[海盜貓咪]。,小章魚神殿,薩伊安,415000.0,86400,
113000422,懲戒海盜貓咪,需消滅65隻位於“小章魚神殿”地區的[海盜貓咪]。,小章魚神殿,薩伊安,415000.0,86400,
113000423,海盜貓咪的救援物資,需要到“小章魚神殿”地區收集[海盜貓咪]的<貓之鐵鉤>35個回來。,小章魚神殿,薩伊安,415000.0,86400,
113000424,海盜貓咪的物品,需要到“小章魚神殿”地區收集[海盜貓咪]的<舊寶藏圖>35個回來。,小章魚神殿,薩伊安,415000.0,86400,
113000425,自由小章魚神像,需消滅45隻位於“小章魚神殿”地區的[自由小章魚神像]。,小章魚神殿,薩伊安,425000.0,87000,
113000426,自由小章魚神像的物品,需要到“小章魚神殿”地區收集35個[自由小章魚神像]的<蠕動的石塊>回來。,小章魚神殿,薩伊安,425000.0,87000,
113000427,消滅自由小章魚神像,需消滅55隻位於“小章魚神殿”地區的[自由小章魚神像]。,小章魚神殿,薩伊安,425000.0,87000,
113000428,自由小章魚神像物品供應,需要到“小章魚神殿”地區收集55個[自由小章魚神像]的<烏賊電路>回來。,小章魚神殿,薩伊安,425000.0,87000,
113000429,自由小章魚神像的裝扮品,需要到“小章魚神殿”地區消滅45隻[自由小章魚神像]。,小章魚神殿,薩伊安,425000.0,87000,
113000430,自由小章魚神像的破壞,需要到“小章魚神殿”地區消滅45隻[自由小章魚神像]。,小章魚神殿,薩伊安,425000.0,87000,
113000431,趕走自由小章魚神像,需要到“小章魚神殿”地區消滅45隻[自由小章魚神像]並收集35個<蠕動的石塊>回來。,小章魚神殿,薩伊安,425000.0,87000,
113000432,懲戒自由小章魚神像,需消滅65隻位於“小章魚神殿”地區的[自由小章魚神像]。,小章魚神殿,薩伊安,425000.0,87000,
113000433,自由小章魚神像的救援物資,需要到“小章魚神殿”地區收集[自由小章魚神像]的<蠕動的石塊>35個回來。,小章魚神殿,薩伊安,425000.0,87000,
113000434,自由小章魚神像的物品,需要到“小章魚神殿”地區收集[自由小章魚神像]的<墨水結晶>35個回來。,小章魚神殿,薩伊安,425000.0,87000,
113000435,小章魚士兵,需消滅45隻位於“小章魚神殿”地區的[小章魚士兵]。,小章魚神殿,薩伊安,436000.0,87600,
113000436,小章魚士兵的物品,需要到“小章魚神殿”地區收集35個[小章魚士兵]的<破裂的海星蛙>回來。,小章魚神殿,薩伊安,436000.0,87600,
113000437,消滅小章魚士兵,需消滅55隻位於“小章魚神殿”地區的[小章魚士兵]。,小章魚神殿,薩伊安,436000.0,87600,
113000438,小章魚士兵物品供應,需要到“小章魚神殿”地區收集55個[小章魚士兵]的<海鞘鐵錘>回來。,小章魚神殿,薩伊安,436000.0,87600,
113000439,小章魚士兵的裝扮品,需要到“小章魚神殿”地區消滅45隻[小章魚士兵]。,小章魚神殿,薩伊安,436000.0,87600,
113000440,小章魚士兵的破壞,需要到“小章魚神殿”地區消滅45隻[小章魚士兵]。,小章魚神殿,薩伊安,436000.0,87600,
113000441,趕走小章魚士兵,需要到“小章魚神殿”地區消滅45隻[小章魚士兵]。,小章魚神殿,薩伊安,436000.0,87600,
113000442,懲戒小章魚士兵,需消滅65隻位於“小章魚神殿”地區的[小章魚士兵]。,小章魚神殿,薩伊安,436000.0,87600,
113000443,小章魚士兵的救援物資,需要到“小章魚神殿”地區收集[小章魚士兵]的<破裂的海星蛙>35個回來。,小章魚神殿,薩伊安,436000.0,87600,
113000444,小章魚士兵的物品,需要到“小章魚神殿”地區收集[小章魚士兵]的<海螺殼盾牌>35個回來。,小章魚神殿,薩伊安,436000.0,87600,
113000445,與保羅大人離別,需要和位元元於“米德卡勒特”的“歐羅拉”對話。,米德卡勒特,歐羅拉,447000.0,88200,
113000446,乘坐太空船,需要利用太空船發射台，機庫”的“史德拉?”對話。,機庫,史德拉?,447000.0,88200,
113000447,卡特的故障,需消滅50隻位於“機庫”地區的[卡特]。,機庫,史德拉?,447000.0,88200,
113000448,羅基的紅色羽毛,需要到“機庫”地區收集40個[卡特]的<羅基的紅色羽毛>回來。,機庫,史德拉?,447000.0,88200,
113000449,藍色機器妖精,需要到“機庫”地區收集50個[卡特]的<藍色的電子妖精>回來。,機庫,史德拉?,447000.0,88200,
113000450,回收卡特的攻擊晶片,需要到“機庫”地區消滅50隻[卡特]。,機庫,史德拉?,447000.0,88200,
113000451,卡特的故障電路,需要到“機庫”地區消滅50隻[卡特],機庫,史德拉?,447000.0,88200,
113000452,回收卡特的物品,需要到“機庫”地區消滅50隻[卡特]。,機庫,史德拉?,447000.0,88200,
113000453,消滅卡特,需消滅50隻位於“機庫”地區的[卡特]。,機庫,史德拉?,447000.0,88200,
113000454,卡特的物品,需要到“機庫”地區收集[卡特]的<羅基的紅色羽毛>30個回來。,機庫,史德拉?,447000.0,88200,
113000455,消滅故障卡特,需消滅60隻位於“機庫”地區的[卡特]。,機庫,史德拉?,894000.0,88200,
113000456,貝特的故障,需消滅50隻位於“機庫”地區的[貝特]。,機庫,史德拉?,459000.0,88800,
113000457,羅基的黑色羽毛,需要到“機庫”地區收集40個[貝特]的<羅基的黑色羽毛>回來。,機庫,史德拉?,459000.0,88800,
113000458,綠色機器妖精,需要到“機庫”地區收集50個[貝特]的<綠色電子妖精>回來。,機庫,史德拉?,459000.0,88800,
113000459,貝特的故障,需要到“機庫”地區收集[貝特]的<宇宙大爆炸晶片>30個回來。,機庫,史德拉?,459000.0,88800,
113000460,回收貝特的攻擊晶片,需要到“機庫”地區消滅50隻[貝特]。,機庫,史德拉?,459000.0,88800,
113000461,貝特的故障電路,需要到“機庫”地區消滅50隻[貝特]。,機庫,史德拉?,459000.0,88800,
113000462,回收貝特的物品,需要到“機庫”地區消滅50隻[貝特]。,機庫,史德拉?,459000.0,88800,
113000463,回收綠色電磁小精靈,需要到“機庫”地區消滅50隻[貝特]。,機庫,史德拉?,459000.0,88800,
113000464,消滅貝特,需消滅50隻位於“機庫”地區的[貝特]。,機庫,史德拉?,918000.0,88800,
113000465,噪音的黑色羽毛,需要到“機庫”地區收集[貝特]的<羅基的黑色羽毛>30個回來。,機庫,史德拉?,459000.0,88800,
113000466,消滅故障的貝特,需消滅60隻位於“機庫”地區的[貝特]。,機庫,史德拉?,459000.0,88800,
113000467,尋找正常的卡特,需要和位元元於“機庫”的“卡特”對話。,機庫,卡特,470000.0,89400,
113000468,貪婪的芬莉勒,需要到“機庫”地區收集50個[芬莉勒]的<芬裡爾的貪欲>回來。,機庫,卡特,470000.0,89400,
113000469,唯一的結界,需要到“機庫”地區收集50個[芬莉勒]的<鎖鏈>回來。,機庫,卡特,470000.0,89400,
113000470,遣返芬莉勒,需消滅60隻位於“機庫”地區的[芬莉勒]。,機庫,卡特,470000.0,89400,
113000471,貪欲與結界,需要到“機庫”地區收集[芬莉勒]的<芬裡爾的貪欲>30個回來。,機庫,卡特,470000.0,89400,
113000472,淨化貪欲,需要到“機庫”地區消滅50隻[芬莉勒]。,機庫,卡特,470000.0,89400,
113000473,消滅芬莉勒的證據,需要到“機庫”地區消滅50隻[芬莉勒]並收集40個<芬莉勒的鎖鏈>回來。,機庫,卡特,470000.0,89400,
113000474,伊修塔樂的邀請,需要到“機庫”地區消滅50隻[芬莉勒]。,機庫,卡特,470000.0,89400,
113000475,回來的芬莉勒,需消滅50隻位於“機庫”地區的[芬莉勒]。,機庫,卡特,470000.0,89400,
113000476,沒完沒了的芬莉勒,需消滅60隻位於“機庫”地區的[芬莉勒]。,機庫,卡特,940000.0,89400,
113000477,消滅最後的芬莉勒,需消滅70隻位於“機庫”地區的[芬莉勒]。,機庫,卡特,470000.0,89400,
113000478,伊修塔樂的召喚,需要和位元元於“停等區 1”的“伊修塔樂”對話。,停等區,伊修塔樂,482000.0,90000,
113000479,水耕農場的沃參,需消滅60隻位於“水耕農場”地區的[沃參]。,停等區,伊修塔樂,482000.0,90000,
113000480,壓迫沃參,需要到“水耕農場”地區收集50個[沃參]的<Zippo打火機>回來。,停等區,伊修塔樂,482000.0,90000,
113000481,沃參的水果,需要到“水耕農場”地區收集50個[沃參]的<肥料撒播機>回來。,停等區,伊修塔樂,482000.0,90000,
113000482,消滅沃參的證據,需要到“水耕農場”地區消滅40隻[沃參]。,停等區,伊修塔樂,482000.0,90000,
113000483,再一次消滅沃參的證據,需要到“水耕農場”地區消滅50隻[沃參]。,停等區,伊修塔樂,482000.0,90000,
113000484,馴服沃參,需要到“水耕農場”地區消滅60隻[沃參]。,停等區,伊修塔樂,482000.0,90000,
113000485,消滅沃參,需消滅50隻位於“水耕農場”地區的[沃參]。,停等區,伊修塔樂,482000.0,90000,
113000486,沃參珍惜之物,需要到“水耕農場”地區收集[沃參]的<Zippo打火機>20個回來。,停等區,伊修塔樂,482000.0,90000,
113000487,讓人噁心的沃參,需消滅60隻位於“水耕農場”地區的[沃參]。,停等區,伊修塔樂,482000.0,90000,
113000488,搶奪物品,需要到“水耕農場”地區收集[沃參]的<肥料撒播機>30個回來。,停等區,伊修塔樂,482000.0,90000,
113000489,水耕農場的柯鬥,需消滅60隻位於“水耕農場”地區的[柯鬥]。,停等區,伊修塔樂,494000.0,105700,
113000490,壓迫柯鬥,需要到“水耕農場”地區收集50個[柯鬥]的<貓之標誌>回來。,停等區,伊修塔樂,494000.0,105700,
113000491,柯鬥的水果,需要到“水耕農場”地區收集50個[柯鬥]的<粘合劑>回來。,停等區,伊修塔樂,494000.0,105700,
113000492,柯鬥的花菜,需要到“水耕農場”地區收集50個[柯鬥]的<不能吃的番茄>回來。,停等區,伊修塔樂,494000.0,105700,
113000493,消滅柯鬥的證據,並收集40個<不能吃的番茄>回來。,停等區,伊修塔樂,494000.0,105700,
113000494,再一次消滅柯鬥的證據,需要到“水耕農場”地區消滅50隻[柯鬥]。,停等區,伊修塔樂,494000.0,105700,
113000495,馴服柯鬥,需要到“水耕農場”地區消滅60隻[柯鬥]。,停等區,伊修塔樂,494000.0,105700,
113000496,消滅柯鬥,需消滅50隻位於“水耕農場”地區的[柯鬥]。,停等區,伊修塔樂,494000.0,105700,
113000497,柯鬥珍惜之物,需要到“水耕農場”地區收集[柯鬥]的<不能吃的番茄>20個回來。,停等區,伊修塔樂,494000.0,105700,
113000498,讓人噁心的柯鬥,需消滅60隻位於“水耕農場”地區的[柯鬥]。,停等區,伊修塔樂,494000.0,105700,
113000499,搶奪柯鬥的東西,需要到“水耕農場”地區[柯鬥]的<合成草>30個回來。,停等區,伊修塔樂,494000.0,105700,
113000500,兇殘的毒蛇怪,需要到“水耕農場”地區收集50個[毒蛇怪]的<恐怖盒>回來。,停等區,伊修塔樂,507000.0,106400,
113000501,唯一的結界,需要到“水耕農場”地區收集50個[毒蛇怪]的<機械環>回來。,停等區,伊修塔樂,507000.0,106400,
113000502,遣返毒蛇怪,需消滅60隻位於“水耕農場”地區的[毒蛇怪]。,停等區,伊修塔樂,507000.0,106400,
113000503,兇殘與結界,需要到“水耕農場”地區收集[毒蛇怪]的<恐怖盒>30個回來。,停等區,伊修塔樂,507000.0,106400,
113000504,淨化兇殘,需要到“水耕農場”地區消滅50隻[毒蛇怪]並收集20個<毒蛇怪的機械環>回來。,停等區,伊修塔樂,507000.0,106400,
113000505,消滅毒蛇怪的證據,需要到“水耕農場”地區消滅50隻[毒蛇怪]並收集20個<毒蛇怪的機械環>回來。,停等區,伊修塔樂,507000.0,106400,
113000506,伊修塔樂的邀請,需要到“水耕農場”地區消滅50隻[毒蛇怪]。,停等區,伊修塔樂,507000.0,106400,
113000507,毒蛇怪的物品,需要到“水耕農場”地區收集[毒蛇怪]的<恐怖盒>30個回來。,停等區,伊修塔樂,507000.0,106400,
113000508,回來的毒蛇怪,需消滅50隻位於“水耕農場”地區的[毒蛇怪]。,停等區,伊修塔樂,507000.0,106400,
113000509,沒完沒了的毒蛇怪,需消滅70隻位於“水耕農場”地區的[毒蛇怪]。,停等區,伊修塔樂,1014000.0,106400,
113000510,消滅最後的毒蛇怪,需消滅70隻位於“水耕農場”地區的[毒蛇怪]。,停等區,伊修塔樂,507000.0,106400,
113001001,反抗至高者的存在,"需要到""中央地帶""消滅20隻[神智不清的零機]回來。",中央地帶,愛蓮修女,156000.0,60000,
113001002,救援列表,需要到“吉納蒂亞神殿地區”消滅50隻[神智不清的零機]。,中間地區,西斯特 愛蓮,156000.0,60000,
113001008,什麼是什麼,"需要到""中央地帶""消滅40隻[神智不清的破壞機器人]回來。",中央地帶,愛蓮修女,159000.0,60600,
113001009,超渡到天國,需要到“吉納蒂亞神殿地區”收集[神智不清的破壞機器人]的<螺絲板手>40個。,中間地區,西斯特 愛蓮,159000.0,60600,
113001010,至高存在之福,需要到“吉納蒂亞神殿地區”消滅20隻[神智不清的破壞機器人]。,中間地區,西斯特 愛蓮,159000.0,60600,
113001011,矛盾之物,需要到“吉納蒂亞神殿地區”收集[神智不清的破壞機器人]的<不能用的釘子>40個。,中間地區,西斯特 愛蓮,159000.0,60600,
113001012,至高者的至高任務,需要到“吉納蒂亞神殿地區”消滅40隻[神智不清的破壞機器人]。,中間地區,西斯特 愛蓮,159000.0,60600,
113001015,即使存在於異界。,"需要到""中央地帶""收集[神智不清的波茲]的<發光體>30個。",中央地帶,愛蓮修女,162000.0,61200,
113001016,狩獵是你的工具,需要到“吉納蒂亞神殿地區”消滅20隻[神智不清的波茲]回來。,中間地區,西斯特 愛蓮,162000.0,61200,
113001017,伸出的手總是不夠,需要到“吉納蒂亞神殿地區”消滅40隻[神智不清的波茲]回來。,中間地區,西斯特 愛蓮,162000.0,61200,
113001018,至高者的權威,需要到“吉納蒂亞神殿地區”收集[神智不清的波茲]的<發光體>40個。,中間地區,西斯特 愛蓮,162000.0,61200,
113001019,我們生活的地方是地獄嗎,需要到“吉納蒂亞神殿地區”消滅20隻[神智不清的波茲]。,中間地區,西斯特 愛蓮,162000.0,61200,
113001022,奇比奧利溫們攜帶的物品,需要到“吉納蒂亞神殿地區”消滅15隻[精銳奇比奧利溫]。,廢墟地帶,神官 希穆勒克,165000.0,61800,
113001023,不夠……總是不夠,需要到“吉納蒂亞神殿地區”收集[精銳奇比奧利溫]的<鉗子>30個,廢墟地帶,神官 希穆勒克,165000.0,61800,
113001024,救贖的免罪符,需要到“吉納蒂亞神殿地區”消滅15隻[精銳奇比奧利溫]。,廢墟地帶,神官 希穆勒克,165000.0,61800,
