ID,經驗值,ELY掉落率(%),最小ELY,最大ELY
810001034,3913,1.0,143,170
810001035,3984,1.0,143,170
810001036,4057,1.0,144,173
810001037,4131,1.0,144,173
810001038,4206,1.0,145,174
810001039,4283,1.0,146,175
810001040,4360,1.0,146,175
810001041,4439,1.0,148,176
810001042,4520,1.0,148,176
810001043,4602,1.0,149,178
810001044,4685,1.0,150,180
810001045,4769,1.0,150,180
810001046,4855,1.0,151,181
810001047,4942,1.0,151,181
810001048,5031,1.0,152,182
810001049,5121,1.0,154,184
810001050,5213,1.0,154,184
810001051,5306,1.0,155,185
810001054,1400,1.0,1325,1575
810001055,5232,1.0,2225,2650
810001056,16158,1.0,3125,3750
810001057,32474,1.0,3725,4450
810001058,5232,1.0,2225,2650
810001059,5777,1.0,2300,2750
810001060,0,1.0,0,0
810001061,7020,1.0,2450,2925
810001062,7727,1.0,2525,3025
810001063,8497,1.0,2600,3100
810001064,9335,1.0,2675,3200
810001065,10248,1.0,2750,3300
810001066,11241,1.0,2825,3375
810001067,12321,1.0,2900,3475
810001068,13495,1.0,2975,3550
810001069,14772,1.0,3050,3650
810001070,16158,1.0,3125,3750
810001071,17664,1.0,3200,3825
810001072,19299,1.0,3275,3925
810001073,21074,1.0,3350,4000
810001074,23000,1.0,3425,4100
810001075,25089,1.0,3500,4200
810001076,27354,1.0,3575,4275
810001077,29811,1.0,3650,4375
810001078,0,0.0,0,0
810001079,0,0.0,0,0
810001080,0,0.0,0,0
810001081,0,0.0,0,0
810001082,0,0.0,0,0
810001094,160,1.0,420,504
810001095,900,1.0,924,1104
810001096,2707,1.0,1284,1536
810001097,0,0.0,0,0
810001098,0,0.0,0,0
810001099,0,0.0,0,0
810001100,0,0.0,0,0
810001101,0,0.0,0,0
810001102,0,0.0,0,0
810001103,0,0.0,0,0
810001104,0,0.0,0,0
810001105,0,0.0,0,0
810001106,0,0.0,0,0
810001107,0,0.0,0,0
810001108,0,0.0,0,0
810001109,0,0.0,0,0
810050020,0,1.0,125,149
810050021,0,1.0,125,149
810050022,0,1.0,125,149
810050023,0,1.0,125,149
810050024,0,1.0,125,149
810050025,0,1.0,125,149
810050026,0,1.0,125,149
810050027,0,1.0,125,149
810050028,0,0.0,0,0
810050029,0,0.0,0,0
810050030,0,0.0,0,0
810050031,0,0.0,0,0
810050032,0,0.0,0,0
810001115,1477,1.0,158,171
810001116,1504,1.0,158,171
810001117,1532,1.0,160,173
810001119,66,1.0,63,76
810001120,76,1.0,63,76
810001121,29,1.0,41,48
810001122,29,1.0,41,48
810001123,0,0.0,0,0
810001124,0,0.0,0,0
810001125,3,1.0,7,9
810001126,0,0.0,0,0
810001127,622,1.0,374,446
810001128,0,0.0,0,0
810001129,622,1.0,374,446
810001130,622,1.0,374,446
810001131,296,1.0,91,99
810001132,570,1.0,78,94
810001133,570,1.0,78,94
810001134,570,1.0,78,94
810001139,53,1.0,122,143
810001141,0,0.0,0,0
810001142,0,0.0,0,0
810001143,0,0.0,0,0
810001144,0,0.0,0,0
810001145,0,0.0,0,0
810001146,0,0.0,0,0
810001147,0,0.0,0,0
810001148,0,0.0,0,0
810001149,93,1.0,75,89
810001150,0,0.0,0,0
810001151,0,0.0,0,0
810001152,0,0.0,0,0
810001153,100,1.0,76,90
810001154,0,0.0,0,0
810001155,296,1.0,91,99
810001158,0,0.0,0,0
810001159,0,0.0,0,0
810001160,660,1.0,378,454
810001161,622,1.0,374,446
810001162,622,1.0,374,446
810001163,622,1.0,374,446
810001164,622,1.0,374,446
810001165,622,1.0,374,446
810001166,622,1.0,374,446
810001167,0,0.0,0,0
810001168,0,0.0,0,0
810001169,0,0.0,0,0
810001170,0,0.0,0,0
810001171,0,0.0,0,0
810001172,0,0.0,0,0
810001173,0,0.0,0,0
810001174,0,0.0,0,0
810001175,0,0.0,0,0
810001176,0,0.0,0,0
810001177,0,0.0,0,0
810001178,0,0.0,0,0
810001179,0,0.0,0,0
810001180,0,0.0,0,0
810001181,0,0.0,0,0
810001182,0,0.0,0,0
810001183,0,0.0,0,0
810001184,0,0.0,0,0
810001185,0,0.0,0,0
810001186,0,0.0,0,0
810001187,296,1.0,91,99
810001188,296,1.0,91,99
810001189,296,1.0,91,99
810001190,296,1.0,91,99
810001191,622,1.0,374,446
810001192,622,1.0,374,446
810001193,622,1.0,374,446
810001194,622,1.0,374,446
810001195,1036,1.0,623,742
810001196,346,1.0,125,149
810001197,346,1.0,125,149
810001198,346,1.0,125,149
810001199,346,1.0,125,149
810001200,346,1.0,125,149
810001201,346,1.0,125,149
810001202,346,1.0,125,149
810001203,296,1.0,91,99
810001204,0,0.0,0,0
810001205,1036,1.0,623,742
810001206,1036,1.0,623,742
810001207,0,0.0,0,0
810001208,0,0.0,0,0
810001209,346,1.0,125,149
810001210,346,1.0,125,149
810001211,1036,1.0,623,742
810001212,1036,1.0,623,742
810001213,8979,1.0,3738,4452
810001216,289,1.0,90,99
810001219,296,1.0,91,99
810001221,0,0.0,0,0
810001222,0,0.0,0,0
810001223,0,0.0,0,0
810001224,0,0.0,0,0
810001225,0,0.0,0,0
810001226,0,0.0,0,0
810001227,0,0.0,0,0
810001228,0,0.0,0,0
810001229,0,0.0,0,0
810001230,0,0.0,0,0
810001231,0,0.0,0,0
810001232,0,0.0,0,0
810001233,331,1.0,95,103
810001235,0,0.0,0,0
810001236,0,0.0,0,0
810001237,0,0.0,0,0
810001240,0,0.0,0,0
810001241,1036,1.0,623,742
810001242,0,0.0,0,0
810001243,0,0.0,0,0
810001244,622,1.0,374,446
810001245,0,0.0,0,0
810001246,0,0.0,0,0
810001247,0,0.0,0,0
810001248,296,1.0,91,99
810001249,296,1.0,91,99
810001250,0,0.0,0,0
810001251,346,1.0,125,149
810001255,346,1.0,125,149
810001256,0,0.0,0,0
810001257,0,0.0,0,0
810001258,296,1.0,91,99
810001259,346,1.0,125,149
810001260,346,1.0,125,149
810001261,296,1.0,91,99
810001262,0,0.0,0,0
810001263,0,0.0,0,0
810001264,1036,1.0,623,742
810001265,1036,1.0,623,742
810001266,1036,1.0,623,742
810001267,1036,1.0,623,742
810001268,1036,1.0,623,742
810001269,1036,1.0,623,742
810001270,1036,1.0,623,742
810001271,1036,1.0,623,742
810001272,1036,1.0,623,742
810001273,0,0.0,0,0
810001274,0,0.0,0,0
810001275,0,0.0,0,0
810001276,0,0.0,0,0
810001301,28,1.0,38,45
810001302,30,1.0,41,48
810001303,31,1.0,41,48
810001304,32,1.0,42,51
810001305,34,1.0,42,51
810001306,35,1.0,44,52
810001307,53,1.0,122,143
810001308,53,1.0,122,143
810001309,53,1.0,122,143
810001310,53,1.0,122,143
810001311,622,1.0,374,446
810001312,622,1.0,374,446
810001313,622,1.0,374,446
810001314,622,1.0,374,446
810001315,346,1.0,125,149
810001316,622,1.0,374,446
810001327,0,1.0,0,0
810001328,0,1.0,0,0
810001329,0,0.0,0,0
810001330,0,0.0,0,0
810001331,0,0.0,0,0
810001332,0,0.0,0,0
810001359,0,0.0,0,0
810001360,0,0.0,0,0
810001361,0,0.0,0,0
810001352,854,1.0,133,144
810001353,1619,1.0,162,175
810001354,1649,1.0,162,175
810001355,1679,1.0,164,177
810001356,1710,1.0,164,177
810001371,0,0.0,0,0
810001372,0,0.0,0,0
810001373,0,0.0,0,0
810001374,0,0.0,0,0
810001375,0,0.0,0,0
810001402,0,0.0,0,0
810001403,0,0.0,0,0
810001404,0,0.0,0,0
810001405,0,0.0,0,0
810001406,0,0.0,0,0
810001407,0,0.0,0,0
810001408,0,0.0,0,0
810001409,1532,1.0,160,173
810001410,1561,1.0,160,173
810001411,1590,1.0,161,174
810001401,837,1.0,133,144
810001479,398,1.0,369,441
810001480,801,1.0,675,810
810001481,410,1.0,369,441
810001482,422,1.0,378,450
810001483,469,1.0,378,450
810001484,446,1.0,387,459
810001485,458,1.0,396,468
810001486,471,1.0,396,468
810001487,3530,1.0,4050,4860
810001488,1679,1.0,693,828
810001489,3216,1.0,1215,1455
810001490,1714,1.0,693,828
810001491,1751,1.0,702,837
810001492,1934,1.0,702,837
810001493,1825,1.0,711,846
810001494,1864,1.0,720,864
810001495,1903,1.0,720,864
810001496,14100,1.0,7290,8730
810001497,3079,1.0,855,1026
810001498,3139,1.0,855,1026
810001499,5837,1.0,1485,1770
810001500,3201,1.0,864,1035
810001501,3264,1.0,864,1035
810001502,3327,1.0,873,1044
810001503,3392,1.0,882,1053
810001504,5726,1.0,1470,1755
810001505,25555,1.0,8910,10620
810001506,6521,1.0,2142,2556
810001507,6640,1.0,2142,2556
810001508,12250,1.0,3690,4410
810001509,6761,1.0,2160,2592
810001510,6885,1.0,2160,2592
810001511,7010,1.0,2178,2610
810001512,7137,1.0,2196,2628
810001513,12032,1.0,3660,4380
810001514,53569,1.0,10020,12000
810001515,0,0.0,0,0
810001516,0,0.0,0,0
810001517,0,0.0,0,0
810001518,0,0.0,0,0
810001519,0,0.0,0,0
810001520,0,0.0,0,0
810001521,0,0.0,0,0
810001522,0,0.0,0,0
810001523,0,0.0,0,0
810001524,0,0.0,0,0
810001525,0,0.0,0,0
810001526,0,0.0,0,0
810001527,0,0.0,0,0
810001528,0,0.0,0,0
810001529,0,0.0,0,0
810001530,0,0.0,0,0
810001531,0,0.0,0,0
810001538,0,0.0,0,0
810001555,1773,1.0,167,180
810001556,1806,1.0,167,180
810001557,1839,1.0,168,181
810001558,1872,1.0,168,181
810001559,1906,1.0,169,182
810001560,1941,1.0,171,185
810001561,1976,1.0,171,185
810001562,19760,1.0,171,185
810001570,1477,1.0,158,171
810001571,1504,1.0,158,171
810001572,1532,1.0,160,173
810001573,1561,1.0,160,173
810001574,1590,1.0,161,174
810001575,20000,1.0,100,100
810001576,20000,1.0,100,100
810001577,20000,1.0,100,100
810001578,20000,1.0,100,100
810001579,20000,1.0,100,100
810001580,20000,1.0,100,100
810001581,200000,1.0,100,100
810001582,1619,1.0,162,175
810001583,1649,1.0,162,175
810001584,1679,1.0,164,177
810001585,1710,1.0,164,177
810001586,25000,1.0,100,100
810001587,25000,1.0,100,100
810001588,25000,1.0,100,100
810001589,25000,1.0,100,100
810001590,25000,1.0,100,100
810001591,25000,1.0,100,100
810001592,25000,1.0,100,100
810001593,25000,1.0,100,100
810001594,100000,1.0,100,100
810001595,0,1.0,100,100
810001596,250000,1.0,100,100
810001597,280,1.0,371,441
810001598,287,1.0,371,441
810001599,287,1.0,371,441
810001600,295,1.0,378,448
810001601,295,1.0,378,448
810001602,302,1.0,378,448
810001603,302,1.0,378,448
810001604,309,1.0,385,462
810001605,309,1.0,385,462
810001606,317,1.0,392,469
810001607,317,1.0,392,469
810001608,325,1.0,392,469
810001609,325,1.0,392,469
810001610,333,1.0,399,476
810001611,333,1.0,399,476
810001612,341,1.0,399,476
810001613,341,1.0,399,476
810001614,349,1.0,406,483
810001615,349,1.0,406,483
810001616,3064,1.0,2478,2940
810001617,0,0.0,21,25
810001618,0,0.0,21,25
810001619,0,0.0,21,25
810001620,572,1.0,722,865
810001621,584,1.0,722,865
810001622,596,1.0,731,874
810001623,608,1.0,731,874
810001624,620,1.0,739,882
810001625,632,1.0,748,890
810001626,645,1.0,748,890
810001627,658,1.0,756,907
810001628,1111,1.0,1260,1512
810001629,1133,1.0,1274,1526
810001630,9926,1.0,7728,9240
810001634,0,0.0,0,0
810001635,0,0.0,0,0
810001636,0,0.0,0,0
810001637,0,0.0,0,0
810001638,0,0.0,0,0
810001639,0,0.0,0,0
810001640,0,0.0,0,0
810001641,0,0.0,0,0
810001642,0,0.0,0,0
810001643,0,0.0,0,0
810001644,0,0.0,0,0
810001645,0,0.0,0,0
810001646,0,0.0,0,0
810001647,0,0.0,0,0
810001648,0,0.0,0,0
810001667,3118,1.0,100,100
810001668,0,0.0,0,0
810001669,0,0.0,0,0
810001670,0,0.0,0,0
810001671,0,0.0,0,0
810001672,0,0.0,0,0
810001673,0,0.0,0,0
810001674,25000,0.0,0,0
810001679,0,0.0,0,0
810001685,0,0.0,0,0
810001714,0,0.0,0,0
810001715,0,0.0,0,0
810001716,0,0.0,0,0
810001717,0,0.0,0,0
810001720,0,0.0,0,0
810001686,1679,1.0,154,184
810001687,1714,1.0,154,184
810001688,1751,1.0,156,186
810001689,1788,1.0,156,186
810001690,2282,1.0,237,282
810001691,1864,1.0,160,192
810001692,15749,1.0,1200,1440
810001693,1450,1.0,157,170
810001694,1477,1.0,158,171
810001695,1504,1.0,158,171
810001696,1532,1.0,160,173
810001697,1561,1.0,160,173
810001698,1590,1.0,161,174
810001699,16190,1.0,1620,1750
810001721,0,0.0,0,0
810001723,0,0.0,0,0
810001724,0,0.0,0,0
810001725,0,0.0,0,0
810001726,0,0.0,0,0
810001727,0,0.0,0,0
810001728,0,0.0,0,0
810001729,0,0.0,0,0
810001730,0,0.0,0,0
810001701,0,0.0,0,0
810001706,0,0.0,0,0
810001709,0,0.0,0,0
810001740,1227,1.0,150,162
810001741,3512,1.0,453,543
810001742,1250,1.0,150,162
810001743,1273,1.0,151,163
810001745,166567,1.0,10500,12600
810001746,5856,1.0,1050,1260
810001747,0,1.0,0,0
810001748,12927,1.0,1750,2100
810001749,12927,1.0,1750,2100
810001750,0,0.0,0,0
810001751,1297,1.0,151,163
810001752,1322,1.0,153,165
810001753,1347,1.0,154,166
810001755,5856,1.0,1050,1260
810001756,0,1.0,0,0
810001757,6464,1.0,1750,2100
810001758,6464,1.0,1750,2100
810001759,0,0.0,0,0
810001760,7024,1.0,906,1086
810001764,0,0.0,0,0
810001765,0,0.0,0,0
810001766,0,0.0,0,0
810001769,0,0.0,0,0
810001770,0,0.0,0,0
810001771,0,0.0,0,0
810001773,0,0.0,0,0
810001774,0,0.0,0,0
810001775,0,0.0,0,0
810001776,0,0.0,0,0
810001779,0,0.0,0,0
810001780,0,0.0,0,0
810001781,0,0.0,0,0
810001782,0,0.0,0,0
810001783,0,0.0,0,0
810001784,0,0.0,0,0
810001785,0,0.0,0,0
810001787,0,0.0,0,0
810001788,0,0.0,0,0
810001789,0,0.0,0,0
810001790,0,0.0,0,0
810001791,0,0.0,0,0
810001792,0,0.0,0,0
810001793,0,0.0,0,0
810001794,0,0.0,0,0
810001795,0,0.0,0,0
810001796,0,0.0,0,0
810001797,0,0.0,0,0
810001798,0,0.0,0,0
810001799,0,0.0,0,0
810001800,0,0.0,0,0
810001801,0,0.0,0,0
810001802,0,0.0,0,0
810001803,0,0.0,0,0
810001804,0,0.0,0,0
810001805,0,0.0,0,0
810001806,0,0.0,0,0
810001807,0,0.0,0,0
810001808,0,0.0,0,0
810001809,0,0.0,0,0
810001810,0,0.0,0,0
810001811,0,0.0,0,0
810001812,0,0.0,0,0
810001813,0,0.0,0,0
810001814,0,0.0,0,0
810001815,0,0.0,0,0
810001816,0,0.0,0,0
810001817,0,0.0,0,0
810001818,0,0.0,0,0
810001819,0,0.0,0,0
810001820,0,0.0,0,0
810001821,0,0.0,0,0
810001843,0,0.0,0,0
810001844,0,0.0,0,0
810001846,0,0.0,0,0
810001850,7361,1.0,0,0
810001851,7509,1.0,0,0
810001852,7659,1.0,0,0
810001853,7812,1.0,0,0
810001854,7968,1.0,0,0
810001855,8126,1.0,0,0
810001856,8287,1.0,0,0
810001857,8451,1.0,0,0
810001858,8618,1.0,0,0
810001859,8788,1.0,0,0
810001860,0,0.0,0,0
810001861,8961,1.0,0,0
810001862,9137,1.0,0,0
810001863,9315,1.0,0,0
810001864,9497,1.0,0,0
810001865,9682,1.0,0,0
810001866,9871,1.0,0,0
810001867,10062,1.0,0,0
810001868,10257,1.0,0,0
810001869,10455,1.0,0,0
810001870,10657,1.0,0,0
810001871,0,0.0,0,0
810001872,10862,1.0,0,0
810001873,11071,1.0,0,0
810001874,11283,1.0,0,0
810001875,11500,1.0,0,0
810001876,11719,1.0,0,0
810001877,11943,1.0,0,0
810001878,12170,1.0,0,0
810001879,12401,1.0,0,0
810001880,12637,1.0,0,0
810001881,12876,1.0,0,0
810001882,0,0.0,0,0
810001883,13119,1.0,0,0
810001884,13366,1.0,0,0
810001885,13618,1.0,0,0
810001886,13874,1.0,0,0
810001887,14134,1.0,0,0
810001888,14399,1.0,0,0
810001889,14668,1.0,0,0
810001890,14942,1.0,0,0
810001891,15221,1.0,0,0
810001892,15504,1.0,0,0
810001893,0,0.0,0,0
810001894,15792,1.0,0,0
810001895,16085,1.0,0,0
810001896,16383,1.0,0,0
810001897,16686,1.0,0,0
810001898,16994,1.0,0,0
810001899,17307,1.0,0,0
810001900,17625,1.0,0,0
810001901,17949,1.0,0,0
810001902,18278,1.0,0,0
810001903,18613,1.0,0,0
810001904,0,0.0,0,0
810001905,18953,1.0,0,0
810001906,19300,1.0,0,0
810001907,19652,1.0,0,0
810001908,20010,1.0,0,0
810001909,20373,1.0,0,0
810001910,20743,1.0,0,0
810001911,21119,1.0,0,0
810001912,21501,1.0,0,0
810001913,21890,1.0,0,0
810001914,22286,1.0,0,0
810001915,0,0.0,0,0
810001916,34032,1.0,0,0
810001917,34644,1.0,0,0
810001918,35266,1.0,0,0
810001919,35901,1.0,0,0
810001920,36544,1.0,0,0
810001921,37198,1.0,0,0
810001922,37864,1.0,0,0
810001923,38539,1.0,0,0
810001924,39228,1.0,0,0
810001925,39927,1.0,0,0
810001926,0,1.0,0,0
810001927,0,0.0,0,0
810001936,0,0.0,0,0
810001928,0,0.0,0,0
810001929,14126,1.0,399,477
810001930,17123,1.0,423,507
810001931,20680,1.0,450,540
810001932,24895,1.0,474,567
810001933,29878,1.0,501,600
810001934,35765,1.0,525,630
810001935,0,0.0,0,0
810001937,0,0.0,0,0
810001938,0,0.0,0,0
810001939,0,0.0,0,0
810001944,37864,1.0,0,0
810001952,0,0.0,0,0
810001700,0,0.0,0,0
810001702,0,0.0,0,0
810001703,0,0.0,0,0
810001704,0,0.0,0,0
810001705,0,0.0,0,0
810001707,0,0.0,0,0
810001708,0,0.0,0,0
810000162,0,0.0,0,0
810000163,0,0.0,0,0
810000179,0,0.0,0,0
810000226,0,0.0,0,0
810000229,0,0.0,0,0
810000230,0,0.0,0,0
810000295,0,0.0,0,0
810000296,0,0.0,0,0
810000361,0,0.0,0,0
810000362,0,0.0,0,0
810000363,0,0.0,0,0
810000365,0,0.0,0,0
810000366,0,0.0,0,0
810000369,0,0.0,0,0
810060001,0,0.0,0,0
810060002,0,0.0,0,0
810060004,0,0.0,0,0
810060005,0,0.0,0,0
810060006,0,0.0,0,0
810060007,0,0.0,0,0
810060008,0,0.0,0,0
810060009,0,0.0,0,0
810060010,0,0.0,0,0
810060011,0,0.0,0,0
810060012,0,0.0,0,0
810060013,0,0.0,0,0
810060014,0,0.0,0,0
810060015,0,0.0,0,0
810060016,0,0.0,0,0
810060018,0,0.0,0,0
810060020,0,0.0,0,0
810070001,0,0.0,0,0
810070002,0,0.0,0,0
810070003,0,0.0,0,0
810070004,0,0.0,0,0
810070005,0,0.0,0,0
810070006,0,0.0,0,0
810070007,0,0.0,0,0
810070008,0,0.0,0,0
810070009,0,0.0,0,0
810070010,0,0.0,0,0
810070011,0,0.0,0,0
810070012,0,0.0,0,0
810070013,0,0.0,0,0
810070014,0,0.0,0,0
810070015,0,0.0,0,0
810070016,0,0.0,0,0
810070017,0,0.0,0,0
810070018,0,0.0,0,0
810070019,0,0.0,0,0
810070020,0,0.0,0,0
810070021,0,0.0,0,0
810070022,0,0.0,0,0
810070023,0,0.0,0,0
810070024,0,0.0,0,0
810070025,0,0.0,0,0
810070026,0,0.0,0,0
810070027,0,0.0,0,0
810070028,0,0.0,0,0
810070029,0,0.0,0,0
810070030,0,0.0,0,0
810070031,0,0.0,0,0
810070032,0,0.0,0,0
810070033,0,0.0,0,0
810070034,0,0.0,0,0
810070035,0,0.0,0,0
810070036,0,0.0,0,0
810070037,0,0.0,0,0
810070038,0,0.0,0,0
810070040,0,0.0,0,0
810070041,0,0.0,0,0
810070042,0,0.0,0,0
810070043,0,0.0,0,0
810070044,0,0.0,0,0
810070045,0,0.0,0,0
810070046,0,0.0,0,0
810070047,0,0.0,0,0
810070048,0,0.0,0,0
810070049,0,0.0,0,0
810070050,0,0.0,0,0
810070051,0,0.0,0,0
810070052,0,0.0,0,0
810070054,0,0.0,0,0
810070055,0,0.0,0,0
810070056,0,0.0,0,0
810070057,0,0.0,0,0
810070058,0,0.0,0,0
810070059,0,0.0,0,0
810070060,0,0.0,0,0
810070061,0,0.0,0,0
810070062,0,0.0,0,0
810070063,0,0.0,0,0
810070064,0,0.0,0,0
810070065,0,0.0,0,0
810080029,0,0.0,0,0
810080030,0,0.0,0,0
810080050,0,0.0,0,0
810080051,0,0.0,0,0
810080052,0,0.0,0,0
810080053,0,0.0,0,0
810080054,0,0.0,0,0
810080055,0,0.0,0,0
810080056,0,0.0,0,0
810080057,0,0.0,0,0
810080058,0,0.0,0,0
810080059,0,0.0,0,0
810090001,0,0.0,0,0
810090002,0,0.0,0,0
810090003,0,0.0,0,0
810090004,0,0.0,0,0
810090005,0,0.0,0,0
810090006,0,0.0,0,0
810090008,0,0.0,0,0
810090040,0,0.0,0,0
810090041,0,0.0,0,0
810090042,0,0.0,0,0
810090043,0,0.0,0,0
810090044,0,0.0,0,0
810090045,0,0.0,0,0
810090046,0,0.0,0,0
810090047,0,0.0,0,0
810090048,0,0.0,0,0
810090049,0,0.0,0,0
810090050,0,0.0,0,0
810090051,0,0.0,0,0
810090052,0,0.0,0,0
810090053,0,0.0,0,0
810090060,0,0.0,0,0
810090061,0,0.0,0,0
810090062,0,0.0,0,0
810090063,0,0.0,0,0
810090064,0,0.0,0,0
810090065,0,0.0,0,0
810090066,0,0.0,0,0
810090067,0,0.0,0,0
810090068,0,0.0,0,0
810090069,0,0.0,0,0
810090070,0,0.0,0,0
810090071,0,0.0,0,0
810090072,0,0.0,0,0
810090073,0,0.0,0,0
810090074,0,0.0,0,0
810090075,0,0.0,0,0
810090076,0,0.0,0,0
810090077,0,0.0,0,0
810090084,0,0.0,0,0
810090085,0,0.0,0,0
810090086,0,0.0,0,0
810090087,0,0.0,0,0
810090088,0,0.0,0,0
810090089,0,0.0,0,0
810090090,0,0.0,0,0
810090091,0,0.0,0,0
810090092,0,0.0,0,0
810090096,0,0.0,0,0
810090097,0,0.0,0,0
810090098,0,0.0,0,0
810090099,0,0.0,0,0
810090100,0,0.0,0,0
810090101,0,0.0,0,0
811000000,0,0.0,0,0
810090104,0,0.0,0,0
810090105,0,0.0,0,0
810090106,0,0.0,0,0
810090107,0,0.0,0,0
810090108,0,0.0,0,0
810090109,0,0.0,0,0
810090110,0,0.0,0,0
810090111,0,0.0,0,0
810090114,0,0.0,0,0
810090115,0,0.0,0,0
810090116,0,0.0,0,0
810090117,0,0.0,0,0
810090118,0,0.0,0,0
810090119,0,0.0,0,0
810090122,0,0.0,0,0
810090130,0,0.0,0,0
810090131,0,0.0,0,0
810090132,0,0.0,0,0
810090133,0,0.0,0,0
810090134,0,0.0,0,0
810090135,0,0.0,0,0
810090136,0,0.0,0,0
810090137,0,0.0,0,0
810090138,0,0.0,0,0
810000395,0,0.0,0,0
810000398,0,0.0,0,0
810000399,0,0.0,0,0
810000400,0,0.0,0,0
810000401,0,0.0,0,0
810000402,0,0.0,0,0
810000403,0,0.0,0,0
810000404,0,0.0,0,0
810000405,0,0.0,0,0
810000577,0,0.0,0,0
810000597,0,0.0,0,0
810000603,0,0.0,0,0
810000604,0,0.0,0,0
810000605,0,0.0,0,0
810000606,0,0.0,0,0
810000607,0,0.0,0,0
810000608,0,0.0,0,0
810000609,0,0.0,0,0
810000610,0,0.0,0,0
810000611,0,0.0,0,0
810000612,0,0.0,0,0
810000613,0,0.0,0,0
810000614,0,0.0,0,0
810000618,0,0.0,0,0
810000619,0,0.0,0,0
810000620,0,0.0,0,0
810000621,0,0.0,0,0
810000615,0,0.0,0,0
810000616,0,0.0,0,0
810000623,0,0.0,0,0
810000622,0,0.0,0,0
810000624,0,0.0,0,0
810000625,0,0.0,0,0
810000626,0,0.0,0,0
810000627,0,0.0,0,0
810000628,0,0.0,0,0
810000637,0,0.0,0,0
810000641,0,0.0,0,0
810000642,0,0.0,0,0
810000643,0,0.0,0,0
810000644,0,0.0,0,0
810000645,0,0.0,0,0
810000646,0,0.0,0,0
810000647,0,0.0,0,0
810000648,0,0.0,0,0
810000655,0,0.0,0,0
810000656,0,0.0,0,0
810000671,0,0.0,0,0
810000672,0,0.0,0,0
810000711,0,0.0,0,0
810000713,0,0.0,0,0
810000724,0,0.0,0,0
810000725,0,0.0,0,0
810050001,0,0.0,0,0
810050002,0,0.0,0,0
810050003,0,0.0,0,0
810050004,0,0.0,0,0
810050005,0,0.0,0,0
810050006,0,0.0,0,0
810050007,0,0.0,0,0
810050008,0,0.0,0,0
810050009,0,0.0,0,0
810050010,0,0.0,0,0
810050011,0,0.0,0,0
810050012,0,0.0,0,0
810050013,0,0.0,0,0
810000726,0,0.0,0,0
810000727,0,0.0,0,0
810050014,0,0.0,0,0
810050015,0,0.0,0,0
810000728,0,0.0,0,0
810000729,0,0.0,0,0
810050016,0,0.0,0,0
810050017,0,0.0,0,0
810050018,0,0.0,0,0
810000744,0,0.0,0,0
810000730,0,0.0,0,0
810000731,0,0.0,0,0
810000732,0,0.0,0,0
810000733,0,0.0,0,0
810000734,0,0.0,0,0
810000736,0,0.0,0,0
810000737,0,0.0,0,0
810000738,0,0.0,0,0
810000739,0,0.0,0,0
810000740,0,0.0,0,0
810000741,0,0.0,0,0
810000742,0,0.0,0,0
810000743,0,0.0,0,0
810000745,0,0.0,0,0
810000746,0,0.0,0,0
810000747,0,0.0,0,0
810000748,0,0.0,0,0
810000749,0,0.0,0,0
810000750,0,0.0,0,0
810000751,0,0.0,0,0
810000752,0,0.0,0,0
810000753,0,0.0,0,0
810000754,0,0.0,0,0
810000755,0,0.0,0,0
810000756,0,0.0,0,0
810000757,0,0.0,0,0
810000758,0,0.0,0,0
810000759,0,0.0,0,0
810000760,0,0.0,0,0
810000761,0,0.0,0,0
810000762,0,0.0,0,0
810000763,0,0.0,0,0
810000764,0,0.0,0,0
810000765,0,0.0,0,0
810000778,0,0.0,0,0
810000781,0,0.0,0,0
810000782,0,0.0,0,0
810000783,0,0.0,0,0
810000808,0,0.0,0,0
810000809,0,0.0,0,0
810000810,0,0.0,0,0
810000814,0,0.0,0,0
810000815,0,0.0,0,0
810000816,0,0.0,0,0
810000824,0,0.0,0,0
810000825,0,0.0,0,0
810000826,0,0.0,0,0
810000843,0,0.0,0,0
810000844,0,0.0,0,0
810000845,0,0.0,0,0
810000846,0,0.0,0,0
810000847,0,0.0,0,0
810000849,0,0.0,0,0
810000850,0,0.0,0,0
810000851,0,0.0,0,0
810000852,0,0.0,0,0
810000853,0,0.0,0,0
810001083,0,0.0,0,0
810001084,0,0.0,0,0
810001085,0,0.0,0,0
810001086,0,0.0,0,0
810001087,0,0.0,0,0
810001088,0,0.0,0,0
810001089,0,0.0,0,0
810001090,0,0.0,0,0
810001091,0,0.0,0,0
810001092,0,0.0,0,0
810001093,0,0.0,0,0
810001110,0,0.0,0,0
810001111,0,0.0,0,0
810001112,0,0.0,0,0
810001113,0,0.0,0,0
810001114,0,0.0,0,0
810001277,0,0.0,0,0
810001278,0,0.0,0,0
810001279,0,0.0,0,0
810001280,0,0.0,0,0
810001281,0,0.0,0,0
810001282,0,0.0,0,0
810001283,0,0.0,0,0
810001284,0,0.0,0,0
810001285,0,0.0,0,0
810001286,0,0.0,0,0
810001287,0,0.0,0,0
810001288,0,0.0,0,0
810001289,0,0.0,0,0
810001290,0,0.0,0,0
810001291,0,0.0,0,0
810001292,0,0.0,0,0
810001293,0,0.0,0,0
810001294,0,0.0,0,0
810001295,0,0.0,0,0
810001296,0,0.0,0,0
810001297,0,0.0,0,0
