ID,道具名稱,鑲嵌類型ID,道具屬性
160104305,太初的水精靈石 ★★,11,"屬性力+560
魔法爆擊傷害+36%
目標魔法抵抗力減少+12%
魔法傷害+700"
160104401,太初的火精靈石,11,"屬性力+512
魔法爆擊傷害+20%
目標魔法抵抗力減少+5%
魔法傷害+300"
160104402,太初的火精靈石 ☆,11,"屬性力+524
魔法爆擊傷害+24%
目標魔法抵抗力減少+7%
魔法傷害+400"
160104403,太初的火精靈石 ★,11,"屬性力+536
魔法爆擊傷害+28%
目標魔法抵抗力減少+9%
魔法傷害+500"
160104404,太初的火精靈石 ★☆,11,"屬性力+548
魔法爆擊傷害+32%
目標魔法抵抗力減少+11%
魔法傷害+600"
160104405,太初的火精靈石 ★★,11,"屬性力+560
魔法爆擊傷害+36%
目標魔法抵抗力減少+12%
魔法傷害+700"
160104501,太初的風精靈石,11,"屬性力+512
魔法爆擊傷害+20%
目標魔法抵抗力減少+5%
魔法傷害+300"
160104502,太初的風精靈石 ☆,11,"屬性力+524
魔法爆擊傷害+24%
目標魔法抵抗力減少+7%
魔法傷害+400"
160104503,太初的風精靈石 ★,11,"屬性力+536
魔法爆擊傷害+28%
目標魔法抵抗力減少+9%
魔法傷害+500"
160104504,太初的風精靈石 ★☆,11,"屬性力+548
魔法爆擊傷害+32%
目標魔法抵抗力減少+11%
魔法傷害+600"
160104505,太初的風精靈石 ★★,11,"屬性力+560
魔法爆擊傷害+36%
目標魔法抵抗力減少+12%
魔法傷害+700"
160104601,太初的黑暗精靈石,11,"屬性力+512
魔法爆擊傷害+20%
目標魔法抵抗力減少+5%
魔法傷害+300"
160104602,太初的黑暗精靈石 ☆,11,"屬性力+524
魔法爆擊傷害+24%
目標魔法抵抗力減少+7%
魔法傷害+400"
160104603,太初的黑暗精靈石 ★,11,"屬性力+536
魔法爆擊傷害+28%
目標魔法抵抗力減少+9%
魔法傷害+500"
160104604,太初的黑暗精靈石 ★☆,11,"屬性力+548
魔法爆擊傷害+32%
目標魔法抵抗力減少+11%
魔法傷害+600"
160104605,太初的黑暗精靈石 ★★,11,"屬性力+560
魔法爆擊傷害+36%
目標魔法抵抗力減少+12%
魔法傷害+700"
120100241,巴里伍德的眉心貼,10,"物理/魔法爆擊率 +1%
最大HP +200
獲得錢+30%
物理/魔法 爆擊傷害 +11%"
120100242,巴里伍德的眉心貼 +1,10,"物理/魔法爆擊率 +1%
最大HP +220
獲得錢+32%
物理/魔法 爆擊傷害 +12%"
120100243,巴里伍德的眉心貼 +2,10,"物理/魔法爆擊率 +1%
最大HP +240
獲得錢+34%
物理/魔法 爆擊傷害 +13%"
120100244,巴里伍德的眉心貼 +3,10,"物理/魔法爆擊率 +1%
最大HP +260
獲得錢+36%
物理/魔法 爆擊傷害 +14%"
120100245,巴里伍德的眉心貼 +4,10,"物理/魔法爆擊率 +1%
最大HP +280
獲得錢+38%
物理/魔法 爆擊傷害 +15%"
120100246,巴里伍德的眉心貼 +5,10,"物理/魔法爆擊率 +2%
最大HP +300
獲得錢+40%
物理/魔法 爆擊傷害 +16%"
120100247,巴里伍德的眉心貼 +6,10,"物理/魔法爆擊率 +2%
最大HP +320
獲得錢+42%
物理/魔法 爆擊傷害 +17%"
120100248,巴里伍德的眉心貼 +7,10,"物理/魔法爆擊率 +2%
最大HP +340
獲得錢+44%
物理/魔法 爆擊傷害 +18%"
120100249,巴里伍德的眉心貼 +8,10,"物理/魔法爆擊率 +2%
最大HP +360
獲得錢+46%
物理/魔法 爆擊傷害 +19%"
120100250,巴里伍德的眉心貼 +9,10,"物理/魔法爆擊率 +2%
最大HP +380
獲得錢+48%
物理/魔法 爆擊傷害 +20%"
110102041,巴里伍德的耳環,3,"物理/魔法爆擊率 +3%
最大HP +300
物理/魔法迴避率 +10%
物理/魔法 爆擊傷害 +15%"
110102042,巴里伍德的耳環+1,3,"物理/魔法爆擊率 +3%
最大HP +330
物理/魔法迴避率 +11%
物理/魔法 爆擊傷害 +16%"
110102043,巴里伍德的耳環+2,3,"物理/魔法爆擊率 +3%
最大HP +360
物理/魔法迴避率 +12%
物理/魔法 爆擊傷害 +17%"
110102044,巴里伍德的耳環+3,3,"物理/魔法爆擊率 +3%
最大HP +390
物理/魔法迴避率 +13%
物理/魔法 爆擊傷害 +18%"
110102045,巴里伍德的耳環+4,3,"物理/魔法爆擊率 +3%
最大HP +420
物理/魔法迴避率 +14%
物理/魔法 爆擊傷害 +19%"
110102046,巴里伍德的耳環+5,3,"物理/魔法爆擊率 +3%
最大HP +450
物理/魔法迴避率 +15%
物理/魔法 爆擊傷害 +20%"
110102047,巴里伍德的耳環+6,3,"物理/魔法爆擊率 +3%
最大HP +480
物理/魔法迴避率 +16%
物理/魔法 爆擊傷害 +21%"
110102048,巴里伍德的耳環+7,3,"物理/魔法爆擊率 +3%
最大HP +510
物理/魔法迴避率 +17%
物理/魔法 爆擊傷害 +22%"
110102049,巴里伍德的耳環+8,3,"物理/魔法爆擊率 +3%
最大HP +540
物理/魔法迴避率 +18%
物理/魔法 爆擊傷害 +23%"
110102050,巴里伍德的耳環+9,3,"物理/魔法爆擊率 +3%
最大HP +570
物理/魔法迴避率 +19%
物理/魔法 爆擊傷害 +24%"
160202450,巴里伍德的戒指,12,"物理/魔法爆擊率 +3%
最大HP +300
所有能力值 +50
物理/魔法 爆擊傷害 +15%"
160202452,巴里伍德的戒指+1,12,"物理/魔法爆擊率 +3%
最大HP +330
所有能力值 +60
物理/魔法 爆擊傷害 +16%"
160202453,巴里伍德的戒指+2,12,"物理/魔法爆擊率 +3%
最大HP +360
所有能力值 +70
物理/魔法 爆擊傷害 +17%"
160202454,巴里伍德的戒指+3,12,"物理/魔法爆擊率 +3%
最大HP +390
所有能力值 +80
物理/魔法 爆擊傷害 +18%"
160202455,巴里伍德的戒指+4,12,"物理/魔法爆擊率 +3%
最大HP +420
所有能力值 +90
物理/魔法 爆擊傷害 +19%"
160202456,巴里伍德的戒指+5,12,"物理/魔法爆擊率 +3%
最大HP +450
所有能力值 +100
物理/魔法 爆擊傷害 +20%"
160202457,巴里伍德的戒指+6,12,"物理/魔法爆擊率 +3%
最大HP +480
所有能力值 +110
物理/魔法 爆擊傷害 +21%"
160202458,巴里伍德的戒指+7,12,"物理/魔法爆擊率 +3%
最大HP +510
所有能力值 +120
物理/魔法 爆擊傷害 +22%"
160202459,巴里伍德的戒指+8,12,"物理/魔法爆擊率 +3%
最大HP +540
所有能力值 +130
物理/魔法 爆擊傷害 +23%"
160202460,巴里伍德的戒指+9,12,"物理/魔法爆擊率 +3%
最大HP +570
所有能力值 +140
物理/魔法 爆擊傷害 +24%"
160400303,發光穆亞的巧克力寶石,92,"最大HP +200
所有能力值 +20
物理/魔法傷害 +100
道具掉落率+2%"
161400303,發光穆亞的香草寶石,92,"最大HP +200
所有能力值 +20
物理/魔法傷害 +100
獲得錢+5%"
162400303,發光穆亞的薄荷寶石,92,"最大HP +200
所有能力值 +20
物理/魔法傷害 +100
屬性發生機率+100%"
160104701,太初的混沌精靈石,11,"屬性力+512
物理/魔法 爆擊傷害 +12%
物理/魔法貫穿力 +3%
物理/魔法傷害 +180"
160104702,太初的混沌精靈石 ☆,11,"屬性力+524
物理/魔法 爆擊傷害 +14%
物理/魔法貫穿力 +4%
物理/魔法傷害 +240"
160104703,太初的混沌精靈石 ★,11,"屬性力+536
物理/魔法 爆擊傷害 +16%
物理/魔法貫穿力 +5%
物理/魔法傷害 +300"
160104704,太初的混沌精靈石 ★☆,11,"屬性力+548
物理/魔法 爆擊傷害 +19%
物理/魔法貫穿力 +6%
物理/魔法傷害 +360"
160104705,太初的混沌精靈石 ★★,11,"屬性力+560
物理/魔法 爆擊傷害 +21%
物理/魔法貫穿力 +7%
物理/魔法傷害 +420"
164700111,神奇的春植島馬徽章 +9 (30日),0,"物理/魔法 命 中率 +14%
物理傷害+200
魔法傷害+200
最大HP +500"
164200111,神奇的春植島教本 +9 (30日),0,"防禦力+1000
物理傷害+200
魔法傷害+200"
120100251,神仙的眉心貼,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +5%
所有能力值 +30"
120100252,神仙的眉心貼 +1,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +6%
所有能力值 +40"
120100253,神仙的眉心貼 +2,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +7%
所有能力值 +50"
120100254,神仙的眉心貼 +3,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +8%
所有能力值 +60"
120100255,神仙的眉心貼 +4,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +9%
所有能力值 +70"
120100256,神仙的眉心貼 +5,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +10%
所有能力值 +80"
120100257,神仙的眉心貼 +6,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +11%
所有能力值 +90"
120100258,神仙的眉心貼 +7,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +12%
所有能力值 +100"
120100259,神仙的眉心貼 +8,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +13%
所有能力值 +110"
120100260,神仙的眉心貼 +9,10,"物理/魔法爆擊率 +1%
物理/魔法 爆擊傷害 +14%
所有能力值 +120"
700105120,喬朗伊,25,"移動速度+15%
所有能力值 +50"
700105121,小鬼喬朗伊,25,"移動速度+15%
所有能力值 +50"
700105001,快樂蜂蜜罐(30日),25,"所有能力值 +50
物理/魔法傷害 +100
移動速度+15%
物理/魔法爆擊率 +3%"
40100108,匠人的拳套披風,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40100109,匠人的拳套披風 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40100208,匠人的短劍披風,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40100209,匠人的短劍披風 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40100308,匠人的單手劍披風,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40100309,匠人的單手劍披風 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40100408,匠人的雙手劍披風,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40100409,匠人的雙手劍披風 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40100708,匠人的鈍器披風,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40100709,匠人的鈍器披風 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40100808,匠人的矛槍披風,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40100809,匠人的矛槍披風 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40100908,匠人的火箭筒,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40100909,匠人的火箭筒 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40101008,匠人的彈匣,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40101009,匠人的彈匣 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40101208,匠人的地精靈,6,"所有能力值 +30
屬性力+6
水抵抗力+140"
40101209,匠人的地精靈 +1,6,"所有能力值 +50
屬性力+12
水抵抗力+140"
40101308,匠人的水精靈,6,"所有能力值 +30
屬性力+6
水抵抗力+140"
40101309,匠人的水精靈 +1,6,"所有能力值 +50
屬性力+12
水抵抗力+140"
40101408,匠人的火精靈,6,"所有能力值 +30
屬性力+6
水抵抗力+140"
40101409,匠人的火精靈 +1,6,"所有能力值 +50
屬性力+12
水抵抗力+140"
40101508,匠人的風精靈,6,"所有能力值 +30
屬性力+6
水抵抗力+140"
40101509,匠人的風精靈+1,6,"所有能力值 +50
屬性力+12
水抵抗力+140"
40101608,匠人的雙刀披風,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40101609,匠人的雙刀披風+1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40101708,匠人的手槍披風,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40101709,匠人的手槍披風+1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40102308,匠人的雙背包,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40102309,匠人的雙背包 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40102408,匠人的小型機器人,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40102409,匠人的小型機器人 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40195371,匠人的靈魂之魔法球螺旋劍,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40195381,匠人的靈魂之魔法球螺旋劍 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40195372,匠人的靈魂之魔法球飛燕劍,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40195382,匠人的靈魂之魔法球飛燕劍 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40195373,匠人的靈魂之魔法球長拳套,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40195383,匠人的靈魂之魔法球長拳套 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40195374,匠人的靈魂之魔法球手套,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40195384,匠人的靈魂之魔法球手套 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40195375,匠人的靈魂之魔法球音樂指揮棒,6,"所有能力值 +30
屬性力+6"
40195385,匠人的靈魂之魔法球音樂指揮棒 +1,6,"所有能力值 +50
屬性力+12"
40195376,匠人的靈魂之魔法球盜賊短劍,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40195386,匠人的靈魂之魔法球盜賊短劍 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40195377,匠人的靈魂之魔法球神槍劍,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40195387,匠人的靈魂之魔法球神槍劍 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40195378,匠人的靈魂之魔法球禦守珠,6,"所有能力值 +30
最小/最大 攻擊力 +1%"
40195388,匠人的靈魂之魔法球禦守珠 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%"
40195379,匠人的靈魂之魔法球戰擊拐杖,6,"所有能力值 +30
最小/最大 攻擊力 +1%
屬性力+6"
40195389,匠人的靈魂之魔法球戰擊拐杖 +1,6,"所有能力值 +50
最小/最大 攻擊力 +2%
屬性力+12"
40102571,匠人的靈魂行李箱子,6,"所有能力值 +30
屬性力+6"
40102581,匠人的靈魂行李箱子 +1,6,"所有能力值 +50
屬性力+12"
90511941,匠人的頭盔,99,"防禦力+559
物理減少傷害+25
物理/魔法爆擊率 +3%
物理/魔法 爆擊傷害 +20%
物理回擊傷害+15%
魔法回擊傷害+15%
獲得經驗值+2%
所有能力值 +157"
20611941,匠人的襯衫,100,"防禦力+932
物理減少傷害+39
物理/魔 法最大傷害 +20%
最大HP +1256
最大SP+1000
獲得經驗值+2%
所有能力值 +157"
30211941,匠人的褲裙,101,"防禦力+776
物理減少傷害+35
物理/魔法貫穿力 +20%
物理/魔法最小傷害 +20%
最大HP +1256
獲得經驗值+2%
所有能力值 +157"
10211941,匠人的長拳套,7,"防禦力+373
物理減少傷害+15
物理/魔法 命 中率 +20%
物理/魔法 爆擊傷害 +15%
物理傷害+500
魔法傷害+500
獲得經驗值+2%
所有能力值 +157"
70211941,匠人的靴子,103,"防禦力+466
物理減少傷害+21
移動速度+30%
物理回避率+15%
獲得經驗值+2%
所有能力值 +157"
164800301,蘊含不滅之力的浪漫徽章,88,"力量+70
體力 +5
物理最小傷害+5%"
164800302,蘊含不滅之力的浪漫徽章 +1,88,"力量+140
體力 +10
物理最小傷害+6%"
164800303,蘊含不滅之力的浪漫徽章 +2,88,"力量+210
體力 +15
物理最小傷害+7%"
164800304,蘊含不滅之力的浪漫徽章 +3,88,"力量+280
體力 +20
物理最小傷害+8%"
164800305,蘊含不滅之力的浪漫徽章 +4,88,"力量+350
體力 +25
物理最小傷害+9%"
164800306,蘊含不滅之力的浪漫徽章 +5,88,"力量+420
體力 +30
物理最小傷害+10%"
164800307,蘊含不滅之力的浪漫徽章 +6,88,"力量+490
體力 +35
物理最小傷害+11%"
164800308,蘊含不滅之力的浪漫徽章 +7,88,"力量+560
體力 +40
物理最小傷害+12%"
164800309,蘊含不滅之力的浪漫徽章 +8,88,"力量+630
體力 +45
物理最小傷害+13%"
164800310,蘊含不滅之力的浪漫徽章 +9,88,"力量+700
體力 +50
物理最小傷害+14%"
164800401,蘊含不滅智慧的浪漫徽章,88,"魔力+70
體力 +5
魔法最小傷害+5%"
164800402,蘊含不滅智慧的浪漫徽章 +1,88,"魔力+140
體力 +10
魔法最小傷害+6%"
164800403,蘊含不滅智慧的浪漫徽章 +2,88,"魔力+210
體力 +15
魔法最小傷害+7%"
164800404,蘊含不滅智慧的浪漫徽章 +3,88,"魔力+280
體力 +20
魔法最小傷害+8%"
164800405,蘊含不滅智慧的浪漫徽章 +4,88,"魔力+350
體力 +25
魔法最小傷害+9%"
164800406,蘊含不滅智慧的浪漫徽章 +5,88,"魔力+420
體力 +30
魔法最小傷害+10%"
164800407,蘊含不滅智慧的浪漫徽章 +6,88,"魔力+490
體力 +35
魔法最小傷害+11%"
164800408,蘊含不滅智慧的浪漫徽章 +7,88,"魔力+560
體力 +40
魔法最小傷害+12%"
164800409,蘊含不滅智慧的浪漫徽章 +8,88,"魔力+630
體力 +45
魔法最小傷害+13%"
164800410,蘊含不滅智慧的浪漫徽章 +9,88,"魔力+700
體力 +50
魔法最小傷害+14%"
164800501,蘊含不滅協調的浪漫徽章,88,"所有能力值 +10
最大HP +100
物理/魔法最小傷害 +1%
物理/魔 法最大傷害 +1%"
164800502,蘊含不滅協調的浪漫徽章 +1,88,"所有能力值 +20
最大HP +180
物理/魔法最小傷害 +1%
物理/魔 法最大傷害 +1%"
164800503,蘊含不滅協調的浪漫徽章 +2,88,"所有能力值 +30
最大HP +260
物理/魔法最小傷害 +2%
物理/魔 法最大傷害 +2%"
164800504,蘊含不滅協調的浪漫徽章 +3,88,"所有能力值 +40
最大HP +340
物理/魔法最小傷害 +2%
物理/魔 法最大傷害 +2%"
164800505,蘊含不滅協調的浪漫徽章 +4,88,"所有能力值 +50
最大HP +420
物理/魔法最小傷害 +3%
物理/魔 法最大傷害 +3%"
164800506,蘊含不滅協調的浪漫徽章 +5,88,"所有能力值 +60
最大HP +500
物理/魔法最小傷害 +3%
物理/魔 法最大傷害 +3%"
164800507,蘊含不滅協調的浪漫徽章 +6,88,"所有能力值 +70
最大HP +580
物理/魔法最小傷害 +4%
物理/魔 法最大傷害 +4%"
164800508,蘊含不滅協調的浪漫徽章 +7,88,"所有能力值 +80
最大HP +660
物理/魔法最小傷害 +4%
物理/魔 法最大傷害 +4%"
164800509,蘊含不滅協調的浪漫徽章 +8,88,"所有能力值 +90
最大HP +740
物理/魔法最小傷害 +5%
物理/魔 法最大傷害 +5%"
164800510,蘊含不滅協調的浪漫徽章 +9,88,"所有能力值 +100
最大HP +820
物理/魔法最小傷害 +5%
物理/魔 法最大傷害 +5%"
164000302,4月樹木項鍊,0,"獲得經驗值+100%
物理/魔 法最大傷害 +20%
物理/魔法爆擊率 +2%
所有能力值 +50"
164200199,日本活動:神奇的春植島教本 +9 (30日),0,"防禦力+1000
物理傷害+200
魔法傷害+200"
164602599,日本活動:神聖鳳凰徽章 +9 (30日),0,"最小攻擊力+38
最大攻擊力+38
屬性力+38"
164002599,日本活動:神聖玻璃項鍊+9 (30日),0,"力量+90
體力 +90
幸運+90
魔力+90
最小攻擊力+30
屬性力+15"
160500302,閃耀黑月的馬卡龍寶石,93,"屬性力+20
最小/最大攻擊力 +20
最大HP +200"
161500302,閃耀黑月的瑪德琳寶石,93,"物理/魔法貫穿力 +10%
最大HP +200
物理/魔法傷害 +200
所有能力值 +20"
162500302,閃耀黑月的酥卷寶石,93,"物理/魔法 命 中率 +15%
最大HP +200
物理/魔法傷害 +200
所有能力值 +20"
10220036,漂浮之力的長拳套 (60日),0,"物理/魔法 爆擊傷害 +150%
所有能力值 +100
物理/魔法 命 中率 +20%
物理/魔法爆擊率 +5%"
110101136,漂浮之力的耳環(60日),0,"物理/魔法爆擊率 +3%
所有能力值 +100
物理/魔 法最大傷害 +15%"
160201536,漂浮之力的戒指(60日),0,"物理/魔法爆擊率 +5%
所有能力值 +100
物理/魔法 爆擊傷害 +20%"
40101836,漂浮之力的披風 (60日),0,"物理/魔法爆擊率 +2%
所有能力值 +100
物理/魔 法最大傷害 +20%
物理/魔法貫穿力 +10%"
60100336,漂浮之力的襪子 (60日),0,"物理回避率+15%
魔法回避率+15%
所有能力值 +100
物理/魔法 爆擊傷害 +10%"
120100136,漂浮之力的眉心貼 (60日),0,"物理/魔法 爆擊傷害 +15%
所有能力值 +100
最大HP +1000"
164200336,漂浮之力的教材 (60日),0,"物理/魔法爆擊率 +2%
所有能力值 +100
物理/魔法 爆擊傷害 +10%
物理/魔法傷害 +100
物理/魔法 命 中率 +10%"
164700136,漂浮之力的徽章 (60日),0,"最小/最大攻擊力 +20
所有能力值 +100
屬性力+20
物理/魔法傷害 +100
物理/魔 法最大傷害 +10%"
164002538,漂浮之力的項鍊 (60日),0,"物理/魔法爆擊率 +2%
所有能力值 +100
物理/魔法 爆擊傷害 +10%
物理/魔法傷害 +100
物理/魔法 命 中率 +10%"
700105202,幼兒白狼,0,
700105203,白狼,25,"所有能力值 +50
物理/魔法傷害 +100
物理/魔法 爆擊傷害 +5%"
82902601,華爾基莉魔力卡片,87,"魔力+134
屬性力+39
目標魔法抵抗力減少+5%
最大元素卡片 +1
體力 +188"
82902602,華爾基莉魔力卡片 +1,87,"魔力+134
屬性力+39
目標魔法抵抗力減少+6%
最大元素卡片 +1
體力 +189"
82902603,華爾基莉魔力卡片 +2,87,"魔力+136
屬性力+40
目標魔法抵抗力減少+7%
最大元素卡片 +2
體力 +192"
82902604,華爾基莉魔力卡片 +3,87,"魔力+138
屬性力+40
目標魔法抵抗力減少+8%
最大元素卡片 +2
體力 +195"
82902605,華爾基莉魔力卡片 +4,87,"魔力+140
屬性力+41
目標魔法抵抗力減少+9%
魔法爆擊傷害+2%
魔法爆擊率+1%
最大元素卡片 +3
體力 +198"
82902606,華爾基莉魔力卡片 +5,87,"魔力+142
屬性力+41
目標魔法抵抗力減少+10%
魔法爆擊傷害+4%
魔法爆擊率+1%
最大元素卡片 +3
體力 +201"
82902607,華爾基莉魔力卡片 +6,87,"魔力+146
屬性力+42
目標魔法抵抗力減少+11%
魔法爆擊傷害+6%
魔法爆擊率+1%
最大元素卡片 +4
體力 +207"
82902608,華爾基莉魔力卡片 +7,87,"魔力+150
屬性力+44
目標魔法抵抗力減少+12%
魔法爆擊傷害+8%
魔法爆擊率+2%
魔法傷害+100
最大元素卡片 +4
體力 +215"
82902609,華爾基莉魔力卡片 +8,87,"魔力+159
屬性力+46
目標魔法抵抗力減少+13%
魔法爆擊傷害+10%
魔法爆擊率+2%
魔法傷害+150
最大元素卡片 +5
體力 +227"
82902610,華爾基莉魔力卡片 +9,87,"魔力+167
屬性力+48
目標魔法抵抗力減少+14%
魔法爆擊傷害+12%
魔法爆擊率+3%
魔法傷害+200
最大元素卡片 +5
體力 +240"
82902611,華爾基莉魔力卡片 +10,87,"魔力+178
屬性力+52
目標魔法抵抗力減少+15%
魔法爆擊傷害+14%
魔法爆擊率+3%
魔法傷害+250
最大元素卡片 +6
體力 +255"
82902612,華爾基莉魔力卡片 +11,87,"魔力+197
屬性力+57
目標魔法抵抗力減少+16%
魔法爆擊傷害+16%
魔法爆擊率+4%
魔法傷害+300
最大元素卡片 +7
體力 +285"
82902701,瓦爾哈拉魔力卡片,87,"屬性力+80
魔法爆擊傷害+15%
魔法爆擊率+3%
魔法最小傷害+10%
魔法最大傷害+10%
最大元素卡片 +7
體力 +337
魔力+674"
82902801,競技場魔力卡片,87,"魔力+50
屬性力+15
魔法最大傷害+5%
魔法傷害+21
最大魔力卡片 +1"
82902802,競技場魔力卡片 +1,87,"魔力+69
屬性力+21
魔法最大傷害+6%
魔法傷害+43
最大魔力卡片 +2"
82902803,競技場魔力卡片 +2,87,"魔力+89
屬性力+26
魔法最大傷害+7%
魔法傷害+65
最大魔力卡片 +3"
82902804,競技場魔力卡片 +3,87,"魔力+108
屬性力+32
魔法最大傷害+8%
魔法傷害+87
最大魔力卡片 +4"
82902805,競技場魔力卡片 +4,87,"魔力+128
屬性力+38
魔法最大傷害+9%
魔法傷害+110
最大魔力卡片 +5"
82902806,競技場魔力卡片 +5,87,"魔力+148
屬性力+42
魔法最大傷害+10%
魔法傷害+137
最大魔力卡片 +6"
82902807,競技場魔力卡片 +6,87,"魔力+167
屬性力+48
魔法最大傷害+11%
魔法傷害+167
最大魔力卡片 +7"
82902808,競技場魔力卡片 +7,87,"魔力+188
屬性力+54
魔法最大傷害+12%
魔法傷害+208
最大魔力卡片 +8"
82902809,競技場魔力卡片 +8,87,"魔力+208
屬性力+60
魔法最大傷害+13%
魔法傷害+270
最大魔力卡片 +9"
82902810,競技場魔力卡片 +9,87,"魔力+227
屬性力+65
魔法最大傷害+14%
魔法傷害+371
最大魔力卡片 +10"
82902811,高級競技場魔力卡片,87,"魔力+158
屬性力+46
魔法最大傷害+1%
魔法命中率+1%
最大閃耀卡片 +1
最大暗黑卡片 +1"
82902812,高級競技場魔力卡片 +1,87,"魔力+159
屬性力+46
魔法最大傷害+2%
魔法命中率+1%
最大閃耀卡片 +1
最大暗黑卡片 +1"
82902813,高級競技場魔力卡片 +2,87,"魔力+160
屬性力+46
魔法最大傷害+3%
魔法命中率+1%
最大閃耀卡片 +2
最大暗黑卡片 +2"
82902814,高級競技場魔力卡片 +3,87,"魔力+161
屬性力+47
魔法最大傷害+4%
魔法命中率+1%
最大閃耀卡片 +2
最大暗黑卡片 +2"
82902815,高級競技場魔力卡片 +4,87,"魔力+162
屬性力+47
魔法最大傷害+5%
魔法命中率+1%
最大閃耀卡片 +3
最大暗黑卡片 +3"
82902816,高級競技場魔力卡片 +5,87,"魔力+165
屬性力+47
魔法最大傷害+6%
魔法命中率+2%
最大閃耀卡片 +3
最大暗黑卡片 +3"
82902817,高級競技場魔力卡片 +6,87,"魔力+167
屬性力+48
魔法最大傷害+7%
魔法命中率+2%
最大閃耀卡片 +4
最大暗黑卡片 +4"
82902818,高級競技場魔力卡片 +7,87,"魔力+170
屬性力+50
魔法最大傷害+8%
魔法命中率+2%
最大閃耀卡片 +4
最大暗黑卡片 +4"
82902819,高級競技場魔力卡片 +8,87,"魔力+172
屬性力+50
魔法最大傷害+9%
魔法命中率+2%
最大閃耀卡片 +5
最大暗黑卡片 +5"
82902820,高級競技場魔力卡片 +9,87,"魔力+177
屬性力+51
魔法最大傷害+10%
魔法命中率+2%
最大閃耀卡片 +5
最大暗黑卡片 +5"
82902821,高級競技場魔力卡片 +10,87,"魔力+180
屬性力+52
魔法最大傷害+11%
魔法命中率+2%
最大閃耀卡片 +6
最大暗黑卡片 +6"
82902822,高級競技場魔力卡片 +11,87,"魔力+185
屬性力+53
魔法最大傷害+12%
魔法命中率+3%
最大閃耀卡片 +6
最大暗黑卡片 +6"
82902823,高級競技場魔力卡片 +12,87,"魔力+190
屬性力+56
魔法最大傷害+13%
魔法命中率+4%
最大閃耀卡片 +7
最大暗黑卡片 +7"
82902824,高級競技場魔力卡片 +13,87,"魔力+196
屬性力+57
魔法最大傷害+14%
魔法命中率+5%
最大閃耀卡片 +7
最大暗黑卡片 +7"
82902825,高級競技場魔力卡片 +14,87,"魔力+202
屬性力+58
魔法最大傷害+15%
魔法命中率+6%
最大閃耀卡片 +8
最大暗黑卡片 +8"
82902826,高級競技場魔力卡片 +15,87,"魔力+209
屬性力+60
魔法最大傷害+16%
魔法命中率+7%
最大閃耀卡片 +8
最大暗黑卡片 +8"
