ID,箱子名稱,獎勵名稱,效果名稱
1604,月圓麵包,可愛龍龍碎片 X1,兔子藥果效果
1605,月圓麵包,高階超級鑲嵌拼圖 X1,兔子藥果效果
1606,月圓麵包,高階超級鑲嵌拼圖 X1,兔子藥果效果
1607,月圓麵包,特別的攻擊力妙藥 X1,兔子藥果效果
1608,月圓麵包,超級瑪琍闖關箱子 X1,兔子藥果效果
1609,月圓麵包,特殊雪狸貓溫泉門票 X1,兔子藥果效果
1610,月圓麵包,Lv.2 爆擊傷害增幅劑 X1,兔子藥果效果
1611,月圓麵包,Lv.2 爆擊率增幅劑 X1,兔子藥果效果
1612,月圓麵包,巴斯巴斯的妙藥 X2,兔子藥果效果
1613,月圓麵包,復活精髓 X2,兔子藥果效果
1614,月圓麵包,那勒斯的妙藥 X2,兔子藥果效果
1615,月圓麵包,初級兔子學習書 X5,兔子藥果效果
1616,月圓麵包,中級兔子學習書 X5,兔子藥果效果
1617,月圓麵包,媽媽稱號學習書 X5,兔子藥果效果
1618,月圓麵包,爸爸稱號學習書 X5,兔子藥果效果
1619,月圓麵包,女兒稱號學習書 X5,兔子藥果效果
1620,月圓麵包,兒子稱號學習書 X5,兔子藥果效果
1621,猜謎排名證明箱子,猜謎排名證明 X5,
1622,猜謎排名證明箱子,猜謎排名證明 X4,
1623,猜謎排名證明箱子,猜謎排名證明 X3,
1624,猜謎排名證明箱子,猜謎排名證明 X2,
1625,猜謎排名證明箱子,猜謎排名證明 X1,
1626,金色大肚魚漁網,金色大肚魚 X10,
1627,金色大肚魚漁網,金色大肚魚 X9,
1628,金色大肚魚漁網,金色大肚魚 X8,
1629,金色大肚魚漁網,金色大肚魚 X7,
1630,金色大肚魚漁網,金色大肚魚 X6,
1631,金色大肚魚漁網,金色大肚魚 X5,
1632,金色大肚魚漁網,金色大肚魚 X4,
1633,金色大肚魚漁網,金色大肚魚 X3,
1634,金色大肚魚漁網,金色大肚魚 X2,
1635,金色大肚魚漁網,金色大肚魚 X1,
1636,大肚子河豚漁網,大肚子河豚 X10,
1637,大肚子河豚漁網,大肚子河豚 X9,
1638,大肚子河豚漁網,大肚子河豚 X8,
1639,大肚子河豚漁網,大肚子河豚 X7,
1640,大肚子河豚漁網,大肚子河豚 X6,
1641,大肚子河豚漁網,大肚子河豚 X5,
1642,大肚子河豚漁網,大肚子河豚 X4,
1643,大肚子河豚漁網,大肚子河豚 X3,
1644,大肚子河豚漁網,大肚子河豚 X2,
1645,大肚子河豚漁網,大肚子河豚 X1,
1646,龍蝦漁網,龍蝦 X10,
1647,龍蝦漁網,龍蝦 X9,
1648,龍蝦漁網,龍蝦 X8,
1649,龍蝦漁網,龍蝦 X7,
1650,龍蝦漁網,龍蝦 X6,
1651,龍蝦漁網,龍蝦 X5,
1652,龍蝦漁網,龍蝦 X4,
1653,龍蝦漁網,龍蝦 X3,
1654,龍蝦漁網,龍蝦 X2,
1655,龍蝦漁網,龍蝦 X1,
1656,會說話的鯽魚漁網,會說話的鯽魚 X10,
1657,會說話的鯽魚漁網,會說話的鯽魚 X9,
1658,會說話的鯽魚漁網,會說話的鯽魚 X8,
1659,會說話的鯽魚漁網,會說話的鯽魚 X7,
1660,會說話的鯽魚漁網,會說話的鯽魚 X6,
1661,會說話的鯽魚漁網,會說話的鯽魚 X5,
1662,會說話的鯽魚漁網,會說話的鯽魚 X4,
1663,會說話的鯽魚漁網,會說話的鯽魚 X3,
1664,會說話的鯽魚漁網,會說話的鯽魚 X2,
1665,會說話的鯽魚漁網,會說話的鯽魚 X1,
1666,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X10,
1667,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X9,
1668,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X8,
1669,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X7,
1670,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X6,
1671,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X5,
1672,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X4,
1673,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X3,
1674,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X2,
1675,牛奶色澤鯉魚漁網,牛奶色澤鯉魚 X1,
1676,掉牙的鯊魚漁網,掉牙的鯊魚 X10,
1677,掉牙的鯊魚漁網,掉牙的鯊魚 X9,
1678,掉牙的鯊魚漁網,掉牙的鯊魚 X8,
1679,掉牙的鯊魚漁網,掉牙的鯊魚 X7,
1680,掉牙的鯊魚漁網,掉牙的鯊魚 X6,
1681,掉牙的鯊魚漁網,掉牙的鯊魚 X5,
1682,掉牙的鯊魚漁網,掉牙的鯊魚 X4,
1683,掉牙的鯊魚漁網,掉牙的鯊魚 X3,
1684,掉牙的鯊魚漁網,掉牙的鯊魚 X2,
1685,掉牙的鯊魚漁網,掉牙的鯊魚 X1,
1686,斑紋鯨魚漁網,斑紋鯨魚 X10,
1687,斑紋鯨魚漁網,斑紋鯨魚 X9,
1688,斑紋鯨魚漁網,斑紋鯨魚 X8,
1689,斑紋鯨魚漁網,斑紋鯨魚 X7,
1690,斑紋鯨魚漁網,斑紋鯨魚 X6,
1691,斑紋鯨魚漁網,斑紋鯨魚 X5,
1692,斑紋鯨魚漁網,斑紋鯨魚 X4,
1693,斑紋鯨魚漁網,斑紋鯨魚 X3,
1694,斑紋鯨魚漁網,斑紋鯨魚 X2,
1695,斑紋鯨魚漁網,斑紋鯨魚 X1,
1696,華麗的魚漁網,華麗的魚 X10,
1697,華麗的魚漁網,華麗的魚 X9,
1698,華麗的魚漁網,華麗的魚 X8,
1699,華麗的魚漁網,華麗的魚 X7,
1700,華麗的魚漁網,華麗的魚 X6,
1701,華麗的魚漁網,華麗的魚 X5,
1702,華麗的魚漁網,華麗的魚 X4,
1703,華麗的魚漁網,華麗的魚 X3,
1704,華麗的魚漁網,華麗的魚 X2,
1705,華麗的魚漁網,華麗的魚 X1,
1706,怪物巧克力,科學怪人圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1707,怪物巧克力,影波克EX圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1708,怪物巧克力,玄武圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1709,怪物巧克力,鷹身女妖圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1710,怪物巧克力,歐備倫＆泰翼娜圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1711,怪物巧克力,黑月公主圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1712,怪物巧克力,人面獅身圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1713,怪物巧克力,鬼武士圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1714,怪物巧克力,潘朵拉圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1715,怪物巧克力,海龍王圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1716,怪物巧克力,天雷魔劍圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1717,怪物巧克力,可雅圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1718,怪物巧克力,喬安潘圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1719,怪物巧克力,冰魔卡妙圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1720,怪物巧克力,阿修羅王圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1721,怪物巧克力,小章魚UFO圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1722,怪物巧克力,霍爾圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1723,怪物巧克力,薩伊安貝斯普棋圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1724,怪物巧克力,無形者圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1725,怪物巧克力,貝爾法管理員圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1726,怪物巧克力,伊普莉特圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1727,怪物巧克力,凱羅貝魯斯圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1728,怪物巧克力,德古氏圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1729,怪物巧克力,被遺忘的狐仙蕾蕾圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1730,怪物巧克力,狐仙蕾蕾圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1731,怪物巧克力,魯塞利亞圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1732,怪物巧克力,英雄王提修斯圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1733,怪物巧克力,寶石龍圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1734,怪物巧克力,魯茲曼圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1735,怪物巧克力,尼奧爾德圖鑑卡片 X1,怪物巧克力：每15秒HP持續恢復(30% HP)
1736,A型領養券,A型 X1,
1737,B型領養券,B型 X1,
1738,AB型領養券,AB型 X1,
1739,O型領養券,O型 X1,
1740,王者寶箱,胖熊貓領養券 X1,
1741,王者寶箱,白虎領養券 X1,
1742,王者寶箱,可愛龍龍兌換券 X1,
1743,王者寶箱,(舊)高級羅馬競技場武器 +15兌換券 X1,
1744,王者寶箱,三國志服裝兌換券 X1,
1745,王者寶箱,特殊稱號學習書(100%)箱子 X1,
1746,王者寶箱,沙漠狐狸寶寶帽子 X1,
1747,王者寶箱,小羊套裝兌換券 X1,
1748,王者寶箱,白熊套裝兌換券 X1,
1749,王者寶箱,大便帽子 X1,
1750,王者寶箱,經驗值秘藥100% X1,
1751,王者寶箱,[活動] 鑲嵌妙藥 X2,
1752,王者寶箱,[活動] 暴風藥水 X5,
1753,王者寶箱,最高級破片 X5,
1754,王者寶箱,那勒斯的妙藥 X1,
1755,王者寶箱,[活動] 我是OOO稱號學習書箱子 X3,
1756,王者寶箱,彩虹島世界商品禮券 X10,
1757,王者寶箱,我是風稱號學習書 X2,
1758,王者寶箱,我是王牌稱號學習書 X2,
1759,王者寶箱,我是寬宏大量的人稱號學習書 X2,
1760,王者寶箱,我是完美主義者稱號學習書 X2,
1761,[活動] 我是OOO稱號學習書箱子,我是潛力股學習書 X1,
1762,[活動] 我是OOO稱號學習書箱子,我是大隻佬學習書 X1,
1763,[活動] 我是OOO稱號學習書箱子,我是攻擊手學習書 X1,
1764,[活動] 我是OOO稱號學習書箱子,我是財閥學習書 X1,
1765,[活動] 我是OOO稱號學習書箱子,我是最棒的稱號學習書 X1,
1766,[活動] 我是OOO稱號學習書箱子,我是好勝者稱號學習書 X1,
1767,[活動] 我是OOO稱號學習書箱子,我是幸運兒稱號學習書 X1,
1768,[活動] 我是OOO稱號學習書箱子,我是拳王稱號學習書 X1,
1769,[活動] 我是OOO稱號學習書箱子,我是風稱號學習書 X1,
1770,[活動] 我是OOO稱號學習書箱子,我是王牌稱號學習書 X1,
1771,[活動] 我是OOO稱號學習書箱子,我是寬宏大量的人稱號學習書 X1,
1772,[活動] 我是OOO稱號學習書箱子,我是完美主義者稱號學習書 X1,
1773,新手聖誕老人的禮包,鈕扣兔領養券 X1,兔子藥果效果
1774,新手聖誕老人的禮包,華爾基莉武器 +10箱子 X1,兔子藥果效果
1775,新手聖誕老人的禮包,特殊稱號學習書(100%)箱子 X1,兔子藥果效果
1776,新手聖誕老人的禮包,鏡子盒包裝箱子 X1,兔子藥果效果
1777,新手聖誕老人的禮包,狸貓領養券 X1,兔子藥果效果
1778,新手聖誕老人的禮包,王者寶石箱子 X1,兔子藥果效果
1779,新手聖誕老人的禮包,骷髏領養券 X1,兔子藥果效果
1780,新手聖誕老人的禮包,雪鹿領養券 X1,兔子藥果效果
1781,新手聖誕老人的禮包,魯道夫帽子 X1,兔子藥果效果
1782,新手聖誕老人的禮包,魯道夫套服 X1,兔子藥果效果
1783,新手聖誕老人的禮包,魯道夫手套 X1,兔子藥果效果
1784,新手聖誕老人的禮包,魯道夫鞋子 X1,兔子藥果效果
1785,新手聖誕老人的禮包,鬼步舞學習書 X1,兔子藥果效果
1786,新手聖誕老人的禮包,可愛龍龍碎片 X1,兔子藥果效果
1787,新手聖誕老人的禮包,Lv.2 爆擊率增幅劑 X1,兔子藥果效果
1788,新手聖誕老人的禮包,鑲嵌妙藥 X2,兔子藥果效果
1789,新手聖誕老人的禮包,特別的攻擊力妙藥 X1,兔子藥果效果
1790,新手聖誕老人的禮包,超級瑪琍闖關箱子 X1,兔子藥果效果
1791,新手聖誕老人的禮包,特殊雪狸貓溫泉門票 X1,兔子藥果效果
1792,新手聖誕老人的禮包,Lv.2 爆擊傷害增幅劑 X1,兔子藥果效果
1793,新手聖誕老人的禮包,Lv.2 爆擊率增幅劑 X1,兔子藥果效果
1794,新手聖誕老人的禮包,道具封印鎖 X1,兔子藥果效果
1795,新手聖誕老人的禮包,復活精髓 X2,兔子藥果效果
1796,新手聖誕老人的禮包,那勒斯的妙藥 X2,兔子藥果效果
1797,新手聖誕老人的禮包,遠端完成任務箱子 X1,兔子藥果效果
1798,新手聖誕老人的禮包,委託魚桶 X1,兔子藥果效果
1799,新手聖誕老人的禮包,頌歌達人學習書 X5,兔子藥果效果
1800,新手聖誕老人的禮包,雪橇騎士學習書 X5,兔子藥果效果
1801,新手聖誕老人的禮包,仁慈的小氣鬼學習書 X5,兔子藥果效果
1802,新手聖誕老人的禮包,悠閒的聖誕老人學習書 X5,兔子藥果效果
1803,王者寶石箱子,愛麗絲的草莓寶石 X1,
1804,王者寶石箱子,愛麗絲的櫻桃寶石 X1,
1805,王者寶石箱子,愛麗絲的蘋果寶石 X1,
1806,王者寶石箱子,愛麗絲火龍果寶石 X1,
1807,王者寶石箱子,穆亞的巧克力寶石 X1,
1808,王者寶石箱子,穆亞的香草寶石 X1,
1809,王者寶石箱子,穆亞的薄荷寶石 X1,
1810,王者寶石箱子,穆亞的杏仁寶石 X1,
1811,王者寶石箱子,黑月的馬卡龍寶石 X1,
1812,王者寶石箱子,黑月的瑪德琳寶石 X1,
1813,王者寶石箱子,黑月的酥卷寶石 X1,
1814,王者寶石箱子,黑月的可頌寶石 X1,
1815,新年服禮物套裝,卡哇伊領養券 X1,兔子藥果效果
1816,新年服禮物套裝,鈕扣兔領養券 X1,兔子藥果效果
1817,新年服禮物套裝,減少道具等級限制1技能學習書 X1,兔子藥果效果
1818,新年服禮物套裝,鏡子盒包裝箱子 X1,兔子藥果效果
1819,新年服禮物套裝,可愛龍龍兌換券 X1,兔子藥果效果
1820,新年服禮物套裝,王者寶石箱子 X1,兔子藥果效果
1821,新年服禮物套裝,愉悅時尚箱子 X1,兔子藥果效果
1822,新年服禮物套裝,胖企鵝披風 X1,兔子藥果效果
1823,新年服禮物套裝,胖熊貓領養券 X1,兔子藥果效果
1824,新年服禮物套裝,小熊貓披風 X1,兔子藥果效果
1825,新年服禮物套裝,寵物傷害拼圖 X1,兔子藥果效果
1826,新年服禮物套裝,寵物傷害拼圖 X1,兔子藥果效果
1827,新年服禮物套裝,高級超級鑲嵌拼圖兌換券 X1,兔子藥果效果
1828,新年服禮物套裝,可愛龍龍碎片 X1,兔子藥果效果
1829,新年服禮物套裝,Lv.2 爆擊率增幅劑 X1,兔子藥果效果
1830,新年服禮物套裝,特別的攻擊力妙藥 X1,兔子藥果效果
1831,新年服禮物套裝,一般恢復藥水 X1,兔子藥果效果
1832,新年服禮物套裝,超級瑪琍闖關箱子 X1,兔子藥果效果
1833,新年服禮物套裝,特殊雪狸貓溫泉門票 X1,兔子藥果效果
1834,新年服禮物套裝,Lv.2 爆擊傷害增幅劑 X1,兔子藥果效果
1835,新年服禮物套裝,Lv.2 爆擊率增幅劑 X1,兔子藥果效果
1836,新年服禮物套裝,道具封印鎖 X1,兔子藥果效果
1837,新年服禮物套裝,復活精髓 X2,兔子藥果效果
1838,新年服禮物套裝,屬性重置妙藥 X1,兔子藥果效果
1839,新年服禮物套裝,哭臉頻道麥克風 X1,兔子藥果效果
1840,新年服禮物套裝,委託魚桶 X2,兔子藥果效果
1841,新年服禮物套裝,姐姐稱號學習書 X5,兔子藥果效果
1842,新年服禮物套裝,哥哥稱號學習書 X5,兔子藥果效果
1843,新年服禮物套裝,女兒稱號學習書 X5,兔子藥果效果
1844,新年服禮物套裝,兒子稱號學習書 X5,兔子藥果效果
1845,傳統糕點禮物組合,卡哇伊領養券 X1,兔子藥果效果
1846,傳統糕點禮物組合,匠人的手藝學習書 X1,兔子藥果效果
1847,傳統糕點禮物組合,白虎領養券 X1,兔子藥果效果
1848,傳統糕點禮物組合,愛麗絲火龍果寶石 X1,兔子藥果效果
1849,傳統糕點禮物組合,穆亞的杏仁寶石 X1,兔子藥果效果
1850,傳統糕點禮物組合,黑月的可頌寶石 X1,兔子藥果效果
1851,傳統糕點禮物組合,三國志服裝兌換券 X1,兔子藥果效果
1852,傳統糕點禮物組合,胖企鵝帽子 X1,兔子藥果效果
1853,傳統糕點禮物組合,鸚鵡披風 X1,兔子藥果效果
1854,傳統糕點禮物組合,聲望飾品延長優惠券 X1,兔子藥果效果
1855,傳統糕點禮物組合,+6鏡子盒包裝箱子(30日) X1,兔子藥果效果
1856,傳統糕點禮物組合,經驗值秘藥300% X1,兔子藥果效果
1857,傳統糕點禮物組合,高級超級鑲嵌拼圖兌換券 X1,兔子藥果效果
1858,傳統糕點禮物組合,寵物重置拼圖 X1,兔子藥果效果
1859,傳統糕點禮物組合,寵物重置拼圖 X1,兔子藥果效果
1860,傳統糕點禮物組合,可愛龍龍碎片 X1,兔子藥果效果
1861,傳統糕點禮物組合,怪物巧克力 X1,兔子藥果效果
1862,傳統糕點禮物組合,超級瑪琍闖關箱子 X1,兔子藥果效果
1863,傳統糕點禮物組合,高階超級鑲嵌拼圖 X1,兔子藥果效果
1864,傳統糕點禮物組合,高階超級鑲嵌拼圖 X1,兔子藥果效果
1865,傳統糕點禮物組合,紅心伺服器麥克風 X1,兔子藥果效果
1866,傳統糕點禮物組合,道具封印鎖 X1,兔子藥果效果
1867,傳統糕點禮物組合,復活精髓 X2,兔子藥果效果
1868,傳統糕點禮物組合,隨機任務重置藥水 X1,兔子藥果效果
1869,傳統糕點禮物組合,遠端完成任務箱子 X1,兔子藥果效果
1870,傳統糕點禮物組合,眼冒愛心頻道麥克風 X2,兔子藥果效果
1871,傳統糕點禮物組合,大姊稱號學習書 X5,兔子藥果效果
1872,傳統糕點禮物組合,大哥稱號學習書 X5,兔子藥果效果
1873,傳統糕點禮物組合,媽媽稱號學習書 X5,兔子藥果效果
1874,傳統糕點禮物組合,爸爸稱號學習書 X5,兔子藥果效果
1875,卡哇伊領養券,卡哇伊 X1,
1876,春之氣息,卡哇伊領養券 X1,春之氣息：移動速度 20%
1877,春之氣息,匠人的手藝學習書 X1,春之氣息：移動速度 20%
1878,春之氣息,白虎領養券 X1,春之氣息：移動速度 20%
1879,春之氣息,愛麗絲火龍果寶石 X1,春之氣息：移動速度 20%
1880,春之氣息,穆亞的杏仁寶石 X1,春之氣息：移動速度 20%
1881,春之氣息,黑月的可頌寶石 X1,春之氣息：移動速度 20%
1882,春之氣息,三國志服裝兌換券 X1,春之氣息：移動速度 20%
1883,春之氣息,胖企鵝帽子 X1,春之氣息：移動速度 20%
1884,春之氣息,胖企鵝披風 X1,春之氣息：移動速度 20%
1885,春之氣息,穆亞的薄荷寶石 X1,春之氣息：移動速度 20%
1886,春之氣息,黑月的馬卡龍寶石 X1,春之氣息：移動速度 20%
1887,春之氣息,愛麗絲的櫻桃寶石 X1,春之氣息：移動速度 20%
1888,春之氣息,高級超級鑲嵌拼圖兌換券 X1,春之氣息：移動速度 20%
1889,春之氣息,寵物重置拼圖 X1,春之氣息：移動速度 20%
1890,春之氣息,寵物重置拼圖 X1,春之氣息：移動速度 20%
1891,春之氣息,可愛龍龍碎片 X1,春之氣息：移動速度 20%
1892,春之氣息,怪物巧克力 X1,春之氣息：移動速度 20%
1893,春之氣息,超級瑪琍闖關箱子 X1,春之氣息：移動速度 20%
1894,春之氣息,高階超級鑲嵌拼圖 X1,春之氣息：移動速度 20%
1895,春之氣息,高階超級鑲嵌拼圖 X1,春之氣息：移動速度 20%
1896,春之氣息,紅心伺服器麥克風 X1,春之氣息：移動速度 20%
1897,春之氣息,道具封印鎖 X1,春之氣息：移動速度 20%
1898,春之氣息,復活精髓 X2,春之氣息：移動速度 20%
1899,春之氣息,隨機任務重置藥水 X1,春之氣息：移動速度 20%
1900,春之氣息,遠端完成任務箱子 X1,春之氣息：移動速度 20%
1901,春之氣息,眼冒愛心頻道麥克風 X2,春之氣息：移動速度 20%
1902,春之氣息,大姊稱號學習書 X5,春之氣息：移動速度 20%
1903,春之氣息,大哥稱號學習書 X5,春之氣息：移動速度 20%
1904,春之氣息,姐姐稱號學習書 X5,春之氣息：移動速度 20%
1905,春之氣息,哥哥稱號學習書 X5,春之氣息：移動速度 20%
1906,[活動] 春之氣息,卡哇伊領養券 X1,春之氣息：移動速度 20%
1907,[活動] 春之氣息,匠人的手藝學習書 X1,春之氣息：移動速度 20%
1908,[活動] 春之氣息,白虎領養券 X1,春之氣息：移動速度 20%
1909,[活動] 春之氣息,愛麗絲火龍果寶石 X1,春之氣息：移動速度 20%
1910,[活動] 春之氣息,穆亞的杏仁寶石 X1,春之氣息：移動速度 20%
1911,[活動] 春之氣息,黑月的可頌寶石 X1,春之氣息：移動速度 20%
1912,[活動] 春之氣息,三國志服裝兌換券 X1,春之氣息：移動速度 20%
1913,[活動] 春之氣息,胖企鵝帽子 X1,春之氣息：移動速度 20%
1914,[活動] 春之氣息,胖企鵝披風 X1,春之氣息：移動速度 20%
1915,[活動] 春之氣息,穆亞的薄荷寶石 X1,春之氣息：移動速度 20%
1916,[活動] 春之氣息,黑月的馬卡龍寶石 X1,春之氣息：移動速度 20%
1917,[活動] 春之氣息,愛麗絲的櫻桃寶石 X1,春之氣息：移動速度 20%
1918,[活動] 春之氣息,高級超級鑲嵌拼圖兌換券 X1,春之氣息：移動速度 20%
1919,[活動] 春之氣息,寵物重置拼圖 X1,春之氣息：移動速度 20%
1920,[活動] 春之氣息,寵物重置拼圖 X1,春之氣息：移動速度 20%
1921,[活動] 春之氣息,可愛龍龍碎片 X1,春之氣息：移動速度 20%
1922,[活動] 春之氣息,怪物巧克力 X1,春之氣息：移動速度 20%
1923,[活動] 春之氣息,超級瑪琍闖關箱子 X1,春之氣息：移動速度 20%
1924,[活動] 春之氣息,高階超級鑲嵌拼圖 X1,春之氣息：移動速度 20%
1925,[活動] 春之氣息,高階超級鑲嵌拼圖 X1,春之氣息：移動速度 20%
1926,[活動] 春之氣息,紅心伺服器麥克風 X1,春之氣息：移動速度 20%
1927,[活動] 春之氣息,道具封印鎖 X1,春之氣息：移動速度 20%
1928,[活動] 春之氣息,復活精髓 X2,春之氣息：移動速度 20%
1929,[活動] 春之氣息,隨機任務重置藥水 X1,春之氣息：移動速度 20%
1930,[活動] 春之氣息,遠端完成任務箱子 X1,春之氣息：移動速度 20%
1931,[活動] 春之氣息,眼冒愛心頻道麥克風 X2,春之氣息：移動速度 20%
1932,[活動] 春之氣息,大姊稱號學習書 X5,春之氣息：移動速度 20%
1933,[活動] 春之氣息,大哥稱號學習書 X5,春之氣息：移動速度 20%
1934,[活動] 春之氣息,姐姐稱號學習書 X5,春之氣息：移動速度 20%
1935,[活動] 春之氣息,哥哥稱號學習書 X5,春之氣息：移動速度 20%
1936,UFO Mk.I兌換券,[活動] UFO Mk.V登錄券 X1,
1937,頂級寵物領養券箱子,卡哇伊領養券 X1,
1938,頂級寵物領養券箱子,鈕扣兔領養券 X1,
1939,頂級寵物領養券箱子,白虎領養券 X1,
1940,頂級寵物領養券箱子,幸運龍領養券 X1,
1941,頂級寵物領養券箱子,熊貓領養券 X1,
1942,頂級寵物領養券箱子,鐵金剛領養券 X1,
1943,頂級寵物領養券箱子,狸貓領養券 X1,
1944,頂級寵物領養券箱子,布朗妮領養券 X1,
1945,爆炸禮物箱子,卡哇伊領養券 X1,春之氣息：移動速度 20%
1946,爆炸禮物箱子,白虎領養券 X1,春之氣息：移動速度 20%
1947,爆炸禮物箱子,鈕扣兔領養券 X1,春之氣息：移動速度 20%
1948,爆炸禮物箱子,愛麗絲火龍果寶石 X1,春之氣息：移動速度 20%
1949,爆炸禮物箱子,穆亞的杏仁寶石 X1,春之氣息：移動速度 20%
1950,爆炸禮物箱子,黑月的可頌寶石 X1,春之氣息：移動速度 20%
1951,爆炸禮物箱子,戳戳樂第1名表情 X1,春之氣息：移動速度 20%
1952,爆炸禮物箱子,沙漠狐狸寶寶帽子 X1,春之氣息：移動速度 20%
1953,爆炸禮物箱子,沙漠狐狸寶寶披風 X1,春之氣息：移動速度 20%
1954,爆炸禮物箱子,穆亞的薄荷寶石 X1,春之氣息：移動速度 20%
1955,爆炸禮物箱子,黑月的馬卡龍寶石 X1,春之氣息：移動速度 20%
1956,爆炸禮物箱子,愛麗絲的櫻桃寶石 X1,春之氣息：移動速度 20%
1957,爆炸禮物箱子,高級超級鑲嵌拼圖兌換券 X1,春之氣息：移動速度 20%
1958,爆炸禮物箱子,寵物重置拼圖 X1,春之氣息：移動速度 20%
1959,爆炸禮物箱子,寵物重置拼圖 X1,春之氣息：移動速度 20%
1960,爆炸禮物箱子,可愛龍龍碎片 X1,春之氣息：移動速度 20%
1961,爆炸禮物箱子,噢！好口愛！學習書 X1,春之氣息：移動速度 20%
1962,爆炸禮物箱子,超級瑪琍闖關箱子 X1,春之氣息：移動速度 20%
1963,爆炸禮物箱子,一般恢復藥水 X1,春之氣息：移動速度 20%
1964,爆炸禮物箱子,Lv.2 爆擊傷害增幅劑 X1,春之氣息：移動速度 20%
1965,爆炸禮物箱子,Lv.2 爆擊率增幅劑 X1,春之氣息：移動速度 20%
1966,爆炸禮物箱子,道具封印鎖 X1,春之氣息：移動速度 20%
1967,爆炸禮物箱子,復活精髓 X2,春之氣息：移動速度 20%
1968,爆炸禮物箱子,那勒斯的妙藥 X2,春之氣息：移動速度 20%
1969,爆炸禮物箱子,遠端完成任務箱子 X1,春之氣息：移動速度 20%
1970,爆炸禮物箱子,哭臉頻道麥克風 X1,春之氣息：移動速度 20%
1971,爆炸禮物箱子,衝鋒陷陣大王學習書 X5,春之氣息：移動速度 20%
1972,爆炸禮物箱子,衝鋒陷陣高手學習書 X5,春之氣息：移動速度 20%
1973,爆炸禮物箱子,衝鋒陷陣之神學習書 X5,春之氣息：移動速度 20%
1974,爆炸禮物箱子,衝鋒陷陣達人學習書 X5,春之氣息：移動速度 20%
1975,天天開心特殊藥水,,天天開心特殊藥水：物理爆擊傷害增加10%
1976,天天開心特殊藥水,,天天開心特殊藥水：爆擊率增加1%
1977,天天開心特殊藥水,,天天開心特殊藥水：HP +500
1978,天天開心特殊藥水,,天天開心特殊藥水：SP +500
1979,天天開心特殊藥水,,天天開心特殊藥水：道具掉落率10%
1980,天天開心特殊藥水,,天天開心特殊藥水：物理/魔法最大傷害20%
1981,天天開心特殊藥水,,天天開心特殊藥水：物理/魔法最小傷害20%
1982,天天開心特殊藥水,,天天開心特殊藥水：幸運 +50
1983,天天開心特殊藥水,,天天開心特殊藥水：體力 +50
1984,天天開心特殊藥水,,天天開心特殊藥水：移動速度 +20%
1985,天天開心特殊藥水,,天天開心特殊藥水：防禦力 +2000
