id,name,reward_exp,reward_ely,reward_items
183000003,報告,15592500000,2500000,
183000004,決定討伐,15592500000,2500000,
183000005,關於珊瑚之城,31185000000,3500000,"穆亞的記憶破片 X1
雷比的記憶破片 X1
卡茲諾的記憶破片 X1
愛麗絲的記憶破片 X1"
183000006,戰爭就是和時間賽跑!,31185000000,4000000,"穆亞的記憶破片 X1
雷比的記憶破片 X1
卡茲諾的記憶破片 X1
愛麗絲的記憶破片 X1"
183000007,神獸巨靈,51975000000,6000000,"符文字卷軸 X1
[活動]背包 X1
每週挑戰初始化卷軸 X1"
183000008,亡者之王,51975000000,9000000,"[光之聯合] 爆擊傷害增幅劑 X3
[光之聯合] 爆擊率增幅劑 X3
[光之聯合] 傷害增幅劑 X3"
183000009,任務完成,103950000000,11000000,"活動:經驗值秘藥 1000% X1
姜太公的祝福 X2
活動:寵物用回春草(30日) X1"
184000001,愛麗絲的下落,16741500000,3000000,
184000002,愛麗絲的內心世界,16741500000,3000000,
184000003,滅亡的世界精靈,16741500000,3000000,
184000004,阻擋絕望,33483000000,5000000,
184000005,邪惡的侍從們,33483000000,5000000,
184000006,另一個世界,16741500000,5000000,
184000007,第一個邪惡種子,55805000000,8000000,
184000008,反覆滅亡的存在,55805000000,10000000,"[活動]消耗背包 X1
[活動]其他背包 X1
活動:裝備背包擴充 X1"
184000009,內心世界的安定,16741500000,3000000,
184000010,完整的神格,111610000000,15000000,"活動:經驗值秘藥 1000% X2
活動:寵物用回春草(30日) X1
復活精髓 X20"
184002001,馬勒泰利的呼喚,0,0,
184002002,前往貝羅斯購物,0,0,
184002003,在阿法揮霍,0,0,
184002004,在貝斯撒錢,0,0,
184002005,在聯合公會打開錢包,0,0,
184002006,投資利利樂,0,0,
184002007,金蘋果,0,0,
184002008,最後…,0,0,
184001001,柔藍的呼喚,0,0,
184001002,悟爾的內心,0,0,
184001003,關於超人,0,0,
184001004,突如其來的委託,0,0,
184001005,送達貝爾法圖書館!,0,0,
184001006,領主的信物,0,0,
184001007,混亂的惡魔之山,0,0,
184001008,守護的冰結晶,0,0,
184001009,不完整的神殿,0,0,
184001010,染血的杯子,0,0,
184001011,消滅殘黨,0,0,
184001012,維修太陽宮殿,0,0,
184001013,太陽的信物,0,0,
184001014,祭壇重建準備,0,0,
184001015,火花紋裝飾,0,0,
184001016,雲霧峽谷,0,0,
184001017,充滿不詳的森林,0,0,
184001018,淨化之葉,0,0,
184001019,貪慾森林,0,0,
184001020,光的眼淚,0,0,
184001021,紛亂的修練森林,0,0,
184001022,阻斷訓練場的積弊,0,0,
184001023,古代超人的刀刃碎片,0,0,
184001024,陷入幻影之人,0,0,
184001025,影之鏡,0,0,
184001026,抑鬱的精靈們,0,0,
184001027,被汙染的精靈,0,0,
184001028,精靈的翅膀,0,0,
184001029,寒冷的深淵,0,0,
184001030,蘊含黑暗的珍珠,0,0,
191000001,柔藍的呼喚,15592500000,1500000,
191000002,亞瑪倫沙漠的沙暴,31185000000,2500000,
191000003,沙漠王國的公主,15592500000,1500000,
191000004,第一次沙漠調查,31185000000,3000000,
191000005,第二次沙漠調查,31185000000,3000000,
191000006,傳達情況,15592500000,1500000,
191000007,異世界的蟲怪,51975000000,7000000,"初級萬能木錘 X10
超級萬能木錘 X1
[活動] 刻有星星的刻印石 X150
最高級萬能木錘 X1"
191000008,與亡者之神締約的王,51975000000,7000000,"高級萬能木錘 X10
超級萬能木錘 X1
[活動] 刻有月亮的刻印石 X4
最高級萬能木錘 X1"
191000009,能夠回去的方法,15592500000,5000000,"穆亞的記憶破片 X1
雷比的記憶破片 X1
卡茲諾的記憶破片 X1
愛麗絲的記憶破片 X1"
191000010,掌握情況,103950000000,15000000,"姜太公的祝福 X1
活動:經驗值秘藥 1000% X1
黃金錘 X20"
191000423,歸還薩伊安的戒指,1,100,
192000001,另一個危險,17134500000,3000000,
192000002,精靈的忠言 (1),17134500000,3000000,
192000003,精靈的忠言 (2),17134500000,3000000,
192000004,走吧，前往塔爾達洛斯,17134500000,3000000,
192000005,無趣的事,17134500000,3000000,
192000006,工地的妨礙者們,34269000000,5000000,
192000007,一片狼藉的工地,34269000000,5000000,
192000008,都市混亂的理由,17134500000,3000000,
192000009,擁有不法之力之人,57115000000,8000000,"[光之聯合] 爆擊傷害增幅劑 X5
肥宅快樂水 X30
活動:王者攻擊力秘藥 X2
符文字卷軸 X1"
192000010,需要許可,17134500000,3000000,
192000011,塔爾達洛斯的盡頭，地獄,57115000000,11000000,"黃金錘 X10
復活精髓 X10
活動:道具掉落率 100%靈藥 X2
符文字卷軸 X1"
192000012,暫時結束,114230000000,16000000,"最高級萬能木錘 X5
姜太公的祝福 X1
[活動] 暴風藥水 X15
塔爾達洛斯的黑暗學習書 X1"
154005025,安排的真面目究竟是…?,2000000,30000000,
154005123,通過考驗,2260000,30000000,
154005222,再次找到的第三座石塔,2520000,30000000,
154005322,獲得資格,2820000,20000000,
154005429,得到第五次的安排,3140000,10000000,
154005518,得到第六次的安排,3500000,10000000,
154005629,得到最後一次安排,3640000,30000000,
164002109,愛麗絲的第八座石塔,20000000,10000000,
164002209,愛麗絲的第九座石塔,26000000,10000000,
164002309,愛麗絲的石塔確定,32000000,10000000,
164002409,第十一座石塔的下落 (7),38000000,20000000,
164002509,下一座石塔的下落,44000000,10000000,
164002609,最後的石塔,50000000,10000000,
164002709,終於揭曉的愛麗絲的下落,60000000,30000000,
193000001,修古的呼喚,16383000000,1650000,
193000002,米勒坎蒂亞的異常現象,16383000000,1650000,
193000003,前往怪物樹山林,16383000000,1650000,
193000004,繁蕪的山腳,32766000000,3300000,
193000005,精靈的信任,16383000000,1650000,
193000006,以信任為基礎,16383000000,1650000,
193000007,需要整理,54610000000,8000000,"肥宅快樂水 X50
活動:封印鎖 X5
活動:道具掉落率 100%靈藥 X2"
193000008,傭兵團的煩惱,16383000000,1650000,
193000009,尋找解決方法 (1),16383000000,1650000,
193000010,尋找解決方法 (2),16383000000,1650000,
193000011,死亡中歸來的王,54610000000,9000000,"姜太公的祝福 X1
[活動] 暴風藥水 X20
[光之聯合] 爆擊傷害增幅劑 X10
活動:經驗值秘藥 1000% X1
經驗值秘藥300% X1"
193000012,米勒坎蒂亞的正常化,109220000000,16500000,"符文字卷軸 X1
超級萬能木錘 X1
活動:寵物用回春草(30日) X1"
193002001,煞尼克為什麼呼喊?,0,0,
193002002,名為幻獸的存在,0,0,
193002003,相似的傢伙們,0,0,
193002004,與女神有關的東西,0,0,
193002005,悠尼亞會喜歡的東西,0,0,
193002006,需要更多情報,0,0,
193002007,相似傢伙們的東西,0,0,
193002008,為了和不安的女神一起,0,0,
193004101,獵人的使命,0,100000,
194000001,煞尼克的呼喚,17334000000,3000000,
194000002,前往幻影大地…,17334000000,3000000,
194000003,迷路的少女,34668000000,5000000,
194000004,造訪恪爾立 (1),17334000000,3000000,
194000005,造訪恪爾立 (2),17334000000,3000000,
194000006,造訪恪爾立 (3),17334000000,3000000,
194000007,失憶的少女,34668000000,5000000,
194000008,壟罩峽谷的影子,57780000000,8000000,"[光之聯合] 爆擊傷害增幅劑 X5
[光之聯合] 傷害增幅劑 X5
[活動] 暴風藥水 X10
[活動] 超人任務初始化卷軸 X1"
194000009,少女的秘密,17334000000,3000000,
194000010,女神的處所,57780000000,12000000,"復活精髓 X5
超級萬能木錘 X2
活動:道具掉落率 100%靈藥 X2
[活動] 超人任務初始化卷軸 X1"
194000011,遇見黑暗後,17334000000,3000000,
194000012,光與影,173340000000,17000000,"活動:王者攻擊力秘藥 2 X3
姜太公的祝福 X1
符文字卷軸 X1
與蓋亞的約定稱號學習書 X1"
201000001,由愛因斯特…,17419500000,3264000,
201000002,學院祭邀請函,17419500000,3264000,
201000003,前往傑芮尼斯山丘之路,17419500000,3264000,
201000004,中斷的學院祭 (1),34839000000,6528000,
201000005,中斷的學院祭 (2),34839000000,6528000,
201000006,陷入詛咒的學院,58065000000,10880000,"[光之聯合] 傷害增幅劑 X5
活動:經驗值秘藥500% X1
[活動] 暴風藥水 X10"
201000007,尋找解決方法,17419500000,3264000,
201000008,重要的工具,17419500000,3264000,
201000009,學院祭的盡頭,58065000000,10880000,
201000010,回去的路,17419500000,3264000,"[活動] 暴風藥水(30分鐘) X1
復活精髓 X5
活動:道具掉落率 100%靈藥 X2
每週挑戰初始化卷軸 X1"
201000011,女帝的傳言?,116130000000,21760000,"活動:經驗值秘藥 1000% X1
姜太公的祝福 X1
活動:王者攻擊力秘藥 2 X3
又一個線索學習書 X1"
202000001,就是今天,17497500000,328800,
202000002,被遮蔽的都市,17497500000,328800,
202000003,理所當然的疑心,34995000000,657600,
202000004,另一面,17497500000,328800,
202000005,新命運的場所 (1),34995000000,657600,
202000006,新命運的場所 (2),34995000000,657600,
202000007,艾特瓦勒聯軍,17497500000,328800,
202000008,夢境貪欲,58325000000,1096000,"[光之聯合] 爆擊傷害增幅劑 X5
[光之聯合] 傷害增幅劑 X5
[活動] 暴風藥水 X10"
202000009,預定的事,17497500000,328800,
202000010,必須在森林裡做的事,58325000000,1096000,"[活動] 暴風藥水(30分鐘) X1
姜太公的祝福 X1
活動:王者攻擊力秘藥 2 X4"
202000011,某個王國的最後,116650000000,2192000,"姜太公的祝福 X1
活動:經驗值秘藥 1000% X1
符文字卷軸 X1
破滅大地的救援者稱號學習書 X1"
202002101,受教育的新人,0,0,
202002102,戰場體驗 (1),0,0,
202002103,戰場體驗 (2),0,0,
202002104,某個聲音…,0,0,
202002105,前往新的地方…,30,0,"新手的虎弓皮髮帶 X1
新手的虎弓皮襯衫 X1
新手的虎弓皮褲子 X1
新手的皮運動鞋 X1
新手的皮手鐲 X1"
154001032,安排的真面目究竟是…?,2000000,30000000,
154001130,通過考驗,2260000,30000000,
154001229,再次找到的第三座石塔,2520000,10000000,
154001329,獲得資格,2820000,20000000,
154001436,得到第五次的安排,3140000,10000000,
154001525,得到第六次的安排,3500000,10000000,
154001636,得到最後一次安排,3640000,30000000,
164001116,愛麗絲的第八座石塔,20000000,10000000,
164001216,愛麗絲的第九座石塔,26000000,10000000,
164001316,愛麗絲的石塔確定,32000000,10000000,
164001416,第十一座石塔的下落 (7),38000000,20000000,
164001516,下一座石塔的下落,44000000,10000000,
164001616,最後的石塔,50000000,10000000,
164001716,終於揭曉的愛麗絲的下落,60000000,30000000,
203000001,泰奧多勒的呼喚,17569500000,3312000,
203000002,吉斯克領地的繼承者,17569500000,3312000,
203000003,與吉斯卡德見面,17569500000,3312000,
203000004,真實火花,35139000000,6624000,
203000005,幽靈西娜,35139000000,6624000,
203000006,西娜的禮物,35139000000,6624000,
203000007,也許遺物…,17569500000,3312000,
203000008,令人起疑之處,17569500000,3312000,
203000009,蛇影,58565000000,11040000,"活動:王者經驗值秘藥 X2
活動 王者攻擊力糖漿 X2
活動:任務獎勵 UP! 靈藥 X2
虛無的胸針 X1"
203000010,尋找線索,17569500000,3312000,
203000011,忘卻與真實 (1),58565000000,11040000,"姜太公的祝福 X2
[光之聯合] 爆擊傷害增幅劑 X5
[活動] 暴風藥水 X10"
203000012,忘卻與真實 (2),117130000000,22080000,"[活動] 暴風藥水(30分鐘) X1
活動:經驗值秘藥 1000% X3
[光之聯合] 爆擊傷害增幅劑 X10
劍神的信賴稱號學習書 X1"
204000001,風的引渡,17635500000,3336000,
204000002,某些記憶,17635500000,3336000,
204000003,前往福波斯之路,17635500000,3336000,
204000004,確認實力,35271000000,6672000,
204000005,赤地的解決者,35271000000,6672000,
204000006,瑪爾斯城 (1),17635500000,3336000,
204000007,瑪爾斯城 (2),17635500000,3336000,
204000008,下落不明的市長,17635500000,3336000,
204000009,籠罩福波斯的影子,17635500000,3336000,
204000010,師傅的搖籃,58785000000,11120000,"戰鬥靈藥 X5
實用的靈藥 X5
活動 王者攻擊力糖漿 X4"
204000011,市長的下落,17635500000,3336000,
204000012,魅惑的玫瑰,58785000000,11120000,"活動:經驗值秘藥 1000% X1
姜太公的祝福 X4
活動:道具掉落率 100%靈藥 X3"
204000013,玩偶的存在,17635500000,3336000,
204000014,阿德奇納的決心,117570000000,22240000,"符文字卷軸 X1
[活動] 暴風藥水(30分鐘) X1
[光之聯合] 爆擊傷害增幅劑 X4
阿德奇納的決心稱號學習書 X1"
211000001,約定的時間,18055500000,3456000,
211000002,聖域的另一面,18055500000,3456000,
211000003,蓋亞在哪裡…,18055500000,3456000,
211000004,另一面的警戒,18055500000,3456000,
211000005,前往聖域之路,18055500000,3456000,
211000006,掌握情況 (1),36111000000,6912000,
211000007,掌握情況 (2),36111000000,6912000,
211000008,進門的天使,60185000000,11520000,"[光之聯合] 傷害增幅劑 X5
活動:經驗值秘藥500% X1
[活動] 暴風藥水 X10"
211000009,見到天使後,18055500000,3456000,
211000010,前往誓約的聖地…,18055500000,3456000,
211000011,某種硬幣,60185000000,11520000,
211000012,未結束的事情,18055500000,3456000,"[活動] 暴風藥水(30分鐘) X1
姜太公的祝福 X1
活動:王者攻擊力秘藥 2 X3"
211000013,另一個未來,120370000000,23040000,"活動:經驗值秘藥 1000% X1
[光之聯合] 爆擊傷害增幅劑 X5
活動:任務獎勵 UP! 靈藥 X5
獲得大地祝福的稱號學習書 X1"
901000001,旅程的開始,60,5000,漂亮的蛋 [永久制] X1
901000002,花之少女,400,10000,
901000003,迭爾的弓 (1),2000,11000,塞瑞斯蒂亞 X1
901000004,迭爾的弓 (2),2000,11000,
901000005,你好，穆亞,10000,30000,"肥宅快樂水 X10
復活精髓 X3
經驗值秘藥100% X1"
901000006,走吧，前往艾利亞斯,10000,30000,"冒險開始箱子 X1
活動:任務獎勵UP!靈藥 X1"
901000007,消失的樂師,95400,50000,
901000008,災難的種子,95400,50000,
901000009,劍花，蕭羽,95400,50000,
901000010,八仙秘藥,95400,50000,
901000011,玄武洞的相遇,95400,50000,"活動:經驗值秘藥500% X1
[活動] 倉庫背包擴充 X1
復活精髓 X2
傳送點電池(7日) X1"
901000012,黑月公主,108900,53000,
901000013,馬伊諾的寶石,177000,62000,"人面獅身殘像鏡子 +6(30日) X1
肥宅快樂水 X10
復活精髓 X2"
901000014,哥德房屋,309000,72000,"肥宅快樂水 X10
[活動] 暴風藥水 X5"
901000015,前往王宮,582000,85000,
901000016,暴走海龍王,582000,85000,"[任務] 高級糖漿 X1
經驗值秘藥200% X1
[活動] 倉庫背包擴充 X1"
901000017,克杜卡的巫女,762000,91000,"[任務] 高級糖漿 X1
經驗值秘藥200% X1
[活動] 倉庫背包擴充 X1"
901000018,向奧爾卡海邊,762000,91000,
901000019,古代庭園吉納蒂亞,906000,95000,"傳送點電池(7日) X1
任務獎勵UP!技能學習書(50%) 7日 X1
經驗值秘藥300% X1
活動:寵物用回春草(15日) X1"
901000020,詛咒之痕,1074000,99000,
901000021,再次前往黑月城,1074000,99000,
901000022,貓頭鷹城的激戰,2484000,144000,
901000023,黑月公主的下落,3600000,156000,
901000024,藍色芙尼克斯,3600000,156000,"活動:經驗值秘藥500% X1
復活精髓 X2
肥宅快樂水 X10"
901000025,軌道的混亂,3600000,156000,
901000026,越過真空，你好?!,8730000,217000,
901000027,亞斯卡勒特的協助者,8730000,217000,
901000028,代號名稱艾爾梅,8730000,217000,
901000029,交叉世界 (1),8730000,217000,"活動:王者攻擊力秘藥 X1
活動:王者的防禦秘藥 X1
活動:王者攻擊力秘藥 2 X1"
901000030,交叉世界 (2),8730000,217000,
901000031,Hell's Door,8730000,217000,"蘊含舞扇忍者氣息的圖騰 X1
凝聚舞扇忍者氣息的圖騰碎片 X10
[活動] 小企鵝 [永久制] X1"
901000032,門開了,8730000,217000,
218001101,旅行者的聲音,0,0,
218001102,旅行者的決心 (1),0,0,
218001103,旅行者的決心 (2),0,0,
218001104,特別的開始,30,0,
218005101,工程師的天分 (1),0,0,
218005102,工程師的天分 (2),0,0,
218005103,反覆的某種感覺,0,0,
218005104,特別的開始,30,0,
218006101,靈魂的救援者 (1),0,0,
218006102,靈魂的救援者 (2),0,0,
218006103,靈魂的救援者 (3),30,0,
218002101,旅行者的聲音,0,0,
218002102,旅行者的決心 (1),0,0,
218002103,旅行者的決心 (2),0,0,
218002104,特別的開始,30,0,
218003101,旅行者的聲音,0,0,
218003102,旅行者的決心 (1),0,0,
218003103,旅行者的決心 (2),0,0,
218003104,特別的開始,30,0,
218004101,旅行者的聲音,0,0,
218004102,旅行者的決心 (1),0,0,
218004103,旅行者的決心 (2),0,0,
218004104,特別的開始,30,0,
149010001,望著天空的神祕建築,1213050000,500000,
102702000,跟著普拉蒂娜回到普雷伊奧斯,2484000,120000,
219009002,凌亂的艾爾亞諾勒,42000000,180000,
219009003,帝國和聯合公會的委託,42000000,180000,
219009004,再一次委託,42000000,180000,
219009005,前往被遺忘的平原,42000000,180000,
219009006,可疑的花園 (1),42000000,180000,
219009007,可疑的花園 (2),42000000,180000,
219009008,關於委託的報告,42000000,180000,
219009101,神祕小矮人的委託,14430000,0,
192005101,猶忒王國重建支援 (1),11423000000,1000000,
192005102,猶忒王國重建支援 (1),11423000000,1000000,
192005103,猶忒王國重建支援 (2),11423000000,1000000,
192005104,猶忒王國重建支援 (3),11423000000,1000000,
192005105,猶忒王國重建支援 (4),19419100000,3000000,[活動] 刻有星星的刻印石 X300
192006101,恪爾立族交流支援 (1),11423000000,1000000,
192006102,恪爾立族交流支援 (1),11423000000,1000000,
192006103,恪爾立族交流支援 (2),11423000000,1000000,
192006104,恪爾立族交流支援 (3),11423000000,1000000,
192006105,恪爾立族交流支援 (4),19419100000,3000000,經驗值秘藥200% X2
192007101,專屬薇爾的食物 (1),11423000000,1000000,
192007102,專屬薇爾的食物 (1),11423000000,1000000,
192007103,專屬薇爾的食物 (2),11423000000,1000000,
192007104,專屬薇爾的食物 (3),11423000000,1000000,
192007105,專屬薇爾的食物 (4),19419100000,3000000,活動:任務獎勵UP!靈藥 X1
192008101,嶄新的緣分 (1),11423000000,1000000,
192008102,嶄新的緣分 (2),11423000000,1000000,
192008103,嶄新的緣分 (3),11423000000,1000000,
192008104,嶄新的緣分 (4),11423000000,1000000,
192008105,嶄新的緣分 (5),19419100000,3000000,考古學家學習書 X1
193005101,不足的精氣 (1),10922000000,1000000,
193005102,不足的精氣 (2),14198600000,2000000,
193005103,不足的精氣 (3),10922000000,1000000,
193005104,不足的精氣 (4),14198600000,1500000,
193005105,不足的精氣 (5),14198600000,1500000,"特殊副本恢復藥水 X100
[活動] 刻有星星的刻印石 X200"
193006101,記憶的線索 (1),10922000000,1000000,
193006102,記憶的線索 (2),21844000000,3000000,"高級恢復藥水 X100
活動:王者攻擊力秘藥 2 X1"
193006103,記憶的線索 (3),10922000000,1000000,
193006104,記憶的線索 (4),18567400000,2000000,"高級恢復藥水 X100
活動 王者攻擊力糖漿 X2"
193007101,寶石交易仲介 (1),10922000000,1000000,
193007102,寶石交易仲介 (2),10922000000,1000000,
193007103,寶石交易仲介 (3),18567400000,2000000,"高級恢復藥水 X100
活動:王者的防禦秘藥 X2"
193007104,寶石交易仲介 (4),10922000000,1000000,
193007105,寶石交易仲介 (5),10922000000,1000000,
193008101,問候 (1),14198600000,1500000,
193008102,問候 (2),10922000000,1000000,
193008103,問候 (3),21844000000,3000000,"高級恢復藥水 X150
活動:任務獎勵UP!靈藥 X1
[活動] 活動覺醒劑 X50"
193008104,問候 (4),21844000000,4500000,女神的劊子手稱號學習書 X1
194005101,記憶的破片 (1),11556000000,1000000,
194005102,記憶的破片 (2),11556000000,1000000,
194005103,記憶的破片 (3),11556000000,1000000,
194005104,記憶的破片 (4),11556000000,1000000,
194005105,記憶的破片 (5),11556000000,1000000,
194006101,恪爾立族的信任 (1),17334000000,3000000,"活動:王者經驗值秘藥 X3
活動:王者的防禦秘藥 X3"
194006102,恪爾立族的信任 (2),11556000000,1000000,
194006103,恪爾立族的信任 (3),11556000000,1000000,
194006104,恪爾立族的信任 (4),17334000000,2000000,"活動 王者攻擊力糖漿 X3
[活動] 刻有星星的刻印石 X50"
194007101,等待時機的遺物 (1),11556000000,1000000,
194007102,等待時機的遺物 (2),11556000000,1000000,
194007103,等待時機的遺物 (3),23112000000,3500000,"[活動] 活動覺醒劑 X30
高級恢復藥水 X150"
194007104,等待時機的遺物 (4),11556000000,1000000,
194007105,等待時機的遺物 (5),23112000000,3500000,"活動:致命的香油 X5
特殊副本恢復藥水 X150"
194007106,等待時機的遺物 (6),11556000000,1000000,
194008101,愛麗絲的不安 (1),11556000000,1000000,
194008102,愛麗絲的不安 (2),11556000000,1000000,
194008103,愛麗絲的不安 (3),11556000000,1000000,
194008104,愛麗絲的不安 (4),11556000000,1000000,
194008105,愛麗絲的不安 (5),21844000000,5000000,"肥宅快樂水 X100
活動:爆擊傷害增爆劑 Lv.2 X5
活動:最大傷害增幅劑 Lv.2 X5
愛麗絲的不安稱號學習書 X1"
194205101,疑問 (1),11556000000,1000000,
194205102,疑問 (2),17334000000,3000000,
194205103,疑問 (3),17334000000,3000000,
194205104,疑問 (4),11556000000,1000000,
194205105,疑問 (5),17334000000,3000000,"戰鬥靈藥 X3
活動:致命的香油 X5
肥宅快樂水 X100"
194205106,疑問 (6),11556000000,1000000,
194206101,結尾 ~ 幻影大地 ~,23112000000,1000000,"[活動] 暴風藥水(30分鐘) X1
姜太公的祝福 X1
活動:王者經驗值秘藥 X2"
201005101,渴望力量之人 (1),11613000000,1000000,
201005102,渴望力量之人 (2),11613000000,1000000,
201005103,渴望力量之人 (3),17419500000,3000000,
201005104,渴望力量之人 (4),11613000000,1000000,
201005105,渴望力量之人 (5),11613000000,1000000,
201005106,渴望力量之人 (6),17419500000,3000000,"渴望力量之人學習書 X1
活動:王者經驗值秘藥 X3
活動:王者的防禦秘藥 X3"
201006101,龜裂的痕跡 (1),11613000000,1000000,
201006102,龜裂的痕跡 (2),17419500000,3000000,"活動:王者經驗值秘藥 X3
活動:王者的防禦秘藥 X3"
201006103,龜裂的痕跡 (3),11613000000,1000000,
201006104,龜裂的痕跡 (4),17419500000,3000000,"活動 王者攻擊力糖漿 X3
高級恢復藥水 X150"
201006105,龜裂的痕跡 (5),11613000000,1000000,
201007101,朋友的下落 (1),11613000000,1000000,
201007102,朋友的下落 (2),17419500000,3000000,"[活動] 活動覺醒劑 X30
特殊副本恢復藥水 X150"
201007103,朋友的下落 (3),11613000000,1000000,
201007104,朋友的下落 (4),17419500000,3000000,"活動:王者經驗值秘藥 X3
活動:最大傷害增幅劑 Lv.2 X5"
201008101,某個都市的進出資格 (1),23226000000,3000000,
201008102,某個都市的進出資格 (2),23226000000,3000000,
201008103,某個都市的進出資格 (3),23226000000,3000000,"肥宅快樂水 X100
活動:爆擊傷害增爆劑 Lv.2 X5
活動:最大傷害增幅劑 Lv.2 X5"
201009501,結尾 ~ 另一個慶典,23226000000,1000000,"[活動] 暴風藥水(30分鐘) X1
活動:道具掉落率 100%靈藥 X2
活動:致命的香油 X5"
202005101,少女的記憶 (1),17497500000,300000,"活動 王者攻擊力糖漿 X3
活動:王者的防禦秘藥 X3"
202005102,少女的記憶 (2),11665000000,100000,
202005103,少女的記憶 (3),17497500000,300000,"活動:王者經驗值秘藥 X3
特殊副本恢復藥水 X100"
202005104,少女的記憶 (4),11665000000,100000,
202005105,少女的記憶 (5),11665000000,100000,"活動:王者經驗值秘藥 X4
活動:王者的防禦秘藥 X2
煞尼克的記憶稱號學習書 X1"
202006101,魔道靈魂 (1),11665000000,100000,
202006102,魔道靈魂 (2),11665000000,100000,
202006103,魔道靈魂 (3),11665000000,100000,
202006104,魔道靈魂 (4),17497500000,300000,"活動:王者經驗值秘藥 X2
活動:最大傷害增幅劑 Lv.2 X4"
202006105,魔道靈魂 (5),17497500000,300000,"活動:王者經驗值秘藥 X3
活動:王者的防禦秘藥 X3"
202007101,劍神的試驗 (1),17497500000,300000,"[光之聯合] 爆擊傷害增幅劑 X3
實用的靈藥 X8"
202007102,劍神的試驗 (2),17497500000,300000,"[光之聯合] 傷害增幅劑 X2
活動:道具掉落率 100%靈藥 X2"
202007103,劍神的試驗 (3),11665000000,100000,
202007104,劍神的試驗 (4),11665000000,100000,
202008101,普雷依亞的希爾帝斯維尼 (1),11665000000,100000,姜太公的祝福 X1
202008102,普雷依亞的希爾帝斯維尼 (2),23330000000,300000,"[活動] 暴風藥水 X10
活動:致命的香油 X5"
202008103,普雷依亞的希爾帝斯維尼 (3),23330000000,300000,
202009501,結尾 ~ 安慰的話,23330000000,100000,"[活動] 暴風藥水(30分鐘) X1
活動:道具掉落率 100%靈藥 X1
活動:致命的香油 X5"
202004101,黑暗的追捕者 (1),11665000000,100000,
202004102,黑暗的追捕者 (2),23330000000,300000,高級恢復藥水 X120
202004103,黑暗的追捕者 (3),23330000000,300000,"[活動] 暴風藥水(30分鐘) X1
活動:王者經驗值秘藥 X3
特殊副本恢復藥水 X100"
203005101,魔女的痕跡 (1),11713000000,1000000,
203005102,魔女的痕跡 (2),17569500000,3000000,
203005103,魔女的痕跡 (3),17569500000,3000000,"活動:王者經驗值秘藥 X3
活動:王者的防禦秘藥 X3"
203006101,赫爾摩妮亞的項鍊 (1),11713000000,1000000,
203006102,赫爾摩妮亞的項鍊 (2),23426000000,3000000,"[活動] 活動覺醒劑 X30
特殊副本恢復藥水 X150"
203006103,赫爾摩妮亞的項鍊 (3),11713000000,1000000,
203007101,西娜之歌 (1),17569500000,3000000,
203007102,西娜之歌 (2),17569500000,3000000,"活動:王者經驗值秘藥 X3
活動:王者的防禦秘藥 X3"
203007103,西娜之歌 (3),11713000000,1000000,
203009501,結尾 ~ 記憶的彼端,23426000000,1000000,"[活動] 暴風藥水(30分鐘) X1
活動:道具掉落率 100%靈藥 X2
活動:致命的香油 X5"
204005001,玫瑰的誓約 (1),11757000000,222400,
204005002,玫瑰的誓約 (2),17635500000,2224000,
204005003,玫瑰的誓約 (3),23514000000,3336000,"活動:經驗值秘藥500% X1
特殊副本恢復藥水 X50"
204006001,赤地的沉睡熊 (1),11757000000,222400,
204006002,赤地的沉睡熊 (2),17635500000,2224000,
204006003,赤地的沉睡熊(3),17635500000,2224000,"活動:任務獎勵UP!靈藥 X1
[光之聯合] 爆擊傷害增幅劑 X4"
204007001,耶比耶比魔耶比 (1),17635500000,2224000,
204007002,耶比耶比魔耶比 (2),23514000000,3336000,"活動:王者攻擊力秘藥 2 X4
[光之聯合] 傷害增幅劑 X4"
204007003,耶比耶比魔耶比 (3),11757000000,222400,
204008001,神諭之地 (1),11757000000,222400,
204008002,神諭之地 (2),23514000000,3336000,"活動:任務獎勵UP!靈藥 X1
活動:致命的香油 X5"
204008003,神諭之地 (3),11757000000,222400,
204009501,結尾 ~ 某個聚會,23514000000,3336000,"活動:任務獎勵 UP! 靈藥 X1
活動:經驗值的秘藥888% X1
特殊副本恢復藥水 X50
超人聯歡會稱號學習書 X1"
211005101,無預期的見面 (1),24074000000,3456000,
211005102,無預期的見面 (2),24074000000,3456000,"特殊副本恢復藥水 X120
[活動] 活動覺醒劑 X25"
211005103,無預期的見面 (3),12037000000,1152000,
211006101,禮物和餅乾 (1),12037000000,1152000,
211006102,禮物和餅乾 (2),12037000000,1152000,"活動:王者經驗值秘藥 X2
活動:王者的防禦秘藥 X4"
211006103,禮物和餅乾 (3),24074000000,3456000,
211007101,負傷之月 (1),24074000000,3456000,
211007102,負傷之月 (2),12037000000,1152000,
211007103,負傷之月 (3),18055500000,2304000,"活動:王者經驗值秘藥 X4
活動:最大傷害增幅劑 Lv.2 X4"
211009501,結尾 ~ 愛麗絲的冒險家,24074000000,3456000,"肥宅快樂水 X100
活動:爆擊傷害增爆劑 Lv.2 X5
活動:最大傷害增幅劑 Lv.2 X5
愛麗絲的冒險家稱號學習書 X1"
212000000,魯曼聯盟本部的聯絡,18214500000,3504000,
212000001,準備與愛麗絲相遇,18214500000,3504000,
