ID,强化前,强化后,强化描述,强化材料,成功率(%),是否吃镶嵌加成,手續費
30220017,靈魂的暗黑褲裙★,靈魂的暗黑褲裙★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
70220017,靈魂的暗黑靴子★,靈魂的暗黑靴子★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
90520016,靈魂的暗黑戒指★,靈魂的暗黑戒指★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
70216127,守護者神擊暗黑靴子★,守護者神擊暗黑靴子★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
10215117,終結者的暗黑手套★☆,終結者的暗黑手套★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
20615117,終結者的暗黑護甲★☆,終結者的暗黑護甲★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
30115117,終結者的暗黑褲裙★☆,終結者的暗黑褲裙★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
70215117,終結者的暗黑靴子★☆,終結者的暗黑靴子★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
90415117,終結者的暗黑頭盔★☆,終結者的暗黑頭盔★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
10216117,守護者的暗黑手套★☆,守護者的暗黑手套★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
20616117,守護者的暗黑護甲★☆,守護者的暗黑護甲★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
30416117,守護者的暗黑褲裙★☆,守護者的暗黑褲裙★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
70216128,守護者的暗黑靴子★☆,守護者的暗黑靴子★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
90516117,守護者的暗黑戒指★☆,守護者的暗黑戒指★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
10217117,幻想暗黑手套★☆,幻想暗黑手套★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
20617117,幻想暗黑護甲★☆,幻想暗黑護甲★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
30117117,幻想暗黑褲裙★☆,幻想暗黑褲裙★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
70217117,幻想暗黑靴子★☆,幻想暗黑靴子★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
90517117,幻想暗黑戒指★☆,幻想暗黑戒指★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
10218117,幸運暗黑手套★☆,幸運暗黑手套★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
20518117,幸運暗黑護甲★☆,幸運暗黑護甲★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
30118117,幸運暗黑褲裙★☆,幸運暗黑褲裙★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
70218117,幸運暗黑靴子★☆,幸運暗黑靴子★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
90518117,幸運暗黑頭盔★☆,幸運暗黑頭盔★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
10219117,共存暗黑手套★☆,共存暗黑手套★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
20219117,共存暗黑護甲★☆,共存暗黑護甲★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
30119117,共存暗黑褲裙★☆,共存暗黑褲裙★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
70219117,共存暗黑靴子★☆,共存暗黑靴子★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
90419117,共存暗黑護目鏡★☆,共存暗黑護目鏡★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
10220017,靈魂的暗黑手套★☆,靈魂的暗黑手套★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
20520018,靈魂的暗黑護甲★☆,靈魂的暗黑護甲★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
30220018,靈魂的暗黑褲裙★☆,靈魂的暗黑褲裙★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
70220018,靈魂的暗黑靴子★☆,靈魂的暗黑靴子★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
90520017,靈魂的暗黑戒指★☆,靈魂的暗黑戒指★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
70216129,守護者神擊暗黑靴子★☆,守護者神擊暗黑靴子★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100513,終結者的暗黑眼鏡☆,終結者的暗黑眼鏡★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100513,終結者的暗黑絲襪☆,終結者的暗黑絲襪★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100513,終結者的暗黑眉心貼☆,終結者的暗黑眉心貼★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100514,守護者暗黑眼鏡☆,守護者暗黑眼鏡★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100514,守護者暗黑絲襪☆,守護者暗黑絲襪★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100514,守護者的暗黑眉心貼☆,守護者的暗黑眉心貼★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100515,幻想暗黑眼鏡☆,幻想暗黑眼鏡★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100515,幻想暗黑絲襪☆,幻想暗黑絲襪★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100515,幻想暗黑眉心貼☆,幻想暗黑眉心貼★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100516,幸運暗黑眼鏡☆,幸運暗黑眼鏡★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100516,幸運暗黑絲襪☆,幸運暗黑絲襪★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100516,幸運暗黑眉心貼☆,幸運暗黑眉心貼★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100517,共存暗黑眼鏡☆,共存暗黑眼鏡★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100517,共存暗黑絲襪☆,共存暗黑絲襪★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100517,共存暗黑眉心貼☆,共存暗黑眉心貼★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100518,靈魂的暗黑眼鏡☆,靈魂的暗黑眼鏡★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100518,靈魂的暗黑絲襪☆,靈魂的暗黑絲襪★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100518,靈魂的暗黑眉心貼☆,靈魂的暗黑眉心貼★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100519,終結者的暗黑眼鏡★,終結者的暗黑眼鏡★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100519,終結者的暗黑絲襪★,終結者的暗黑絲襪★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100519,終結者的暗黑眉心貼★,終結者的暗黑眉心貼★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100520,守護者暗黑眼鏡★,守護者暗黑眼鏡★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100520,守護者暗黑絲襪★,守護者暗黑絲襪★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100520,守護者的暗黑眉心貼★,守護者的暗黑眉心貼★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100521,幻想暗黑眼鏡★,幻想暗黑眼鏡★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100521,幻想暗黑絲襪★,幻想暗黑絲襪★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100521,幻想暗黑眉心貼★,幻想暗黑眉心貼★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100522,幸運暗黑眼鏡★,幸運暗黑眼鏡★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100522,幸運暗黑絲襪★,幸運暗黑絲襪★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100522,幸運暗黑眉心貼★,幸運暗黑眉心貼★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100523,共存暗黑眼鏡★,共存暗黑眼鏡★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100523,共存暗黑絲襪★,共存暗黑絲襪★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100523,共存暗黑眉心貼★,共存暗黑眉心貼★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100524,靈魂的暗黑眼鏡★,靈魂的暗黑眼鏡★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100524,靈魂的暗黑絲襪★,靈魂的暗黑絲襪★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100524,靈魂的暗黑眉心貼★,靈魂的暗黑眉心貼★☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100525,終結者的暗黑眼鏡★☆,終結者的暗黑眼鏡★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100525,終結者的暗黑絲襪★☆,終結者的暗黑絲襪★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100525,終結者的暗黑眉心貼★☆,終結者的暗黑眉心貼★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100526,守護者暗黑眼鏡★☆,守護者暗黑眼鏡★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100526,守護者暗黑絲襪★☆,守護者暗黑絲襪★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100526,守護者的暗黑眉心貼★☆,守護者的暗黑眉心貼★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100527,幻想暗黑眼鏡★☆,幻想暗黑眼鏡★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100527,幻想暗黑絲襪★☆,幻想暗黑絲襪★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100527,幻想暗黑眉心貼★☆,幻想暗黑眉心貼★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100528,幸運暗黑眼鏡★☆,幸運暗黑眼鏡★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100528,幸運暗黑絲襪★☆,幸運暗黑絲襪★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100528,幸運暗黑眉心貼★☆,幸運暗黑眉心貼★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100529,共存暗黑眼鏡★☆,共存暗黑眼鏡★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100529,共存暗黑絲襪★☆,共存暗黑絲襪★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100529,共存暗黑眉心貼★☆,共存暗黑眉心貼★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100530,靈魂的暗黑眼鏡★☆,靈魂的暗黑眼鏡★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100530,靈魂的暗黑絲襪★☆,靈魂的暗黑絲襪★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100530,靈魂的暗黑眉心貼★☆,靈魂的暗黑眉心貼★★,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100494,終結者的暗黑眼鏡,終結者的暗黑眼鏡☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100494,終結者的暗黑絲襪,終結者的暗黑絲襪☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100494,終結者的暗黑眉心貼,終結者的暗黑眉心貼☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100495,守護者暗黑眼鏡,守護者暗黑眼鏡☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100495,守護者暗黑絲襪,守護者暗黑絲襪☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100495,守護者的暗黑眉心貼,守護者的暗黑眉心貼☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100496,幻想暗黑眼鏡,幻想暗黑眼鏡☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100496,幻想暗黑絲襪,幻想暗黑絲襪☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100496,幻想暗黑眉心貼,幻想暗黑眉心貼☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100497,幸運暗黑眼鏡,幸運暗黑眼鏡☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100497,幸運暗黑絲襪,幸運暗黑絲襪☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100497,幸運暗黑眉心貼,幸運暗黑眉心貼☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100498,共存暗黑眼鏡,共存暗黑眼鏡☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100498,共存暗黑絲襪,共存暗黑絲襪☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100498,共存暗黑眉心貼,共存暗黑眉心貼☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
100100511,靈魂的暗黑眼鏡,靈魂的暗黑眼鏡☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
60100511,靈魂的暗黑絲襪,靈魂的暗黑絲襪☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
120100511,靈魂的暗黑眉心貼,靈魂的暗黑眉心貼☆,強化後材料會消失,"德古氏的肌腱 X20
黃金錘 X1",70,是,50000
81695533,UFO Mk.I,UFO Mk.II,強化後材料會消失,UFO強化工具 X1,100,是,500000
81695534,UFO Mk.II,UFO Mk.III,強化後材料會消失,UFO強化工具 X1,100,是,500000
81695535,UFO Mk.III,UFO Mk.IV,強化後材料會消失,UFO強化工具 X1,100,是,500000
81695536,UFO Mk.IV,UFO Mk.V,強化後材料會消失,UFO強化工具 X1,100,是,500000
164000201,深夜餐廳項鍊,深夜餐廳項鍊 +1,強化後材料會消失,深夜餐廳項鍊 X1,100,是,0
164000202,深夜餐廳項鍊 +1,深夜餐廳項鍊 +2,強化後材料會消失,深夜餐廳項鍊 X1,100,是,0
164000203,深夜餐廳項鍊 +2,深夜餐廳項鍊 +3,強化後材料會消失,深夜餐廳項鍊 X1,100,是,0
164000204,深夜餐廳項鍊 +3,深夜餐廳項鍊 +4,強化後材料會消失,深夜餐廳項鍊 X1,100,是,0
164000205,深夜餐廳項鍊 +4,深夜餐廳項鍊 +5,強化後材料會消失,深夜餐廳項鍊 X1,100,是,0
164000206,深夜餐廳項鍊 +5,深夜餐廳項鍊 +6,強化後材料會消失,深夜餐廳項鍊 X1,100,是,0
164000207,深夜餐廳項鍊 +6,深夜餐廳項鍊 +7,強化後材料會消失,深夜餐廳項鍊 X1,100,是,0
164000208,深夜餐廳項鍊 +7,深夜餐廳項鍊 +8,強化後材料會消失,深夜餐廳項鍊 X1,100,是,0
164000209,深夜餐廳項鍊 +8,深夜餐廳項鍊 +9,強化後材料會消失,深夜餐廳項鍊 X1,100,是,0
164600202,深夜餐廳兔樣徽章,深夜餐廳兔樣徽章 +1,強化後材料會消失,深夜餐廳兔樣徽章 X1,100,是,0
164600204,深夜餐廳兔樣徽章 +1,深夜餐廳兔樣徽章 +2,強化後材料會消失,深夜餐廳兔樣徽章 X1,100,是,0
164600206,深夜餐廳兔樣徽章 +2,深夜餐廳兔樣徽章 +3,強化後材料會消失,深夜餐廳兔樣徽章 X1,100,是,0
164600208,深夜餐廳兔樣徽章 +3,深夜餐廳兔樣徽章 +4,強化後材料會消失,深夜餐廳兔樣徽章 X1,100,是,0
164600210,深夜餐廳兔樣徽章 +4,深夜餐廳兔樣徽章 +5,強化後材料會消失,深夜餐廳兔樣徽章 X1,100,是,0
164600212,深夜餐廳兔樣徽章 +5,深夜餐廳兔樣徽章 +6,強化後材料會消失,深夜餐廳兔樣徽章 X1,100,是,0
164600214,深夜餐廳兔樣徽章 +6,深夜餐廳兔樣徽章 +7,強化後材料會消失,深夜餐廳兔樣徽章 X1,100,是,0
164600216,深夜餐廳兔樣徽章 +7,深夜餐廳兔樣徽章 +8,強化後材料會消失,深夜餐廳兔樣徽章 X1,100,是,0
164600218,深夜餐廳兔樣徽章 +8,深夜餐廳兔樣徽章 +9,強化後材料會消失,深夜餐廳兔樣徽章 X1,100,是,0
164800201,深夜餐廳蛇樣徽章,深夜餐廳蛇樣徽章 +1,強化後材料會消失,深夜餐廳蛇樣徽章 X1,100,是,0
164800202,深夜餐廳蛇樣徽章 +1,深夜餐廳蛇樣徽章 +2,強化後材料會消失,深夜餐廳蛇樣徽章 X1,100,是,0
164800203,深夜餐廳蛇樣徽章 +2,深夜餐廳蛇樣徽章 +3,強化後材料會消失,深夜餐廳蛇樣徽章 X1,100,是,0
164800204,深夜餐廳蛇樣徽章 +3,深夜餐廳蛇樣徽章 +4,強化後材料會消失,深夜餐廳蛇樣徽章 X1,100,是,0
164800205,深夜餐廳蛇樣徽章 +4,深夜餐廳蛇樣徽章 +5,強化後材料會消失,深夜餐廳蛇樣徽章 X1,100,是,0
164800206,深夜餐廳蛇樣徽章 +5,深夜餐廳蛇樣徽章 +6,強化後材料會消失,深夜餐廳蛇樣徽章 X1,100,是,0
164800207,深夜餐廳蛇樣徽章 +6,深夜餐廳蛇樣徽章 +7,強化後材料會消失,深夜餐廳蛇樣徽章 X1,100,是,0
164800208,深夜餐廳蛇樣徽章 +7,深夜餐廳蛇樣徽章 +8,強化後材料會消失,深夜餐廳蛇樣徽章 X1,100,是,0
164800209,深夜餐廳蛇樣徽章 +8,深夜餐廳蛇樣徽章 +9,強化後材料會消失,深夜餐廳蛇樣徽章 X1,100,是,0
80402611,女神賽蕾斯雙手劍,女神賽蕾斯雙手劍 +1,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80402612,女神賽蕾斯雙手劍 +1,女神賽蕾斯雙手劍 +2,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80402613,女神賽蕾斯雙手劍 +2,女神賽蕾斯雙手劍 +3,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80402614,女神賽蕾斯雙手劍 +3,女神賽蕾斯雙手劍 +4,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80402615,女神賽蕾斯雙手劍 +4,女神賽蕾斯雙手劍 +5,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80402616,女神賽蕾斯雙手劍 +5,女神賽蕾斯雙手劍 +6,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80402617,女神賽蕾斯雙手劍 +6,女神賽蕾斯雙手劍 +7,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80802711,女神賽蕾斯矛槍,女神賽蕾斯矛槍 +1,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80802712,女神賽蕾斯矛槍 +1,女神賽蕾斯矛槍 +2,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80802713,女神賽蕾斯矛槍 +2,女神賽蕾斯矛槍 +3,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80802714,女神賽蕾斯矛槍 +3,女神賽蕾斯矛槍 +4,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80802715,女神賽蕾斯矛槍 +4,女神賽蕾斯矛槍 +5,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80802716,女神賽蕾斯矛槍 +5,女神賽蕾斯矛槍 +6,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80802717,女神賽蕾斯矛槍 +6,女神賽蕾斯矛槍 +7,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80602212,女神賽蕾斯雙刀,女神賽蕾斯雙刀 +1,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80602213,女神賽蕾斯雙刀 +1,女神賽蕾斯雙刀 +2,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80602214,女神賽蕾斯雙刀 +2,女神賽蕾斯雙刀 +3,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80602215,女神賽蕾斯雙刀 +3,女神賽蕾斯雙刀 +4,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80602216,女神賽蕾斯雙刀 +4,女神賽蕾斯雙刀 +5,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80602217,女神賽蕾斯雙刀 +5,女神賽蕾斯雙刀 +6,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80602218,女神賽蕾斯雙刀 +6,女神賽蕾斯雙刀 +7,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80102311,女神賽蕾斯拳套,女神賽蕾斯拳套 +1,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80102312,女神賽蕾斯拳套 +1,女神賽蕾斯拳套 +2,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80102313,女神賽蕾斯拳套 +2,女神賽蕾斯拳套 +3,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80102314,女神賽蕾斯拳套 +3,女神賽蕾斯拳套 +4,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80102315,女神賽蕾斯拳套 +4,女神賽蕾斯拳套 +5,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80102316,女神賽蕾斯拳套 +5,女神賽蕾斯拳套 +6,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80102317,女神賽蕾斯拳套 +6,女神賽蕾斯拳套 +7,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80702711,女神賽蕾斯鈍器,女神賽蕾斯鈍器 +1,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80702712,女神賽蕾斯鈍器 +1,女神賽蕾斯鈍器 +2,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80702713,女神賽蕾斯鈍器 +2,女神賽蕾斯鈍器 +3,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80702714,女神賽蕾斯鈍器 +3,女神賽蕾斯鈍器 +4,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80702715,女神賽蕾斯鈍器 +4,女神賽蕾斯鈍器 +5,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80702716,女神賽蕾斯鈍器 +5,女神賽蕾斯鈍器 +6,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80702717,女神賽蕾斯鈍器 +6,女神賽蕾斯鈍器 +7,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80302701,女神賽蕾斯單手劍,女神賽蕾斯單手劍 +1,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80302711,女神賽蕾斯單手劍 +1,女神賽蕾斯單手劍 +2,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80302721,女神賽蕾斯單手劍 +2,女神賽蕾斯單手劍 +3,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80302731,女神賽蕾斯單手劍 +3,女神賽蕾斯單手劍 +4,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80302741,女神賽蕾斯單手劍 +4,女神賽蕾斯單手劍 +5,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80302751,女神賽蕾斯單手劍 +5,女神賽蕾斯單手劍 +6,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80302761,女神賽蕾斯單手劍 +6,女神賽蕾斯單手劍 +7,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
81202701,女神賽蕾斯法杖,女神賽蕾斯法杖 +1,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
81202711,女神賽蕾斯法杖 +1,女神賽蕾斯法杖 +2,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
81202721,女神賽蕾斯法杖 +2,女神賽蕾斯法杖 +3,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
81202731,女神賽蕾斯法杖 +3,女神賽蕾斯法杖 +4,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
81202741,女神賽蕾斯法杖 +4,女神賽蕾斯法杖 +5,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
81202751,女神賽蕾斯法杖 +5,女神賽蕾斯法杖 +6,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
81202761,女神賽蕾斯法杖 +6,女神賽蕾斯法杖 +7,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80502112,女神賽蕾斯魔法球,女神賽蕾斯魔法球 +1,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80502113,女神賽蕾斯魔法球 +1,女神賽蕾斯魔法球 +2,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80502114,女神賽蕾斯魔法球 +2,女神賽蕾斯魔法球 +3,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80502115,女神賽蕾斯魔法球 +3,女神賽蕾斯魔法球 +4,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80502116,女神賽蕾斯魔法球 +4,女神賽蕾斯魔法球 +5,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80502117,女神賽蕾斯魔法球 +5,女神賽蕾斯魔法球 +6,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
80502118,女神賽蕾斯魔法球 +6,女神賽蕾斯魔法球 +7,強化後材料會消失,女神賽蕾斯神奇魔法石 X3,100,是,0
