ID,稱號名稱,稱號説明,稱號屬性,稱號效果,效果説明
1015,項鍊英雄,\n項鍊稱雄! 我是項鍊英雄!\n套用效果至10月16日為止,"物理/魔法爆擊率 +1%
所有能力值 +10
獲得經驗值+10%",0,
1016,CARD MASTER,\n懷抱著卡片靈氣的我是卡片大師!!!,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
體力 +50",81001112,物理/魔法命中率上升5%
1017,卡片大師,\n我感受到卡片大師靈氣…!(30日期間制),"物理/魔法爆擊率 +3%
物理/魔法爆擊傷害 +10%
最大HP +500",0,
1018,LOVE?LOVE,\n彩虹島的玩家們都相親相愛吧！！愛心??~??,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1019,★No.1 STAR★,\n我就是彩虹島的★No.1 STAR★,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1020,無限彩虹島物語,\n挑戰彩虹島物語無止盡的冒險吧!!,"物理/魔法爆擊率 +1%
物理/魔法爆擊傷害 +5%
所有能力值 +25",0,
1021,Sweet Spring,\n帶給玩家溫暖又香甜的氣息~~~,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1022,★阿卡修拉的一員★,\n作為優秀的阿卡修拉的一員感到很驕傲!!,"物理/魔法爆擊率 +4%
所有能力值 +100",0,
1023,220級達成者,\n聽說了嗎?我就是彩虹島物語的滿級王!!!,"物理爆擊率+4%
魔法爆擊率+4%
物理命中率+4%",15003001,物理效果:爆擊損傷增加 15%
1024,7月是我們的世界!,\n7月就和彩虹島物語一起~~ 我們的~ 世界!!!,"物理/魔法爆擊率 +6%
物理/魔法爆擊傷害 +15%
最大HP +600",0,
1025,★奧丁的好友★,\n你就是奧丁的好友!!!,"物理/魔法爆擊率 +4%
物理/魔法最大傷害 +6%",0,
1026,★妮宜的好友★,\n你就是妮宜的好友!!!,"物理/魔法爆擊率 +3%
物理/魔法最大傷害 +3%",0,
1027,彩虹島物語9週年紀念,\n慶祝彩虹島物語9週年!!,"物理/魔法爆擊率 +3%
物理/魔法最大傷害 +3%
物理/魔法貫穿力 +3%",0,
1028,彩虹島物語猜謎王,\n委任你為彩虹島物語的猜謎王!!,所有能力值 +2%,0,
1029,FLY TO THE MOON,\n望著圓月和你一起許願~,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
所有能力值 +1%",0,
1030,未知的倉庫,"\n給予前來彩虹島物語10月更新""未知的倉庫""的玩家特別稱號!","物理/魔法爆擊率 +2%
物理/魔法最大傷害 +5%
所有能力值 +50",0,
1031,★LATALE LEGEND★,\n你是彩虹島物語真正的傳奇~!,"物理/魔法爆擊率 +2%
物理/魔法最大傷害 +4%
物理/魔法貫穿力 +4%",0,
1032,凱米努茲的手下,\n給予成為凱米努茲手下的家族特別的力量…,"物理/魔法爆擊率 +2%
物理/魔法最大傷害 +5%
物理/魔法貫穿力 +5%",0,
1033,奈潘斯的手下,\n成為奈潘斯的手下定會忠心不二,"物理/魔法爆擊率 +2%
物理/魔法最大傷害 +5%
所有能力值 +60",0,
1034,特洛里同盟軍,\n強大的特洛里同盟軍力量,"物理/魔法爆擊率 +1%
物理/魔法爆擊傷害 +5%
所有能力值 +20",0,
1035,麥德斯的手藝,\n麥德斯的手藝是最棒的~因為你是最棒的對吧?,"鑲嵌成功率+3%
製作成功率 +5%
屬性重新分配成功率+30%",0,
1036,弧形大師,\n4轉職業王者稱號!! 我就是彩虹島物語的弧形大師!,,0,
1037,暴力大師,\n4轉職業王者稱號!! 我就是彩虹島物語的暴力大師!,,0,
1038,闇影武士,\n4轉職業王者稱號!! 我就是彩虹島物語的闇影武士!,,0,
1039,魂之勇者,\n4轉職業王者稱號!! 我就是彩虹島物語的魂之勇者!,,0,
1040,劍刃舞者,\n4轉職業王者稱號!! 我就是彩虹島物語的劍刃舞者!,,0,
1041,恐懼騎士,\n4轉職業王者稱號!! 我就是彩虹島物語的恐懼騎士!,,0,
1042,鬥神,\n4轉職業王者稱號!! 我就是彩虹島物語的鬥神!,,0,
1043,幻術師,\n4轉職業王者稱號!! 我就是彩虹島物語的幻術師!,,0,
1044,音樂大師,\n4轉職業王者稱號!! 我就是彩虹島物語的音樂大師!,,0,
1045,忍者大師,\n4轉職業王者稱號!! 我就是彩虹島物語的忍者大師!,,0,
1046,審判者,\n4轉職業王者稱號!! 我就是彩虹島物語的審判者!,,0,
1047,改造大師,\n4轉職業王者稱號!! 我就是彩虹島物語的改造大師!,,0,
1048,HELLO MR. MONKEY,\n今年是我的年~玩家們，接受我滿滿的氣息吧！,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1049,☆2016 玩家座談會★,\n感謝您喜愛彩虹島物語~ 請更加支持我們哦~!^^,"所有能力值 +5%
物理/魔法最大傷害 +10%
物理/魔法爆擊傷害 +10%",0,
1050,2016 玩家見面會,\n感謝您長久以來的愛護~ 日後也請繼續多多支持哦~!^^,,0,
1051,DEMI GOD,\n去迎接DEMI GOD吧~！會感受到超乎想像的力量~！！,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1052,2017年 with Friend,\n我愛彩虹島物語!恭喜彩虹島物語2017年!!,"道具掉落率+5%
獲得經驗值+10%
移動速度+10%",0,
1053,AURORA GARDEN,\n充滿歐若拉庭院的氣息！,"所有能力值 +3%
移動速度+10%",0,
1054,奧莉安的至親,\n玩家與奧莉安變親近，所以是奧莉安的至親！,"物理/魔法爆擊率 +3%
獲得錢+10%",0,
1055,傑凱的同夥,\n對自己與傑凱同夥感到滿足？！,"物理/魔法爆擊率 +3%
物理/魔法命中率 +3%",0,
1056,HOT PLAYER,\n玩家！Hot！！,"物理/魔法爆擊傷害 +10%
物理/魔法爆擊率 +5%",0,
1057,GM Super Power,\n凝聚GM的氣息~！玩家的超級力量~！！,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1058,Merry Christmas,\n彩虹島物語聖誕節快樂！！！幸福的聖誕節就和彩虹島物語一起度過~,,0,
1059,The Best Level,\n恭喜達成最高等級~！玩家你是彩虹島物語的最棒島民~！,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +20%
物理傷害+2%",0,
1060,混血天神,\n4轉職業王者稱號！！我就是彩虹島物語的混血天神！,,0,
1061,HAPPY HAPPY,\n在涼爽的春天我們全部都HAPPY HAPPY~?,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1062,Let's PLAY!!,\n我們一起在彩虹島玩吧~!! 一起享受彩虹島~!!,"所有能力值 +5%
物理/魔法最大傷害 +10%
物理/魔法爆擊傷害 +10%",0,
1063,Let's PLAY!!,\n我們一起在彩虹島玩吧~!! 一起享受彩虹島~!!,,0,
1064,耶比妹妹愛好者,\n送給2017年彩虹島物語★遊樂園參與者的特殊禮物!!\n只有『討厭英文』的玩家可以使用的稱號!,"獲得經驗值+10%
最大HP +1500
物理/魔法爆擊率 +5%",15004407,發動爆擊時：增加爆擊傷害30%
1065,耶比妹妹愛好者,\n送給2017年彩虹島物語★遊樂園參與者的特殊禮物!!\n只有『討厭英文』的玩家可以使用的稱號!,"獲得經驗值+10%
最大HP +1500
物理/魔法爆擊率 +5%",15004407,發動爆擊時：增加爆擊傷害30%
1066,SUMMER STORY,\n前往奧爾卡海邊 ~ 前往山林地帶 ~ 去彩虹島享受夏季吧 GOGOGO~!,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 以低機率上升物理爆擊傷害200%
1067,抵達冒險終點者,\n還剩下很多冒險。GOGOGO~!,"物理/魔法爆擊率 +2%
物理/魔法最大傷害 +15%
物理/魔法最小傷害 +15%",0,
1068,活動麥德斯的手藝,\n活動麥德斯的手藝最棒了~ 就說你真的是最棒的？,"鑲嵌成功率+3%
製作成功率 +5%
屬性重新分配成功率+30%",0,
1069,彩虹島名偵探,\n調查~ 調查~ 在哪裡哪裡~ 我就是名偵探!,,0,
1070,炙焰天,\n4轉職業炙焰天!! 彩虹島燃起熊熊大火吧~,,0,
1071,TREASURE CAVE,\n到充滿金銀財寶的TREASURE CAVE探險吧~！,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1072,SANTA&RUDOLPH,\n在白雪之間~跟聖誕魯道夫一起，與彩虹島物語一起度過冬天吧~！,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1073,彩虹島物語網咖之神認證？,\n彩虹島物語網咖之神玩家認證？,"物理/魔法最小傷害 +20%
所有能力值 +3%",0,
1074,貝羅斯市民獎受獎者,\n頒發貝羅斯市民獎給玩家,獲得經驗值+30%,0,
1075,艾利亞斯市民獎受獎者,\n頒發艾利亞斯市民獎給玩家,"最小/最大攻擊力 +15
屬性力+15",0,
1076,龍京市民獎受獎者,\n頒發龍京市民獎給玩家,獲得錢+25%,0,
1077,奧亦奇市民獎受獎者,\n頒發奧亦奇市民獎給玩家,"道具掉落率+5%
屬性發生機率+200%",0,
1078,阿法市民獎受獎者,\n頒發阿法市民獎給玩家,物理/魔法傷害 +500,0,
1079,貝斯市民獎受獎者,\n頒發貝斯市民獎給玩家,"物理/魔法最大傷害 +10%
物理/魔法最小傷害 +10%",0,
1080,亞特蘭提斯市民獎受獎者,\n頒發亞特蘭提斯市民獎給玩家,"物理/魔法爆擊傷害 +10%
物理/魔法命中率 +20%",0,
1081,SANTA&RUDOLPH,\n在白雪之間~跟聖誕魯道夫一起，與彩虹島物語一起度過冬天吧~！,,0,
1082,2018 HAPPY NEW YEAR,\n祝福彩虹島玩家2018戊戌年事事順利~!,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1083,戊戌年的幸運,\n給你滿滿的戊戌年好運~!,"所有能力值 +7%
物理/魔法最大傷害 +25%
物理/魔法最小傷害 +25%",0,
1084,內心溫暖的'空間',\n慈善天使'空間'發放的彩虹島獨一無二稀有稱號!!,"獲得經驗值+10%
最大HP +1500
物理/魔法爆擊率 +5%",15004407,爆擊時啟動：爆擊傷害增加 30%
1200,突變小章魚士兵殺手,\n成為突變小章魚士兵殺手！,"移動速度+10%
最大HP +150",0,
1201,突變機器耶比殺手,\n成為突變機器耶比殺手！,"移動速度+10%
最大HP +150",0,
1202,突變大眼劍殺手,\n成為突變大眼劍殺手！,"移動速度+10%
最大HP +150",0,
1203,突變鬼武士殺手,\n成為突變鬼武士殺手！,"移動速度+10%
最大HP +150",0,
1204,突變靈魂收割者殺手,\n成為突變靈魂收割者士兵殺手！,"移動速度+10%
最大HP +150",0,
1205,突變藍寶怪殺手,\n成為突變藍寶怪士兵殺手！,"移動速度+10%
最大HP +150",0,
1206,突變卡哇伊殺手,\n成為突變卡哇伊士兵殺手！,"移動速度+10%
最大HP +150",0,
1207,小章魚義大利麵,\n要吃一口香辣的小章魚義大利麵嗎？,"最大HP +500
物理最大傷害+10%
魔法最大傷害+10%",14010001,小章魚繩索：[隊伍]增加自己與組隊成員的'HP' 400
1208,星星樹木雕刻師,\n吃星星的樹由我來雕刻！,"力量+30
魔力+30",0,
1209,黑月一族,\n給成為黑月一族者的稱號,"物理/魔法最小傷害 +2%
所有能力值 +30",0,
1210,吉恩蒂亞,\n給初入吉恩蒂亞之人的稱號,"物理/魔法最大傷害 +2%
所有能力值 +30",0,
1211,普雷伊奧斯,\n給初入普雷伊奧斯之人的稱號,"物理/魔法貫穿力 +5%
所有能力值 +30",0,
1212,特洛里,\n給初入特洛里之人的稱號,"物理/魔法命中率 +10%
所有能力值 +70",0,
1213,光之聯合,\n給初入光之聯合之人的稱號,"最小/最大攻擊力 +2
屬性力+2
所有能力值 +100",0,
1214,超級瑪琍最簡單了.,\n唉呦好簡單啊！,"移動速度+10%
所有能力值 +20",0,
1215,超級瑪琍很難嗎？,\n這很難嗎？？很難嗎？？,"移動速度+10%
所有能力值 +20",0,
1216,超級瑪琍就在於手感啊!,\n緊緊~貼在手上了啊！,"移動速度+15%
所有能力值 +25",0,
1217,超級瑪琍真無聊,\n啊…又是這個啊…,"移動速度+20%
所有能力值 +30",0,
1218,巴布梅特騎士團,\n等著巴布梅特吧！！,"力量+50
魔力+50",0,
1219,普拉斯騎士團,\n會一起消滅普拉斯吧？,"幸運+80
體力 +80",0,
1220,機甲虎林船長,\n向左舷~！！,"物理/魔法命中率 +10%
物理/魔法爆擊率 +1%",0,
1221,亞奇戰龍紀錄官,\n亞奇戰龍紀錄官就是今天！,"物理/魔法命中率 +10%
物理/魔法爆擊傷害 +5%",0,
1222,糖度滿點！蘋果,\n啊~好甜啊~,"物理/魔法爆擊傷害 +5%
所有能力值 +35",0,
1223,酸甜的草莓,\n草苺就是要酸酸甜甜的！,"所有能力值 +35
物理/魔法最大傷害 +5%",0,
1224,35代阿耆尼,\n父親~！！！！,"物理/魔法爆擊傷害 +5%
物理/魔法最大傷害 +5%",0,
1225,挖掘團的金銀財寶,\n多到好閃耀啊~！,"獲得錢+10%
道具掉落率+2%",0,
1226,軍長白獅女王,\n誰入侵我的領域了！！,"所有能力值 +35
物理/魔法最小傷害 +10%",0,
1227,軍團參謀長,\n進擊吧~！！！,"最大HP +500
物理/魔法最大傷害 +5%",0,
1228,貝羅斯村莊小幫手,\n貝羅斯村莊的小幫手~！,,0,
1229,龍京村莊小幫手,\n龍京村莊的小幫手~！,,0,
1230,奧亦奇村莊小幫手,\n奧亦奇村莊的小幫手~！,,0,
1231,阿法村莊小幫手,\n阿法村莊的小幫手~！,,0,
1232,貝斯村莊小幫手,\n貝斯村莊的小幫手~！,,0,
1233,貝希摩斯治療師,\n我是貝希摩斯的醫生！,"最大HP +500
物理/魔法迴避率 +10%",0,
1234,精靈城守護者,\n從敵人手上守護精靈城吧！,"防禦力+500
水，火，地，風，黑暗抵抗力 +500",0,
1235,鬼怪山探險隊,\n好陰森…毛骨悚然的氣息..！,"物理/魔法迴避率 +15%
移動速度+20%",0,
1236,奧列佛遊記,\n咚！咚！在這個世界上我最大！,"移動速度+20%
體力 +150",0,
1237,蕾蕾是我朋友,\n蕾蕾你好啊？很高興見到你！,"體力 +150
力量+100",0,
1238,暢貨中心,\n家具也會做給我嗎..？,"所有能力值 +50
物理/魔法最大傷害 +3%",0,
1239,麵包師傅在哪裡呢？,\n請製作千層麵包~,"道具掉落率+2%
屬性發生機率+250%",0,
1240,春植島卡片魔術師,\n喂！喂！梅花卡片在哪裡！？,"屬性發生機率+150%
獲得錢+5%",0,
1241,餅乾花園探險家,\n探險家… 身體怎麼腫成這樣？,"獲得錢+5%
道具掉落率+2%",0,
1242,領主館客人,\n客人~ 今天的點心是薯條~,"獲得錢+5%
所有能力值 +1%",0,
1243,讀書的姿態,\n一頁一頁認真地閱讀呢？,"幸運+100
物理/魔法命中率 +10%",0,
1244,紀念館管理者,\n今天開放時間要結束了！請明天再來！,"幸運+100
物理/魔法迴避率 +10%",0,
1245,甜甜的冰淇淋,\n有看過這麼大的冰淇淋嗎？,"物理/魔法命中率 +20%
物理/魔法爆擊率 +2%",0,
1246,奉春植,\n奉！！春！！植！！,"所有能力值 +100
物理/魔法爆擊率 +2%",0,
1247,春,\n春春春春春春春！！,"所有能力值 +100
物理/魔法爆擊率 +2%",0,
1248,植,\n植植植植植植植！！！,"所有能力值 +100
物理/魔法爆擊率 +2%",0,
1249,帶來和平之者,\n惡魔們! 全部退散!,"物理/魔法最小傷害 +2%
物理/魔法最大傷害 +2%",0,
1250,擁有神祕氣息之者,\n你真是神秘啊。,"物理/魔法最小傷害 +3%
物理/魔法最大傷害 +3%",0,
1251,黑暗氣息,\n收回黑暗氣息!,"所有能力值 +30
最大HP +500",0,
1252,火花氣息,\n收回火花氣息!,"所有能力值 +30
最大HP +500",0,
1253,微風氣息,\n收回微風氣息!,"所有能力值 +30
最大HP +500",0,
1254,寒冰氣息,\n收回寒冰氣息!,"所有能力值 +30
最大HP +500",0,
1255,大地氣息,\n收回大地氣息!,"所有能力值 +30
最大HP +500",0,
1256,我的拳頭更快吧!,\n嗖搜! 這可不是從我嘴裡發出來的聲音!,"移動速度+20%
物理/魔法爆擊率 +1%",0,
1257,看見我的踢擊了嗎？,\n你剛剛已經被踢了352下。,"移動速度+20%
物理/魔法爆擊率 +1%",0,
1258,競技場見習騎士,\n我是競技場見習騎士。,"最小/最大攻擊力 +1
屬性力+1",0,
1259,競技場中級騎士,\n我是競技場中級騎士。,"最小/最大攻擊力 +2
屬性力+2",0,
1260,競技場高級騎士,\n我是競技場高級騎士。,"最小/最大攻擊力 +2
屬性力+2",0,
1261,競技場大師,\n我是競技場大師。,"最小/最大攻擊力 +3
屬性力+3",0,
1262,春植島旅行者,來春植島吧~ 這裡很有看頭~,"所有能力值 +10%
物理/魔法最大傷害 +30%
物理/魔法爆擊傷害 +10%",0,
1263,彩虹島物語新手,\n好~現在才是開始，為了實現夢想的彩虹島之旅！,"體力 +100
移動速度+20%",0,
1264,還是有點生疏的冒險家,\n2次轉職達成！現在好像比較上手了！,"力量+300
魔力+300",0,
1265,暴風冒險家,\n現在有比較像冒險家了吧？,"所有能力值 +300
物理/魔法爆擊傷害 +10%",0,
1266,超級瑪琍初學者,\n有點..煩躁吧..？,,0,
1267,超級瑪琍中級者,\n您有感受到耐心的極限嗎？,,0,
1268,超級瑪琍高級者,\n再一次！再一次就好！,,0,
1269,超級瑪琍最高級者,\n好..好像要虛脫了！,,0,
1270,超級瑪琍傳說,\n您超越了耐心的極限！,,0,
1271,亞瑟絲徒弟,\n已完成亞瑟絲教官的基本訓練!,,0,
1272,伊克納特徒弟,\n伊克納特教官.. 超帥!,,0,
1273,瓊基恩徒弟,\n瓊基恩… 太嚴厲了!!,,0,
1274,辛卓徒弟,\n辛卓教官超級熱情~!,,0,
1275,奇亞拉徒弟,\n奇亞拉教官… 的年紀…？,,0,
1276,西斯藍徒弟,\n西斯藍教官… 別睡了… 拜託..,,0,
1277,索妮爾徒弟,\nHey~ Master~!?,,0,
1278,西諾徒弟,\n你好，教官.. 那個.. 我…,,0,
1279,青空城,\n青歐市殿的青就是青空城!,,0,
1280,歐若拉的庭院,\n青歐市殿的歐就是歐若拉的庭院!,,0,
1281,立佩拉市政府,\n青歐市殿的市就是立佩拉市政府!,,0,
1282,神秘的殿堂,\n青歐市殿的殿就是神秘的殿堂!,,0,
1283,扭曲的世界樹,\n青歐市殿被扭曲了!?!?,,0,
1284,巧克力花園,\n躲去巧克力花園吧!!,,0,
1285,玩家娛樂館稱號(期間制),2018彩虹島物語玩家娛樂館中獎的就是我稱號!,"所有能力值 +5%
物理/魔法爆擊傷害 +10%
物理/魔法爆擊率 +5%",0,
1286,玩家娛樂館稱號(永久制),2018彩虹島物語玩家娛樂館中獎的就是我稱號!,,0,
1287,★腦門??★,\n只有梅柳玩家才能使用的特別稱號!!\n\n效果只會套用到 2018年 12月 12日定期維護前為止~!,,0,
1288,★ LATALE CUP ★,\n大韓民國加油!!! 加油加油~,,0,
1289,SUMMER FESTIVAL,,,0,
1290,Happy Birthday,\n彩虹島物語生日快樂~!,,0,
1291,我愛玩家,,,0,
1292,DarkChaser,\n只有購買黑暗追擊者綜合禮包的玩家才能獲得的!\n黑暗追擊者英文稱號!,,0,
1293,黑暗追擊者,\n4轉職業王者!! 我是彩虹島物語的黑暗追擊者!,,0,
1294,SURVIVAL 勝利者,\n我是生存勝利者! Oh~ Yeah~,"所有能力值 +12%
最大HP+12%
物理/魔法爆擊傷害 +12%",0,
1295,彩虹島物語生日快樂!,\n彩虹島物語生日紀念稱號,,0,
1296,海賊熊稱號,\n假裝無心但心地善良的海賊熊稱號,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1297,海賊熊稱號(永久制),\n假裝無心但心地善良的海賊熊稱號,,0,
1298,鈕扣兔稱號(30日),\n雖然常常在發呆~但是很可愛的鈕扣兔,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1299,鈕扣兔稱號(永久制),\n雖然常常在發呆~但是很可愛的鈕扣兔,,0,
1300,潛水中,\n玩家募集展中中獎的潛水中 FX稱號,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1301,光復節,\n不要忘記光復節!,"所有能力值 +815
物理/魔法爆擊傷害 +8%
獲得經驗值+100%",0,
1302,突變薑餅人殺手,\n成為突變薑餅人殺手!,"移動速度+10%
最大HP +150",0,
1303,魯曼聯盟初級戰士,\n繼續接收初級戰士的韌氣吧!,"物理/魔法命中率 +10%
物理/魔法爆擊率 +1%",0,
1304,魯曼聯盟中級戰士,\n燃燒中級戰士的鬥志吧!,"物理/魔法命中率 +10%
物理/魔法爆擊率 +1%",0,
1305,魯曼聯盟高級戰士,\n喚醒高級戰士的覺悟吧!,"物理/魔法命中率 +10%
物理/魔法爆擊率 +1%",0,
1306,★卡茲諾的朋友★,\n彩虹島物語玩家全都是卡茲諾的朋友~★,"物理/魔法爆擊率 +4%
物理/魔法最大傷害 +6%",0,
1307,★穆亞的朋友★,\n彩虹島物語玩家全都是穆亞的朋友~★,"物理/魔法爆擊率 +4%
物理/魔法最大傷害 +6%",0,
1308,★黑月公主的朋友★,\n彩虹島物語玩家全都是黑月公主的朋友~★,"物理/魔法爆擊率 +4%
物理/魔法最大傷害 +6%",0,
1309,★範繼宇的朋友★,\n彩虹島物語玩家全都是範繼宇的朋友~★,"物理/魔法爆擊率 +4%
物理/魔法最大傷害 +6%",0,
1310,海洋探險家,\n為了海洋探險家的特別稱號!,"所有能力值 +5%
物理/魔法最大傷害 +50%
物理/魔法最小傷害 +50%",0,
1311,潛水中,\n2018年玩家募集展當選稱號!恭喜當選!,,0,
1312,邪念的巨靈克利爾,\n充滿邪念的氣息…,"混亂抗力 +5.0%
物理/魔法最大傷害 +5%",0,
1313,邪念的巨靈克拉卡,\n感覺陷入邪念的漩渦中。,"混亂抗力 +10.0%
物理/魔法最大傷害 +5%",0,
1314,邪念的奧賽里諾,\n這討厭的邪念!,"混亂抗力 +15.0%
物理/魔法最大傷害 +10%",0,
1315,邪念暴走的愛麗絲,\n呃啊啊啊!!!邪念暴走了啊啊!!,"混亂抗力 +20.0%
物理/魔法最大傷害 +10%",0,
1316,邪念的厄運,\n成為邪念的完整體了.. 呼呼呼..,"混亂抗力 +25.0%
物理/魔法最大傷害 +15%",0,
1317,彩虹島守護者,\n彩虹島守護者，很高興見到你!,"物理/魔法爆擊傷害 +25%
所有能力值 +2000",81002651,攻擊時低機率發動所有能力值5%
1318,心理戰達人,\n嗚喔~ 心理戰的達人~ 耶耶~,,0,
1319,銀河(30日),\n擁有夜空宇宙魅力的銀河,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1320,銀河 (永久制),\n擁有夜空宇宙魅力的銀河,,0,
1321,2019 HAPPY NEW YEAR(30日),\n2019年已亥年是充滿幸運的一年~!,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1322,每週挑戰征服者[初級],\n給予初級難易度每週挑戰征服者的稱號,"獲得經驗值+15%
所有能力值 +1%
移動速度+5%",0,
1323,每週挑戰征服者[中級],\n給予中級難易度每週挑戰征服者的稱號,"獲得經驗值+30%
所有能力值 +2%
移動速度+10%",0,
1324,每週挑戰征服者[高級],\n給予高級難易度每週挑戰征服者的稱號,"獲得經驗值+45%
所有能力值 +3%
移動速度+15%",0,
1325,每週挑戰大師,\n給予所有難易度每週挑戰征服者的稱號,"獲得經驗值+70%
所有能力值 +4%
移動速度+20%",0,
1326,金字塔的冒險家,\n給予進行法老冒險玩家的稱號!,,0,
1327,Sweet Monster,和甜甜的怪物們一起朝向彩虹島無限的魅力之中Go Go Go~,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%",0,
1328,Party in the LATALE,\n歡迎來到彩虹島派對的各位玩家們~,"所有能力值 +5%
物理/魔法最大傷害 +10%
物理/魔法爆擊傷害 +10%",0,
1329,Party in the LATALE,\n歡迎來到彩虹島派對的各位玩家們~,,0,
1330,鈕扣貓稱號(30日),\n雖然看起來挑剔，但其實很可愛的鈕扣貓,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1331,鈕扣貓稱號,\n雖然看起來挑剔，但其實很可愛的鈕扣貓,,0,
2401,涼拌小章魚,涼拌小章魚很美味呢。您要不要也嚐一口?,"最大HP +400
物理最大傷害+5%
魔法最大傷害+5%",14010001,小章魚繩索: [隊伍]增加自己和隊員的'HP' 400
2402,辣炒小章魚,小章魚還是用炒的最好吃啦! 這是為了喜愛小章魚的您設立的稱號!,"最大HP +400
魔法爆擊傷害+10%
物理爆擊傷害+10%",14010001,小章魚繩索: [隊伍]增加自己和隊員的'HP' 400
2501,暴風監視者新手,賦予新加入暴風監視者的人的稱號。,"物理最大傷害+10%
魔法最大傷害+10%
最大HP +500",14010003,"效果 : 被攻擊時,以一定的機率增加物理與魔法最大傷害10%(2分)"
2601,無限迴廊入門者,這是賦予剛入門學習無限迴廊的人的稱號。,"物理爆擊傷害+15%
魔法爆擊傷害+15%
最大HP +500",14010007,"效果 : 被攻擊時,以一定的機率增加物理與魔法爆擊率2%(2分)"
2701,圖書館愛好者,給貝爾法圖書館愛好者們的稱號。,"物理命中率+8%
魔法命中率+8%
最大HP +500",14010011,"效果 : 被攻擊時,以一定的機率增加物理與魔法爆擊率5%(1分)"
2801,銀色腳趾,賦予歷史屬於銀色腳趾的人的稱號。,"物理回避率+8%
魔法回避率+8%
最大HP +500",14010015,效果 : 在被攻擊時以一定的機率增加3%防禦力 (5分)
9971,??? ???_?????,??? ???_?????,"物理/魔法命中率 +1000%
物理/魔法爆擊率 +1000%
物理/魔法爆擊傷害 +1000%",99001160,????????? (??? ???_?????)
9972,??? ???_?????,??? ???_?????,"物理/魔法爆擊傷害 +1500%
物理/魔法爆擊率 +50%
物理/魔法最大傷害 +30000%",0,
9973,??? ???_?????,??? ???_?????,"物理/魔法命中率 +1000%
減少傷害+99%
最大HP +4000000",99001158,????+??/??? 600 (??? ???_???)
9974,??? ???_?????,??? ???_?????,"物理/魔法命中率 +1000%
減少傷害+50%
最大HP +4000000",99001158,????+??/??? 600 (??? ???_???)
9966,??? ???_21 ??5,??? ???_21 ??3,"所有能力值 +230000
物理/魔法爆擊傷害 +3500%
物理/魔法最小傷害 +850%",71000565,80? HP
9967,??? ???_21 ??4,??? ???_21 ??3,"所有能力值 +200000
物理/魔法爆擊傷害 +3200%
物理/魔法最小傷害 +850%",71000565,80? HP
9969,??? ???_21 ??3,??? ???_21 ??3,"所有能力值 +170000
物理/魔法爆擊傷害 +2700%
物理/魔法最小傷害 +850%",99001156,80? HP
9970,??? ???_21 ??2,??? ???_21 ??2,"所有能力值 +120000
物理/魔法爆擊傷害 +2200%
物理/魔法最小傷害 +850%",99001156,80? HP
9968,平衡測驗_22 木偶,平衡測驗_21 木偶,"所有能力值 +110000
物理/魔法爆擊傷害 +2850%
物理/魔法最小傷害 +4000%",99001156,80? HP
9975,??? ???_21 ????,??? ???_21 ????,"所有能力值 +100000
物理/魔法爆擊傷害 +1850%
物理/魔法最小傷害 +4000%",99001156,80? HP
9976,??? ???_21 ??,??? ???_21 ??,"所有能力值 +100000
物理/魔法爆擊傷害 +1850%
物理/魔法最小傷害 +850%",99001156,80? HP
