任務ID,任務名稱,EXP獎勵,ELY獎勵,道具獎勵
192006104,恪爾立族交流支援 (3),11423000000.0,1000000,
192006105,恪爾立族交流支援 (4),19419100000.0,3000000,[活動] 經驗值秘藥200% X2
192007102,專屬薇爾的食物 (1),11423000000.0,1000000,
192007103,專屬薇爾的食物 (2),11423000000.0,1000000,
192007104,專屬薇爾的食物 (3),11423000000.0,1000000,
192007105,專屬薇爾的食物 (4),19419100000.0,3000000,[活動] 任務獎勵UP！靈藥 X1
192008101,嶄新的緣分 (1),11423000000.0,1000000,
192008102,嶄新的緣分 (2),11423000000.0,1000000,
192008103,嶄新的緣分 (3),11423000000.0,1000000,
192008104,嶄新的緣分 (4),11423000000.0,1000000,
192008105,嶄新的緣分 (5),19419100000.0,3000000,考古學家學習書 X1
193005101,不足的精氣 (1),10922000000.0,1000000,
193005102,不足的精氣 (2),14198600000.0,2000000,
193005103,不足的精氣 (3),10922000000.0,1000000,
193005104,不足的精氣 (4),14198600000.0,1500000,
193005105,不足的精氣 (5),14198600000.0,1500000,"特殊副本恢復藥水 X100
[活動] 刻有星星的刻印石 X200"
193006101,記憶的線索 (1),10922000000.0,1000000,
193006102,記憶的線索 (2),21844000000.0,3000000,"高級恢復藥水 X100
[活動] 王者攻擊力秘藥2 X1"
193006103,記憶的線索 (3),10922000000.0,1000000,
193006104,記憶的線索 (4),18567400000.0,2000000,"高級恢復藥水 X100
[活動] 王者攻擊力秘藥 X2"
193007101,寶石交易仲介 (1),10922000000.0,1000000,
193007102,寶石交易仲介 (2),10922000000.0,1000000,
193007103,寶石交易仲介 (3),18567400000.0,2000000,"高級恢復藥水 X100
[活動] 王者防禦秘藥 X2"
193007104,寶石交易仲介 (4),10922000000.0,1000000,
193007105,寶石交易仲介 (5),10922000000.0,1000000,
193008101,問候 (1),14198600000.0,1500000,
193008102,問候 (2),10922000000.0,1000000,
193008103,問候 (3),21844000000.0,3000000,"高級恢復藥水 X150
[活動] 任務獎勵UP！靈藥 X1
[活動] 活動覺醒劑 X50"
193008104,問候 (4),21844000000.0,4500000,女神的劊子手稱號學習書 X1
194005101,記憶的破片 (1),11556000000.0,1000000,
194005102,記憶的破片 (2),11556000000.0,1000000,
194005103,記憶的破片 (3),11556000000.0,1000000,
194005104,記憶的破片 (4),11556000000.0,1000000,
194005105,記憶的破片 (5),11556000000.0,1000000,
194006101,恪爾立族的信任 (1),17334000000.0,3000000,"[活動] 王者經驗值秘藥 X3
[活動] 王者防禦秘藥 X3"
194006102,恪爾立族的信任 (2),11556000000.0,1000000,
194006103,恪爾立族的信任 (3),11556000000.0,1000000,
194006104,恪爾立族的信任 (4),17334000000.0,2000000,"[活動] 王者攻擊力秘藥 X3
[活動] 刻有星星的刻印石 X50"
194007101,等待時機的遺物 (1),11556000000.0,1000000,
194007102,等待時機的遺物 (2),11556000000.0,1000000,
194007103,等待時機的遺物 (3),23112000000.0,3500000,"[活動] 活動覺醒劑 X30
高級恢復藥水 X150"
194007104,等待時機的遺物 (4),11556000000.0,1000000,
194007105,等待時機的遺物 (5),23112000000.0,3500000,"[活動] 致命香油 X5
特殊副本恢復藥水 X150"
194007106,等待時機的遺物 (6),11556000000.0,1000000,
194008101,愛麗絲的不安 (1),11556000000.0,1000000,
194008102,愛麗絲的不安 (2),11556000000.0,1000000,
194008103,愛麗絲的不安 (3),11556000000.0,1000000,
194008104,愛麗絲的不安 (4),11556000000.0,1000000,
194008105,愛麗絲的不安 (5),21844000000.0,5000000,"暢快可樂 X100
[活動] Lv.2 爆擊傷害增幅劑 X5
[活動] Lv.2 最大傷害增幅劑 X5
愛麗絲的不安稱號學習書 X1"
194205101,疑問 (1),11556000000.0,1000000,
194205102,疑問 (2),17334000000.0,3000000,
194205103,疑問 (3),17334000000.0,3000000,
194205104,疑問 (4),11556000000.0,1000000,
194205105,疑問 (5),17334000000.0,3000000,"戰鬥靈藥 X3
[活動] 致命香油 X5
暢快可樂 X100"
194205106,疑問 (6),11556000000.0,1000000,
194206101,結尾 ~ 幻影大地 ~,23112000000.0,1000000,"[活動] 暴風藥水(30分鐘) X1
姜太公的祝福 X1
[活動] 王者經驗值秘藥 X2"
201005101,渴望力量之人 (1),11613000000.0,1000000,
201005102,渴望力量之人 (2),11613000000.0,1000000,
201005103,渴望力量之人 (3),17419500000.0,3000000,
201005104,渴望力量之人 (4),11613000000.0,1000000,
201005105,渴望力量之人 (5),11613000000.0,1000000,
201005106,渴望力量之人 (6),17419500000.0,3000000,"渴望力量之人學習書 X1
[活動] 王者經驗值秘藥 X3
[活動] 王者防禦秘藥 X3"
201006101,龜裂的痕跡 (1),11613000000.0,1000000,
201006102,龜裂的痕跡 (2),17419500000.0,3000000,"[活動] 王者經驗值秘藥 X3
[活動] 王者防禦秘藥 X3"
201006103,龜裂的痕跡 (3),11613000000.0,1000000,
201006104,龜裂的痕跡 (4),17419500000.0,3000000,"[活動] 王者攻擊力秘藥 X3
高級恢復藥水 X150"
201006105,龜裂的痕跡 (5),11613000000.0,1000000,
201007101,朋友的下落(1),11613000000.0,1000000,
201007102,朋友的下落(2),17419500000.0,3000000,"[活動] 活動覺醒劑 X30
特殊副本恢復藥水 X150"
201007103,朋友的下落(3),11613000000.0,1000000,
201007104,朋友的下落(4),17419500000.0,3000000,"[活動] 王者經驗值秘藥 X3
[活動] Lv.2 最大傷害增幅劑 X5"
201008101,某個都市的進出資格 (1),23226000000.0,3000000,
201008102,某個都市的進出資格 (2),23226000000.0,3000000,
201008103,某個都市的進出資格 (3),23226000000.0,3000000,"暢快可樂 X100
[活動] Lv.2 爆擊傷害增幅劑 X5
[活動] Lv.2 最大傷害增幅劑 X5"
201009501,結尾∼另一個慶典,23226000000.0,1000000,"[活動] 暴風藥水(30分鐘) X1
[活動] 道具掉落率100%靈藥 X2
[活動] 致命香油 X5"
202005101,少女的記憶 (1),17497500000.0,300000,"[活動] 王者攻擊力秘藥 X3
[活動] 王者防禦秘藥 X3"
202005102,少女的記憶 (2),11665000000.0,100000,
202005103,少女的記憶 (3),17497500000.0,300000,"[活動] 王者經驗值秘藥 X3
特殊副本恢復藥水 X100"
202005104,少女的記憶 (4),11665000000.0,100000,
202005105,少女的記憶 (5),11665000000.0,100000,"[活動] 王者經驗值秘藥 X4
[活動] 王者防禦秘藥 X2
煞尼克的記憶稱號學習書 X1"
202006101,魔道靈魂 (1),11665000000.0,100000,
202006102,魔道靈魂 (2),11665000000.0,100000,
202006103,魔道靈魂 (3),11665000000.0,100000,
202006104,魔道靈魂 (4),17497500000.0,300000,"[活動] 王者經驗值秘藥 X2
[活動] Lv.2 最大傷害增幅劑 X4"
202006105,魔道靈魂 (5),17497500000.0,300000,"[活動] 王者經驗值秘藥 X3
[活動] 王者防禦秘藥 X3"
202007101,劍神的試驗 (1),17497500000.0,300000,"神秘爆擊傷害增幅劑 X3
實用的靈藥 X8"
202007102,劍神的試驗 (2),17497500000.0,300000,"神秘傷害增幅劑 X2
[活動] 道具掉落率100%靈藥 X2"
202007103,劍神的試驗 (3),11665000000.0,100000,
202007104,劍神的試驗 (4),11665000000.0,100000,
202008101,菲莉亞的希爾帝斯維尼(1),11665000000.0,100000,姜太公的祝福 X1
202008102,菲莉亞的希爾帝斯維尼(2),23330000000.0,300000,"[活動] 暴風藥水 X10
[活動] 致命香油 X5"
202008103,菲莉亞的希爾帝斯維尼(3),23330000000.0,300000,
202009501,結尾 ~ 安慰的話,23330000000.0,100000,"[活動] 暴風藥水(30分鐘) X1
[活動] 道具掉落率100%靈藥 X1
[活動] 致命香油 X5"
203005101,魔女的痕跡(1),11713000000.0,1000000,
203005102,魔女的痕跡(2),17569500000.0,3000000,
203005103,魔女的痕跡(3),17569500000.0,3000000,"[活動] 王者經驗值秘藥 X3
[活動] 王者防禦秘藥 X3"
203006101,赫爾摩妮亞的項鍊 (1),11713000000.0,1000000,
203006102,赫爾摩妮亞的項鍊 (2),23426000000.0,3000000,"[活動] 活動覺醒劑 X30
特殊副本恢復藥水 X150"
203006103,赫爾摩妮亞的項鍊 (3),11713000000.0,1000000,
203007101,西娜之歌 (1),17569500000.0,3000000,
203007102,西娜之歌 (2),17569500000.0,3000000,"[活動] 王者經驗值秘藥 X3
[活動] 王者防禦秘藥 X3"
203007103,西娜之歌 (3),11713000000.0,1000000,
203009501,結尾 ~ 記憶的彼端,23426000000.0,1000000,"[活動] 暴風藥水(30分鐘) X1
[活動] 道具掉落率100%靈藥 X2
[活動] 致命香油 X5"
204005001,玫瑰的誓約 (1),11757000000.0,222400,
204005002,玫瑰的誓約 (2),17635500000.0,2224000,
204005003,玫瑰的誓約 (3),23514000000.0,3336000,"[活動] 經驗值秘藥500% X1
特殊副本恢復藥水 X50"
204006001,赤地的沉睡熊 (1),11757000000.0,222400,
204006002,赤地的沉睡熊 (2),17635500000.0,2224000,
204006003,赤地的沉睡熊(3),17635500000.0,2224000,"[活動] 任務獎勵UP！靈藥 X1
神秘爆擊傷害增幅劑 X4"
204007001,耶比耶比魔耶比 (1),17635500000.0,2224000,
204007002,耶比耶比魔耶比 (2),23514000000.0,3336000,"[活動] 王者攻擊力秘藥2 X4
神秘傷害增幅劑 X4"
204007003,耶比耶比魔耶比 (3),11757000000.0,222400,
204008001,神諭之地 (1),11757000000.0,222400,
204008002,神諭之地 (2),23514000000.0,3336000,"[活動] 任務獎勵UP！靈藥 X1
[活動] 致命香油 X5"
204008003,神諭之地 (3),11757000000.0,222400,
204009501,結尾 ~ 某個聚會,23514000000.0,3336000,"[活動] 任務獎勵UP！靈藥 X1
[活動] 經驗值秘藥888% X1
特殊副本恢復藥水 X50
超人聯歡會稱號學習書 X1"
211005101,無預期的見面 (1),24074000000.0,3456000,
211005102,無預期的見面 (2),24074000000.0,3456000,"特殊副本恢復藥水 X120
[活動] 活動覺醒劑 X25"
211005103,無預期的見面 (3),12037000000.0,1152000,
211006101,禮物和餅乾 (1),12037000000.0,1152000,
211006102,禮物和餅乾 (2),12037000000.0,1152000,"[活動] 王者經驗值秘藥 X2
[活動] 王者防禦秘藥 X4"
211006103,禮物和餅乾 (3),24074000000.0,3456000,
211007101,負傷之月 (1),24074000000.0,3456000,
211007102,負傷之月 (2),12037000000.0,1152000,
211007103,負傷之月 (3),18055500000.0,2304000,"[活動] 王者經驗值秘藥 X4
[活動] Lv.2 最大傷害增幅劑 X4"
211009501,結尾 ~ 愛麗絲的冒險家,24074000000.0,3456000,"暢快可樂 X100
[活動] Lv.2 爆擊傷害增幅劑 X5
[活動] Lv.2 最大傷害增幅劑 X5
愛麗絲的冒險家稱號學習書 X1"
212000000,魯曼聯盟本部的聯絡,18214500000.0,3504000,
212000001,準備與愛麗絲相遇,18214500000.0,3504000,
212000002,女神愛麗絲,18214500000.0,3504000,
212000003,前往雪原的方法,36429000000.0,7008000,
212000004,穿越暴風雪…,36429000000.0,7008000,
212000005,雪之都格爾答,18214500000.0,3504000,
212000006,搖晃的冰柱監獄,60715000000.0,11680000,"[活動] 任務獎勵UP！靈藥 X2
[活動] 復活精髓 X5
[活動] 王者攻擊力秘藥 X5"
212000007,汙染之泉,18214500000.0,3504000,
212000008,冰封的過去,60715000000.0,11680000,"[活動] 經驗值秘藥1000% X2
[活動] 致命香油 X5
暢快可樂 X100"
212000009,拋開過去…,18214500000.0,3504000,
212000010,和美味的食物一起,18214500000.0,3504000,
212000011,霧狀花海,121430000000.0,23360000,"符文字卷軸 X1
[活動] 暴風藥水(30分鐘) X1
姜太公的祝福 X3
霧狀花海稱號學習書 X1"
212005101,在恪爾立吃的飯 (1),24286000000.0,3504000,"[活動] 寵物用靈芝草(15日) X2
[活動] 任務獎勵UP！靈藥 X2"
212005102,在恪爾立吃的飯 (2),12143000000.0,1168000,
212005103,在恪爾立吃的飯 (3),12143000000.0,1168000,
212006101,請去收集優惠券 (1),12143000000.0,1168000,
212006102,請去收集優惠券 (2),12143000000.0,1168000,
212006103,請去收集優惠券 (3),24286000000.0,3504000,"姜太公的祝福 X2
[活動] 暴風藥水 X5"
212007101,尋找答案的道路 (1),12143000000.0,1168000,
212007102,尋找答案的道路 (2),12143000000.0,1168000,
212007103,尋找答案的道路 (3),24286000000.0,3504000,"[活動] 暴風藥水(30分鐘) X2
[活動] 復活精髓 X4
尋找答案的道路稱號學習書 X1"
212008101,某個禮物 (1),24286000000.0,3504000,"[活動] 道具掉落率100%靈藥 X5
[活動] 致命香油 X5"
212008102,某個禮物 (2),24286000000.0,3504000,"[活動] 經驗值秘藥1000% X2
神秘爆擊傷害增幅劑 X3"
212008103,某個禮物 (3),12143000000.0,1168000,
212009501,結尾 ~ 誘餌,24286000000.0,3504000,"[活動] 經驗值秘藥1000% X1
[活動] 任務獎勵UP！靈藥 X3
特殊副本恢復藥水 X50
銜尾蛇的誘餌稱號學習書 X1"
213000000,再次前往格爾答…,18214500000.0,3504000,
213000001,尋路(1),18214500000.0,3504000,
213000002,尋路(2),18214500000.0,3504000,
213000003,尋路(3),18214500000.0,3504000,
213000004,未知之地，克諾索斯(1),18214500000.0,3504000,
213000005,未知之地，克諾索斯(2),18214500000.0,3504000,
213000006,克諾索斯的管理者 (1),36429000000.0,7008000,
213000007,克諾索斯的管理者 (2),36429000000.0,7008000,
213000008,需要的物品,60715000000.0,11680000,"[活動] 王者攻擊力秘藥 X4
[活動] 王者攻擊力秘藥2 X4
[活動] Lv.2 爆擊傷害增幅劑 X4"
213000009,非管理者的觀察者,18214500000.0,3504000,
213000010,獸人王米諾斯,60715000000.0,11680000,"[活動] 道具掉落率100%靈藥 X3
姜太公的祝福 X3
神秘爆擊傷害增幅劑 X5"
213000011,混沌的路口,121430000000.0,23360000,"[活動] 鑲嵌妙藥 X3
[活動] 復活精髓 X5
[活動] 暴風藥水(30分鐘) X2
混沌的路口稱號學習書 X1"
213005101,貝儂的請求 (1),12196000000.0,1176000,
213005102,貝儂的請求 (2),12196000000.0,1176000,
213005103,貝儂的請求 (3),24392000000.0,3528000,"[活動] 任務獎勵UP！靈藥 X3
[活動] 王者攻擊力秘藥2 X3"
213006101,尊敬的老師 (1),12196000000.0,1176000,
213006102,尊敬的老師 (2),12196000000.0,1176000,
213006103,尊敬的老師 (3),24392000000.0,3528000,"[活動] 王者攻擊力秘藥 X3
[活動] 鑲嵌妙藥 X2"
213007101,瑪德琳的煩惱 (1),12196000000.0,1176000,
213007102,瑪德琳的煩惱 (2),24392000000.0,3528000,"[活動] 經驗值秘藥888% X1
[活動] 道具掉落率100%靈藥 X2"
213007103,瑪德琳的煩惱 (3),24392000000.0,3528000,"[活動] 道具掉落率100%靈藥 X5
[活動] 致命香油 X5"
213008101,終極甜點 (1),12196000000.0,1176000,
213008102,終極甜點 (2),24392000000.0,3528000,
213009501,結尾 ~ 暴風雨前的寧靜,24392000000.0,3528000,"[活動] 道具掉落率100%靈藥 X5
[活動] 暴風藥水(30分鐘) X1
暢快可樂 X100
暴風雨前的寧靜稱號學習書 X1"
214000000,鄰近決戰,18214500000.0,3504000,
214000001,不速之客的造訪,18214500000.0,3504000,
214000002,愛麗絲與玫蒂亞,18214500000.0,3504000,
214000003,不轉動的燃燒之輪 (1),18214500000.0,3504000,
214000004,不轉動的燃燒之輪 (2),18214500000.0,3504000,
214000005,搖晃的阿瓦隆,36429000000.0,7008000,
214000006,閃亮星之劍,36429000000.0,7008000,
214000007,書做的門,60715000000.0,11680000,"暢快可樂 X100
姜太公的祝福 X1
[活動] 致命香油 X2"
214000008,疑心的結果,18214500000.0,3504000,
214000009,超人的決心,18214500000.0,3504000,
214000010,開門的鑰匙,60715000000.0,11680000,"[活動] 經驗值秘藥1000% X2
神秘爆擊傷害增幅劑 X5
[活動] 復活精髓 X3"
214000011,吞噬一切的洞窟,18214500000.0,3504000,
214000012,降落的死亡,18214500000.0,3504000,
214000013,東方大陸的救援者,121430000000.0,23360000,"符文字卷軸 X1
[活動] 道具掉落率100%靈藥 X4
[活動] 暴風藥水(30分鐘) X3
東方大陸的救援者稱號學習書 X1"
214002101,岐路的盡頭,12143000000.0,1168000,
214003101,玫蒂亞的記憶(1),12143000000.0,1168000,
214003102,玫蒂亞的記憶(2),24392000000.0,3528000,"[活動] 王者經驗值秘藥 X2
[活動] 致命香油 X2"
214003103,玫蒂亞的記憶(3),12143000000.0,1168000,
214003104,玫蒂亞的記憶(4),18214500000.0,2336000,
214004101,為了盟主的禮物(1),24392000000.0,3528000,"[活動] 經驗值秘藥888% X1
神秘爆擊傷害增幅劑 X2"
214004102,為了盟主的禮物(2),18214500000.0,2336000,
214005101,為了你的香氣(1),12143000000.0,1168000,
214005102,為了你的香氣(2),24392000000.0,3528000,"特殊副本恢復藥水 X100
[活動] 暴風藥水 X10"
214005103,為了你的香氣(3),24392000000.0,3528000,"[活動] 任務獎勵UP！靈藥 X3
[活動] 道具掉落率100%靈藥 X2"
214006101,尋寶(1),24392000000.0,3528000,"[活動] 鑲嵌妙藥 X2
戰鬥靈藥 X5"
214006102,尋寶(2),24392000000.0,3528000,"黃金錘 X2
[活動] 暴風藥水(30分鐘) X1"
214007101,美麗的宴會(1),24392000000.0,3528000,"神秘爆擊傷害增幅劑 X3
[活動] 寵物用靈芝草(30日) X1"
214007102,美麗的宴會(2),24392000000.0,3528000,"姜太公的祝福 X1
[活動] 道具封印鎖 X1"
214008101,結尾 ~ 脫離束縛的位置(1),24392000000.0,3528000,
214009101,結尾 ~ 脫離束縛的位置(2),24392000000.0,3528000,"[活動] 暴風藥水(30分鐘) X2
暢快可樂 X100
[活動] 復活精髓 X2
親愛的我的星星稱號學習書 X1"
221000001,消失的女神痕跡,18214500000.0,3504000,
221000002,蓋亞所在之處,18214500000.0,3504000,
221000003,充滿精靈的場所 (1),36429000000.0,7008000,
221000004,充滿精靈的場所 (2),36429000000.0,7008000,
221000005,為了維持日常,60715000000.0,11680000,"暢快可樂 X100
特殊副本恢復藥水 X100
神秘爆擊傷害增幅劑 X4"
221000006,為了特別的瞬間,60715000000.0,11680000,"暢快可樂 X100
姜太公的祝福 X1
神秘傷害增幅劑 X4"
221000007,阿爾珂的過去,18214500000.0,3504000,
221000008,與蓋亞的重逢,18214500000.0,3504000,
221000009,回到愛麗絲身邊…,121430000000.0,23360000,"[活動] 經驗值秘藥1000% X2
[活動] 暴風藥水(30分鐘) X2
[活動] 道具掉落率100%靈藥 X5
走在時間分界的稱號學習書 X1"
221005101,情感色彩 (1),18214500000.0,2336000,
221005102,情感色彩 (2),12143000000.0,1168000,
221005103,情感色彩 (3),18214500000.0,2336000,
221005104,情感色彩 (4),12143000000.0,1168000,
221005105,情感色彩 (5),12143000000.0,1168000,
221005106,情感色彩 (6),18214500000.0,2336000,
221005107,情感色彩 (7),12143000000.0,1168000,
221005108,情感色彩 (8),24286000000.0,3504000,"[活動] 經驗值秘藥888% X3
[活動] 任務獎勵UP！靈藥 X3"
221006101,某種地圖 (1),12143000000.0,1168000,
221006102,某種地圖 (2),12143000000.0,1168000,
221006103,某種地圖 (3),24286000000.0,3504000,"神秘爆擊傷害增幅劑 X4
[活動] 道具掉落率100%靈藥 X3"
221007101,斑駁的童話(1),12143000000.0,1168000,
221007102,斑駁的童話(2),12143000000.0,1168000,
221007103,斑駁的童話(3),24286000000.0,3504000,"[活動] 致命香油 X5
[活動] 經驗值秘藥1000% X1"
221009101,結尾∼捉迷藏,24286000000.0,3504000,"[活動] 暴風藥水(30分鐘) X1
姜太公的祝福 X1
暢快可樂 X100
新捉迷藏鬼稱號學習書 X1"
222000000,留在記憶中的詞語,18214500000.0,3504000,
222000001,羽毛的記憶,36429000000.0,7008000,
222000002,夜晚停留的場所,18214500000.0,3504000,
222000003,走吧，前往大陸關口！,18214500000.0,3504000,
222000004,請叫我莉可,18214500000.0,3504000,
222000005,可疑傳聞的原因,18214500000.0,3504000,
222000006,其他大陸的旅行作家,36429000000.0,7008000,
222000007,擁抱玩偶的精靈,36429000000.0,7008000,
222000008,唱歌的勇士,60715000000.0,11680000,"[活動] 經驗值秘藥1000% X2
姜太公的祝福 X1
神秘爆擊傷害增幅劑 X4"
222000009,劇場的首席團員,60715000000.0,11680000,"[活動] 復活精髓 X5
[活動] 寵物用靈芝草(30日) X1
[活動] 致命香油 X4"
222000010,執著的理由,18214500000.0,3504000,
222000011,新舞台的演員們,121430000000.0,23360000,"符文字卷軸 X1
[活動] 暴風藥水(30分鐘) X2
暢快可樂 X100
第一次彩排稱號學習書 X1"
222002001,[職業] 其他時空的冒險家,nan,0,
202004101,黑暗的追捕者 (1),11665000000.0,100000,
202004102,黑暗的追捕者 (2),23330000000.0,300000,高級恢復藥水 X120
202004103,黑暗的追捕者 (3),23330000000.0,300000,"[活動] 暴風藥水(30分鐘) X1
[活動] 王者經驗值秘藥 X3
特殊副本恢復藥水 X100"
222005101,情感色彩(9),12143000000.0,1168000,
222005102,情感色彩(10),18214500000.0,2336000,
222005103,情感色彩(11),24286000000.0,3504000,"[活動] 致命香油 X3
暢快可樂 X50"
222006101,該怎麼做呢？(1),12143000000.0,1168000,
222006102,該怎麼做呢？(2),24286000000.0,3504000,"姜太公的祝福 X1
超級萬能木錘 X2"
222007101,外送的冒險家(1),18214500000.0,2336000,
222007102,外送的冒險家(2),12143000000.0,1168000,
222007103,外送的冒險家(3),12143000000.0,1168000,
222007104,外送的冒險家(4),24286000000.0,3504000,"神秘爆擊傷害增幅劑 X5
神秘傷害增幅劑 X5
外送的冒險家稱號學習書 X1"
222009501,結尾∼島上的特別訪客,24286000000.0,3504000,"[活動] 暴風藥水(30分鐘) X1
[活動] 復活精髓 X5
[活動] 經驗值秘藥1000% X1"
223000000,莎拉斯芭蒂的訊息,18214500000.0,3504000,
223000001,可疑的數據,18214500000.0,3504000,
223000002,認知到另一個我的地方,18214500000.0,3504000,
223000003,迷路,18214500000.0,3504000,
223000004,凝視的眼睛,18214500000.0,3504000,
223000005,拉娜夏身上發生的事,18214500000.0,3504000,
223000006,前往奧勒卡里姆之路,36429000000.0,7008000,
223000007,說服我吧,36429000000.0,7008000,
223000008,探索奧勒卡里姆,36429000000.0,7008000,
223000009,精靈的聲音,18214500000.0,3504000,
223000010,無名想要的東西,60715000000.0,11680000,"[活動] 道具掉落率100%靈藥 X3
[活動] 任務獎勵UP！靈藥 X3
[活動] 暴風藥水 X10"
223000011,奧勒卡里姆的影子,60715000000.0,11680000,"姜太公的祝福 X1
超級萬能木錘 X1
[活動] 致命香油 X3"
223000012,光之囑咐,18214500000.0,3504000,
223000013,預言者的等待,121430000000.0,23360000,"[活動] 復活精髓 X3
黃金錘 X3
[活動] 經驗值秘藥1000% X1
奧勒卡里姆的影子稱號學習書 X1"
223009501,結尾∼B計畫,24286000000.0,3504000,"暢快可樂 X50
[活動] 寵物用靈芝草(15日) X1"
223005101,"Mors tua, vita mea(1)",18214500000.0,2336000,
223005102,"Mors tua, vita mea(2)",12143000000.0,1168000,
223005103,"Mors tua, vita mea(3)",18214500000.0,2336000,
223005104,"Mors tua, vita mea(4)",12143000000.0,1168000,
223005105,"Mors tua, vita mea(5)",18214500000.0,2336000,
223005106,"Mors tua, vita mea(6)",24286000000.0,3504000,"[活動] 暴風藥水(30分鐘) X2
[活動] 經驗值秘藥1000% X1
姜太公的祝福 X1"
223005107,"Mors tua, vita mea(7)",12143000000.0,1168000,
224000000,既視感,18214500000.0,3504000,
224000001,召喚魔女的事件,18214500000.0,3504000,
224000002,前往亞普和因,18214500000.0,3504000,
224000003,探索精靈村莊,18214500000.0,3504000,
224000004,記憶的錯誤,36429000000.0,7008000,
224000005,籠罩森林的影子,36429000000.0,7008000,
224000006,晶月森林限制區域,18214500000.0,3504000,
224000007,確認錯誤,18214500000.0,3504000,
224000008,黎弗特菈希爾的過去,18214500000.0,3504000,
224000009,不會消逝的歌曲,60715000000.0,11680000,"[活動] 道具掉落率100%靈藥 X1
[活動] 經驗值秘藥1000% X2
神秘爆擊傷害增幅劑 X4"
224000010,魔女莫爾嘉納,60715000000.0,11680000,"[活動] 復活精髓 X4
姜太公的祝福 X1
[活動] 道具掉落率100%靈藥 X3"
224000011,記憶的餘香,121430000000.0,23360000,"符文字卷軸 X1
[活動] 暴風藥水(30分鐘) X1
[活動] 寵物用靈芝草(30日) X1
記憶的餘香稱號學習書 X1"
224009501,結尾∼邀請,24286000000.0,3504000,"[活動] 道具掉落率100%靈藥 X2
神秘傷害增幅劑 X3"
224005101,Memento mori(1),12143000000.0,1168000,
224005102,Memento mori(2),12143000000.0,1168000,
224005103,Memento mori(3),18214500000.0,2336000,
224005104,Memento mori(4),18214500000.0,2336000,
224005105,Memento mori(5),24286000000.0,3504000,"[活動] 致命香油 X3
[活動] 復活精髓 X5
[活動] 經驗值秘藥1000% X2"
222002002,[職業] 蛇影,nan,0,
231000000,賽伊娜的訊息,18214500000.0,3504000,
231000001,再次來到魔法學院,18214500000.0,3504000,
231000002,重要的故事,18214500000.0,3504000,
231000003,你好，再見,18214500000.0,3504000,
231000004,越過可疑的門,18214500000.0,3504000,
231000005,失去光芒的地方,36429000000.0,7008000,
231000006,神旨,36429000000.0,7008000,
231000007,第一個試煉,60715000000.0,11680000,"[活動] 道具掉落率100%靈藥 X1
[活動] 經驗值秘藥1000% X1
公會金幣(第2季) X100"
231000008,艾莉希婭的主人,18214500000.0,3504000,
231000009,第二個試煉,60715000000.0,11680000,"神秘傷害增幅劑 X5
神秘爆擊傷害增幅劑 X1
暢快可樂 X50"
231000010,戰勝試煉,18214500000.0,3504000,
231000011,無法歇息的靈魂,121430000000.0,23360000,"[活動] 暴風藥水(30分鐘) X1
符文字卷軸 X1
[活動] 復活精髓 X5
無法歇息的靈魂稱號學習書 X1"
231003101,情感色彩(12),12143000000.0,1168000,
231003102,情感色彩(13),12143000000.0,1168000,
231003103,情感色彩(14),18214500000.0,2336000,
231003104,情感色彩(15),18214500000.0,2336000,
231003105,情感色彩(16),12143000000.0,1168000,
231003106,情感色彩(17),18214500000.0,2336000,
231003107,情感色彩(18),18214500000.0,2336000,
231003108,情感色彩(19),24286000000.0,3504000,"[活動] 復活精髓 X3
[活動] 經驗值秘藥1000% X1
姜太公的祝福 X2"
231009501,結尾∼掩蓋黑月,24286000000.0,3504000,"[活動] 致命香油 X3
[活動] 道具掉落率100%靈藥 X1
神秘爆擊傷害增幅劑 X1
[活動] 復活精髓 X1"
231004101,灰斑(1),12143000000.0,1168000,
231004102,灰斑(2),18214500000.0,2336000,
231004103,灰斑(3),18214500000.0,2336000,
231004104,灰斑(4),24286000000.0,3504000,
232000000,從夢中醒來的冒險家,18214500000.0,3504000,
232000001,老朋友的故事,18214500000.0,3504000,
232000002,前往拉蘭街道之路,18214500000.0,3504000,
232000003,導遊莉可塔,18214500000.0,3504000,
232000004,拉蘭街道的狼人,36429000000.0,7008000,
232000005,打造安全道路,36429000000.0,7008000,
232000006,再次相遇的不安,18214500000.0,3504000,
232000007,他的下落,18214500000.0,3504000,
232000008,迷路的天使,36429000000.0,7008000,
232000009,解開誤會的方法,18214500000.0,3504000,
232000010,米卡與拉比,18214500000.0,3504000,
232000011,戰鬥天使的方式,60715000000.0,11680000,"神秘爆擊傷害增幅劑 X5
[活動] 道具掉落率100%靈藥 X2
暢快可樂 X150"
232000012,達芙妮真正的目的,18214500000.0,3504000,"[活動] 復活精髓 X5
[活動] 暴風藥水 X10
[活動] 經驗值秘藥1000% X2"
232000013,守護庭園之人,60715000000.0,11680000,
232000014,潘朵拉的箱子,18214500000.0,3504000,潘朵拉的箱子稱號學習書 X1
232000015,永垂不朽的庭園,121430000000.0,23360000,"[活動] 重置結晶 X3
黃金錘 X5
[活動] 記憶破片箱子 X20"
232009101,結尾∼開啟箱子,24286000000.0,3504000,"[活動] 重置結晶 X1
[活動] 王者攻擊力秘藥2 X3"
233000000,休息結束後…,18214500000.0,3504000,
