ID,怪物名稱,怪物類型(?),怪物名稱顯示,HP血條顯示,影子顯示,BOSS血條數
812010221,公會箱子,2,1,1,1,1
810001565,南瓜燈籠棒棒糖,1,0,0,0,1
810001566,南瓜燈籠棒棒糖,1,0,0,0,1
810001567,南瓜燈籠棒棒糖,1,0,0,0,1
810001568,南瓜燈籠棒棒糖,1,0,0,0,1
810001569,陷阱,1,0,0,0,1
812010222,公會箱子,2,1,1,1,1
810001570,書矮靈,6,1,1,1,1
810001571,書妖,6,1,1,1,1
810001572,書蟲,6,1,1,1,1
810001573,故事精靈,6,1,1,1,1
810001574,飛翔護甲,6,1,1,1,1
810001575,圖書館的書矮靈,6,1,1,1,1
810001576,圖書館的書妖,6,1,1,1,1
810001577,圖書館的書蟲,6,1,1,1,1
810001578,圖書館的故事精靈,6,1,1,1,1
810001579,圖書館的飛翔護甲,6,1,1,1,1
810001580,貝爾法管理員,6,1,1,1,1
810001581,伊普莉特,6,1,1,1,99
810001582,獨角獸寶寶,6,1,1,1,1
810001583,飛馬寶寶,6,1,1,1,1
810001584,露菲兔兔,6,1,1,1,1
810001585,玩偶騎士,6,1,1,0,1
810001586,花園的獨角獸,6,1,1,1,1
810001587,花園的飛馬,6,1,1,1,1
810001588,花園兔兔,6,1,1,1,1
810001589,花園的玩偶騎士,6,1,1,0,1
810001590,花園的惡魔護甲,6,1,1,1,1
810001591,花園的諾爾,6,1,1,1,1
810001592,花園的兇暴諾爾,6,1,1,1,1
810001593,花園的飛翔護甲,6,1,1,1,1
810001594,凱羅貝魯斯,6,1,1,1,1
810001595,德古氏,6,1,1,1,99
810001596,德古氏,6,1,1,1,99
810001597,強大青狼,6,1,1,1,1
810001598,強大哥布林,1,1,1,1,1
810001599,強大大王哥布林,1,1,1,1,1
810001600,強大黃甲衛兵,6,1,1,1,1
810001601,強大黑熊,6,1,1,1,1
810001602,強大老虎,6,1,1,1,1
810001603,強大耶比弟弟,6,1,1,1,1
810001604,強大蜜桃怪,6,1,1,1,1
810001605,強大白虎,6,1,1,1,1
810001606,強大櫻花樹邪靈,1,1,1,1,1
810001607,強大犬神,1,1,1,1,1
810001608,強大鬼武士,6,1,1,1,1
810001609,強大橙凍凍,1,1,1,1,1
810001610,強大狂暴沙盜,1,1,1,1,1
810001611,強大蛇女,1,1,1,1,1
810001612,強大森林金剛,1,1,1,1,1
810001613,強大綠龍,1,1,1,1,1
810001614,強大珊瑚獸,1,1,1,1,1
810001615,強大金剛芭比,1,1,1,1,1
810001616,強大玄武,6,1,1,1,1
810001617,香格里拉限時闖關箱子第1名,1,0,1,1,1
810001618,香格里拉限時闖關箱子第2名,1,0,1,1,1
810001619,香格里拉限時闖關箱子第3名,6,0,1,1,1
810001620,強大耶比哥哥,6,1,1,1,1
810001621,強大木乃伊耶比,1,1,1,1,1
810001622,強大殭屍,6,1,1,1,1
810001623,強大木乃伊殭屍,1,1,1,1,1
810001624,強大骷髏戰士,1,1,1,1,1
810001625,強大蛇女,1,1,1,1,1
810001626,強大吞天獸,1,1,1,1,1
810001627,強大狂暴沙盜,1,1,1,1,1
810001628,強大刺殺者,1,1,1,1,1
810001629,強大盜賊團,6,1,1,1,1
810001630,死亡的人面獅身,6,1,1,1,1
810001631,金字塔限時闖關箱子第1名,1,0,1,1,1
810001632,金字塔限時闖關箱子第2名,1,0,1,1,1
810001633,金字塔限時闖關箱子第3名,6,0,1,1,1
812010223,萊莉,2,0,0,0,1
812010224,德古氏,2,0,0,0,1
812010225,佩爾,2,0,0,0,1
810001634,-,6,1,0,0,1
810001635,凱羅貝魯斯,6,0,0,1,1
810001636,符咒缸1,1,0,1,1,1
810001637,符咒缸1,1,0,1,1,1
810001638,伊普莉特,6,1,0,1,1
810001639,德古氏,6,1,0,1,1
810001640,德古氏,6,1,0,1,1
810001641,-,6,0,0,0,1
810001642,-,6,0,0,0,1
810001643,-,6,0,0,0,1
810001644,火妖精,6,1,1,0,1
810001645,-,6,0,0,0,1
810001646,-,6,0,0,0,1
810001647,耶比妹妹,1,0,0,0,1
810001648,耶比妹妹,1,0,0,0,1
810001649,雷比魯道夫地圖1傳送門,1,0,0,0,1
810001650,雷比魯道夫地圖2傳送門,1,0,0,0,1
810001651,雷比魯道夫地圖3傳送門,1,0,0,0,1
810001652,雷比魯道夫地圖4傳送門,1,0,0,0,1
810001653,雷比魯道夫地圖5傳送門,1,0,0,0,1
810001654,雷比魯道夫地圖6傳送門,1,0,0,0,1
810001655,雷比魯道夫地圖7傳送門,1,0,0,0,1
810001656,雷比魯道夫地圖8傳送門,1,0,0,0,1
810001657,雷比魯道夫地圖9傳送門,1,0,0,0,1
810001658,聖誕耶比妹妹,1,1,0,1,1
810001659,怪力的派對支援箱子,6,1,0,1,1
810001660,死亡的刺殺者,1,1,1,1,1
810001661,死亡盜賊團,6,1,1,1,1
810001662,陷阱,1,0,0,0,1
810001663,雪人,6,0,1,0,1
810001664,雪人,6,0,1,0,1
810001665,雪球,1,0,0,0,1
810001666,雪球,1,0,0,0,1
810001667,凱羅貝魯斯,6,1,1,1,1
810001668,充滿狂氣的凱羅貝魯斯,6,1,1,1,1
810001669,充滿狂氣的諾爾,6,1,1,1,1
810001670,充滿狂氣的兇暴諾爾,6,1,1,1,1
810001671,充滿狂氣的飛翔護甲,6,1,1,1,1
810001672,充滿狂氣的惡魔護甲,6,1,1,1,1
810001673,充滿狂氣的飛馬,6,1,1,1,1
810001674,寶箱怪,1,0,0,1,1
810001675,召喚德古氏2次,1,0,0,0,1
810001676,-,1,1,1,1,1
810001677,-,1,1,1,1,1
810001678,-,1,1,1,1,1
810001679,聖誕耶比妹妹,1,1,1,1,1
815100017,-,4,1,0,1,1
815100520,-,4,1,0,1,1
815100521,-,4,1,0,1,1
812010226,克拉托斯,2,0,0,0,1
812010227,火之王拉巴娜,2,0,0,0,1
812010228,精英游擊兵,2,0,0,0,1
812010229,莉茲,2,0,0,0,1
810001680,台灣啞鈴,6,1,1,1,1
815100018,-,4,1,0,1,1
815000545,-,4,1,1,1,1
815000546,-,4,1,1,1,1
810001681,小火種,1,1,1,1,1
810001682,小火,1,1,1,1,1
810001683,中火,1,1,1,1,1
810001684,大火,1,1,1,1,1
810001685,GM紅蓮,1,1,1,1,1
810001686,被遺忘的犬神少年,6,1,1,1,1
810001687,被遺忘的犬神少俠,6,1,1,1,1
810001688,被遺忘的貓神少女,6,1,1,1,1
810001689,被遺忘的貓神娘娘,6,1,1,1,1
810001690,被遺忘的老虎拳教練,6,1,1,1,1
810001691,被遺忘的老虎拳師傅,6,1,1,1,1
810001692,被遺忘的狐仙蕾蕾,6,1,1,1,1
810001693,犬神少年,6,1,1,1,1
810001694,犬神少俠,6,1,1,1,1
810001695,貓神少女,6,1,1,1,1
810001696,貓神娘娘,6,1,1,1,1
810001697,老虎拳教練,6,1,1,1,1
810001698,老虎拳師傅,6,1,1,1,1
810001699,狐仙蕾蕾,6,1,1,1,1
810001700,大王哥布林,1,1,1,1,1
810001701,大王哥布林,1,1,1,1,1
810001702,剛剛復甦的窮奇,6,1,1,1,1
810001703,被拖出來的挖挖,1,1,1,1,1
810001704,道具,1,0,0,0,1
810001705,玄武,6,1,0,1,1
810001706,玄武,6,1,1,1,1
810001707,玄武,6,1,1,1,1
810001708,蕭羽,6,1,0,1,1
810001709,蕭羽,6,1,1,1,1
810001710,道具,1,0,0,1,1
810001711,道具,1,0,0,1,1
810001712,道具,1,0,0,1,1
810001713,道具,1,0,0,1,1
810001714,寶箱,1,0,0,1,1
810001715,Lv.1 耶比妹妹,6,1,1,1,1
810001716,醜頭怪,1,1,1,1,1
810001717,飛飛耶比,1,1,1,1,1
810001718,影波克,6,0,0,0,1
812010230,喬艾,2,0,0,0,1
812010231,穆亞,2,0,0,0,1
812010232,修普勒,2,1,0,1,1
812010233,黑色暢快戰士,2,1,0,1,1
810001731,生病中的棕樹爺爺,1,1,1,1,1
810001719,生病中的棕樹伯伯,1,1,1,1,1
810001720,把花種子撒在土塊上,1,0,0,0,1
810001721,老虎寺宣傳代表團,6,1,1,1,1
810001722,陷阱,1,0,0,0,1
810001723,-,6,1,1,1,1
810001724,-,1,1,1,1,1
810001725,-,6,1,1,0,1
810001726,-,1,0,0,0,1
810001727,彩虹島世界奧利佛空軍,1,1,1,0,1
810001728,-,1,0,0,1,1
810001729,-,1,0,0,0,1
810001730,-,1,0,0,1,1
810001735,兵蟻,1,1,1,1,1
810001732,邪惡殭屍怪,1,1,1,1,1
810001733,原始奇比奧利溫,6,1,1,1,1
810001734,原始奇比奧利溫II,6,1,1,1,1
812010234,兔女郎,2,1,0,1,1
812010235,美琳,2,1,0,1,1
812010236,伊克納特,2,1,0,1,1
812010237,亞瑟絲,2,1,0,1,1
810001736,-,1,0,0,1,1
810001737,-,1,0,0,1,1
812010254,-,2,1,0,1,1
810001738,-,6,1,1,1,1
810001739,陷阱,1,0,0,0,1
810001740,星之守護者,6,1,1,0,1
810001741,核心守護者,6,1,1,0,1
810001742,月精靈森林看守者,6,1,1,0,1
810001743,月精靈原野看守者,6,1,1,0,1
810001744,魯塞利亞,6,1,1,0,1
810001745,英雄王提修斯,6,1,1,0,1
810001746,寶石龍幼蟲,6,1,1,0,1
810001747,被污染的幼蟲,6,1,1,0,1
810001748,寶石龍,6,1,1,0,1
810001749,魯茲曼,6,1,1,0,1
810001750,魯茲曼,6,1,1,0,1
810001751,神秘小矮人礦工,6,1,1,0,1
810001752,神秘小矮人工人,6,1,1,0,1
810001753,神秘小矮人法師,6,1,1,0,1
810001754,搖籃的提修斯,6,1,1,0,1
810001755,搖籃的寶石龍幼蟲,6,1,1,0,1
810001756,搖籃的被污染的幼蟲,6,1,1,0,1
810001757,搖籃的寶石龍,6,1,1,0,1
810001758,搖籃的魯茲曼,6,1,1,0,1
810001759,魯茲曼幻覺,6,1,1,0,1
810001760,搖籃的核心守護者,6,1,1,0,1
810001761,極地迷宮初級獎勵箱子1級,1,0,1,1,1
810001762,極地迷宮初級獎勵箱子2級,1,0,1,1,1
810001763,極地迷宮初級獎勵箱子3級,6,0,1,1,1
815100019,-,4,1,0,1,1
815000547,-,4,1,1,1,1
815000548,-,4,1,1,1,1
810001764,-,6,0,0,1,1
810001765,-,6,0,0,1,1
810001766,-,6,0,0,1,1
810001767,-,6,0,0,1,1
810001768,-,6,0,0,1,1
810001769,-,6,0,0,1,1
810001770,-,6,0,0,1,1
810001771,-,6,0,0,1,1
810001772,-,6,0,0,1,1
810001773,-,6,0,0,1,1
810001774,-,6,0,0,1,1
810001775,-,6,0,0,1,1
810001776,-,6,0,0,1,1
810001777,-,6,0,0,1,1
810001778,-,6,0,0,1,1
810001779,-,6,0,0,1,1
810001780,-,6,0,0,1,1
810001781,-,6,0,0,1,1
810001782,-,6,0,0,1,1
810001783,-,6,0,0,1,1
810001784,-,6,0,0,1,1
810001785,-,6,0,0,1,1
810001786,-,6,0,0,1,1
810001787,-,1,0,0,1,1
810001788,-,1,0,0,1,1
810001789,-,1,0,0,1,1
810001790,-,1,0,0,1,1
810001791,-,1,0,0,1,1
810001792,-,1,0,0,1,1
810001793,-,1,0,0,1,1
810001794,-,1,0,0,1,1
810001795,-,1,0,0,1,1
810001796,-,1,0,0,1,1
810001797,-,1,0,0,1,1
810001798,-,1,0,0,1,1
810001799,-,1,0,0,1,1
810001800,-,1,0,0,1,1
810001801,-,1,0,0,1,1
810001802,-,1,0,0,1,1
810001803,-,1,0,0,1,1
810001804,-,1,0,0,1,1
810001805,-,1,0,0,1,1
810001806,-,1,0,0,1,1
810001807,-,1,0,0,1,1
810001808,-,1,0,0,1,1
810001809,-,1,0,0,1,1
812010238,-,2,1,0,1,1
812010239,-,2,1,0,1,1
812010240,-,2,1,0,1,1
812010241,-,2,1,0,1,1
812010242,-,2,1,0,1,1
812010243,-,2,1,0,1,1
812010244,-,2,1,0,0,1
812010245,-,2,1,0,1,1
810001810,-,6,1,0,1,1
812010246,-,2,1,0,1,1
812010247,科洛安,2,1,0,1,1
810001811,-,1,0,0,1,1
810001812,召喚的寶石龍幼蟲,6,1,1,0,1
810001813,召喚的被污染的幼蟲,6,1,1,0,1
810001814,召喚的搖籃的寶石龍幼蟲,6,1,1,0,1
810001815,召喚的搖籃的被污染的幼蟲,6,1,1,0,1
810001816,召喚的寶石龍,6,1,1,0,1
810001817,召喚的魯茲曼,6,1,1,0,1
810001818,水晶礦場計時器,1,0,0,0,1
810001819,水晶礦場計時器,1,0,0,0,1
810001820,水晶礦場計時器,6,0,0,0,1
810001821,-,6,0,0,0,1
810001822,-,6,0,0,0,1
810001823,-,6,0,0,0,1
810001824,-,6,0,0,0,1
810001825,-,6,0,0,0,1
810001826,-,6,0,0,0,1
810001827,-,6,0,0,0,1
810001828,-,6,0,0,0,1
810001829,-,6,0,0,0,1
810001830,水晶礦場計時器,1,0,0,0,1
812010248,5週年穆亞＆喬艾,2,1,0,1,1
812010249,5週年卡茲諾納斯,2,1,1,1,1
812010250,5週年雷比亞倫斯,2,1,1,1,1
812010251,5週年黑月公主,2,1,1,1,1
812010252,5週年範繼宇,2,1,1,1,1
812010253,5週年卡蒂亞．舒,2,1,1,1,1
810001831,-,1,0,0,0,1
810001832,-,1,0,0,0,1
810001833,-,1,0,0,0,1
810001834,[活動] 耶比妹妹,6,0,0,0,1
810001835,[活動] 耶比妹妹,6,0,0,0,1
810001836,水晶礦場計時器,1,0,0,0,1
810001837,-,1,0,0,0,1
810001838,水晶礦場計時器,1,0,0,0,1
810001839,水晶礦場計時器,1,0,0,0,1
810001840,-,6,0,0,0,1
810001841,兇狠的土撥鼠快槍手,1,1,1,1,1
810001842,生氣天蛾人,1,1,1,1,1
812010255,蕭羽,2,1,0,1,1
812010256,蕭羽,2,1,0,1,1
812010257,蕭羽,2,1,0,1,1
812010258,蕭羽,2,1,0,1,1
810001843,赤巾盜賊,6,1,1,1,1
810001844,白巾盜賊,6,1,1,1,1
810001845,白巾盜賊,6,1,1,1,1
810001846,舞扇忍者,6,1,1,1,1
810001847,喬艾,6,1,1,1,1
810001848,喬艾,6,1,1,1,1
810001849,喬艾,6,1,1,1,1
815100020,-,4,1,0,1,1
815100522,-,4,1,1,1,1
815100523,-,4,1,1,1,1
810001850,Lv.141 塔之倉鼠果凍,1,1,1,1,1
810001851,Lv.142 塔之胡桃鉗,1,1,1,1,1
810001852,Lv.143 塔之小小哥布林,6,1,1,1,1
810001853,Lv.144 塔之沃參,6,1,1,1,1
810001854,Lv.145 塔之哥布林婦女,6,1,1,1,1
810001855,Lv.146 塔之窮奇,6,1,1,1,1
810001856,Lv.147 塔之乞丐貓,1,1,1,1,1
810001857,Lv.148 塔之黑豆羊,6,1,1,1,1
810001858,Lv.149 塔之二極管,1,1,1,1,1
810001859,Lv.150 塔之絕對零度,6,1,1,1,1
810001860,140∼150塔之獎勵箱子,1,1,1,1,1
810001861,Lv.151 塔之老大山羊,6,1,1,1,1
810001862,Lv.152 塔之紅蓮,6,1,1,1,1
810001863,Lv.153 塔之狐狸巡邏兵護衛隊,6,1,1,1,1
810001864,Lv.154 塔之書妖,6,1,1,1,1
810001865,Lv.155 塔之帝國小狗,1,1,1,1,1
810001866,Lv.156 塔之露菲兔兔,6,1,1,1,1
810001867,Lv.157 塔之零機熊,6,1,1,1,1
810001868,Lv.158 塔之法師徒弟,6,1,1,1,1
810001869,Lv.159 塔之帝國軍魔導機器人,6,1,1,1,1
810001870,Lv.160 塔之拉巴娜,6,1,1,1,1
810001871,150∼160塔之獎勵箱子,1,1,1,1,1
810001872,Lv.161 塔之破碎機,6,1,1,1,1
810001873,Lv.162 塔之小豆騎士,6,1,1,1,1
810001874,Lv.163 塔之報喪女妖,1,1,1,1,1
810001875,Lv.164 塔之書矮靈,6,1,1,1,1
810001876,Lv.165 塔之看不見的人,6,1,1,1,1
810001877,Lv.166 塔之步行者,6,1,1,1,1
810001878,Lv.167 塔之蒙面小章魚,1,1,1,1,1
810001879,Lv.168 塔之不可殺伊,6,1,1,1,1
810001880,Lv.169 塔之小山羊,6,1,1,1,1
810001881,Lv.170 塔之死靈使者,6,1,1,1,1
810001882,160∼170塔之獎勵箱子,1,1,1,1,1
810001883,Lv.171 塔之牡丹燈籠,6,1,1,1,1
810001884,Lv.172 塔之花園的諾爾,6,1,1,1,1
810001885,Lv.173 塔之謎樣男,6,1,1,1,1
810001886,Lv.174 塔之羅基,6,1,1,1,1
810001887,Lv.175 塔之蛋蛋槍手,6,1,1,1,1
810001888,Lv.176 塔之莫迪,6,1,1,1,1
810001889,Lv.177 塔之芬莉勒,6,1,1,1,1
810001890,Lv.178 塔之MK5,6,1,1,1,1
810001891,Lv.179 塔之奧利溫,6,1,1,1,1
810001892,Lv.180 塔之阿修羅王,6,1,1,1,1
810001893,170∼180塔之獎勵箱子,1,1,1,1,1
810001894,Lv.181 塔之奧比亞,1,1,1,1,1
810001895,Lv.182 塔之歌劇魅影,6,1,1,1,1
810001896,Lv.183 塔之妖娘娘,6,1,1,1,1
810001897,Lv.184 塔之哥布林士兵,6,1,1,1,1
810001898,Lv.185 塔之飛飛耶比,1,1,1,1,1
810001899,Lv.186 塔之作業用魔導機器人,6,1,1,1,1
810001900,Lv.187 塔之醬缸怪,6,1,1,1,1
810001901,Lv.188 塔之海螺殼小章魚,1,1,1,1,1
810001902,Lv.189 塔之小豆士兵,6,1,1,1,1
810001903,Lv.190 塔之凱羅貝魯斯,6,1,1,1,1
810001904,180∼190塔之獎勵箱子,1,1,1,1,1
810001905,Lv.191 塔之小章魚士兵,1,1,1,1,1
810001906,Lv.192 塔之吉婕兒,6,1,1,1,1
810001907,Lv.193 塔之無線機器,1,1,1,1,1
810001908,Lv.194 塔之狐狸巡邏兵騎士,6,1,1,1,1
810001909,Lv.195 塔之流氓貓,1,1,1,1,1
810001910,Lv.196 塔之蛋蛋戰士,6,1,1,1,1
810001911,Lv.197 塔之小豆弓手,6,1,1,1,1
810001912,Lv.198 塔之幽靈狼人,6,1,1,1,1
810001913,Lv.199 塔之小豆羊,6,1,1,1,1
810001914,Lv.200 塔之薩伊安,6,1,1,1,1
810001915,190∼200塔之獎勵箱子,1,1,1,1,1
810001916,Lv.201 塔之絕對零度,6,1,1,1,1
810001917,Lv.202 塔之拉巴娜,6,1,1,1,1
810001918,Lv.203 塔之死靈使者,6,1,1,1,1
810001919,Lv.204 塔之阿修羅王,6,1,1,1,1
810001920,Lv.205 塔之凱羅貝魯斯,6,1,1,1,1
810001921,Lv.206 塔之薩伊安,6,1,1,1,1
810001922,Lv.207 塔之管理員,6,1,1,1,1
810001923,Lv.208 塔之老虎拳手,6,1,1,1,1
810001924,Lv.209 塔之蕾蕾,6,1,1,1,1
810001925,Lv.210 塔之蟻王,6,1,1,1,1
810001926,201∼210塔之獎勵箱子,1,1,1,1,1
810001927,大炮140,6,0,1,1,1
810001928,-,1,0,0,0,1
810001929,Lv.151 火焰火妖精,6,1,1,0,1
810001930,Lv.161 火焰古蜥蜴人,6,1,1,1,1
810001931,Lv.171 火焰凱米拉,6,1,1,1,1
810001932,Lv.181 火焰布萊德,6,1,1,1,1
810001933,Lv.191 火焰痢疾病毒細菌,6,1,1,1,1
810001934,Lv.201 火焰巨人,6,1,1,1,1
810001935,道具,1,0,0,1,1
810001936,大炮140,6,0,1,1,1
810001937,-,1,0,0,0,1
810001938,-,1,0,0,0,1
810001939,兵蟻G大魔王,6,1,1,1,1
810001940,陷阱,1,0,0,0,1
810001941,陷阱,1,0,0,0,1
810001942,陷阱,1,0,0,0,1
810001943,陷阱,1,0,0,0,1
812010262,冰女,2,1,0,1,1
810001944,Lv.207 塔之管理員,6,1,1,1,1
810001945,土塊1,1,0,0,0,1
812010263,預言家,2,1,0,1,1
812010264,[第2週] 暗示未來的夏奴伊,2,1,0,1,1
812010265,[第3週] 暗示未來的夏奴伊,2,1,0,1,1
812010266,[第4週] 暗示未來的夏奴伊,2,1,0,1,1
810001946,活人幽靈普拉蒂娜,1,1,1,1,1
810001947,Bad Boy,1,1,0,1,1
810001948,-,6,0,0,0,1
810001949,-,6,0,0,0,1
810001950,-,6,0,0,0,1
810001951,陷阱,1,0,0,0,1
812010267,紅色暢快戰士,2,1,0,1,1
812010268,貝伊兒,2,1,0,1,1
812010269,亞瑟絲,2,1,0,1,1
812010270,亞瑟絲,2,1,0,1,1
812010271,正陽子,2,1,1,1,1
812010272,正陽子,2,1,1,1,1
812010273,魯道夫,2,1,0,1,1
812010274,瓊基恩,2,1,0,1,1
812010275,瓊基恩,2,1,0,1,1
812010276,琳寧,2,1,0,1,1
812010277,亞伊薩,2,1,0,1,1
812010278,拉塔特,2,1,0,1,1
812010279,西斯藍,2,1,0,1,1
812010280,宣聖,2,1,0,1,1
812010281,布馬,2,1,0,1,1
812010282,黑月公主,2,1,0,1,1
812010283,卡地佛,2,1,0,1,1
812010284,範繼宇,2,1,0,1,1
812010285,索妮爾,2,1,0,1,1
812010286,安娜史塔莎,2,1,0,1,1
812010287,科基莉亞,2,1,1,1,1
812010288,普拉蒂娜,2,0,0,1,1
812010289,正陽子,2,1,1,1,1
812010290,藍采和,2,1,1,1,1
812010291,蕭羽,2,1,0,1,1
812010292,沃爾丁,2,1,0,1,1
812010293,愛琳,2,1,0,1,1
812010294,愛伊琳,2,1,0,1,1
812010295,亞輝,2,1,0,1,1
812010296,喬艾,2,0,0,0,1
812010297,-,2,1,0,1,1
812010298,-,2,1,0,1,1
812010299,-,2,1,0,1,1
812010300,-,2,1,0,1,1
812010301,-,2,1,0,1,1
812010302,-,2,1,0,1,1
812010303,-,2,1,0,1,1
812010304,喬艾,2,0,0,0,1
810001952,土塊1,1,0,0,0,1
812010305,穆亞,2,1,0,1,1
812010306,穆亞,2,1,0,1,1
812010307,-,2,0,0,0,1
810050019,Lv.9 烈火_SMG,1,1,1,1,1
810050033,-,1,0,0,0,1
812010308,瓊基恩,2,1,0,1,1
812010309,獅獅,2,1,1,1,1
812010310,傑利,2,1,0,1,1
812010311,卡茲諾,2,1,0,1,1
812010312,卡蒂亞．舒,2,1,0,1,1
812010313,範繼宇,2,1,0,1,1
812010314,黑月公主,2,1,0,1,1
815100021,-,4,1,0,1,1
815000549,-,4,1,1,1,1
815100524,-,4,1,1,1,1
812010315,惠宗,2,1,0,1,1
812010316,惠宗,2,1,0,1,1
812010317,惠宗,2,1,0,1,1
812010318,惠宗,2,1,0,1,1
812010319,傑利,2,1,0,1,1
812010320,傑利,2,1,0,1,1
812010321,傑利,2,1,0,1,1
812010322,傑利,2,1,0,1,1
812010323,夏拉亞賽蘿,2,1,1,1,1
812010324,夏洛,2,1,0,1,1
812010325,冰女,2,1,0,1,1
812010326,查理,2,1,1,1,1
812010327,藍采和,2,1,1,1,1
812010328,安娜史塔莎,2,1,0,1,1
812010329,慈愛的克拉托斯神官,2,1,0,1,1
812010330,麥考伊,2,1,0,1,1
812010331,艾薩克,2,1,0,0,1
812010332,[日本活動] NPC遊一,2,1,0,0,1
810001953,神秘小矮人清潔工,6,1,1,1,1
810001954,神秘小矮人收集家,6,1,1,1,1
810001955,神秘小矮人學者,6,1,1,1,1
810001956,植樹節就要種樹！,6,1,1,1,1
810001957,-,1,0,0,0,1
812010333,中立植物,2,0,0,0,1
812010334,中立植物,2,0,0,0,1
812010335,中立植物,2,0,0,0,1
812010336,中立植物,2,0,0,0,1
810001958,-,1,1,1,1,1
810001959,-,1,1,1,1,1
810001960,-,1,1,1,1,1
810001961,Guardian,6,1,1,1,1
812010337,傑利,2,1,0,1,1
812010338,傑利,2,1,0,1,1
812010339,傑利,2,1,0,1,1
812010340,傑利,2,1,0,1,1
812010341,喬艾,2,0,0,0,1
812010342,黑月公主,2,1,1,1,1
810001962,家庭月煩惱退散箱子,1,1,1,1,1
810001963,尼奧爾德攻擊演出用1,6,0,0,0,1
810001964,尼奧爾德,6,1,1,1,50
810001965,尼奧爾德左邊,6,0,0,0,1
810001966,尼奧爾德右邊,6,0,0,0,1
810001967,尼奧爾德攻擊陷阱下方兩側,6,0,0,0,1
810001968,尼奧爾德攻擊陷阱上方兩側,6,0,0,0,1
810001969,尼奧爾德攻擊陷阱上下兩側,6,0,0,0,1
810001970,尼奧爾德攻擊陷阱小旋風,6,0,0,0,1
810001971,魔王的魔爪,6,1,1,1,1
810001972,魔王的魔爪召喚陷阱1,6,0,0,0,1
810001973,魔王的魔爪召喚陷阱2,6,0,0,0,1
810001974,魔王的魔爪召喚陷阱3,6,0,0,0,1
810001975,鏽蝕的軀殼,6,1,1,1,1
810001976,鏽蝕的軀殼召喚陷阱1使用x,6,0,0,0,1
810001977,鏽蝕的軀殼召喚陷阱2,6,0,0,0,1
810001978,鏽蝕的軀殼召喚陷阱3,6,0,0,0,1
810001979,崩壞的靈魂,6,1,1,1,1
812010343,呼喊彩虹島的聲音兌換NPC傑利,2,1,0,1,1
810001980,尼奧爾德攻擊陷阱大漩渦,6,0,0,0,1
810001981,尼奧爾德小漩渦攻擊,1,0,0,0,1
810001982,尼奧爾德大漩渦攻擊,1,0,0,0,1
810001983,召喚尼奧爾德漩渦攻擊,1,0,0,0,1
810001984,召喚尼奧爾德第1波雷射的透明,1,0,0,0,1
810001985,召喚尼奧爾德第2波雷射的透明,1,0,0,0,1
810001986,召喚尼奧爾德第3波雷射的透明,1,0,0,0,1
810001987,召喚尼奧爾德第2波雷射的透明再透明,1,0,0,0,1
810001988,召喚尼奧爾德第3波雷射的透明再透明,1,0,0,0,1
810001989,810001985擊殺,1,0,0,0,1
810001990,810001986擊殺,1,0,0,0,1
810001991,尼奧爾德副本低階開始土堆,1,0,0,0,1
810001992,尼奧爾德副本高階開始石頭,6,0,0,0,1
810001993,消滅土堆後石頭無敵,1,0,0,0,1
810001994,消滅石頭後土堆無敵,1,0,0,0,1
810001995,低階1類尼奧爾德副本低階天空透明怪物1,1,0,0,0,1
810001996,低階1類尼奧爾德副本低階天空透明怪物2,1,0,0,0,1
810001997,低階1類尼奧爾德副本低階天空透明怪物3,1,0,0,0,1
810001998,低階1類尼奧爾德副本低階天空透明怪物4,1,0,0,0,1
810001999,低階1類尼奧爾德副本低階天空透明怪物BOSS,1,0,0,0,1
810002000,消滅低階1類尼奧爾德副本低階開始土堆後2號,1,0,0,0,1
810002001,消滅低階1類尼奧爾德副本低階開始土堆後3號,1,0,0,0,1
810002002,消滅低階1類尼奧爾德副本低階開始土堆後4號,1,0,0,0,1
810002003,消滅低階1類尼奧爾德副本低階開始土堆後5號,1,0,0,0,1
810002004,低階1類尼奧爾德副本低階天空透明怪物1_A,1,0,0,0,1
810002005,低階1類尼奧爾德副本低階天空透明怪物2_B,1,0,0,0,1
810002006,低階1類尼奧爾德副本低階天空透明怪物3_C,1,0,0,0,1
810002007,低階1類尼奧爾德副本低階天空透明怪物4_D,1,0,0,0,1
810002008,低階1類尼奧爾德副本低階天空透明怪物BOSS_E,1,0,0,0,1
810002009,海洋哥布林,1,1,1,1,1
810002010,幼幼海洋哥布林,6,1,1,1,1
810002011,海洋牡丹燈籠,6,1,1,1,1
810002012,海洋沃參,6,1,1,1,1
810002013,海洋報喪女妖,1,1,1,1,1
810002014,海洋森林少女,6,1,1,1,1
810002015,海洋高階游擊兵,6,1,1,1,1
810002016,海洋木乃伊機器怪,6,1,1,1,1
810002017,海洋機器耶比,1,1,1,1,1
810002018,海洋亡靈巫師,1,1,1,1,1
810002019,海洋蟻后,1,1,1,1,1
810002020,海洋跳棋騎士,1,1,1,1,1
810002021,海洋沙魯,6,1,1,1,1
810002022,海洋綠龍,1,1,1,1,1
810002023,海洋崩壞的靈魂,6,1,1,1,1
810002024,海洋箱子,1,0,1,0,1
810002025,高階2類開始怪物,1,0,0,0,1
810002026,風之崩壞的靈魂,6,1,1,1,1
