ID,_StageID,_SpaceNo,_EventType,_EventValue1,_EventValue2,_Space_Image,_Space_Index,_Space_Description,_Stop,_Space_RewardPoint,_Finish_RewardPoint
488,15,4,0,0,0,,0,,0,1464,4880
489,15,5,0,0,0,,0,,0,1467,4890
490,15,6,0,0,0,,0,,0,1470,4900
491,15,16,0,0,0,,0,,0,1473,4910
492,15,17,0,0,0,BALLOON01_01.PNG,12,,0,1476,4920
493,15,27,1,0,0,BALLOON01_01.PNG,2,,0,1479,4930
494,15,28,0,0,0,,0,,0,1482,4940
495,15,29,7,40001,0,BALLOON01_01.PNG,6,,0,1485,4950
496,15,30,0,0,0,,0,,0,1488,4960
497,15,20,1,0,0,BALLOON01_01.PNG,2,,0,1491,4970
498,15,10,0,0,0,,0,,0,1494,4980
499,16,51,0,0,0,,0,,0,1497,4990
500,16,52,0,0,0,,0,,0,1500,5000
501,16,53,0,0,0,,0,,0,1503,5010
502,16,43,5,12,0,BALLOON01_01.PNG,7,,0,1506,5020
503,16,44,0,0,0,,0,,0,1509,5030
504,16,45,0,0,0,,0,,0,1512,5040
505,16,55,1,0,0,BALLOON01_01.PNG,2,,0,1515,5050
506,16,56,0,0,0,,0,,0,1518,5060
507,16,57,0,0,0,,0,,0,1521,5070
508,16,47,5,10,0,,0,,0,1524,5080
509,16,48,0,0,0,,0,,0,1527,5090
510,16,49,8,1,0,BALLOON01_01.PNG,43,,0,1530,5100
511,16,59,0,0,0,,0,,0,1533,5110
512,16,60,1,0,0,BALLOON01_01.PNG,2,,0,1536,5120
513,16,50,0,0,0,,0,,0,1539,5130
514,16,40,0,0,0,BALLOON01_01.PNG,8,,0,1542,5140
515,16,30,7,40002,0,BALLOON01_01.PNG,6,,0,1545,5150
516,16,29,0,0,0,,0,,0,1548,5160
517,16,28,0,0,0,,0,,0,1551,5170
518,16,27,1,0,0,BALLOON01_01.PNG,2,,0,1554,5180
519,16,26,0,0,0,,0,,0,1557,5190
520,16,25,4,2,2,BALLOON01_01.PNG,46,,0,1560,5200
521,16,35,0,0,0,,0,,0,1563,5210
522,16,34,5,9,0,,0,,0,1566,5220
523,16,33,0,0,0,,0,,0,1569,5230
524,16,32,0,0,0,,0,,0,1572,5240
525,16,31,7,40002,0,BALLOON01_01.PNG,6,,0,1575,5250
526,16,21,0,0,0,,0,,0,1578,5260
527,16,11,0,0,0,,0,,0,1581,5270
528,16,12,1,0,0,BALLOON01_01.PNG,2,,0,1584,5280
529,16,13,0,0,0,,0,,0,1587,5290
530,16,3,0,0,0,,0,,0,1590,5300
531,16,4,7,40002,0,BALLOON01_01.PNG,6,,0,1593,5310
532,16,5,0,0,0,,0,,0,1596,5320
533,16,6,0,0,0,,0,,0,1599,5330
534,16,7,1,0,0,BALLOON01_01.PNG,2,,0,1602,5340
535,16,8,0,0,0,,0,,0,1605,5350
536,16,9,2,10004,0,BALLOON01_01.PNG,41,,1,1608,5360
537,16,10,0,0,0,,0,,0,1611,5370
538,17,51,0,0,0,,0,,0,1614,5380
539,17,52,7,40002,0,BALLOON01_01.PNG,6,,0,1617,5390
540,17,53,0,0,0,,0,,0,1620,5400
541,17,54,1,0,0,BALLOON01_01.PNG,2,,0,1623,5410
542,17,55,5,10,0,BALLOON01_01.PNG,7,,0,1626,5420
543,17,56,0,0,0,,0,,0,1629,5430
544,17,57,0,0,0,,0,,0,1632,5440
545,17,58,5,21,0,BALLOON01_01.PNG,15,,0,1635,5450
546,17,59,7,40002,0,BALLOON01_01.PNG,6,,0,1638,5460
547,17,49,0,0,0,,0,,0,1641,5470
548,17,39,0,0,0,,0,,0,1644,5480
549,17,38,0,0,0,,0,,0,1647,5490
550,17,37,7,40002,0,BALLOON01_01.PNG,6,,0,1650,5500
551,17,36,1,0,0,BALLOON01_01.PNG,2,,0,1653,5510
552,17,35,0,0,0,BALLOON01_01.PNG,8,,0,1656,5520
553,17,34,0,0,0,,0,,0,1659,5530
554,17,33,5,9,0,BALLOON01_01.PNG,13,,0,1662,5540
555,17,32,0,0,0,,0,,0,1665,5550
556,17,22,0,0,0,,0,,0,1668,5560
557,17,23,7,40002,0,BALLOON01_01.PNG,6,,0,1671,5570
558,17,24,0,0,0,,0,,0,1674,5580
559,17,14,1,0,0,BALLOON01_01.PNG,2,,0,1677,5590
560,17,4,0,0,0,,0,,0,1680,5600
561,17,5,8,6,0,BALLOON01_01.PNG,48,,0,1683,5610
562,17,6,0,0,0,,0,,0,1686,5620
563,17,7,7,40002,0,BALLOON01_01.PNG,53,,0,1689,5630
564,17,17,0,0,0,,0,,0,1692,5640
565,17,27,0,0,0,,0,,0,1695,5650
566,17,28,1,0,0,BALLOON01_01.PNG,54,,0,1698,5660
567,17,29,0,0,0,,0,,0,1701,5670
568,18,51,0,0,0,,0,,0,1704,5680
569,18,52,0,0,0,,0,,0,1707,5690
570,18,53,7,40002,0,BALLOON01_01.PNG,6,,0,1710,5700
571,18,54,0,0,0,,0,,0,1713,5710
572,18,55,5,11,0,BALLOON01_01.PNG,7,,0,1716,5720
573,18,56,0,0,0,,0,,0,1719,5730
574,18,57,0,0,0,,0,,0,1722,5740
575,18,58,0,0,0,,0,,0,1725,5750
576,18,59,1,0,0,BALLOON01_01.PNG,2,,0,1728,5760
577,18,60,1,0,0,BALLOON01_01.PNG,2,,0,1731,5770
578,18,50,0,0,0,,0,,0,1734,5780
579,18,40,0,0,0,,0,,0,1737,5790
580,18,39,5,19,0,,0,,0,1740,5800
581,18,38,0,0,0,,0,,0,1743,5810
582,18,37,8,1,0,BALLOON01_01.PNG,43,,0,1746,5820
583,18,36,0,0,0,BALLOON01_01.PNG,8,,0,1749,5830
584,18,35,7,40002,0,BALLOON01_01.PNG,6,,0,1752,5840
585,18,34,0,0,0,,0,,0,1755,5850
586,18,33,1,0,0,BALLOON01_01.PNG,2,,0,1758,5860
587,18,32,0,0,0,,0,,0,1761,5870
588,18,31,5,6,0,BALLOON01_01.PNG,11,,0,1764,5880
589,18,21,0,0,0,,0,,0,1767,5890
590,18,11,0,0,0,,0,,0,1770,5900
591,18,12,0,0,0,,0,,0,1773,5910
592,18,13,7,40002,0,BALLOON01_01.PNG,6,,0,1776,5920
593,18,14,0,0,0,,0,,0,1779,5930
594,18,15,0,0,0,BALLOON01_01.PNG,12,,0,1782,5940
595,18,5,0,0,0,,0,,0,1785,5950
596,18,6,0,0,0,,0,,0,1788,5960
597,18,7,1,0,0,BALLOON01_01.PNG,2,,0,1791,5970
598,18,8,0,0,0,,0,,0,1794,5980
599,18,9,7,40002,0,BALLOON01_01.PNG,6,,0,1797,5990
600,18,10,0,0,0,,0,,0,1800,6000
601,18,20,0,0,0,,0,,0,1803,6010
602,18,30,0,0,0,,0,,0,1806,6020
603,19,51,0,0,0,,0,,0,1809,6030
604,19,52,0,0,0,,0,,0,1812,6040
605,19,53,0,0,0,,0,,0,1815,6050
606,19,54,5,11,0,BALLOON01_01.PNG,7,,0,1818,6060
607,19,55,1,0,0,BALLOON01_01.PNG,2,,0,1821,6070
608,19,56,0,0,0,,0,,0,1824,6080
609,19,46,5,18,0,BALLOON01_01.PNG,17,,0,1827,6090
610,19,45,0,0,0,,0,,0,1830,6100
611,19,44,7,40002,0,BALLOON01_01.PNG,6,,0,1833,6110
612,19,43,0,0,0,,0,,0,1836,6120
613,19,42,1,0,0,BALLOON01_01.PNG,2,,0,1839,6130
614,19,32,4,2,2,BALLOON01_01.PNG,46,,0,1842,6140
615,19,33,5,17,0,,0,,0,1845,6150
616,19,34,0,0,0,,0,,0,1848,6160
617,19,35,0,0,0,BALLOON01_01.PNG,8,,0,1851,6170
618,19,36,8,5,0,BALLOON01_01.PNG,47,,0,1854,6180
619,19,37,0,0,0,,0,,0,1857,6190
620,19,38,1,0,0,BALLOON01_01.PNG,2,,0,1860,6200
621,19,39,0,0,0,,0,,0,1863,6210
622,19,40,7,40002,0,BALLOON01_01.PNG,6,,0,1866,6220
623,19,30,0,0,0,,0,,0,1869,6230
624,19,29,8,3,0,BALLOON01_01.PNG,40,,0,1872,6240
625,19,28,0,0,0,,0,,0,1875,6250
626,19,18,0,0,0,,0,,0,1878,6260
627,19,8,1,0,0,BALLOON01_01.PNG,55,,0,1881,6270
628,19,7,0,0,0,,0,,0,1884,6280
629,19,6,0,0,0,,0,,0,1887,6290
630,19,5,0,0,0,,0,,0,1890,6300
631,19,4,2,10005,0,BALLOON01_01.PNG,41,,1,1893,6310
632,19,3,0,0,0,,0,,0,1896,6320
633,19,2,0,0,0,,0,,0,1899,6330
634,19,1,0,0,0,,0,,0,1902,6340
635,20,1,0,0,0,,0,,0,1905,6350
636,20,2,1,0,0,BALLOON01_01.PNG,2,,0,1908,6360
637,20,3,0,0,0,,0,,0,1911,6370
638,20,13,5,15,0,,0,,0,1914,6380
639,20,14,0,0,0,,0,,0,1917,6390
640,20,15,1,0,0,BALLOON01_01.PNG,2,,0,1920,6400
641,20,25,7,40002,0,BALLOON01_01.PNG,6,,0,1923,6410
642,20,26,0,0,0,,0,,0,1926,6420
643,20,27,5,7,0,BALLOON01_01.PNG,7,,0,1929,6430
644,20,37,0,0,0,,0,,0,1932,6440
645,20,38,7,40002,0,BALLOON01_01.PNG,6,,0,1935,6450
646,20,39,0,0,0,,0,,0,1938,6460
647,20,49,0,0,0,,0,,0,1941,6470
648,20,48,0,0,0,,0,,0,1944,6480
649,20,47,1,0,0,BALLOON01_01.PNG,2,,0,1947,6490
650,20,46,0,0,0,BALLOON01_01.PNG,8,,0,1950,6500
651,20,45,0,0,0,,0,,0,1953,6510
652,20,44,8,1,0,BALLOON01_01.PNG,43,,0,1956,6520
653,20,43,0,0,0,,0,,0,1959,6530
654,20,42,0,0,0,,0,,0,1962,6540
655,20,41,7,40002,0,BALLOON01_01.PNG,6,,0,1965,6550
656,20,51,0,0,0,,0,,0,1968,6560
657,20,52,5,6,0,BALLOON01_01.PNG,9,,0,1971,6570
658,20,53,0,0,0,,0,,0,1974,6580
659,20,54,1,0,0,BALLOON01_01.PNG,2,,0,1977,6590
660,20,55,0,0,0,,0,,0,1980,6600
661,20,56,0,0,0,,0,,0,1983,6610
662,20,57,0,0,0,,0,,0,1986,6620
663,20,58,0,0,0,BALLOON01_01.PNG,10,,0,1989,6630
664,20,59,7,40002,0,BALLOON01_01.PNG,6,,0,1992,6640
665,20,60,0,0,0,,0,,0,1995,6650
666,21,51,0,0,0,,0,,0,1998,6660
667,21,52,0,0,0,,0,,0,2001,6670
668,21,53,5,26,0,BALLOON01_01.PNG,15,,0,2004,6680
669,21,43,1,0,0,BALLOON01_01.PNG,2,,0,2007,6690
670,21,33,0,0,0,,0,,0,2010,6700
671,21,23,7,40002,0,BALLOON01_01.PNG,6,,0,2013,6710
672,21,13,0,0,0,,0,,0,2016,6720
673,21,3,4,2,2,BALLOON01_01.PNG,46,,0,2019,6730
674,21,4,0,0,0,,0,,0,2022,6740
675,21,5,0,0,0,,0,,0,2025,6750
676,21,15,1,0,0,BALLOON01_01.PNG,2,,0,2028,6760
677,21,25,0,0,0,,0,,0,2031,6770
678,21,35,5,6,0,,0,,0,2034,6780
679,21,45,0,0,0,,0,,0,2037,6790
680,21,55,0,0,0,,0,,0,2040,6800
681,21,56,1,0,0,BALLOON01_01.PNG,2,,0,2043,6810
682,21,57,0,0,0,,0,,0,2046,6820
683,21,47,0,0,0,,0,,0,2049,6830
684,21,37,7,40002,0,BALLOON01_01.PNG,6,,0,2052,6840
685,21,27,8,6,0,BALLOON01_01.PNG,48,,0,2055,6850
686,21,17,0,0,0,,0,,0,2058,6860
687,21,7,0,0,0,,0,,0,2061,6870
688,21,8,5,10,0,BALLOON01_01.PNG,11,,0,2064,6880
689,21,9,7,40002,0,BALLOON01_01.PNG,6,,0,2067,6890
690,21,19,0,0,0,,0,,0,2070,6900
691,21,29,0,0,0,,0,,0,2073,6910
692,21,39,1,0,0,BALLOON01_01.PNG,2,,0,2076,6920
693,21,49,0,0,0,,0,,0,2079,6930
694,21,59,0,0,0,BALLOON01_01.PNG,16,,0,2082,6940
695,21,60,1,0,0,BALLOON01_01.PNG,2,,0,2085,6950
696,21,50,7,40002,0,BALLOON01_01.PNG,6,,0,2088,6960
697,21,40,0,0,0,,0,,0,2091,6970
698,21,30,0,0,0,BALLOON01_01.PNG,12,,0,2094,6980
699,21,20,0,0,0,,0,,0,2097,6990
700,21,10,0,0,0,,0,,0,2100,7000
701,22,51,0,0,0,,0,,0,2103,7010
702,22,52,0,0,0,,0,,0,2106,7020
703,22,53,1,0,0,BALLOON01_01.PNG,2,,0,2109,7030
704,22,43,5,23,0,BALLOON01_01.PNG,11,,0,2112,7040
705,22,44,7,40002,0,BALLOON01_01.PNG,6,,0,2115,7050
706,22,45,0,0,0,,0,,0,2118,7060
707,22,35,5,10,0,,0,,0,2121,7070
708,22,36,0,0,0,,0,,0,2124,7080
709,22,37,1,0,0,BALLOON01_01.PNG,2,,0,2127,7090
710,22,27,0,0,0,,0,,0,2130,7100
711,22,28,7,40002,0,BALLOON01_01.PNG,6,,0,2133,7110
712,22,29,0,0,0,,0,,0,2136,7120
713,22,19,0,0,0,,0,,0,2139,7130
714,22,18,5,15,0,,0,,0,2142,7140
715,22,17,0,0,0,,0,,0,2145,7150
716,22,16,7,40002,0,BALLOON01_01.PNG,6,,0,2148,7160
717,22,15,0,0,0,,0,,0,2151,7170
718,22,14,8,1,0,BALLOON01_01.PNG,43,,0,2154,7180
719,22,13,0,0,0,,0,,0,2157,7190
720,22,12,0,0,0,,0,,0,2160,7200
721,22,11,1,0,0,BALLOON01_01.PNG,2,,0,2163,7210
722,22,1,1,0,0,BALLOON01_01.PNG,2,,0,2166,7220
723,22,2,0,0,0,,0,,0,2169,7230
724,22,3,7,40002,0,BALLOON01_01.PNG,6,,0,2172,7240
725,22,4,0,0,0,,0,,0,2175,7250
726,22,5,4,2,2,BALLOON01_01.PNG,46,,0,2178,7260
727,22,6,0,0,0,BALLOON01_01.PNG,12,,0,2181,7270
728,22,7,0,0,0,,0,,0,2184,7280
729,22,8,0,0,0,,0,,0,2187,7290
730,22,9,7,40002,0,BALLOON01_01.PNG,6,,0,2190,7300
731,22,10,0,0,0,,0,,0,2193,7310
732,23,51,0,0,0,,0,,0,2196,7320
733,23,52,0,0,0,,0,,0,2199,7330
734,23,42,0,0,0,,0,,0,2202,7340
735,23,32,0,0,0,,0,,0,2205,7350
736,23,22,7,40002,0,BALLOON01_01.PNG,6,,0,2208,7360
737,23,12,0,0,0,,0,,0,2211,7370
738,23,2,5,21,0,BALLOON01_01.PNG,7,,0,2214,7380
739,23,3,1,0,0,BALLOON01_01.PNG,2,,0,2217,7390
740,23,4,7,40002,0,BALLOON01_01.PNG,6,,0,2220,7400
741,23,14,0,0,0,,0,,0,2223,7410
742,23,24,0,0,0,,0,,0,2226,7420
743,23,34,5,6,0,,0,,0,2229,7430
744,23,44,0,0,0,,0,,0,2232,7440
745,23,54,0,0,0,,0,,0,2235,7450
746,23,55,1,0,0,BALLOON01_01.PNG,2,,0,2238,7460
747,23,56,0,0,0,,0,,0,2241,7470
748,23,46,7,40002,0,BALLOON01_01.PNG,6,,0,2244,7480
749,23,36,0,0,0,,0,,0,2247,7490
750,23,26,0,0,0,,0,,0,2250,7500
751,23,16,8,6,0,BALLOON01_01.PNG,48,,0,2253,7510
752,23,6,0,0,0,,0,,0,2256,7520
753,23,7,1,0,0,BALLOON01_01.PNG,2,,0,2259,7530
754,23,8,0,0,0,,0,,0,2262,7540
755,23,18,5,10,0,,0,,0,2265,7550
756,23,28,0,0,0,,0,,0,2268,7560
757,23,38,8,3,0,BALLOON01_01.PNG,40,,0,2271,7570
758,23,48,0,0,0,,0,,0,2274,7580
759,23,58,0,0,0,BALLOON01_01.PNG,8,,0,2277,7590
760,23,59,1,0,0,BALLOON01_01.PNG,2,,0,2280,7600
761,23,60,7,40002,0,BALLOON01_01.PNG,6,,0,2283,7610
762,23,50,0,0,0,,0,,0,2286,7620
763,23,40,2,10006,0,BALLOON01_01.PNG,41,,1,2289,7630
764,23,30,0,0,0,,0,,0,2292,7640
765,23,20,1,0,0,BALLOON01_01.PNG,2,,0,2295,7650
766,23,10,0,0,0,,0,,0,2298,7660
767,24,51,0,0,0,,0,,0,2301,7670
768,24,52,0,0,0,,0,,0,2304,7680
769,24,53,0,0,0,,0,,0,2307,7690
770,24,43,0,0,0,,0,,0,2310,7700
771,24,33,1,0,0,BALLOON01_01.PNG,2,,0,2313,7710
772,24,23,5,6,0,,0,,0,2316,7720
773,24,13,0,0,0,,0,,0,2319,7730
774,24,3,7,40002,0,BALLOON01_01.PNG,6,,0,2322,7740
775,24,4,0,0,0,,0,,0,2325,7750
776,24,5,5,23,0,BALLOON01_01.PNG,11,,0,2328,7760
777,24,15,0,0,0,,0,,0,2331,7770
778,24,25,7,40002,0,BALLOON01_01.PNG,6,,0,2334,7780
779,24,35,1,0,0,BALLOON01_01.PNG,2,,0,2337,7790
780,24,45,0,0,0,,0,,0,2340,7800
781,24,55,0,0,0,,0,,0,2343,7810
782,24,56,7,40002,0,BALLOON01_01.PNG,6,,0,2346,7820
783,24,57,0,0,0,,0,,0,2349,7830
784,24,47,5,10,0,,0,,0,2352,7840
785,24,37,1,0,0,BALLOON01_01.PNG,2,,0,2355,7850
786,24,27,0,0,0,,0,,0,2358,7860
787,24,17,7,40002,0,BALLOON01_01.PNG,6,,0,2361,7870
788,24,7,8,1,0,BALLOON01_01.PNG,43,,0,2364,7880
789,24,8,4,2,2,BALLOON01_01.PNG,46,,0,2367,7890
790,24,9,0,0,0,,0,,0,2370,7900
791,24,19,1,0,0,BALLOON01_01.PNG,2,,0,2373,7910
792,24,29,0,0,0,,0,,0,2376,7920
793,24,39,7,40002,0,BALLOON01_01.PNG,6,,0,2379,7930
794,24,49,0,0,0,,0,,0,2382,7940
795,24,59,0,0,0,,0,,0,2385,7950
796,24,60,0,0,0,,0,,0,2388,7960
797,24,50,0,0,0,,0,,0,2391,7970
798,24,40,1,0,0,BALLOON01_01.PNG,2,,0,2394,7980
799,24,30,0,0,0,BALLOON01_01.PNG,12,,0,2397,7990
800,24,20,7,40002,0,BALLOON01_01.PNG,6,,0,2400,8000
801,24,10,0,0,0,,0,,0,2403,8010
802,25,1,0,0,0,,0,,0,2406,8020
803,25,2,0,0,0,,0,,0,2409,8030
804,25,3,7,40002,0,BALLOON01_01.PNG,6,,0,2412,8040
805,25,13,5,15,0,,0,,0,2415,8050
806,25,14,0,0,0,,0,,0,2418,8060
807,25,15,0,0,0,,0,,0,2421,8070
808,25,25,1,0,0,BALLOON01_01.PNG,2,,0,2424,8080
809,25,26,5,22,0,BALLOON01_01.PNG,9,,0,2427,8090
810,25,27,4,2,2,BALLOON01_01.PNG,46,,0,2430,8100
811,25,37,0,0,0,,0,,0,2433,8110
812,25,38,5,16,0,BALLOON01_01.PNG,13,,0,2436,8120
813,25,39,0,0,0,,0,,0,2439,8130
814,25,49,7,40002,0,BALLOON01_01.PNG,6,,0,2442,8140
815,25,48,0,0,0,,0,,0,2445,8150
816,25,47,0,0,0,,0,,0,2448,8160
817,25,46,0,0,0,,0,,0,2451,8170
818,25,45,8,5,0,BALLOON01_01.PNG,47,,0,2454,8180
819,25,44,7,40002,0,BALLOON01_01.PNG,6,,0,2457,8190
820,25,43,1,0,0,BALLOON01_01.PNG,2,,0,2460,8200
821,25,42,0,0,0,,0,,0,2463,8210
822,25,41,7,40002,0,BALLOON01_01.PNG,6,,0,2466,8220
823,25,51,8,3,0,BALLOON01_01.PNG,40,,0,2469,8230
824,25,52,0,0,0,,0,,0,2472,8240
825,25,53,0,0,0,,0,,0,2475,8250
826,25,54,1,0,0,BALLOON01_01.PNG,2,,0,2478,8260
827,25,55,0,0,0,,0,,0,2481,8270
828,25,56,7,40002,0,BALLOON01_01.PNG,53,,0,2484,8280
829,25,57,2,10007,0,BALLOON01_01.PNG,41,,1,2487,8290
830,25,58,1,0,0,BALLOON01_01.PNG,2,,0,2490,8300
831,25,59,0,0,0,BALLOON01_01.PNG,10,,0,2493,8310
832,25,60,0,0,0,,0,,0,2496,8320
833,26,51,0,0,0,,0,,0,2499,8330
834,26,52,0,0,0,,0,,0,2502,8340
835,26,53,7,40002,0,BALLOON01_01.PNG,6,,0,2505,8350
836,26,43,1,0,0,BALLOON01_01.PNG,2,,0,2508,8360
837,26,44,4,2,2,BALLOON01_01.PNG,46,,0,2511,8370
838,26,45,0,0,0,,0,,0,2514,8380
839,26,55,5,9,0,BALLOON01_01.PNG,7,,0,2517,8390
840,26,56,0,0,0,,0,,0,2520,8400
841,26,57,0,0,0,,0,,0,2523,8410
842,26,47,0,0,0,,0,,0,2526,8420
843,26,48,0,0,0,,0,,0,2529,8430
844,26,49,7,40002,0,BALLOON01_01.PNG,6,,0,2532,8440
845,26,59,1,0,0,BALLOON01_01.PNG,2,,0,2535,8450
846,26,60,5,23,0,BALLOON01_01.PNG,9,,0,2538,8460
847,26,50,0,0,0,,0,,0,2541,8470
848,26,40,0,0,0,BALLOON01_01.PNG,8,,0,2544,8480
849,26,30,7,40002,0,BALLOON01_01.PNG,6,,0,2547,8490
850,26,29,0,0,0,,0,,0,2550,8500
851,26,28,0,0,0,,0,,0,2553,8510
852,26,27,1,0,0,BALLOON01_01.PNG,2,,0,2556,8520
853,26,26,0,0,0,,0,,0,2559,8530
854,26,25,8,1,0,BALLOON01_01.PNG,43,,0,2562,8540
855,26,35,7,40002,0,BALLOON01_01.PNG,6,,0,2565,8550
856,26,34,5,7,0,BALLOON01_01.PNG,13,,0,2568,8560
857,26,33,0,0,0,,0,,0,2571,8570
858,26,32,7,40002,0,BALLOON01_01.PNG,6,,0,2574,8580
859,26,31,0,0,0,,0,,0,2577,8590
860,26,21,1,0,0,BALLOON01_01.PNG,2,,0,2580,8600
861,26,11,0,0,0,,0,,0,2583,8610
862,26,12,0,0,0,,0,,0,2586,8620
863,26,13,7,40002,0,BALLOON01_01.PNG,53,,0,2589,8630
864,26,3,0,0,0,,0,,0,2592,8640
865,26,4,1,0,0,BALLOON01_01.PNG,2,,0,2595,8650
866,26,5,0,0,0,,0,,0,2598,8660
867,26,6,2,10008,0,BALLOON01_01.PNG,41,,1,2601,8670
868,26,7,0,0,0,,0,,0,2604,8680
869,26,8,0,0,0,BALLOON01_01.PNG,10,,0,2607,8690
870,26,9,6,20,0,,0,,0,2610,8700
871,26,10,0,0,0,,0,,0,2613,8710
872,27,51,0,0,0,,0,,0,2616,8720
873,27,52,7,40002,0,BALLOON01_01.PNG,6,,0,2619,8730
874,27,53,0,0,0,,0,,0,2622,8740
875,27,54,1,0,0,BALLOON01_01.PNG,2,,0,2625,8750
876,27,55,5,12,0,,0,,0,2628,8760
877,27,56,0,0,0,,0,,0,2631,8770
878,27,57,0,0,0,,0,,0,2634,8780
879,27,58,4,2,2,BALLOON01_01.PNG,46,,0,2637,8790
880,27,59,1,0,0,BALLOON01_01.PNG,2,,0,2640,8800
881,27,60,7,40002,0,BALLOON01_01.PNG,6,,0,2643,8810
882,27,50,5,24,0,BALLOON01_01.PNG,9,,0,2646,8820
883,27,40,0,0,0,,0,,0,2649,8830
884,27,39,0,0,0,,0,,0,2652,8840
885,27,38,7,40002,0,BALLOON01_01.PNG,6,,0,2655,8850
886,27,37,1,0,0,BALLOON01_01.PNG,2,,0,2658,8860
887,27,36,0,0,0,,0,,0,2661,8870
888,27,35,0,0,0,,0,,0,2664,8880
889,27,34,8,6,0,BALLOON01_01.PNG,48,,0,2667,8890
890,27,24,0,0,0,,0,,0,2670,8900
891,27,23,0,0,0,,0,,0,2673,8910
892,27,22,0,0,0,,0,,0,2676,8920
893,27,21,5,9,0,BALLOON01_01.PNG,15,,0,2679,8930
894,27,11,0,0,0,,0,,0,2682,8940
895,27,12,1,0,0,BALLOON01_01.PNG,2,,0,2685,8950
896,27,13,0,0,0,,0,,0,2688,8960
897,27,3,7,40002,0,BALLOON01_01.PNG,6,,0,2691,8970
898,27,4,0,0,0,,0,,0,2694,8980
899,27,5,0,0,0,,0,,0,2697,8990
900,27,6,0,0,0,,0,,0,2700,9000
901,27,16,0,0,0,,0,,0,2703,9010
902,27,17,0,0,0,BALLOON01_01.PNG,16,,0,2706,9020
903,27,27,0,0,0,,0,,0,2709,9030
904,27,28,7,40002,0,BALLOON01_01.PNG,6,,0,2712,9040
905,27,29,0,0,0,,0,,0,2715,9050
906,27,30,0,0,0,BALLOON01_01.PNG,10,,0,2718,9060
907,27,20,1,0,0,BALLOON01_01.PNG,2,,0,2721,9070
908,27,10,0,0,0,,0,,0,2724,9080
909,28,1,0,0,0,,0,,0,2727,9090
910,28,2,7,40002,0,BALLOON01_01.PNG,6,,0,2730,9100
911,28,3,1,0,0,BALLOON01_01.PNG,2,,0,2733,9110
912,28,13,5,16,0,BALLOON01_01.PNG,15,,0,2736,9120
913,28,14,0,0,0,,0,,0,2739,9130
914,28,15,7,40002,0,BALLOON01_01.PNG,6,,0,2742,9140
915,28,25,8,1,0,BALLOON01_01.PNG,43,,0,2745,9150
916,28,26,1,0,0,BALLOON01_01.PNG,2,,0,2748,9160
917,28,27,0,0,0,,0,,0,2751,9170
918,28,37,0,0,0,,0,,0,2754,9180
919,28,38,5,16,0,BALLOON01_01.PNG,11,,0,2757,9190
920,28,39,0,0,0,,0,,0,2760,9200
921,28,49,5,17,0,BALLOON01_01.PNG,17,,0,2763,9210
922,28,48,7,40002,0,BALLOON01_01.PNG,6,,0,2766,9220
923,28,47,0,0,0,,0,,0,2769,9230
924,28,46,0,0,0,,0,,0,2772,9240
925,28,45,7,40002,0,BALLOON01_01.PNG,6,,0,2775,9250
926,28,44,1,0,0,BALLOON01_01.PNG,2,,0,2778,9260
927,28,43,0,0,0,,0,,0,2781,9270
928,28,42,0,0,0,BALLOON01_01.PNG,16,,0,2784,9280
929,28,41,8,3,0,BALLOON01_01.PNG,40,,0,2787,9290
930,28,51,7,40002,0,BALLOON01_01.PNG,6,,0,2790,9300
931,28,52,0,0,0,,0,,0,2793,9310
932,28,53,7,40002,0,BALLOON01_01.PNG,6,,0,2796,9320
933,28,54,0,0,0,,0,,0,2799,9330
934,28,55,0,0,0,,0,,0,2802,9340
935,28,56,7,40002,0,BALLOON01_01.PNG,52,,0,2805,9350
936,28,57,0,0,0,,0,,0,2808,9360
937,28,58,4,2,2,BALLOON01_01.PNG,46,,0,2811,9370
938,28,59,1,0,0,BALLOON01_01.PNG,55,,0,2814,9380
939,28,60,0,0,0,,0,,0,2817,9390
940,29,51,0,0,0,,0,,0,2820,9400
941,29,52,0,0,0,,0,,0,2823,9410
942,29,42,1,0,0,BALLOON01_01.PNG,2,,0,2826,9420
943,29,32,0,0,0,,0,,0,2829,9430
944,29,22,7,40002,0,BALLOON01_01.PNG,6,,0,2832,9440
945,29,12,5,23,0,BALLOON01_01.PNG,9,,0,2835,9450
946,29,2,1,0,0,BALLOON01_01.PNG,2,,0,2838,9460
947,29,3,0,0,0,,0,,0,2841,9470
948,29,4,0,0,0,,0,,0,2844,9480
949,29,14,0,0,0,,0,,0,2847,9490
950,29,24,0,0,0,,0,,0,2850,9500
951,29,34,5,6,0,,0,,0,2853,9510
952,29,44,0,0,0,,0,,0,2856,9520
953,29,54,7,40002,0,BALLOON01_01.PNG,6,,0,2859,9530
954,29,55,0,0,0,,0,,0,2862,9540
955,29,56,8,6,0,BALLOON01_01.PNG,48,,0,2865,9550
956,29,46,0,0,0,,0,,0,2868,9560
957,29,36,7,40002,0,BALLOON01_01.PNG,6,,0,2871,9570
958,29,26,0,0,0,,0,,0,2874,9580
959,29,16,1,0,0,BALLOON01_01.PNG,2,,0,2877,9590
960,29,6,4,2,2,BALLOON01_01.PNG,46,,0,2880,9600
961,29,7,0,0,0,,0,,0,2883,9610
