ID,_Name,_Consumption_Ely,_Consumption_Item,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Require6_Type,_Require6_ID,_Require6_Value1,_Require6_Value2,_Require7_Type,_Require7_ID,_Require7_Value1,_Require7_Value2,_Require8_Type,_Require8_ID,_Require8_Value1,_Require8_Value2,_Description,_Message,_FX,_ErrorMessage_Ely,_ErrorMessage_Item,_ErrorMessage_Require1,_ErrorMessage_Require2,_ErrorMessage_Require3,_ErrorMessage_Require4,_ErrorMessage_Require5,_ErrorMessage_Require6,_ErrorMessage_Require7,_ErrorMessage_Require8
1000124,滅天飛劍術[精通],0,0,1,3,165,0,3,2,1000024,1,0,0,,,0,0,,,0,0,,,1,1,25,,0,0,,,0,0,,,點擊「是」鍵即可習得「滅天飛劍術[精通]」。,習得「滅天飛劍術[精通]」,513,,,等級不足。165等級以上才可學習。,需要Lv.1 滅天飛劍術。,,,,,,
1001124,無限劍陣[精通],0,0,1,3,155,0,3,2,1001024,1,0,0,,,0,0,,,0,0,,,1,1,25,,0,0,,,0,0,,,點擊「是」鍵即可習得「無限劍陣[精通]」。,習得「無限劍陣[精通]」,513,,,等級不足。155等級以上才可學習。,需要Lv.1 無限劍陣。,,,,,,
1002124,飛燕旋舞[精通],0,0,1,3,180,0,3,2,1002024,1,0,0,,,0,0,,,0,0,,,1,1,25,,0,0,,,0,0,,,點擊「是」鍵即可習得「飛燕旋舞[精通]」。,習得「飛燕旋舞[精通]」,513,,,等級不足。180等級以上才可學習。,需要Lv.1 飛燕旋舞。,,,,,,
1005124,飛燕滅天功[精通],0,0,1,3,170,0,3,2,1005024,1,0,0,,,0,0,,,0,0,,,1,1,25,,0,0,,,0,0,,,點擊「是」鍵即可習得「飛燕滅天功[精通]」。,習得「飛燕滅天功[精通]」,513,,,等級不足。170等級以上才可學習。,需要Lv.1 飛燕滅天功。,,,,,,
1000125,威力急襲[精通],0,0,1,3,150,0,3,2,1000025,1,0,0,,,0,0,,,0,0,,,1,1,26,,0,0,,,0,0,,,點擊「是」鍵即可習得「威力急襲[精通]」。,習得「威力急襲[精通]」,513,,,等級不足。150等級以上才可學習。,需要Lv.1 威力急襲。,,,,,,
1001125,電流潰堤[精通],0,0,1,3,175,0,3,2,2402601,1,0,0,,,0,0,,,0,0,,,1,1,26,,0,0,,,0,0,,,點擊「是」鍵即可習得「電流潰堤[精通]」。,習得「電流潰堤[精通]」,513,,,等級不足。175等級以上才可學習。,需要Lv.1 電流潰堤。,,,,,,
1002125,撞擊力[精通],0,0,1,3,170,0,3,2,1002025,1,0,0,,,0,0,,,0,0,,,1,1,26,,0,0,,,0,0,,,點擊「是」鍵即可習得「撞擊力[精通]」。,習得「撞擊力[精通]」,513,,,等級不足。170等級以上才可學習。,需要Lv.1 撞擊力。,,,,,,
1000029,忍法_絅,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,30,,0,0,,,0,0,,,點擊「是」鍵即可習得「忍法_絅」。,習得「忍法_絅」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1000129,忍法_爆[精通],0,0,1,3,200,0,3,2,2403006,1,0,0,,,0,0,,,0,0,,,1,1,30,,0,0,,,0,0,,,點擊「是」鍵即可習得「忍法_爆[精通]」。,習得「忍法_爆[精通]」,513,,,等級不足。200等級以上才可學習。,需要Lv.1 忍法_爆。,,,,,,
1002029,忍法_誣,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,30,,0,0,,,0,0,,,點擊「是」鍵即可習得「忍法_誣」。,習得「忍法_誣」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1005029,忍法_快,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,30,,0,0,,,0,0,,,點擊「是」鍵即可習得「忍法_快」。,習得「忍法_快」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1000030,狙擊,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,31,,0,0,,,0,0,,,點擊「是」鍵即可習得「狙擊」。,習得「狙擊」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1001030,齒輪狂刃,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,31,,0,0,,,0,0,,,點擊「是」鍵即可習得「齒輪狂刃」。,習得「齒輪狂刃」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1003030,J-31手榴彈,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,31,,0,0,,,0,0,,,點擊「是」鍵即可習得「J-31手榴彈」。,習得「J-31手榴彈」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1004030,合體能力,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,31,,0,0,,,0,0,,,點擊「是」鍵即可習得「合體能力」。,習得「合體能力」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1005030,狙擊者,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,31,,0,0,,,0,0,,,點擊「是」鍵即可習得「狙擊者」。,習得「狙擊者」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1000033,金屬元素,0,0,1,3,1,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「金屬元素」。,習得「金屬元素」,513,,,等級不足。1等級以上才可學習。,,,,,,,
1001033,空拳套,0,0,1,3,5,0,3,2,1000033,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「空拳套」。,習得「空拳套」,513,,,等級不足。5等級以上才可學習。,需要Lv.1 金屬元素。,,,,,,
1002033,魔王的一擊,0,0,1,3,12,0,3,2,1001033,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「魔王的一擊」。,習得「魔王的一擊」,513,,,等級不足。12等級以上才可學習。,需要Lv.1 空拳套。,,,,,,
1003033,靈魂復活,0,0,1,3,20,0,3,2,1002033,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂復活」。,習得「靈魂復活」,513,,,等級不足。20等級以上才可學習。,需要Lv.1 魔王的一擊。,,,,,,
1005033,血腥戰錘,0,0,1,3,35,0,3,2,1003033,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「血腥戰錘」。,習得「血腥戰錘」,513,,,等級不足。35等級以上才可學習。,需要Lv.1 靈魂復活。,,,,,,
1000133,靈魂能力I,0,0,1,3,20,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂能力I」。,習得「靈魂能力I」,513,,,等級不足。20等級以上才可學習。,,,,,,,
1001133,靈魂能力II,0,0,1,3,23,0,3,2,1000133,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂能力II」。,習得「靈魂能力II」,513,,,等級不足。23等級以上才可學習。,需要Lv.1 靈魂能力I。,,,,,,
1002133,靈魂能力III,0,0,1,3,26,0,3,2,1001133,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂能力III」。,習得「靈魂能力III」,513,,,等級不足。26等級以上才可學習。,需要Lv.1 靈魂能力II。,,,,,,
1003133,靈魂能力IV,0,0,1,3,29,0,3,2,1002133,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂能力IV」。,習得「靈魂能力IV」,513,,,等級不足。29等級以上才可學習。,需要Lv.1 靈魂能力III。,,,,,,
1005133,血腥戰錘II,0,0,1,3,30,0,3,2,8003201,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「血腥戰錘II」。,習得「血腥戰錘II」,513,,,等級不足。30等級以上才可學習。,需要Lv.1 紅色靈魂。,,,,,,
1006133,巨人火擊,0,0,1,3,65,0,3,2,1005133,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「巨人火擊」。,習得「巨人火擊」,513,,,等級不足。65等級以上才可學習。,需要Lv.1 血腥戰錘II。,,,,,,
8003201,紅色靈魂,0,0,1,3,50,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「紅色靈魂」。,習得「紅色靈魂」,513,,,等級不足。50等級以上才可學習。,,,,,,,
8003202,藍色靈魂,0,0,1,3,50,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「藍色靈魂」。,習得「藍色靈魂」,513,,,等級不足。50等級以上才可學習。,,,,,,,
1004134,靈魂盾,0,0,1,3,55,0,3,2,8003202,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂盾」。,習得「靈魂盾」,513,,,等級不足。55等級以上才可學習。,需要Lv.1 藍色靈魂。,,,,,,
1005134,亂沖,0,0,1,3,75,0,3,2,1004134,1,0,0,,,0,0,,,0,0,,,1,1,1033,,0,0,,,0,0,,,點擊「是」鍵即可習得「橫衝直撞」。,習得「橫衝直撞」,513,,,等級不足。75等級以上才可學習。,需要Lv.1 靈魂盾。,,,,,,
3003301,強化能力值,0,0,1,3,3,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,33,,0,0,,,0,0,,,點擊「是」鍵即可習得「強化能力值」。,習得「強化能力值」,513,,,等級不足。3等級以上才可學習。,,,,,,,
3003302,集中精神,0,0,1,3,8,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,33,,0,0,,,0,0,,,點擊「是」鍵即可習得「集中精神」。,習得「集中精神」,513,,,等級不足。8等級以上才可學習。,,,,,,,
3003303,強化屬性,0,0,1,3,13,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,33,,0,0,,,0,0,,,點擊「是」鍵即可習得「強化屬性」。,習得「強化屬性」,513,,,等級不足。13等級以上才可學習。,,,,,,,
3003304,增加移動速度,0,0,1,3,18,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,33,,0,0,,,0,0,,,點擊「是」鍵即可習得「增加移動速度」。,習得「增加移動速度」,513,,,等級不足。18等級以上才可學習。,,,,,,,
3003305,加速時間,0,0,1,3,23,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,33,,0,0,,,0,0,,,點擊「是」鍵即可習得「加速時間」。,習得「加速時間」,513,,,等級不足。23等級以上才可學習。,,,,,,,
3003306,靈魂的權力,0,0,1,3,15,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,33,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂的權力」。,習得「靈魂的權力」,513,,,等級不足。15等級以上才可學習。,,,,,,,
3003307,傷害強化,0,0,1,3,25,0,3,2,3003303,3,0,0,,,0,0,,,0,0,,,1,1,33,,0,0,,,0,0,,,點擊「是」鍵即可習得「傷害強化」。,習得「傷害強化」,513,,,等級不足。25等級以上才可學習。,需要Lv.3 強化屬性。,,,,,,
3003401,強化能力值II,0,0,1,3,3,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「強化能力值II」。,習得「強化能力值II」,513,,,等級不足。3等級以上才可學習。,,,,,,,
3003402,集中精神II,0,0,1,3,8,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「集中精神II」。,習得「集中精神II」,513,,,等級不足。8等級以上才可學習。,,,,,,,
3003403,強化屬性II,0,0,1,3,13,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「強化屬性II」。,習得「強化屬性II」,513,,,等級不足。13等級以上才可學習。,,,,,,,
3003404,增加移動速度II,0,0,1,3,18,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「增加移動速度II」。,習得「增加移動速度II」,513,,,等級不足。18等級以上才可學習。,,,,,,,
3003406,靈魂的權力II,0,0,1,3,15,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂的權力II」。,習得「靈魂的權力II」,513,,,等級不足。15等級以上才可學習。,,,,,,,
3003407,傷害強化II,0,0,1,3,25,0,3,2,3003403,3,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「傷害強化II」。,習得「傷害強化II」,513,,,等級不足。25等級以上才可學習。,需要Lv.3 強化屬性II。,,,,,,
3003408,靈魂武器,0,0,1,3,50,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂武器」。,習得「靈魂武器」,513,,,等級不足。50等級以上才可學習。,,,,,,,
3003411,強化紅色靈魂,0,0,1,3,50,0,3,2,3003401,3,3,2,8003201,1,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「強化紅色靈魂」。,習得「強化紅色靈魂」,513,,,等級不足。50等級以上才可學習。,需要Lv.3 強化能力值II。,需要Lv.1 紅色靈魂。,,,,,
3003412,加速時間II,0,0,1,3,25,0,3,2,3003411,1,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「加速時間II」。,習得「加速時間II」,513,,,等級不足。25等級以上才可學習。,需要Lv.1 強化紅色靈魂。,,,,,,
3003413,強化巨人火擊,0,0,1,3,70,0,3,2,3003412,3,3,2,1006133,1,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「巨人火擊 強化」。,習得「巨人火擊 強化」,513,,,等級不足。70等級以上才可學習。,需要Lv.3 加速時間II。,需要Lv.1 巨人火擊 。,,,,,
3003414,強化空拳套,0,0,1,3,85,0,3,2,3003413,1,3,2,1001133,1,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「強化空拳套」。,習得「強化空拳套」,513,,,等級不足。85等級以上才可學習。,需要Lv.1 強化巨人火擊。,需要Lv.1 靈魂能力II。,,,,,
3003421,強化藍色靈魂,0,0,1,3,50,0,3,2,3003401,3,3,2,8003202,1,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「強化藍色靈魂」。,習得「強化藍色靈魂」,513,,,等級不足。50等級以上才可學習。,需要Lv.3 強化能力值II。,需要Lv.1 藍色靈魂。,,,,,
3003424,靈魂的保護,0,0,1,3,70,0,3,2,3000042,3,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「靈魂的保護」。,習得「靈魂的保護」,513,,,等級不足。70等級以上才可學習。,需要Lv.3 武器教材(下)。,,,,,,
3000001,武器教本(上),0,0,1,3,5,0,0,0,0,0,0,0,,,0,0,,,0,0,,,1,1,1101,,0,0,,,0,0,,,點擊「是」鍵即可習得「武器教材(上)」。,習得「武器教材(上)」,513,,,等級不足。5等級以上才可學習。,,,,,,,
3000002,武器教本(下),0,0,1,3,8,0,3,2,3000001,1,0,0,,,0,0,,,0,0,,,1,1,1101,,0,0,,,0,0,,,點擊「是」鍵即可習得「武器教材(下)」。,習得「武器教材(下)」,513,,,等級不足。8等級以上才可學習。,需要Lv.1 武器教材(上)。,,,,,,
3000011,武器教本(上) II,0,0,1,3,25,0,0,0,0,0,0,0,,,0,0,,,0,0,,,1,1,10018,,0,0,,,0,0,,,點擊「是」鍵即可習得「武器教本(上) II」。,習得「武器教本(上) II」,513,,,等級不足。25等級以上才可學習。,,,,,,,
3000012,武器教本(下) II,0,0,1,3,28,0,3,2,3000011,1,0,0,,,0,0,,,0,0,,,1,1,10018,,0,0,,,0,0,,,點擊「是」鍵即可習得「武器教本(下) II」。,習得「武器教本(下) II」,513,,,等級不足。28等級以上才可學習。,需要Lv.1 武器教本(上) II。,,,,,,
3000041,武器教本(上),0,0,1,3,25,0,3,2,3003421,1,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「武器教材(上)」。,習得「武器教材(上)」,513,,,等級不足。25等級以上才可學習。,需要Lv.1 強化藍色靈魂。,,,,,,
3000042,武器教本(下),0,0,1,3,28,0,3,2,3000041,1,0,0,,,0,0,,,0,0,,,1,1,34,,0,0,,,0,0,,,點擊「是」鍵即可習得「武器教材(下)」。,習得「武器教材(下)」,513,,,等級不足。28等級以上才可學習。,需要Lv.1 武器教材(上)。,,,,,,
1008027,後空翻,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,28,,0,0,,,0,0,,,點擊「是」鍵即可習得「後空翻」。,習得「後空翻」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1007030,滾動,0,0,1,3,140,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,31,,0,0,,,0,0,,,點擊「是」鍵即可習得「滾動」。,習得「滾動」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1008025,極速威力,0,0,1,3,140,0,0,0,0,0,0,0,,,0,0,,,0,0,,,1,1,26,,0,0,,,0,0,,,點擊「是」鍵即可習得「極速威力」。,習得「極速威力」,513,,,等級不足。130等級以上才可學習。,,,,,,,
3211303,破壞盔甲,0,0,1,3,168,0,0,0,,,0,0,,,0,0,,,0,0,,,1,1,44,,0,0,,,0,0,,,點擊「是」鍵即可習得「破壞鎧甲」。,習得「破壞鎧甲」,513,,,等級不足。168等級以上才可學習。,,,,,,,
6102511,[鋼琴] OCT-4C,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-4C」。,習得「[鋼琴] OCT-4C」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102512,[鋼琴] OCT-4D,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-4D」。,習得「[鋼琴] OCT-4D」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102513,[鋼琴] OCT-4E,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-4E」。,習得「[鋼琴] OCT-4E」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102514,[鋼琴] OCT-4F,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-4F」。,習得「[鋼琴] OCT-4F」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102515,[鋼琴] OCT-4G,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-4G」。,習得「[鋼琴] OCT-4G」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102516,[鋼琴] OCT-4A,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-4A」。,習得「[鋼琴] OCT-4A」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102517,[鋼琴] OCT-4B,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-4B」。,習得「[鋼琴] OCT-4B」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102518,[鋼琴] OCT-5C,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-5C」。,習得「[鋼琴] OCT-5C」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102519,[鋼琴] OCT-5D,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-5D」。,習得「[鋼琴] OCT-5D」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102520,[鋼琴] OCT-5E,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-5E」。,習得「[鋼琴] OCT-5E」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102521,[鋼琴] OCT-5F,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-5F」。,習得「[鋼琴] OCT-5F」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102522,[鋼琴] OCT-5G,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-5G」。,習得「[鋼琴] OCT-5G」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102523,[鋼琴] OCT-5A,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-5A」。,習得「[鋼琴] OCT-5A」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102524,[鋼琴] OCT-5B,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-5B」。,習得「[鋼琴] OCT-5B」,513,,,等級不足，170等級以上才可學習。,,,,,,,
6102525,[鋼琴] OCT-6C,0,0,1,3,170,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1020,,0,0,,,0,0,,,點擊「是」鍵即可習得「[鋼琴] OCT-6C」。,習得「[鋼琴] OCT-6C」,513,,,等級不足，170等級以上才可學習。,,,,,,,
3211304,吸收衝擊,0,0,1,3,170,,3,2,8002204,10,0,0,,,0,0,,,0,0,,,1,1,24,,0,0,,,0,0,,,點擊「是」鍵即可習得「吸收衝擊」。,習得「吸收衝擊」,513,,,等級不足。170等級以上才可學習。,需要Lv.10 熟練螺旋劍[最高級]。,,,,,,
1010023,螺旋突刺,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,24,,0,0,,,0,0,,,點擊「是」鍵即可習得「螺旋突刺」。,習得「螺旋突刺」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1011023,螺旋重擊,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,24,,0,0,,,0,0,,,點擊「是」鍵即可習得「螺旋重擊」。,習得「螺旋重擊」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1010024,華麗劍舞,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,25,,0,0,,,0,0,,,點擊「是」鍵即可習得「華麗劍舞」。,習得「華麗劍舞」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1011024,飛燕雙擊,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,25,,0,0,,,0,0,,,點擊「是」鍵即可習得「飛燕雙擊」。,習得「飛燕雙擊」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1010025,絕望,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,26,,0,0,,,0,0,,,點擊「是」鍵即可習得「絕望」。,習得「絕望」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1011025,混沌領域,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,26,,0,0,,,0,0,,,點擊「是」鍵即可習得「混沌領域」。,習得「混沌領域」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1010026,神擊計謀 - 猛烈,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,27,,0,0,,,0,0,,,點擊「是」鍵即可習得「神擊計謀 - 猛烈」。,習得「神擊計謀 - 猛烈」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1010027,死神降臨,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,28,,0,0,,,0,0,,,點擊「是」鍵即可習得「死神降臨」。,習得「死神降臨」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1011027,魔王血統[杖擊],0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,28,,0,0,,,0,0,,,點擊「是」鍵即可習得「魔王血統[杖擊]」。,習得「魔王血統[杖擊]」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1010028,演奏名手,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,29,,0,0,,,0,0,,,點擊「是」鍵即可習得「演奏名手」。,習得「演奏名手」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1011028,[召喚] 氣勢磅礡,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,29,,0,0,,,0,0,,,點擊「是」鍵即可習得「[召喚] 氣勢磅礡」。,習得「[召喚] 氣勢磅礡」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1010030,直搗天際,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,31,,0,0,,,0,0,,,點擊「是」鍵即可習得「直搗天際」。,習得「直搗天際」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1011030,疾速連擊,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,31,,0,0,,,0,0,,,點擊「是」鍵即可習得「疾速連擊」。,習得「疾速連擊」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1010031,DS-SL,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,32,,0,0,,,0,0,,,點擊「是」鍵即可習得「DS-SL」。,習得「DS-SL」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1011031,DM-EMP,0,0,1,3,140,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,32,,0,0,,,0,0,,,點擊「是」鍵即可習得「DM-EMP」。,習得「DM-EMP」,513,,,等級不足。140等級以上才可學習。,,,,,,,
1012023,螺旋重擊[精通],0,0,1,3,200,,3,2,1011023,1,0,0,,,0,0,,,0,0,,,1,1,24,,0,0,,,0,0,,,點擊「是」鍵即可習得「螺旋重擊[精通]」。,習得「螺旋重擊[精通]」,513,,,等級不足。200等級以上才可學習。,需要Lv.1 螺旋重擊。,,,,,,
1012031,SL-UPGRADE,0,0,1,3,160,,3,2,1010031,1,0,0,,,0,0,,,0,0,,,1,1,32,,0,0,,,0,0,,,點擊「是」鍵即可習得「SL-UPGRADE」。,習得「SL-UPGRADE」,513,,,等級不足。160等級以上才可學習。,需要Lv.1 DS-SL。,,,,,,
1215020,子彈飛舞,0,0,1,3,50,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,1012,,0,0,,,0,0,,,點擊「是」鍵即可習得「子彈飛舞」。,習得「子彈飛舞」,513,,,等級不足。50等級以上才可學習。,,,,,,,
3004601,強化能力值,0,0,1,3,1,,0,0,0,0,0,0,,,0,0,,,0,0,,,1,1,46,,0,0,,,0,0,,,點擊「是」鍵即可習得「強化能力值」。,習得「強化能力值」,513,,,等級不足。1等級以上才可學習。,,,,,,,
