ID,_Name,_Skill_ID,_Multi_Icon,_Multi_IconIndex,_Awaken_Order,_Awaken_skill,_Order,_EffectRequire_ID,_EffectRequire_Value,_MotionInfo1,_SoundEffect1,_Fx1,_MotionInfo2,_SoundEffect2,_Fx2,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_ValueSlv1,_Require1_Value2,_Require1_ValueSlv2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_ValueSlv1,_Require2_Value2,_Require2_ValueSlv2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_ValueSlv1,_Require3_Value2,_Require3_ValueSlv2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_ValueSlv1,_Require4_Value2,_Require4_ValueSlv2,_RequireEquipType,_RequireItemKind,_MotionStatusCheck,_StandCheck,_Buff_Check,_ComboCheck,_Skill_ComboID,_ComboTimeDelay,_ComboTime,_ComboApplyID,_Skill_CoolTimeID,_CoolTime1,_CoolTimeSLv1,_CoolTimeApplyID1,_CoolTime2,_CoolTimeSLv2,_CoolTimeApplyID2,_ConsumptionTerm,_ConsumptionStat1,_ConsumptionStatValue1,_ConsumptionStatValueSlv1,_ConsumptionStat2,_ConsumptionStatValue2,_ConsumptionStatValueSlv2,_ConsumptionStat3,_ConsumptionStatValue3,_ConsumptionStatValueSlv3,_ConsumptionItemID1,_ConsumptionItemID2,_ConditionCheckTime,_Speed_Delay,_Speed_X,_Speed_Time,_Speed_Y,_TargetType,_TargetMaxCount,_TargetMaxCountSlv,_Effect_Delay1,_Effect_Self1,_Effect_Target1,_Effect_Delay2,_Effect_Self2,_Effect_Target2,_Effect_Delay3,_Effect_Self3,_Effect_Target3,_Effect_Delay4,_Effect_Self4,_Effect_Target4,_Effect_Delay5,_Effect_Self5,_Effect_Target5,_Effect_Delay6,_Effect_Self6,_Effect_Target6,_Loop_Effect_Start_Delay1,_Loop_Effect_Delay1,_Loop_Effect_Self1,_Loop_Effect_Target1,_Loop_Effect_Finish_Time1,_Loop_Effect_Start_Delay2,_Loop_Effect_Delay2,_Loop_Effect_Self2,_Loop_Effect_Target2,_Loop_Effect_Finish_Time2,_StatusType1,_StatusValue1,_StatusValueSlv1,_StatusType2,_StatusValue2,_StatusValueSlv2,_StatusType3,_StatusValue3,_StatusValueSlv3,_StatusType4,_StatusValue4,_StatusValueSlv4,_Dec_Cool,_View_Shake_Delay,_View_Shake_Time,_View_Shake_power,_View_Shake_speed
503,?? ?? ??,1003,0,0,0,0,0,0,0,90000001,0,0,90000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,2196875247615,1,0,0,0,0,0,0,5018,5,0,5018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,??,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,111667576831,1,0,0,0,0,0,0,5012,85,0,5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,??,10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,111667576831,1,0,0,0,0,0,0,5014,85,0,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,????,10021,0,0,0,0,0,0,0,90000001,469,0,90000001,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,????,10031,0,0,0,0,0,0,0,90000001,558,15068,90000001,558,15068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
508,???,10041,0,0,0,0,0,0,0,90000001,560,0,90000001,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
509,??,10051,0,0,0,0,0,0,0,90000001,561,0,90000001,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,???,10061,0,0,0,0,0,0,0,90000001,681,0,90000001,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
511,???,10071,0,0,0,0,0,0,0,90000001,682,0,90000001,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
512,??,10081,0,0,0,0,0,0,0,90000001,756,0,90000001,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
513,??,10091,0,0,0,0,0,0,0,90000001,757,0,90000001,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514,?????A,10101,0,0,0,0,0,0,0,90000001,763,0,90000001,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
515,?????B,10102,0,0,0,0,0,0,0,90000001,764,0,90000001,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
516,???,10111,0,0,0,0,0,0,0,90000001,766,0,90000001,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
517,????,10112,0,0,0,0,0,0,0,90000001,768,0,90000001,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
518,???? 1?,10121,0,0,0,0,0,0,0,50000013,889,15236,50000013,889,15236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,5,0,100125,6,0,100125,7,0,100125,7,0,21001803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
519,??A,10131,0,0,0,0,0,0,0,50000014,888,0,50000014,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,26,100132,100132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
520,??B,10132,0,0,0,0,0,0,0,90000001,0,0,90000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
521,???A,10151,0,0,0,0,0,0,0,90000001,0,0,90000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
522,???B,10152,0,0,0,0,0,0,0,90000001,0,0,90000001,0,0,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5003,513,0,5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
523,??A,10161,0,0,0,0,0,0,0,90000001,0,0,90000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
524,??B,10162,0,0,0,0,0,0,0,90000001,0,0,90000001,0,0,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5003,513,0,5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
525,????A,10171,0,0,0,0,0,0,0,90000001,1197,0,90000001,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
526,????B,10172,0,0,0,0,0,0,0,90000001,1198,0,90000001,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
527,????A,10181,0,0,0,0,0,0,0,90000001,1195,0,90000001,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
528,????B,10182,0,0,0,0,0,0,0,90000001,1196,0,90000001,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
529,???,10191,0,0,0,0,0,0,0,90000001,1266,0,90000001,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
530,??!,10201,0,0,0,0,0,0,0,90000001,1268,0,90000001,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,5002,2,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
531,????? ???1,1005139,0,0,0,0,0,0,0,30000007,276,3172,30000007,276,3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,0,0,0,2001,17,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23010601,0,6,23010602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
532,????? ???2,1005140,0,0,0,0,0,0,0,30000019,276,3200,30000019,276,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,103079278716,1,0,0,0,0,0,0,0,0,0,2001,17,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23021101,4,0,23021102,4,0,23021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
533,?? ?? II,3000344,0,0,0,0,0,0,0,30000029,288,7021,30000029,288,7021,1,7,60,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,2001,42,0,2001,0,0,0,0,7,4294967236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,6,23113601,23113601,6,23113503,23113503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
534,????,4000001,0,0,0,0,0,0,0,40000001,201,8000,40000001,201,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,1,0,0,23099001,43000817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
535,???,4000002,0,0,0,0,0,0,0,40000002,203,8001,40000002,203,8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,1,0,0,23099002,43000813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
536,????,4000003,0,0,0,0,0,0,0,40000003,204,0,40000003,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,1,0,0,23099003,43000811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
537,???,4000004,0,0,0,0,0,0,0,40000004,205,8002,40000004,205,8002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
538,?? ????,4000005,0,0,0,0,0,0,0,40000005,206,0,40000005,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
539,?? ????,4000006,0,0,0,0,0,0,0,40000006,404,0,40000006,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
540,?? ????,4000007,0,0,0,0,0,0,0,40000007,207,0,40000007,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
541,??,4000008,0,0,0,0,0,0,0,40000008,208,0,40000008,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
542,????,4000009,0,0,0,0,0,0,0,40000009,209,0,40000009,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
543,????,4000010,0,0,0,0,0,0,0,40000010,210,0,40000010,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,1,0,0,23099010,43000815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
544,??????,4000011,0,0,0,0,0,0,0,40000011,405,0,40000011,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
545,??,4000012,0,0,0,0,0,0,0,40000012,406,0,40000012,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
546,?????,4000013,0,0,0,0,0,0,0,40000013,407,0,40000013,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
547,???,4000014,0,0,0,0,0,0,0,40000014,408,0,40000014,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
548,?????,4000015,0,0,0,0,0,0,0,40000015,409,0,40000015,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
549,?????,4000016,0,0,0,0,0,0,0,40000016,410,8041,40000016,410,8041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
550,?????,4000017,0,0,0,0,0,0,0,40000017,411,0,40000017,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551,????,4000018,0,0,0,0,0,0,0,40000018,412,0,40000018,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
552,????,4000019,0,0,0,0,0,0,0,40000019,413,0,40000019,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
553,????,4000020,0,0,0,0,0,0,0,40000020,414,0,40000020,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
