ID,_Training_Type,_Training_Name,_Description,_Training_Time,_Training_Reward1,_Training_Reward_Stack1,_Training_Reward2,_Training_Reward_Stack2,_Training_Reward3,_Training_Reward_Stack3,_Training_P_Reward1,_Training_P_Reward_Stack1,_Training_Probability1,_Training_P_Reward2,_Training_P_Reward_Stack2,_Training_Probability2,_Training_P_Reward3,_Training_P_Reward_Stack3,_Training_Probability3
230,1,委託,解決彩虹島大陸的各種委託。,300,190145623,2,190146393,2,0,0,190146394,2,40,190148360,1,50,0,0,0
231,1,委託,解決彩虹島大陸的各種委託。,360,190145623,2,190146394,2,0,0,190146393,2,45,190145632,1,80,0,0,0
232,1,委託,解決彩虹島大陸的各種委託。,360,190145623,2,190146393,2,0,0,190146394,2,45,190147013,1,50,0,0,0
233,1,委託,解決彩虹島大陸的各種委託。,420,190145623,2,190146394,2,0,0,190146393,2,50,190145632,2,50,0,0,0
234,1,委託,解決彩虹島大陸的各種委託。,420,190145623,2,190146393,2,0,0,190146394,2,50,190144674,2,50,0,0,0
235,1,委託,解決彩虹島大陸的各種委託。,480,190145623,2,190146394,3,0,0,190146393,2,55,190145632,2,60,0,0,0
236,1,委託,解決彩虹島大陸的各種委託。,480,190145623,2,190146393,3,0,0,190146394,2,55,170198115,1,50,0,0,0
237,1,委託,解決彩虹島大陸的各種委託。,540,190145623,2,190146394,3,0,0,190146393,2,60,190145633,1,50,0,0,0
238,1,委託,解決彩虹島大陸的各種委託。,540,190145623,2,190146393,3,0,0,190146394,2,60,190147013,1,50,0,0,0
239,1,委託,解決彩虹島大陸的各種委託。,600,190145623,3,190146394,4,0,0,190146393,4,50,190145633,2,50,0,0,0
240,1,委託,解決彩虹島大陸的各種委託。,600,190145623,3,190146393,4,0,0,190146394,4,50,190147013,1,50,0,0,0
241,1,委託,解決彩虹島大陸的各種委託。,1200,190145623,4,190146394,5,0,0,190146393,5,55,190145633,3,50,0,0,0
242,1,委託,解決彩虹島大陸的各種委託。,1200,190145623,4,190146393,5,0,0,190146394,5,55,190147013,1,50,0,0,0
243,1,探索,巡查貝羅斯周圍。,300,190148182,1,0,0,0,0,190145624,1,10,190145632,1,70,0,0,0
244,1,探索,巡查艾利亞斯周圍。,300,0,0,0,0,0,0,190145624,1,75,0,0,0,0,0,0
245,1,探索,巡查奧亦奇周圍。,360,190148182,1,0,0,0,0,190145624,1,20,190145632,1,80,0,0,0
246,1,探索,巡查阿法周圍。,360,0,0,0,0,0,0,190145624,1,85,0,0,0,0,0,0
247,1,探索,巡查亞特蘭提斯周圍。,420,190148182,1,0,0,0,0,190145624,1,30,190145632,2,50,0,0,0
248,1,探索,巡查米德卡勒特周圍。,420,0,0,0,0,0,0,190145624,1,95,0,0,0,0,0,0
249,1,探索,探索神秘森林周圍。,480,190145624,1,0,0,0,0,190148182,1,75,190145632,2,60,0,0,0
250,1,探索,探索天空海周圍。,480,190145624,1,0,0,0,0,190148182,2,10,0,0,0,0,0,0
251,1,探索,探索收復軍臨時駐地周圍。,540,190145624,1,0,0,0,0,190148182,1,85,190145633,1,50,0,0,0
252,1,探索,探索奧斯古拉斯周圍。,540,190145624,1,0,0,0,0,190148182,2,15,0,0,0,0,0,0
253,1,探索,探索自由都市立佩拉周圍。,600,190145624,1,0,0,0,0,190148182,1,95,190145633,1,50,0,0,0
254,1,探索,探索漂流都市周圍。,600,190145624,1,0,0,0,0,190148182,2,20,0,0,0,0,0,0
255,1,探索,探索猶忒王國首都周圍。,1200,190145624,2,0,0,0,0,190148182,1,50,190145633,2,50,0,0,0
256,1,探索,探索白煤峽谷周圍。,1200,190145624,2,0,0,0,0,190148182,2,10,0,0,0,0,0,0
257,1,探索,探索修練森林周圍。,1200,190145624,2,0,0,0,0,190145624,1,50,0,0,0,0,0,0
258,1,探索,探索混沌峽谷副本。,1200,190145624,2,0,0,0,0,190145624,1,10,0,0,0,0,0,0
259,1,探索,探索冰封的世界副本。,1200,190145624,2,0,0,0,0,190145623,2,85,190145633,2,50,0,0,0
260,1,探索,探索燃燒的都市周圍。,1200,190145624,2,0,0,0,0,190145623,4,55,190145633,2,50,0,0,0
261,1,休息,一邊休息一邊補充體力。,60,190145623,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1,休息,一邊休息一邊補充體力。,60,190145623,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,休息,一邊休息一邊補充體力。,120,190145623,2,0,0,0,0,0,0,0,0,0,0,0,0,0
264,1,休息,一邊休息一邊補充體力。,180,190145623,3,0,0,0,0,0,0,0,0,0,0,0,0,0
265,1,休息,一邊休息一邊補充體力。,240,190145623,4,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,休息,一邊休息一邊補充體力。,300,190145623,6,0,0,0,0,190147013,1,50,0,0,0,0,0,0
267,1,休息,一邊休息一邊補充體力。,300,190145623,6,0,0,0,0,190147983,1,50,0,0,0,0,0,0
268,1,休息,一邊休息一邊補充體力。,360,190145623,7,0,0,0,0,190147013,1,50,0,0,0,0,0,0
269,1,休息,一邊休息一邊補充體力。,360,190145623,7,0,0,0,0,190147983,1,50,0,0,0,0,0,0
270,1,休息,一邊休息一邊補充體力。,420,190145623,8,0,0,0,0,190148360,2,50,0,0,0,0,0,0
271,1,休息,一邊休息一邊補充體力。,420,190145623,8,0,0,0,0,190147983,2,50,0,0,0,0,0,0
272,1,休息,一邊休息一邊補充體力。,480,190145623,10,0,0,0,0,190147013,1,50,0,0,0,0,0,0
273,1,休息,一邊休息一邊補充體力。,480,190145623,10,0,0,0,0,190147983,2,50,190148360,1,50,0,0,0
274,1,休息,一邊休息一邊補充體力。,540,190145623,11,170171241,1,0,0,170198115,1,50,0,0,0,0,0,0
275,1,休息,一邊休息一邊補充體力。,540,190145623,11,0,0,0,0,190147983,3,50,190148360,1,60,0,0,0
276,1,休息,一邊休息一邊補充體力。,600,190145623,12,170171241,1,0,0,190147013,1,50,0,0,0,0,0,0
277,1,休息,一邊休息一邊補充體力。,600,190145623,12,0,0,0,0,190147983,3,50,190148360,1,70,0,0,0
278,1,休息,一邊休息一邊補充體力。,1200,190145623,18,170171241,2,0,0,190144674,3,50,0,0,0,0,0,0
279,1,休息,一邊休息一邊補充體力。,1200,190145623,18,0,0,0,0,190147983,4,50,190148360,2,55,0,0,0
280,1,委託,解決彩虹島大陸的各種委託。,60,190145623,1,190146394,1,0,0,0,0,0,190145632,1,30,0,0,0
281,1,委託,解決彩虹島大陸的各種委託。,120,190145623,1,190146393,1,0,0,0,0,0,190145632,1,40,0,0,0
282,1,委託,解決彩虹島大陸的各種委託。,180,190145623,1,190146394,2,0,0,0,0,0,190145632,1,50,0,0,0
283,1,委託,解決彩虹島大陸的各種委託。,240,190145623,1,190146393,2,0,0,0,0,0,190145632,1,60,0,0,0
284,1,委託,解決彩虹島大陸的各種委託。,300,190145623,2,190146394,2,0,0,190146393,2,40,190145632,1,70,0,0,0
285,1,委託,解決彩虹島大陸的各種委託。,300,190145623,2,190146393,2,0,0,190146394,2,40,170198115,1,50,0,0,0
286,1,委託,解決彩虹島大陸的各種委託。,360,190145623,2,190146394,2,0,0,190146393,2,45,190145632,1,80,0,0,0
287,1,委託,解決彩虹島大陸的各種委託。,360,190145623,2,190146393,2,0,0,190146394,2,45,190147013,1,50,0,0,0
288,1,委託,解決彩虹島大陸的各種委託。,420,190145623,2,190146394,2,0,0,190146393,2,50,190145632,2,50,0,0,0
289,1,委託,解決彩虹島大陸的各種委託。,420,190145623,2,190146393,2,0,0,190146394,2,50,190147013,1,50,0,0,0
290,1,委託,解決彩虹島大陸的各種委託。,480,190145623,2,190146394,3,0,0,190146393,2,55,190145632,2,60,0,0,0
291,1,委託,解決彩虹島大陸的各種委託。,480,190145623,2,190146393,3,0,0,190146394,2,55,190148360,2,50,0,0,0
292,1,委託,解決彩虹島大陸的各種委託。,540,190145623,2,190146394,3,0,0,190146393,2,60,190145633,1,50,0,0,0
293,1,委託,解決彩虹島大陸的各種委託。,540,190145623,2,190146393,3,0,0,190146394,2,60,190144674,2,50,0,0,0
294,1,委託,解決彩虹島大陸的各種委託。,600,190145623,3,190146394,4,0,0,190146393,4,50,190145633,2,50,0,0,0
295,1,委託,解決彩虹島大陸的各種委託。,600,190145623,3,190146393,4,0,0,190146394,4,50,190147013,1,50,0,0,0
296,1,委託,解決彩虹島大陸的各種委託。,1200,190145623,4,190146394,5,0,0,190146393,5,55,190145633,3,50,0,0,0
297,1,委託,解決彩虹島大陸的各種委託。,1200,190145623,4,190146393,5,0,0,190146394,5,55,190147013,1,50,0,0,0
298,1,探索,巡查貝羅斯周圍。,300,190148182,1,0,0,0,0,190145624,1,10,190145632,1,70,0,0,0
299,1,探索,巡查艾利亞斯周圍。,300,0,0,0,0,0,0,190145624,1,75,0,0,0,0,0,0
300,1,探索,巡查奧亦奇周圍。,360,190148182,1,0,0,0,0,190145624,1,20,190145632,1,80,0,0,0
301,1,探索,巡查阿法周圍。,360,0,0,0,0,0,0,190145624,1,85,0,0,0,0,0,0
302,1,探索,巡查亞特蘭提斯周圍。,420,190148182,1,0,0,0,0,190145624,1,30,190145632,2,50,0,0,0
303,1,探索,巡查米德卡勒特周圍。,420,0,0,0,0,0,0,190145624,1,95,0,0,0,0,0,0
304,1,探索,探索神秘森林周圍。,480,190145624,1,0,0,0,0,190148182,1,75,190145632,2,60,0,0,0
305,1,探索,探索天空海周圍。,480,190145624,1,0,0,0,0,190148182,2,10,0,0,0,0,0,0
306,1,探索,探索收復軍臨時駐地周圍。,540,190145624,1,0,0,0,0,190148182,1,85,190145633,1,50,0,0,0
307,1,探索,探索奧斯古拉斯周圍。,540,190145624,1,0,0,0,0,190148182,2,15,0,0,0,0,0,0
308,1,探索,探索自由都市立佩拉周圍。,600,190145624,1,0,0,0,0,190148182,1,95,190145633,1,50,0,0,0
309,1,探索,探索漂流都市周圍。,600,190145624,1,0,0,0,0,190148182,2,20,0,0,0,0,0,0
310,1,探索,探索猶忒王國首都周圍。,1200,190145624,2,0,0,0,0,190148182,1,50,190145633,2,50,0,0,0
311,1,探索,探索白煤峽谷周圍。,1200,190145624,2,0,0,0,0,190148182,2,10,0,0,0,0,0,0
312,1,探索,探索修練森林周圍。,1200,190145624,2,0,0,0,0,190145624,1,50,0,0,0,0,0,0
313,1,探索,探索混沌峽谷副本。,1200,190145624,2,0,0,0,0,190145624,1,10,0,0,0,0,0,0
314,1,探索,探索冰封的世界副本。,1200,190145624,2,0,0,0,0,190145623,2,85,190145633,2,50,0,0,0
315,1,探索,探索燃燒的都市周圍。,1200,190145624,2,0,0,0,0,190145623,4,55,190145633,2,50,0,0,0
316,1,特別訓練,接受伊克納特的特別訓練。,360,190145625,2,0,0,0,0,190145633,5,95,190148178,1,10,0,0,0
317,1,特別訓練,接受亞瑟絲的特別訓練。,180,190145625,1,0,0,0,0,190145633,5,95,190148178,1,10,0,0,0
318,1,特別訓練,答應賽蘿的請求並獲得禮物。,180,190145623,4,190145625,1,0,0,190145633,5,95,190148178,1,10,0,0,0
319,1,特別訓練,答應洛汗的請求並獲得禮物。,180,190145624,1,190145625,1,0,0,190145633,5,95,190148178,1,10,0,0,0
320,1,特別訓練,答應莫亞的請求並獲得禮物。,360,190145623,4,190145624,1,0,0,190145633,5,95,190148178,1,10,0,0,0
321,1,特別訓練,答應薇奧菈的請求並獲得禮物。,720,190145625,2,0,0,0,0,190145633,5,95,190148178,1,50,0,0,0
322,1,特別訓練,答應凱伊絲的請求並獲得禮物。,540,190145625,1,0,0,0,0,190145633,5,95,190148178,1,50,0,0,0
323,1,特別訓練,答應伊登的請求並獲得禮物。,540,190145623,4,190145625,1,0,0,190145633,5,95,190148178,1,50,0,0,0
324,1,特別訓練,答應諾艾爾的請求並獲得禮物。,540,190145624,1,190145625,1,0,0,190145633,5,95,190148178,1,50,0,0,0
325,1,特別訓練,答應梅麗維爾的請求並獲得禮物。,720,190145623,4,190145624,1,0,0,190145633,5,95,190148178,1,50,0,0,0
326,1,特別訓練,答應傑瑞斯的請求並獲得禮物。,2400,190148179,1,0,0,0,0,190148178,1,50,0,0,0,0,0,0
327,1,特別訓練,答應柔藍的請求並獲得禮物。,3600,190148179,2,0,0,0,0,190148178,2,50,0,0,0,0,0,0
328,1,特別訓練,答應悟爾的請求並獲得禮物。,4800,190148179,3,0,0,0,0,190148178,3,50,0,0,0,0,0,0
