ID,_Name,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Visible,_Acquisition_EffectID1,_Acquisition_EffectID2,_Acquisition_EffectID3,_Acquisition_EffectID4,_Acquisition_EffectID5,_Acquisition_ItemID1,_Acquisition_StackCount1,_Acquisition_Rare1,_Acquisition_ItemID2,_Acquisition_StackCount2,_Acquisition_Rare2,_Mission_Type1,_Mission_ID1,_Mission_Count1,_Mission_Type2,_Mission_ID2,_Mission_Count2,_Mission_Type3,_Mission_ID3,_Mission_Count3,_Mission_Type4,_Mission_ID4,_Mission_Count4,_Complete_NPCID,_Consumption_ItemID1,_Consumption_ItemCount1,_Consumption_ItemID2,_Consumption_ItemCount2,_Consumption_ItemID3,_Consumption_ItemCount3,_Consumption_ItemID4,_Consumption_ItemCount4,_Consumption_ItemID5,_Consumption_ItemCount5,_Rank1_Require1_Type,_Rank1_Require1_ID,_Rank1_Require1_Value1,_Rank1_Require1_Value2,_Rank1_Require2_Type,_Rank1_Require2_ID,_Rank1_Require2_Value1,_Rank1_Require2_Value2,_Rank2_Require1_Type,_Rank2_Require1_ID,_Rank2_Require1_Value1,_Rank2_Require1_Value2,_Rank2_Require2_Type,_Rank2_Require2_ID,_Rank2_Require2_Value1,_Rank2_Require2_Value2,_Rank3_Require1_Type,_Rank3_Require1_ID,_Rank3_Require1_Value1,_Rank3_Require1_Value2,_Rank3_Require2_Type,_Rank3_Require2_ID,_Rank3_Require2_Value1,_Rank3_Require2_Value2,_Rank1_Type,_Rank1_ID1,_Rank1_Probability1,_Rank1_ID2,_Rank1_Probability2,_Rank1_ID3,_Rank1_Probability3,_Rank2_Type,_Rank2_ID1,_Rank2_Probability1,_Rank2_ID2,_Rank2_Probability2,_Rank2_ID3,_Rank2_Probability3,_Rank3_Type,_Rank3_ID1,_Rank3_Probability1,_Rank3_ID2,_Rank3_Probability2,_Rank3_ID3,_Rank3_Probability3,_Icon1,_IconIndex1,_Place_Info1,_NPC_Info1,_Icon2,_IconIndex2,_Place_Info2,_NPC_Info2,_Talk1,_Talk2,_Purpose,_Accept_Message,_Accept_Image,_Complete_Message,_Complete_Image,_City_Name,_Mission_OnOff1,_Mission_OnOff2,_Mission_OnOff3,_Mission_OnOff4,_Quest_AcceptType,_Quest_BaseLV,_Quest_CompletionDel,_Quest_Kind,_Quest_Type
111000109,린 밍의 실수,4,1,111000108,1,1,3,26,0,0,0,0,0,0,0,0,0,4,2,111000109,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000175,10,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000109,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,48,용경 마을,린 밍,10005000,48,용경 마을,린 밍,저기 있잖아요… 사실 밍이가 잘못 한 일이 있어요. 꽤 오래전에 모울모울 이라는 못생긴 아기를 산악지대에 두고 왔었거든요…,그런데 그 아이가 요즘 산악지대에 있는 사람들을 막 때리고 있다고 해요.,산악지대 지역에 있는 [모울모울] 10마리를 처치해야 합니다.,그 아이가 사람들 다치게 하면 슬퍼요.,0,모험가님이 모울모울이 사람들 안다치게 해준거예요?,0,3,1,1,1,1,3,26,0,,0
111000110,풍선이 갖고 싶어요,4,1,111000109,1,1,3,27,0,0,0,0,0,0,0,0,0,4,2,111000110,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190107302,10,0,0,0,0,0,0,0,0,0,69,190107302,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000110,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,48,용경 마을,린 밍,10005000,48,용경 마을,린 밍,밍이는 아직 풍선을 가지고 놀 고 싶은데 란티엔 아줌마가 자꾸 하지 말라고 해요.,혹시 모험가님이 밍이가 가지고 놀 수 있는 풍선을 가지고 있어요?,산악지대 지역에 있는 [모울모울] 에게 <모울모울 풍선> 10개를 구해와야 합니다.,풍선 가지면 정말 행복해요~,0,우와~ 풍선이다~ 모험가님 정말 고마워요~,0,3,1,1,1,1,3,27,0,,0
111000111,보고싶은 모울모울,4,1,111000110,1,1,3,27,0,0,0,0,0,0,0,0,0,4,2,111000111,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190107301,10,0,0,0,0,0,0,0,0,0,69,190107301,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000111,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,48,용경 마을,린 밍,10005000,48,용경 마을,린 밍,우리 하기도 그렇고 밍이도 그렇고 모울모울 아직 보고싶어요. 그런데 너무 무서워 져서 가까이 다가 가기도 힘들어요.,혹시 모울모울 하고 똑 닮은 인형이 있으면 밍이에게 가져다 줄 수 있어요?,산악지대 지역에 있는 [모울모울] 에게 <모울모울 인형> 10개를 구해와야 합니다.,하기야~ 너도 보고싶지?,0,우와~ 정말 닮았다~,0,3,1,1,1,1,3,27,0,,0
111000112,장진의 부름,4,1,111000111,1,1,3,27,0,0,0,0,0,0,0,0,0,4,2,111000112,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000112,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,48,용경 마을,린 밍,모험가님이 저를 도와주신걸 장진 할아버지가 들은 모양이에요.,장진 할아버지가 모험가님을 찾으시니 어서 가보세요.,용경 마을 에 있는 '장진' 과 대화해야 합니다.,나중에 다시 저랑 놀아주셔야 해요? 약속~,0,이제 자네에게 가르침을 줄 수 있겠네.,0,3,1,1,1,1,3,27,0,,0
111000113,선함을 보는 이유,0,0,0,0,1,3,27,0,0,0,0,0,0,0,0,0,4,2,111000113,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000174,10,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000113,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,사람들을 돕는 모습을 보니 자네의 선함을 확인할 수 있었네. 아주 예전에 확인을 하지 않은 자 에게 수련을 가르쳐 주었다가 크게 당한적이 있었지.,그 자는 아주 사악하게 타락을 해버려서 지금은 몬스터와 같은 모습이 되었다네… 그 자가 누구냐고? 혹시 베어울프 라고 들어봤나?,산악지대 지역에 있는 [베어울프] 10마리를 처치해야 합니다.,자네에게 일단 베어울프를 처치하는 일을 주겠네.,0,어떤가? 사악한 마음으로 무예를 배웠다가는 그 처럼 되고 말게야.,0,3,1,1,1,1,3,27,0,,0
111000114,타락한 제자,4,1,111000113,1,1,3,27,0,0,0,0,0,0,0,0,0,4,2,111000114,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190107401,10,0,0,0,0,0,0,0,0,0,66,190107401,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000114,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,사악한 마음을 가지고 수련을 한다면 자네가 보았던 베어울프와 같이 변하게 된다네.,일단 자네가 베어울프를 훨씬 뛰어넘는 실력을 내게 증명해 줄 수 있겠는가?,산악지대 지역에 있는 [베어울프] 에게 <베어울프 허리띠> 10개를 구해와야 합니다.,자네의 실력을 내게 보여주게나.,0,이 허리띠는…!,0,3,1,1,1,1,3,27,0,,0
111000115,베어울프 힘의 근원,4,1,111000114,1,1,3,28,0,0,0,0,0,0,0,0,0,4,2,111000115,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190107402,10,0,0,0,0,0,0,0,0,0,66,190107402,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000115,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,자네도 베어울프를 상대해 봐서 알겠지만 그 파괴력이 상상을 뛰어 넘지는 않았는가?,그녀석의 상상을 뛰어넘는 파괴력은 내가 봉인해 두고 있던 사악한 힘의 원천인 시럽을 빼앗아 갔기 때문이라네.,산악지대 지역에 있는 [베어울프] 에게 <베어울프 시럽> 10개를 구해와야 합니다.,그 녀석이 그 시럽을 사용 하지 못하도록 도와주게나.,0,흐음… 이 시럽을 아예 파괴를 하는게 좋겠군.,0,3,1,1,1,1,3,28,0,,0
111000116,부상에 좋은 송곳니,4,1,111000115,1,1,3,28,0,0,0,0,0,0,0,0,0,4,2,111000116,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190101001,10,0,0,0,0,0,0,0,0,0,66,190101001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000116,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,자네가 본격적으로 내 수련을 받게 되면 크고 작은 부상을 입을것이 뻔하다네.,그때를 대비하여 약재를 준비해야 하는데 호랑이 송곳니 정도면 괜찮을것 같네.,산악지대 지역에 있는 [호랑이] 에게 <호랑이 송곳니> 10개를 구해와야 합니다.,이것도 수련의 일종이니 게을리 하지 말게나.,0,이정도 양이면 넉넉히 사용 할 수 있겠군.,0,3,1,1,1,1,3,28,0,,0
111000117,담력 기르기,4,1,111000116,1,1,3,28,0,0,0,0,0,0,0,0,0,4,2,111000117,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000125,10,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000117,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,사람들은 기본적으로 호랑이를 보면 바짝 얼어 붙어서 자신의 실력의 절반도 못 미치는 실력을 발휘한다네.,그 때문에 담력을 길러서 자신보다 강력한 상대에게도 모든 힘을 사용 할 수 있는 담력을 키우는게 중요하다네.,산악지대 지역에 있는 [호랑이] 10마리를 처치해야 합니다.,호랑이를 상대하면 자네의 담력을 길러 보게나.,0,보아하니 자네의 담력도 만만히 볼 수 없겠군.,0,3,1,1,1,1,3,28,0,,0
111000118,호랑이 기운이 솟아나요,4,1,111000117,1,1,3,28,0,0,0,0,0,0,0,0,0,4,2,111000118,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190101002,10,0,0,0,0,0,0,0,0,0,66,190101002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000118,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,옛날 무도가 들은 호랑이를 처치하고 호랑이 가죽을 입는걸 최고의 명예로 생각하고 살았다네.,호랑이는 예로부터 힘의 상징이 되고 있으니 자네도 생각이 있다면 호랑이를 처치하고 그 가죽을 가져와 보겠는가?,산악지대 지역에 있는 [호랑이] 에게 <호랑이 가죽> 10개를 구해와야 합니다.,하하~ 자네의 실력이라면 충분히 해낼 수 있을게야.,0,이제 자네의 실력의 높이를 가늠 할 수 있겠나?,0,3,1,1,1,1,3,28,0,,0
111000119,수련에 좋은 장소찾기,0,0,0,0,1,3,28,0,0,0,0,0,0,0,0,0,4,2,111000119,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1803,1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000119,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,이제 자네도 몬스터를 사냥하며 무예를 다듬어야 겠군.,좀 더 수련에 좋은 장소를 찾아야 하는데 자네가 그 장소를 찾아 볼 수 있겠나?,붉은 수수밭 지역을 탐험하고 돌아와야 합니다.,좋은 장소를 발견 하거든 지체없이 내게 돌아오게나.,0,붉은 수수밭 이라… 그래 그곳도 괜찮지.,0,3,0,0,0,0,3,28,0,,0
111000120,무기에 좋은 가루,4,1,111000119,1,1,3,29,0,0,0,0,0,0,0,0,0,4,2,111000120,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190103701,10,0,0,0,0,0,0,0,0,0,71,190103701,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000120,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,39,용경 마을,조지프,10005000,45,용경 마을,장진,자네가 찾은 붉은 수수밭에 있는 블랙 비틀G 는 무기를 더욱 단단하게 해주는 신비한 가루를 얻을 수 있는 몬스터라네.,자네도 훈련을 할 겸 블랙 비틀G 에게 신비한 가루를 얻어서 무기점 주인인 조지프에게 가져다 주겠는가?,"붉은 수수밭 지역에 있는 [블랙 비틀G] 에게 <신비한 가루> 10개를 구해서 ""용경 마을"" 에 있는 '조지프' 에게 전달해야 합니다.",조지프가 분명 좋아할게야.,0,신비한 가루 군요. 마침 다 떨어져 가던 참 인데 다행입니다.,0,3,1,1,1,1,3,29,0,,0
111000121,라와르에게 전할 말,4,1,111000120,1,1,3,29,0,0,0,0,0,0,0,0,0,4,2,111000121,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000121,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,41,용경 마을,라와르,10005000,39,용경 마을,조지프,모험가 시라면 조금 시시할 지 모르지만 한가지 부탁을 드려도 될까요?,이곳 용경 마을에서 도구점을 운영하시는 라와르님 께서 자신을 보호할 무기를 만들어 달라고 하셨었는데 그 무기가 완성 되었다고 전달해 주실 수 있겠습니까?,용경 마을 에 있는 '라와르' 와 대화해야 합니다.,저는 기간 내에 끝내야 할 일이 있어서… 그럼 부탁드리겠습니다.,0,음? 조지프 님이요? 잘 되었군요~,0,3,1,1,1,1,3,29,0,,0
111000122,라와르의 은밀한 부탁,4,1,111000121,1,1,3,29,0,0,0,0,0,0,0,0,0,4,2,111000122,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190103702,10,0,0,0,0,0,0,0,0,0,70,190103702,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000122,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,41,용경 마을,라와르,10005000,41,용경 마을,라와르,으음… 모험가 라면 은밀하게 일 처리도 가능 한가요? 사실 제가 요즘 꽤나 큰 아픔에 시달리고 있습니다.,… 매일 큰 일(?)을 치룰때면 그 고통 때문에 움직 일 수 없을 지경이니… 그 문제에는 블랙 비틀G 의 검은 털뭉치가 좋다고 하는데…,붉은 수수밭 지역에 있는 [블랙 비틀G] 에게 <검은 털뭉치> 10개를 구해와야 합니다.,소문이 나지 않도록 최대한 은밀하게 부탁드립니다.,0,아! 잘 오… 윽! … 셨어요.,0,3,1,1,1,1,3,29,0,,0
111000123,절 대 비 밀,4,1,111000122,1,1,3,29,0,0,0,0,0,0,0,0,0,4,2,111000123,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000123,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,41,용경 마을,라와르,모험가님 께서 다녀 오시는 동안 장진님 께서 모험가님을 찾으셨어요.,… 혹여라도 저를 도와주셨던 일이 뭔지 절대 그 누구에게도 발설해서는 안됩니다! 아셨죠?,용경 마을 에 있는 '장진' 과 대화해야 합니다.,란티엔 님이 알면 저는 울지도 몰라요… 으헝헝~,0,그래. 라와르가 자네에게 무슨 부탁을 했나?,0,3,1,1,1,1,3,29,0,,0
111000124,장진의 일격 필살!,0,0,0,0,1,3,29,0,0,0,0,0,0,0,0,0,4,2,111000124,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000108,10,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000124,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,잘 왔네. 그러면 이제 수련을 시작해 볼까? 자네가 봐 두었던 붉은 수수밭에 있는 블랙 비틀G 의 등껍질을 보았는가?,그 등껍질을 격파 하려면 마음을 비우고 한번의 일격에 모든것을 쏟아낸다는 생각으로 공격을 해야 한다네.,붉은 수수밭 지역에 있는 [블랙 비틀G] 10마리를 처치해야 합니다.,어디 자네도 그 마음이 준비가 되었는지 한번 볼까?,0,좋아~ 잘 따라와 주고 있군.,0,3,1,1,1,1,3,29,0,,0
111000125,선은 악을 이긴다,4,1,111000124,1,1,3,30,0,0,0,0,0,0,0,0,0,4,2,111000125,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000172,10,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000125,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,붉은 수수밭에서 혹여 펌프킨 이라는 녀석을 보았는가? 그 녀석은 악령이 호박에 씌여서 몬스터가 된 녀석이지.,자네의 선한 기운으로 악의 기운이 서려있는 펌프킨을 처치해 볼 수 있겠나?,붉은 수수밭 지역에 있는 [펌프킨] 10마리를 처치해야 합니다.,선은 악을 이긴다는 쉽고 간단한 진리를 잊지 말게나.,0,하하~ 오랜만에 가르치는 맛이 나는 제자로군.,0,3,1,1,1,1,3,30,0,,0
111000126,빛을 밝히는 마음,4,1,111000125,1,1,3,30,0,0,0,0,0,0,0,0,0,4,2,111000126,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190107501,10,0,0,0,0,0,0,0,0,0,66,190107501,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000126,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,원래 빛이라 함은 밝음으로 어둠을 물리치는 대단히 성스러운 효과라네.,하지만 저 펌프킨 녀석들은 어둠에서 빛을 사용해 사람들을 괴롭히고 있지…,붉은 수수밭 지역에 있는 [펌프킨] 에게 <등불> 10개를 구해와야 합니다.,자네가 펌프킨에게 성스러운 빛을 빼앗아 오게나.,0,좋아 좋아~ 하하~,0,3,1,1,1,1,3,30,0,,0
111000127,잃어버린 호박,4,1,111000126,1,1,3,30,0,0,0,0,0,0,0,0,0,4,2,111000127,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190107502,10,0,0,0,0,0,0,0,0,0,66,190107502,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000127,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,저 펌프킨은 악령들이 마을 사람이 일궈놓은 호박에 들어가서 몬스터가 된 상당히 고약한 놈들일세.,호박을 모두 저녀석 들에게 빼앗기고 있으니 자네가 펌프킨을 처치하고 아직 악령이 서려있지 않은 호박씨를 가져 올 수 있겠나?,붉은 수수밭 지역에 있는 [펌프킨] 에게 <호박씨> 10개를 구해와야 합니다.,그럼 믿고 맡기겠네.,0,덕분에 마을 사람들이 자네에게 고마움을 표시하는군.,0,3,1,1,1,1,3,30,0,,0
111000128,마지막 붉은 수수밭,4,1,111000127,1,1,3,30,0,0,0,0,0,0,0,0,0,4,2,111000128,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000108,5,1,810000172,5,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000128,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,용경 마을,장진,10005000,45,용경 마을,장진,자네가 골랐던 붉은 수수밭 지역은 이제 자네의 실력을 높이기에는 자네의 실력에 비해 낮아졌다네.,그만큼 자네가 빠른 성장을 하고 있다는 증거지. 마지막으로 붉은 수수밭의 몬스터를 처치하고 내게 오겠는가?,붉은 수수밭 지역에 있는 [블랙 비틀G] 5마리 [펌프킨] 5마리를 처치해야 합니다.,이제 붉은 수수밭의 수련은 이것으로 종료하겠네.,0,이제 좀 더 강력한 녀석들을 상대해 봐야겠지? 하하~,0,3,1,1,1,1,3,30,0,,0
111000129,아르카디아로 이동,4,1,111000128,1,1,3,30,0,0,0,0,0,0,0,0,0,4,2,111000129,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000129,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,아르카디아,장진-아르카디아,10005000,45,용경 마을,장진,자네가 붉은 수수밭 에서의 마지막 수련을 하는 동안 나는 자네가 수련할 좋은 장소를 찾고 있었다네.,붉은 수수밭에서 멀리 떨어지지 않은 곳에 아르카디아 라는 지역이 있네만 그곳 이라면 자네의 수련으로는 적격인 지역이라네.,아르카디아 에 있는 '장진' 과 대화해야 합니다. (붉은 수수밭 1 지역에서 아르카디아로 이동 할 수 있습니다.),내 먼저 가 있을테니 준비가 되면 아르카디아로 오게나.,0,어떤가? 확실한 수련을 할 수 있을것 같지 않은가?,0,3,1,1,1,1,3,30,0,,0
111000130,빠른 몸동작 익히기,0,0,0,0,1,3,31,0,0,0,0,0,0,0,0,0,4,2,111000130,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1804,1,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000130,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,아르카디아,장진-아르카디아,10005000,45,아르카디아,장진-아르카디아,공기가 좋고 자연에 둘러쌓인 이곳에 와보니 어떤가?,일단 이곳에 적응도 할 겸 빠르게 이 지역을 탐험해 보는건 어떤가?,아르카디아 지역을 탐험하고 돌아와야 합니다.,이곳에 어떤 몬스터가 있는지 확인도 해볼 겸 다녀와 보게나.,0,하하. 이제 이곳에서의 수련을 시작해 보겠는가?,0,41,0,0,0,0,3,31,0,,0
111000131,독이 든 개구리알,4,1,111000130,1,1,3,31,0,0,0,0,0,0,0,0,0,4,2,111000131,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190101201,12,0,0,0,0,0,0,0,0,0,112,190101201,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000131,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,아르카디아,장진-아르카디아,10005000,45,아르카디아,장진-아르카디아,아르카디아를 돌아본 소감은 어떤가? 꽤나 수련하기 좋은 장소이지 않은가? 하하~,자! 이제 훈련을 슬슬 시작해 볼까? 그 전에 일단 약간 배가 고픈것 같으니 간단하게 요기를 할 수 있는것을 찾아보게.,아르카디아 지역에 있는 [프로그G] 에게 <개구리 알> 12개를 구해와야 합니다.,그럼 기다리고 있을테니 어서 다녀오게.,0,응? 이건… 무언가 수상하군.,0,41,1,1,1,1,3,31,0,,0
111000132,독이 있는 프로그G,4,1,111000131,1,1,3,31,0,0,0,0,0,0,0,0,0,4,2,111000132,1,1,0,0,0,0,0,0,0,1,0,0,1,1,810000130,12,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000132,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,아르카디아,장진-아르카디아,10005000,45,아르카디아,장진-아르카디아,자네가 가져온 이 프로그G 의 개구리 알 에서 이상하게 독 같은 물질이 보이는군.,조금 더 자세히 조사를 하기 위해 프로그G 를 관찰해 보겠는가?,아르카디아 지역에 있는 [프로그G] 12마리를 처치해야 합니다.,나는 자네가 가져온 이 개구리 알을 좀 더 보고 있겠네.,0,역시… 프로그G 녀석들은 독으로 공격을 하는 녀석들 이었군.,0,41,1,1,1,1,3,31,0,,0
111000133,후천적인 독,4,1,111000132,1,1,3,31,0,0,0,0,0,0,0,0,0,4,2,111000133,1,1,0,0,0,0,0,0,0,1,0,0,1,3,190101202,12,0,0,0,0,0,0,0,0,0,112,190101202,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111000133,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005000,45,아르카디아,장진-아르카디아,10005000,45,아르카디아,장진-아르카디아,프로그G 의 독은 아마 처음부터 사용을 할 수 있었던게 아니라 특수한 약물을 먹고 저리 변한게 틀림 없다네.,아마도 프로그G 를 좀 더 관찰해 본다면 독약과 비슷한 물질을 찾을 수 있을테니 한번 조사해 보겠나?,아르카디아 지역에 있는 [프로그G] 에게 <독약 시럽> 12개를 구해와야 합니다.,흠… 이 아르카디아에 독을 쓰는 몬스터가 있었다니… 놀랍군.,0,역시 독을 복용한 흔적이 있군 그래.,0,41,1,1,1,1,3,31,0,,0
