ID,_Description,_Result,_Main_Item,_Material,_Type
490,아기 페어리디노(Lv.8),700100308,700100301,190194907,2
491,아기 페어리디노(Lv.9),700100309,700100301,190194908,2
492,페어리디노(Lv.10),700100310,700100301,190194909,2
493,페어리디노(Lv.11),700100311,700100301,190194910,2
494,페어리디노(Lv.12),700100312,700100301,190194911,2
495,페어리디노(Lv.13),700100313,700100301,190194912,2
496,페어리디노(Lv.14),700100314,700100301,190194913,2
497,페어리디노(Lv.15),700100315,700100301,190194914,2
498,페어리디노(Lv.16),700100316,700100301,190194915,2
499,페어리디노(Lv.17),700100317,700100301,190194916,2
500,페어리디노(Lv.18),700100318,700100301,190194917,2
501,페어리디노(Lv.19),700100319,700100301,190194918,2
502,페어리디노(Lv.20),700100320,700100301,190194919,2
503,눈송이곰 알(Lv.2),700100402,700100401,190194901,2
504,눈송이곰 알(Lv.3),700100403,700100401,190194902,2
505,눈송이곰 알(Lv.4),700100404,700100401,190194903,2
506,아기 눈송이곰(Lv.5),700100405,700100401,190194904,2
507,아기 눈송이곰(Lv.6),700100406,700100401,190194905,2
508,아기 눈송이곰(Lv.7),700100407,700100401,190194906,2
509,아기 눈송이곰(Lv.8),700100408,700100401,190194907,2
510,아기 눈송이곰(Lv.9),700100409,700100401,190194908,2
511,눈송이곰(Lv.10),700100410,700100401,190194909,2
512,눈송이곰(Lv.11),700100411,700100401,190194910,2
513,눈송이곰(Lv.12),700100412,700100401,190194911,2
514,눈송이곰(Lv.13),700100413,700100401,190194912,2
515,눈송이곰(Lv.14),700100414,700100401,190194913,2
516,눈송이곰(Lv.15),700100415,700100401,190194914,2
517,눈송이곰(Lv.16),700100416,700100401,190194915,2
518,눈송이곰(Lv.17),700100417,700100401,190194916,2
519,눈송이곰(Lv.18),700100418,700100401,190194917,2
520,눈송이곰(Lv.19),700100419,700100401,190194918,2
521,눈송이곰(Lv.20),700100420,700100401,190194919,2
522,황금돼지 알(Lv.2),700100502,700100501,190194901,2
523,황금돼지 알(Lv.3),700100503,700100501,190194902,2
524,황금돼지 알(Lv.4),700100504,700100501,190194903,2
525,아기 황금돼지(Lv.5),700100505,700100501,190194904,2
526,아기 황금돼지(Lv.6),700100506,700100501,190194905,2
527,아기 황금돼지(Lv.7),700100507,700100501,190194906,2
528,아기 황금돼지(Lv.8),700100508,700100501,190194907,2
529,아기 황금돼지(Lv.9),700100509,700100501,190194908,2
530,황금돼지(Lv.10),700100510,700100501,190194909,2
531,황금돼지(Lv.11),700100511,700100501,190194910,2
532,황금돼지(Lv.12),700100512,700100501,190194911,2
533,황금돼지(Lv.13),700100513,700100501,190194912,2
534,황금돼지(Lv.14),700100514,700100501,190194913,2
535,황금돼지(Lv.15),700100515,700100501,190194914,2
536,황금돼지(Lv.16),700100516,700100501,190194915,2
537,황금돼지(Lv.17),700100517,700100501,190194916,2
538,황금돼지(Lv.18),700100518,700100501,190194917,2
539,황금돼지(Lv.19),700100519,700100501,190194918,2
540,황금돼지(Lv.20),700100520,700100501,190194919,2
541,삽살이 알(Lv.2),700100602,700100601,190194901,2
542,삽살이 알(Lv.3),700100603,700100601,190194902,2
543,삽살이 알(Lv.4),700100604,700100601,190194903,2
544,아기 삽살이(Lv.5),700100605,700100601,190194904,2
545,아기 삽살이(Lv.6),700100606,700100601,190194905,2
546,아기 삽살이(Lv.7),700100607,700100601,190194906,2
547,아기 삽살이(Lv.8),700100608,700100601,190194907,2
548,아기 삽살이(Lv.9),700100609,700100601,190194908,2
549,삽살이(Lv.10),700100610,700100601,190194909,2
550,삽살이(Lv.11),700100611,700100601,190194910,2
551,삽살이(Lv.12),700100612,700100601,190194911,2
552,삽살이(Lv.13),700100613,700100601,190194912,2
553,삽살이(Lv.14),700100614,700100601,190194913,2
554,삽살이(Lv.15),700100615,700100601,190194914,2
555,삽살이(Lv.16),700100616,700100601,190194915,2
556,삽살이(Lv.17),700100617,700100601,190194916,2
557,삽살이(Lv.18),700100618,700100601,190194917,2
558,삽살이(Lv.19),700100619,700100601,190194918,2
559,삽살이(Lv.20),700100620,700100601,190194919,2
560,냥이 알(Lv.2),700100702,700100701,190194901,2
561,냥이 알(Lv.3),700100703,700100701,190194902,2
562,냥이 알(Lv.4),700100704,700100701,190194903,2
563,아기 냥이(Lv.5),700100705,700100701,190194904,2
564,아기 냥이(Lv.6),700100706,700100701,190194905,2
565,아기 냥이(Lv.7),700100707,700100701,190194906,2
566,아기 냥이(Lv.8),700100708,700100701,190194907,2
567,아기 냥이(Lv.9),700100709,700100701,190194908,2
568,냥이(Lv.10),700100710,700100701,190194909,2
569,냥이(Lv.11),700100711,700100701,190194910,2
570,냥이(Lv.12),700100712,700100701,190194911,2
571,냥이(Lv.13),700100713,700100701,190194912,2
572,냥이(Lv.14),700100714,700100701,190194913,2
573,냥이(Lv.15),700100715,700100701,190194914,2
574,냥이(Lv.16),700100716,700100701,190194915,2
575,냥이(Lv.17),700100717,700100701,190194916,2
576,냥이(Lv.18),700100718,700100701,190194917,2
577,냥이(Lv.19),700100719,700100701,190194918,2
578,냥이(Lv.20),700100720,700100701,190194919,2
579,앵앵이 알(Lv.2),700100802,700100801,190194901,2
580,앵앵이 알(Lv.3),700100803,700100801,190194902,2
581,앵앵이 알(Lv.4),700100804,700100801,190194903,2
582,아기 앵앵이(Lv.5),700100805,700100801,190194904,2
583,아기 앵앵이(Lv.6),700100806,700100801,190194905,2
584,아기 앵앵이(Lv.7),700100807,700100801,190194906,2
585,아기 앵앵이(Lv.8),700100808,700100801,190194907,2
586,아기 앵앵이(Lv.9),700100809,700100801,190194908,2
587,앵앵이(Lv.10),700100810,700100801,190194909,2
588,앵앵이(Lv.11),700100811,700100801,190194910,2
589,앵앵이(Lv.12),700100812,700100801,190194911,2
590,앵앵이(Lv.13),700100813,700100801,190194912,2
591,앵앵이(Lv.14),700100814,700100801,190194913,2
592,앵앵이(Lv.15),700100815,700100801,190194914,2
593,앵앵이(Lv.16),700100816,700100801,190194915,2
594,앵앵이(Lv.17),700100817,700100801,190194916,2
595,앵앵이(Lv.18),700100818,700100801,190194917,2
596,앵앵이(Lv.19),700100819,700100801,190194918,2
597,앵앵이(Lv.20),700100820,700100801,190194919,2
598,펠리컨 알(Lv.2),700100902,700100901,190194901,2
599,펠리컨 알(Lv.3),700100903,700100901,190194902,2
600,펠리컨 알(Lv.4),700100904,700100901,190194903,2
601,아기 펠리컨(Lv.5),700100905,700100901,190194904,2
602,아기 펠리컨(Lv.6),700100906,700100901,190194905,2
603,아기 펠리컨(Lv.7),700100907,700100901,190194906,2
604,아기 펠리컨(Lv.8),700100908,700100901,190194907,2
605,아기 펠리컨(Lv.9),700100909,700100901,190194908,2
606,펠리컨(Lv.10),700100910,700100901,190194909,2
607,펠리컨(Lv.11),700100911,700100901,190194910,2
608,펠리컨(Lv.12),700100912,700100901,190194911,2
609,펠리컨(Lv.13),700100913,700100901,190194912,2
610,펠리컨(Lv.14),700100914,700100901,190194913,2
611,펠리컨(Lv.15),700100915,700100901,190194914,2
612,펠리컨(Lv.16),700100916,700100901,190194915,2
613,펠리컨(Lv.17),700100917,700100901,190194916,2
614,펠리컨(Lv.18),700100918,700100901,190194917,2
615,펠리컨(Lv.19),700100919,700100901,190194918,2
616,펠리컨(Lv.20),700100920,700100901,190194919,2
617,팬더 알(Lv.2),700101102,700101101,190194901,2
618,팬더 알(Lv.3),700101103,700101101,190194902,2
619,팬더 알(Lv.4),700101104,700101101,190194903,2
620,아기 팬더(Lv.5),700101105,700101101,190194904,2
621,아기 팬더(Lv.6),700101106,700101101,190194905,2
622,아기 팬더(Lv.7),700101107,700101101,190194906,2
623,아기 팬더(Lv.8),700101108,700101101,190194907,2
624,아기 팬더(Lv.9),700101109,700101101,190194908,2
625,팬더(Lv.10),700101110,700101101,190194909,2
626,팬더(Lv.11),700101111,700101101,190194910,2
627,팬더(Lv.12),700101112,700101101,190194911,2
628,팬더(Lv.13),700101113,700101101,190194912,2
629,팬더(Lv.14),700101114,700101101,190194913,2
630,팬더(Lv.15),700101115,700101101,190194914,2
631,팬더(Lv.16),700101116,700101101,190194915,2
632,팬더(Lv.17),700101117,700101101,190194916,2
633,팬더(Lv.18),700101118,700101101,190194917,2
634,팬더(Lv.19),700101119,700101101,190194918,2
635,팬더(Lv.20),700101120,700101101,190194919,2
636,펭귄 알(Lv.2),700101002,700101001,190194901,2
637,펭귄 알(Lv.3),700101003,700101001,190194902,2
638,펭귄 알(Lv.4),700101004,700101001,190194903,2
639,아기 펭귄(Lv.5),700101005,700101001,190194904,2
640,아기 펭귄(Lv.6),700101006,700101001,190194905,2
641,아기 펭귄(Lv.7),700101007,700101001,190194906,2
642,아기 펭귄(Lv.8),700101008,700101001,190194907,2
643,아기 펭귄(Lv.9),700101009,700101001,190194908,2
644,펭귄(Lv.10),700101010,700101001,190194909,2
645,펭귄(Lv.11),700101011,700101001,190194910,2
646,펭귄(Lv.12),700101012,700101001,190194911,2
647,펭귄(Lv.13),700101013,700101001,190194912,2
648,펭귄(Lv.14),700101014,700101001,190194913,2
649,펭귄(Lv.15),700101015,700101001,190194914,2
650,펭귄(Lv.16),700101016,700101001,190194915,2
651,펭귄(Lv.17),700101017,700101001,190194916,2
652,펭귄(Lv.18),700101018,700101001,190194917,2
653,펭귄(Lv.19),700101019,700101001,190194918,2
654,펭귄(Lv.20),700101020,700101001,190194919,2
655,러블리토비 알(Lv.2),700101202,700101201,190194901,2
656,러블리토비 알(Lv.3),700101203,700101201,190194902,2
657,러블리토비 알(Lv.4),700101204,700101201,190194903,2
658,아기 러블리토비(Lv.5),700101205,700101201,190194904,2
659,아기 러블리토비(Lv.6),700101206,700101201,190194905,2
660,아기 러블리토비(Lv.7),700101207,700101201,190194906,2
661,아기 러블리토비(Lv.8),700101208,700101201,190194907,2
662,아기 러블리토비(Lv.9),700101209,700101201,190194908,2
663,러블리토비(Lv.10),700101210,700101201,190194909,2
664,러블리토비(Lv.11),700101211,700101201,190194910,2
665,러블리토비(Lv.12),700101212,700101201,190194911,2
666,러블리토비(Lv.13),700101213,700101201,190194912,2
667,러블리토비(Lv.14),700101214,700101201,190194913,2
668,러블리토비(Lv.15),700101215,700101201,190194914,2
669,러블리토비(Lv.16),700101216,700101201,190194915,2
670,러블리토비(Lv.17),700101217,700101201,190194916,2
671,러블리토비(Lv.18),700101218,700101201,190194917,2
672,러블리토비(Lv.19),700101219,700101201,190194918,2
673,러블리토비(Lv.20),700101220,700101201,190194919,2
674,워터리 알(Lv.2),700101302,700101301,190194901,2
675,워터리 알(Lv.3),700101303,700101301,190194902,2
676,워터리 알(Lv.4),700101304,700101301,190194903,2
677,아기 워터리(Lv.5),700101305,700101301,190194904,2
678,아기 워터리(Lv.6),700101306,700101301,190194905,2
679,아기 워터리(Lv.7),700101307,700101301,190194906,2
680,아기 워터리(Lv.8),700101308,700101301,190194907,2
681,아기 워터리(Lv.9),700101309,700101301,190194908,2
682,워터리(Lv.10),700101310,700101301,190194909,2
683,워터리(Lv.11),700101311,700101301,190194910,2
684,워터리(Lv.12),700101312,700101301,190194911,2
685,워터리(Lv.13),700101313,700101301,190194912,2
686,워터리(Lv.14),700101314,700101301,190194913,2
687,워터리(Lv.15),700101315,700101301,190194914,2
688,워터리(Lv.16),700101316,700101301,190194915,2
689,워터리(Lv.17),700101317,700101301,190194916,2
690,워터리(Lv.18),700101318,700101301,190194917,2
691,워터리(Lv.19),700101319,700101301,190194918,2
692,워터리(Lv.20),700101320,700101301,190194919,2
693,포레스티 알(Lv.2),700101402,700101401,190194901,2
694,포레스티 알(Lv.3),700101403,700101401,190194902,2
695,포레스티 알(Lv.4),700101404,700101401,190194903,2
696,아기 포레스티(Lv.5),700101405,700101401,190194904,2
697,아기 포레스티(Lv.6),700101406,700101401,190194905,2
698,아기 포레스티(Lv.7),700101407,700101401,190194906,2
699,아기 포레스티(Lv.8),700101408,700101401,190194907,2
700,아기 포레스티(Lv.9),700101409,700101401,190194908,2
701,포레스티(Lv.10),700101410,700101401,190194909,2
702,포레스티(Lv.11),700101411,700101401,190194910,2
703,포레스티(Lv.12),700101412,700101401,190194911,2
704,포레스티(Lv.13),700101413,700101401,190194912,2
705,포레스티(Lv.14),700101414,700101401,190194913,2
706,포레스티(Lv.15),700101415,700101401,190194914,2
707,포레스티(Lv.16),700101416,700101401,190194915,2
708,포레스티(Lv.17),700101417,700101401,190194916,2
709,포레스티(Lv.18),700101418,700101401,190194917,2
710,포레스티(Lv.19),700101419,700101401,190194918,2
711,포레스티(Lv.20),700101420,700101401,190194919,2
712,코코 알(Lv.2),700101502,700101501,190194901,2
713,코코 알(Lv.3),700101503,700101501,190194902,2
714,코코 알(Lv.4),700101504,700101501,190194903,2
715,아기 코코(Lv.5),700101505,700101501,190194904,2
716,아기 코코(Lv.6),700101506,700101501,190194905,2
717,아기 코코(Lv.7),700101507,700101501,190194906,2
718,아기 코코(Lv.8),700101508,700101501,190194907,2
719,아기 코코(Lv.9),700101509,700101501,190194908,2
720,코코(Lv.10),700101510,700101501,190194909,2
721,코코(Lv.11),700101511,700101501,190194910,2
722,코코(Lv.12),700101512,700101501,190194911,2
723,코코(Lv.13),700101513,700101501,190194912,2
724,코코(Lv.14),700101514,700101501,190194913,2
725,코코(Lv.15),700101515,700101501,190194914,2
726,코코(Lv.16),700101516,700101501,190194915,2
727,코코(Lv.17),700101517,700101501,190194916,2
728,코코(Lv.18),700101518,700101501,190194917,2
729,코코(Lv.19),700101519,700101501,190194918,2
730,코코(Lv.20),700101520,700101501,190194919,2
731,채광로봇 알(Lv.2),700101602,700101601,190194901,2
732,채광로봇 알(Lv.3),700101603,700101601,190194902,2
733,채광로봇 알(Lv.4),700101604,700101601,190194903,2
734,채광로봇 1호(Lv.5),700101605,700101601,190194904,2
735,쥐돌이 알(Lv.2),700101702,700101701,190194901,2
736,쥐돌이 알(Lv.3),700101703,700101701,190194902,2
737,쥐돌이 알(Lv.4),700101704,700101701,190194903,2
738,아기 쥐돌이(Lv.5),700101705,700101701,190194904,2
739,아기 쥐돌이(Lv.6),700101706,700101701,190194905,2
740,아기 쥐돌이(Lv.7),700101707,700101701,190194906,2
741,아기 쥐돌이(Lv.8),700101708,700101701,190194907,2
742,아기 쥐돌이(Lv.9),700101709,700101701,190194908,2
743,쥐돌이(Lv.10),700101710,700101701,190194909,2
744,쥐돌이(Lv.11),700101711,700101701,190194910,2
745,쥐돌이(Lv.12),700101712,700101701,190194911,2
746,쥐돌이(Lv.13),700101713,700101701,190194912,2
747,쥐돌이(Lv.14),700101714,700101701,190194913,2
748,쥐돌이(Lv.15),700101715,700101701,190194914,2
749,쥐돌이(Lv.16),700101716,700101701,190194915,2
750,쥐돌이(Lv.17),700101717,700101701,190194916,2
751,쥐돌이(Lv.18),700101718,700101701,190194917,2
752,쥐돌이(Lv.19),700101719,700101701,190194918,2
753,쥐돌이(Lv.20),700101720,700101701,190194919,2
754,초키 알(Lv.2),700101802,700101801,190194901,2
755,초키 알(Lv.3),700101803,700101801,190194902,2
756,초키 알(Lv.4),700101804,700101801,190194903,2
757,아기 초키(Lv.5),700101805,700101801,190194904,2
758,아기 초키(Lv.6),700101806,700101801,190194905,2
759,아기 초키(Lv.7),700101807,700101801,190194906,2
760,아기 초키(Lv.8),700101808,700101801,190194907,2
761,아기 초키(Lv.9),700101809,700101801,190194908,2
762,초키(Lv.10),700101810,700101801,190194909,2
763,초키(Lv.11),700101811,700101801,190194910,2
764,초키(Lv.12),700101812,700101801,190194911,2
765,초키(Lv.13),700101813,700101801,190194912,2
766,초키(Lv.14),700101814,700101801,190194913,2
767,초키(Lv.15),700101815,700101801,190194914,2
768,초키(Lv.16),700101816,700101801,190194915,2
769,초키(Lv.17),700101817,700101801,190194916,2
770,초키(Lv.18),700101818,700101801,190194917,2
771,초키(Lv.19),700101819,700101801,190194918,2
772,초키(Lv.20),700101820,700101801,190194919,2
773,프리링 알(Lv.2),700101902,700101901,190194901,2
774,프리링 알(Lv.3),700101903,700101901,190194902,2
775,프리링 알(Lv.4),700101904,700101901,190194903,2
776,아기 프리링(Lv.5),700101905,700101901,190194904,2
777,아기 프리링(Lv.6),700101906,700101901,190194905,2
778,아기 프리링(Lv.7),700101907,700101901,190194906,2
779,아기 프리링(Lv.8),700101908,700101901,190194907,2
780,아기 프리링(Lv.9),700101909,700101901,190194908,2
781,프리링(Lv.10),700101910,700101901,190194909,2
782,프리링(Lv.11),700101911,700101901,190194910,2
783,프리링(Lv.12),700101912,700101901,190194911,2
784,프리링(Lv.13),700101913,700101901,190194912,2
785,프리링(Lv.14),700101914,700101901,190194913,2
786,프리링(Lv.15),700101915,700101901,190194914,2
787,프리링(Lv.16),700101916,700101901,190194915,2
788,프리링(Lv.17),700101917,700101901,190194916,2
789,프리링(Lv.18),700101918,700101901,190194917,2
790,프리링(Lv.19),700101919,700101901,190194918,2
791,프리링(Lv.20),700101920,700101901,190194919,2
792,이벤트 냥이 알(Lv.2),700102002,700102001,190194901,2
793,이벤트 냥이 알(Lv.3),700102003,700102001,190194902,2
794,이벤트 냥이 알(Lv.4),700102004,700102001,190194903,2
795,이벤트 아기 냥이(Lv.5),700102005,700102001,190194904,2
796,이벤트 아기 냥이(Lv.6),700102006,700102001,190194905,2
797,이벤트 아기 냥이(Lv.7),700102007,700102001,190194906,2
798,이벤트 아기 냥이(Lv.8),700102008,700102001,190194907,2
799,이벤트 아기 냥이(Lv.9),700102009,700102001,190194908,2
800,이벤트 냥이(Lv.10),700102010,700102001,190194909,2
801,이벤트 냥이(Lv.11),700102011,700102001,190194910,2
802,이벤트 냥이(Lv.12),700102012,700102001,190194911,2
803,이벤트 냥이(Lv.13),700102013,700102001,190194912,2
804,이벤트 냥이(Lv.14),700102014,700102001,190194913,2
805,이벤트 냥이(Lv.15),700102015,700102001,190194914,2
806,이벤트 냥이(Lv.16),700102016,700102001,190194915,2
807,이벤트 냥이(Lv.17),700102017,700102001,190194916,2
808,이벤트 냥이(Lv.18),700102018,700102001,190194917,2
809,이벤트 냥이(Lv.19),700102019,700102001,190194918,2
810,이벤트 냥이(Lv.20),700102020,700102001,190194919,2
811,스윗엔젤 알(Lv.2),700102102,700102101,190194901,2
812,스윗엔젤 알(Lv.3),700102103,700102101,190194902,2
813,스윗엔젤 알(Lv.4),700102104,700102101,190194903,2
814,아기 스윗엔젤(Lv.5),700102105,700102101,190194904,2
815,아기 스윗엔젤(Lv.6),700102106,700102101,190194905,2
816,아기 스윗엔젤(Lv.7),700102107,700102101,190194906,2
817,아기 스윗엔젤(Lv.8),700102108,700102101,190194907,2
818,아기 스윗엔젤(Lv.9),700102109,700102101,190194908,2
819,스윗엔젤(Lv.10),700102110,700102101,190194909,2
820,스윗엔젤(Lv.11),700102111,700102101,190194910,2
821,스윗엔젤(Lv.12),700102112,700102101,190194911,2
822,스윗엔젤(Lv.13),700102113,700102101,190194912,2
823,스윗엔젤(Lv.14),700102114,700102101,190194913,2
824,스윗엔젤(Lv.15),700102115,700102101,190194914,2
825,스윗엔젤(Lv.16),700102116,700102101,190194915,2
826,스윗엔젤(Lv.17),700102117,700102101,190194916,2
827,스윗엔젤(Lv.18),700102118,700102101,190194917,2
828,스윗엔젤(Lv.19),700102119,700102101,190194918,2
829,스윗엔젤(Lv.20),700102120,700102101,190194919,2
830,다크데빌 알(Lv.2),700102202,700102201,190194901,2
831,다크데빌 알(Lv.3),700102203,700102201,190194902,2
832,다크데빌 알(Lv.4),700102204,700102201,190194903,2
833,아기 다크데빌(Lv.5),700102205,700102201,190194904,2
834,아기 다크데빌(Lv.6),700102206,700102201,190194905,2
835,아기 다크데빌(Lv.7),700102207,700102201,190194906,2
836,아기 다크데빌(Lv.8),700102208,700102201,190194907,2
837,아기 다크데빌(Lv.9),700102209,700102201,190194908,2
838,다크데빌(Lv.10),700102210,700102201,190194909,2
839,다크데빌(Lv.11),700102211,700102201,190194910,2
840,다크데빌(Lv.12),700102212,700102201,190194911,2
841,다크데빌(Lv.13),700102213,700102201,190194912,2
842,다크데빌(Lv.14),700102214,700102201,190194913,2
843,다크데빌(Lv.15),700102215,700102201,190194914,2
844,다크데빌(Lv.16),700102216,700102201,190194915,2
845,다크데빌(Lv.17),700102217,700102201,190194916,2
846,다크데빌(Lv.18),700102218,700102201,190194917,2
847,다크데빌(Lv.19),700102219,700102201,190194918,2
848,다크데빌(Lv.20),700102220,700102201,190194919,2
849,뚱보팬더 알(Lv.2),700102302,700102301,190194901,2
850,뚱보팬더 알(Lv.3),700102303,700102301,190194902,2
851,뚱보팬더 알(Lv.4),700102304,700102301,190194903,2
852,아기 뚱보팬더(Lv.5),700102305,700102301,190194904,2
853,아기 뚱보팬더(Lv.6),700102306,700102301,190194905,2
854,아기 뚱보팬더(Lv.7),700102307,700102301,190194906,2
855,아기 뚱보팬더(Lv.8),700102308,700102301,190194907,2
856,아기 뚱보팬더(Lv.9),700102309,700102301,190194908,2
857,뚱보팬더(Lv.10),700102310,700102301,190194909,2
858,뚱보팬더(Lv.11),700102311,700102301,190194910,2
859,뚱보팬더(Lv.12),700102312,700102301,190194911,2
860,뚱보팬더(Lv.13),700102313,700102301,190194912,2
861,뚱보팬더(Lv.14),700102314,700102301,190194913,2
862,뚱보팬더(Lv.15),700102315,700102301,190194914,2
863,뚱보팬더(Lv.16),700102316,700102301,190194915,2
864,뚱보팬더(Lv.17),700102317,700102301,190194916,2
865,뚱보팬더(Lv.18),700102318,700102301,190194917,2
866,뚱보팬더(Lv.19),700102319,700102301,190194918,2
867,뚱보팬더(Lv.20),700102320,700102301,190194919,2
868,구미호 알(Lv.2),700102402,700102401,190194901,2
869,구미호 알(Lv.3),700102403,700102401,190194902,2
870,구미호 알(Lv.4),700102404,700102401,190194903,2
871,아기 구미호(Lv.5),700102405,700102401,190194904,2
872,아기 구미호(Lv.6),700102406,700102401,190194905,2
873,아기 구미호(Lv.7),700102407,700102401,190194906,2
874,아기 구미호(Lv.8),700102408,700102401,190194907,2
875,아기 구미호(Lv.9),700102409,700102401,190194908,2
876,구미호(Lv.10),700102410,700102401,190194909,2
877,구미호(Lv.11),700102411,700102401,190194910,2
878,구미호(Lv.12),700102412,700102401,190194911,2
879,구미호(Lv.13),700102413,700102401,190194912,2
880,구미호(Lv.14),700102414,700102401,190194913,2
881,구미호(Lv.15),700102415,700102401,190194914,2
882,구미호(Lv.16),700102416,700102401,190194915,2
883,구미호(Lv.17),700102417,700102401,190194916,2
884,구미호(Lv.18),700102418,700102401,190194917,2
885,구미호(Lv.19),700102419,700102401,190194918,2
886,구미호(Lv.20),700102420,700102401,190194919,2
887,텐구 알(Lv.2),700102502,700102501,190194901,2
888,텐구 알(Lv.3),700102503,700102501,190194902,2
889,텐구 알(Lv.4),700102504,700102501,190194903,2
890,아기 텐구(Lv.5),700102505,700102501,190194904,2
891,아기 텐구(Lv.6),700102506,700102501,190194905,2
892,아기 텐구(Lv.7),700102507,700102501,190194906,2
893,아기 텐구(Lv.8),700102508,700102501,190194907,2
894,아기 텐구(Lv.9),700102509,700102501,190194908,2
895,텐구(Lv.10),700102510,700102501,190194909,2
896,텐구(Lv.11),700102511,700102501,190194910,2
897,텐구(Lv.12),700102512,700102501,190194911,2
898,텐구(Lv.13),700102513,700102501,190194912,2
899,텐구(Lv.14),700102514,700102501,190194913,2
900,텐구(Lv.15),700102515,700102501,190194914,2
901,텐구(Lv.16),700102516,700102501,190194915,2
902,텐구(Lv.17),700102517,700102501,190194916,2
903,텐구(Lv.18),700102518,700102501,190194917,2
904,텐구(Lv.19),700102519,700102501,190194918,2
905,텐구(Lv.20),700102520,700102501,190194919,2
906,포코타알(Lv.2),190194901,700102602,190195001,1
907,포코타알(Lv.3),190194902,700102603,190195001,1
908,포코타알(Lv.4),190194903,700102604,190195001,1
909,아기 포코타(Lv.5),190194904,700102605,190195001,1
910,아기 포코타(Lv.6),190194905,700102606,190195001,1
911,아기 포코타(Lv.7),190194906,700102607,190195001,1
912,아기 포코타(Lv.8),190194907,700102608,190195001,1
913,아기 포코타(Lv.9),190194908,700102609,190195001,1
914,포코타(Lv.10),190194909,700102610,190195001,1
915,포코타(Lv.11),190194910,700102611,190195001,1
916,포코타(Lv.12),190194911,700102612,190195001,1
917,포코타(Lv.13),190194912,700102613,190195001,1
918,포코타(Lv.14),190194913,700102614,190195001,1
919,포코타(Lv.15),190194914,700102615,190195001,1
920,포코타(Lv.16),190194915,700102616,190195001,1
921,포코타(Lv.17),190194916,700102617,190195001,1
922,포코타(Lv.18),190194917,700102618,190195001,1
923,포코타(Lv.19),190194918,700102619,190195001,1
924,포코타(Lv.20),190194919,700102620,190195001,1
925,꼬마 포코타,190194919,700102621,190195001,1
926,포코타알(Lv.2),700102602,700102601,190194901,2
927,포코타알(Lv.3),700102603,700102601,190194902,2
928,포코타알(Lv.4),700102604,700102601,190194903,2
929,아기 포코타(Lv.5),700102605,700102601,190194904,2
930,아기 포코타(Lv.6),700102606,700102601,190194905,2
931,아기 포코타(Lv.7),700102607,700102601,190194906,2
932,아기 포코타(Lv.8),700102608,700102601,190194907,2
933,아기 포코타(Lv.9),700102609,700102601,190194908,2
934,포코타(Lv.10),700102610,700102601,190194909,2
935,포코타(Lv.11),700102611,700102601,190194910,2
936,포코타(Lv.12),700102612,700102601,190194911,2
937,포코타(Lv.13),700102613,700102601,190194912,2
938,포코타(Lv.14),700102614,700102601,190194913,2
939,포코타(Lv.15),700102615,700102601,190194914,2
940,포코타(Lv.16),700102616,700102601,190194915,2
941,포코타(Lv.17),700102617,700102601,190194916,2
942,포코타(Lv.18),700102618,700102601,190194917,2
943,포코타(Lv.19),700102619,700102601,190194918,2
944,포코타(Lv.20),700102620,700102601,190194919,2
945,기품있는 꼬마 너티디노,190194919,700100223,190195001,1
946,기품있는 너티디노,190194919,700100222,190195001,1
947,새침한 꼬마 너티디노,190194919,700100225,190195001,1
948,새침한 너티디노,190194919,700100224,190195001,1
949,기품있는 꼬마 페어리디노,190194919,700100323,190195001,1
950,기품있는 페어리디노,190194919,700100322,190195001,1
951,새침한 꼬마 페어리디노,190194919,700100325,190195001,1
952,새침한 페어리디노,190194919,700100324,190195001,1
953,기품있는 꼬마 눈송이곰,190194919,700100423,190195001,1
954,기품있는 눈송이곰,190194919,700100422,190195001,1
955,새침한 꼬마 눈송이곰,190194919,700100425,190195001,1
956,새침한 눈송이곰,190194919,700100424,190195001,1
957,기품있는 꼬마 황금돼지,190194919,700100523,190195001,1
958,기품있는 황금돼지,190194919,700100522,190195001,1
959,새침한 꼬마 황금돼지,190194919,700100525,190195001,1
960,새침한 황금돼지,190194919,700100524,190195001,1
961,기품있는 꼬마 삽살이,190194919,700100623,190195001,1
962,기품있는 삽살이,190194919,700100622,190195001,1
963,새침한 꼬마 삽살이,190194919,700100625,190195001,1
964,새침한 삽살이,190194919,700100624,190195001,1
965,기품있는 꼬마 냥이,190194919,700100723,190195001,1
966,기품있는 냥이,190194919,700100722,190195001,1
967,새침한 꼬마 냥이,190194919,700100725,190195001,1
968,새침한 냥이,190194919,700100724,190195001,1
969,기품있는 꼬마 앵앵이,190194919,700100823,190195001,1
970,기품있는 앵앵이,190194919,700100822,190195001,1
971,애교있는 꼬마 앵앵이,190194919,700100825,190195001,1
972,애교있는 앵앵이,190194919,700100824,190195001,1
973,기품있는 꼬마 펠리컨,190194919,700100923,190195001,1
974,기품있는 펠리컨,190194919,700100922,190195001,1
975,애교있는 꼬마 펠리컨,190194919,700100925,190195001,1
976,애교있는 펠리컨,190194919,700100924,190195001,1
977,기품있는 꼬마 팬더,190194919,700101123,190195001,1
978,기품있는 팬더,190194919,700101122,190195001,1
979,새침한 꼬마 팬더,190194919,700101125,190195001,1
980,새침한 팬더,190194919,700101124,190195001,1
