ID,_Subject,_Question,_Ex_1,_Ex_2,_Ex_3,_Ex_4,_Ex_5
242,1,位於比弗羅斯特的神秘空間是？,瓦爾哈拉,黑色石塔,守護小屋,香格里拉,克杜卡的心臟
243,1,奧利佛的國軍統帥是？,納伊,娜伊,馬伊,巴伊,萊伊
244,1,被稱為「星星大地」的，世上最神奇的大陸是？,普雷伊奧斯,吉恩蒂亞,亞斯卡勒特,米勒坎蒂亞,沒有正確答案
245,1,公會旅館的夏拉亞賽蘿的職業是？,聖殿騎士,神騎士,武術家,劍鬥士,狙擊手
246,1,聯合公會的治安負責人是？,愛因斯特,雷娜,傑伊特,莎拉,魔法師
247,1,諸神的使者——次神[奧爾卡]的領域，又被稱為翱翔島的地方是？,無限回廊,星光平原,利利樂,被遺忘的平原,艾爾 亞諾樂平原
248,1,銀光住宅是幾層結構？,5層,4層,6層,7層,8層
249,1,誰不是銀光住宅裡的星星矮人？,瑪比,娜比,多比,拉比,卡比
250,1,銀光住宅入口處的月精靈巡邏隊叫什麼名字？,巴勒夏,米勒夏,娜勒夏,莎勒夏,哈勒夏
251,1,充滿魔力的大氣聚集而成的神秘的天上海洋是？,天空海,時空海,飛空海,無公海,加工海
252,1,擁有吉恩蒂亞最尖端科技的地方是？,亞特蘭提斯,米德卡勒特,貝斯,艾利亞斯,龍京
253,1,擺在吉納蒂亞戰士領域的石像是誰的石像？,貞德,正德,賓得,民德,漢德
254,1,誰是吉恩蒂亞所有聖殿騎士的領導者，而且是吉恩蒂亞的第一位神騎士？,普拉蒂娜,卡馬茵,芮利雅,艾伊爾,詩牧雷哥
255,1,得到野蠻族獻上的芭比人偶後開始幫助他們的森林大王是誰？,森林金剛,愛心金剛,芭比金剛,拉裡金剛,金錢金剛
256,1,遊擊騎士團的據點在什麼地方？,飛空艇,飛空府,飛空隊,飛空港,飛空網
257,1,外表清秀卻最兇惡的怪物少女是？,依萊佳,哈雷茵少女,盧塞利亞,貓神少女,葩娜
258,1,在水耕農場管理農作物的工作機器人2號是？,柯鬥,沃參,波茲,可愛機器人,破碎機
259,1,NPC修普勒的功能不包括哪個？,屬性重新分配,建立公會,解散公會,公會大廳服務,沒有正確答案
260,1,尚恩在艾利亞斯武器店工作了幾年？,3年,4年,2年,5年,6年
261,1,朵莉亞在物品店工作了幾年？,7年,5年,8年,6年,9年
262,1,龍京地區的傳送點石塔不包括哪一個？,大蘋果之城,阿爾卡笛亞,龍祭城,老虎寺,山嶽休息地
263,1,無限回廊的魔法師們製作的大門是？,魔法之門,魔力之門,虛空之門,神秘之門,古怪之門
264,1,強大的高階火精靈是誰？,伊普莉特,飛翔護甲,拉伊沃德,德古氏,蛇龍其卡斯
265,1,來自另一個世界的魔物中，屬於最高階魔族/神族之一的存在是？,羅基,盧奇,樂奇,拉基,萊奇
266,1,估計是帝國軍的可疑飛空艇墜落的地點是？,飛空艇墜落地帶,飛空艇降落地帶,飛空艇侵略地帶,飛空艇統治地帶,飛空艇廢墟地帶
267,1,儲存常用的指令或聊天語句的功能是？,聊天巨集,聊天儲存,聊天記錄,自動聊天,快速聊天
268,1,不屬於生活技能的是？,爬繩,點火,跑跳,採集,聆聽
269,1,能對整個頻道說話的功能物品是？,麥克風,揚聲器,?喊,答錄機,播放機
270,1,能讓玩家原地復活的物品是？,復活精髓,不屈的意志,轉世的精華,原地復活,復活聖水
271,1,學習表情的方法是？,用學習書學習,用遊戲幣學習,通過NPC學習,到達一定等級後學習,自動學習
272,1,食性如餓鬼般殘暴的魔鳥是？,鷹身女妖,冰原女獵手,拉巴娜,冰魔卡妙,藍色芙尼克斯
273,1,不存在的公會傾向是？,破壞,中立,秩序,混沌,沒有正確答案
274,1,沒有隱藏功能的是？,隱藏角色,隱藏快捷欄,隱藏小地圖,隱藏玩家名稱,隱藏聊天視窗
275,1,位於陰森住宅庭園地區的NPC叫什麼?,魯娜蕾希,亡靈巫師,胖芭莉拉,露娜,露娜奈拉
276,1,可移動至普雷伊奧斯地區的村莊是?,米德卡勒特,貝羅斯,艾利亞斯,亞特蘭提斯,鋼鐵都市
277,1,移動至癩蛤蟆島的NPC納伊在哪個地區?,亞特蘭提斯,艾利亞斯機場,米德卡勒特,阿法,貝斯
278,1,以下副本的名稱中正確的是?,香格里拉,死龍巢穴,蜂蜜年糕地區,十七的月,班哈拉
279,1,位於艾利亞斯王宮門口的NPC名字正確的是?,蘭花,迎春花,向日葵,北君,白菜
280,1,在艾利亞斯經營物品店，喜歡釣魚的NPC名字是?,夏奴伊,夏奴西,姜太公,釣魚達人,夏老人
281,1,出現在古木林怪物名字是?,小綠龍,小律龍,耶比妹妹,沃參,竹偶
282,1,老虎寺副本的BOSS怪物名字是?,狐仙蕾蕾,貓仙蕾蕾,拉伊拉伊,老虎拳教練,白虎
283,1,無法從阿法港口前往的地區是?,幽靈海盜船,阿法都市,黑暗森林,奧爾卡海邊,沒有這種地方
284,1,位於黑暗森林地區的亞伊薩妹妹的名字是?,舞姬,亞伊琳,米琪,賽蘿,沃參
285,1,可從黑暗森林地區前往，且構造為迷宮的住宅是?,陰森住宅,陰森森住宅,陰沉住宅,德古拉住宅,帝寶
286,1,能前往幽靈海盜船的殺人鯨號可在哪個村莊搭乘?,貝斯,阿法,艾利亞斯,亞特蘭提斯,貝羅斯
287,1,位於小章魚神殿入口的薩伊安有幾隻腳?,8,9,10,11,12
288,1,位於小章魚神殿入口的薩伊安拿著什麼顏色的玫瑰?,藍色,紅色,黃色,紫色,橘黃色
289,1,不停發展亞斯卡勒特最新科學精隨的研究設施在哪裡?,D-拉伯,D-拉芙,O-利芙,D-勒伯,D-利芙
290,1,位於天空海的石塔名字正確的是?,暴風監視者石塔,天空石塔,愛麗絲石塔,奧爾卡石塔,散落的碎片石塔
291,1,艾利亞斯精品店的寶妮拿在手上的刷子是什麼顏色?,粉紅色,紫色,黑色,黃色,橘色
292,1,在米德卡勒特戰鬥用品店販賣武器的NPC是穆基卡。請問穆基卡的種族是?,精靈,人類,小矮人,哥布林,妖精
293,1,這裡是連接吉恩蒂亞的米德卡勒特和普雷伊奧斯的天空海的通道。請問這裡是?,神秘森林,被遺忘的平原,黑暗森林,貝勒翰之橋,利利樂
294,1,體格健壯，幫忙收發郵件的郵差身體是什麼顏色的?,紅色,黃色,紫色,藍色,綠色
295,1,此地區可透過雨林地帶到達，而且是螞蟻怪物們棲息的地方，請問此地區是?,螞蟻洞窟,螞蟻巢穴,螞蟻地獄,山嶽洞窟,地下洞穴
296,1,彩虹島物語正確的英文拼法是?,LaTale,LaTele,LeTale,LaTaie,LaTeile
297,1,地獄之門的BOSS怪物，在北歐神話中是治理著死亡之國的女王，請問此怪物是?,霍爾,哈迪斯,訶爾,撒旦,閻羅王
298,1,前往怪物塔和美女NPC安妮所在的大蘋果之城唯一辦法是?,在艾利亞斯機場搭乘飛機,在鋼鐵都市利用傳送門移動,在廢鐵溪谷利用傳送門移動,在貝斯港口搭船,在太空梭發射台搭乘基礎號!
299,1,可轉職為副職業的等級是幾等?,140,100,50,80,150
300,1,下列不屬於飛行怪物的是?,司戴高,蝙蝠,蜂鳥,蜂怪戰士,翼手龍
301,1,米德卡勒特的NPC歐羅拉販賣的東西是?,拼圖,武器,防具,首飾,寵物物品
302,1,出現在怪物塔110層的怪物是?,塔之吟遊詩人珍,潘朵拉,斯諾比王,舞扇忍者,雪爾奇
303,1,出現在怪物塔130層的怪物是?,耶比妹妹大魔王,皮克羅大魔王,無聊大魔王,大王哥布林,克利林大魔王
304,1,要消滅海龍王所需的道具是?,勇者之劍,無懼之劍,龍神劍,龍之戰鬥劍,天雷魔劍
305,1,在精靈城統治著童話國的夫妻名字是?,歐備倫與泰翼娜,寶尼與伏慈,貝爾利與特伊,吉婕兒與胡桃鉗,利貝倫與泰翼娜
306,1,囚禁神秘地帶貴族們的監獄名稱是?,黑塔,赤塔,監獄塔,封印塔,無形塔
307,1,奴役星座峭壁魯塞利亞的少女是?,潘朵拉,露娜,女妖,夏拉,巴勒夏
308,1,守護星星搖籃利利樂的星騎士們死後變成什麼?,星之守護者,改造大師,星光收藏者,星光防禦者,星光保護者
309,1,星星搖籃英雄王BOSS怪物的名字是?,提修斯,傑努司,斯塔勒特,魯茲曼,核心守護者
310,1,由於體型太大，看不到全身的怪物是?,雷龍,翼手龍,司戴高,劍齒虎,小紫龍
311,1,貝斯販賣道具的NPC名字是?,奴安,柔安,露安,穆亞,朱安
312,1,位於龍京屋頂上的是?,沃參,春參,馬參,奉參,羅參
313,1,奧利佛都市的奧利佛原本是什麼東西的名字?,星船,宇宙船,列車,飛機,機車
314,1,彩虹之路指的是什麼?,比佛羅斯特,機庫,水族館,餅乾花園,春植地下通道
315,1,被稱為清晨的雞鳴聲，同時也是混沌、矛盾與二律相悖的支配者的是誰?,喬安潘,潘朵拉,霍爾,可雅,芙尼克斯
316,1,對阿卡修拉最了解的僧侶是?,宣聖,神聖,山聖,秀聖,詩聖
317,1,被稱為察布亞王國的都市是?,貝斯,阿法,亞特蘭提斯,米德卡勒特,龍京
318,1,娜比喜歡做什麼?,遊戲,看書,料理,工作,睡覺
319,1,進入貝爾法圖書館秘密書庫的精靈法師是?,萊莉,莉茲,佩爾,普拉蒂娜,安娜史塔莎
320,1,想申請結婚必須找哪位NPC?,艾薩克,莉莉安,摩莉絲,波利斯,西斯蒂娜
321,1,擁有變身為蛇的能力並滅掉泰勒族的種族是?,阿卡修拉,精靈,獸人,小矮人,人類
322,1,來自雪原的少數民族，正在尋找如意的少女是?,雪爾奇,冰女,雪女,毛絨球,鷹身女妖
323,1,愛麗絲一行人中，協助尋找馬伊諾寶石的人是?,範繼宇,穆亞,喬安潘,卡茲諾,喬艾
324,1,從東方大陸來到吉恩蒂亞的狐妖，也是彩虹島物語最強者之一的是?,狐仙蕾蕾,老虎拳師傅,犬身少俠,貓身娘娘,虎狼拳師傅
325,1,將海龍王封印在已冷卻的心臟裡的巫女是?,卡蒂亞•舒,卡蒂亞•優,卡蒂亞•宓,卡蒂亞•漾,卡蒂亞•嘉
326,1,解散公會後幾天內不能重新加入及創建公會?,3天,2天,1天,4天,5天
327,1,公會等級最高能升到幾級?,15級,13級,18級,20級,25級
328,1,為了獲得珍貴的魚，在貝羅斯可入場的地區是?,彩虹釣魚場,彩虹居酒屋,彩虹熱炒店,彩虹島水庫,彩虹島水族館
329,1,何者是彩虹島物語的伺服器名稱?,小章魚,愛麗絲,卡茲諾,雷比,穆亞
330,1,貝羅斯、艾利亞斯等所在的大陸是?,吉恩蒂亞,普雷伊奧斯,東方大陸,歐亞大陸,亞特蘭提斯大陸
331,1,查看世界地圖的快捷鍵是?,W,M,O,K,T
332,1,艾利亞斯有幾個郵差?,2,0,1,3,4
333,1,何者不是可在詳細地圖中查看的資訊?,公會成員,我的位置,隊員,傳送門,石塔/碑石
334,1,與艾利亞斯王宮NPC南宮距離最近的NPC是?,春花,蓮花,迎花,金花,蘭花
335,1,位於貝羅斯都市最左方，給予冒險家協助的NPC是?,亞瑟絲,紅色阿飛歐,愛思泰,巴特,洛汗
336,1,在競技場尋找真正勇士的華爾基莉少女NPC是?,貝伊兒,努納貝爾,婷貝爾,金克蓓爾,玲瑪蓓爾
337,1,位於奧亦奇都市最左方的NPC是?,亞美,艾咪,秦,卡莉林,蘿拉
338,1,阿法港口有幾個NPC?,0,1,2,3,4
339,1,善良又活潑的艾利亞斯餐廳女服務生是?,瑪妮,美琳,美蒂,寶妮,雷米
340,1,技能視窗的基本快捷鍵是?,K,S,T,M,P
341,1,將角色的心情以行動表現出來的技能是?,表情符號,行動,特殊技能,組合技能,表現
342,1,控制所有樂器編寫出旋律，使用指揮棒的職業是?,音樂大師,演奏家,幻術師,吟遊詩人,元素使
343,1,下列何者不是出沒於雨林地帶的圖騰怪物?,土圖騰,水圖騰,地圖騰,火圖騰,風圖騰
344,1,在金幣商店購買的物品保管於哪個背包?,金幣背包,寶石背包,彩虹島物語背包,時尚商店背包,免付費背包
345,1,增加背包儲存空間的道具是?,背包擴充,背包追加劑,背包擴充券,四次元口袋,背包變大券
346,1,委託釣魚時使用的是?,委託魚桶,釣魚委託秘藥,釣魚妙藥,委託變更券,委託可樂
347,1,道具圖鑑的基本快捷鍵是?,無,I,Y,T,R
348,1,下列何者不是用三國志服飾兌換券可獲得的道具?,芭蕉扇,諸葛孔明衣服,呂布羽毛髮髻,呂布手套,貂蟬鞋子
349,1,可確認今日運勢的道具是?,算命卡片,運勢卡片,福氣卡片,星座卡片,聖誕卡片
350,1,在公會房間種下種子，使其成長後可獲得特殊收穫的是?,公會植物,公會結晶,公會力量,公會水晶,公會秘藥
351,1,何者不是可透過交易所進行交易的道具?,金幣,時尚裝備,武器,防具,消耗道具
352,1,守護著蛇龍巢穴的BOSS是?,影波克,玄武,人面獅身,海龍王,冰魔卡妙
353,1,守護著香格里拉的BOSS是?,玄武,冰魔卡妙,人面獅身,海龍王,影波克
354,1,何者不是出沒於香格里拉的怪物?,天蛾人,海螺公主,白虎,青蛙王子,真齊天大聖
355,1,守護著瓦爾哈拉的BOSS是?,芙尼克斯,春植,喬安潘,海龍王,潘朵拉
356,1,非戰士系列職業的是?,聖殿騎士,督軍,劍鬥士,幻武劍豪,天之王者
357,1,非騎士系列職業的是?,幻武劍豪,聖殿騎士,武術家,創世主,諸神使者
358,1,非遊俠系列職業的是?,改造大師,寶藏獵人,神槍手,風之潛行者,裁決射手
359,1,非法師系列職業的是?,音樂大師,魔導士,吟遊詩人,流行天王,大毀滅者
360,1,進行1次轉職的地區是?,吉納蒂亞聖地,大蘋果之城,比佛羅斯特,瓦爾哈拉,恐怖村莊
361,1,防禦敵人攻擊的防禦動作操作鍵是?,↓,↑,←,→,↑↑↓↓←→←→BA
362,1,在撿取視窗中，要獲得所有道具須按下什麼鍵?,Shift+Space,Space,Alt+Space,Ctrl+Space,Enter
363,1,降級鑲嵌時，一次最多能降低幾級?,3,1,2,4,5
364,1,要使用寵物商店必須去找哪個NPC?,賽蘿,郵差,莫亞,德尼歐,夏洛
365,1,要登錄道具圖鑑必須去找哪個NPC?,伊克納特,希斯,賽蘿,莫亞,德尼歐
366,1,要鎖定道具必須去找哪個NPC?,夏洛,希斯,賽蘿,郵差,德尼歐
367,1,為了跳得更遠而使用踏板的技能是?,跑跳,挖掘,點火,採礦,大力跳躍
368,1,為了恢復HP和SP必須採取的動作是?,坐下,行走,撿取,奔跑,防衛
369,1,可進行1次轉職的等級是?,50,10,20,30,40
370,1,可進行2次轉職的等級是?,170,50,100,140,87
371,1,在遊戲內不限地點，可公開招募組隊的功能是?,組隊,聊天室,伺服器麥克風,即時通,徵求組隊
372,1,讓公會植物在24小時內快速成長的道具是?,植物催化劑,植物肥料,植物營養劑,植物種子材料,好用的魚餌
373,1,可組隊的人數上限是?,8,4,12,6,10
374,1,吉恩蒂亞大陸不包含哪個地區?,聯合公會,鋼鐵都市,貝斯,米德卡勒特,奧亦奇
375,1,可在釣魚場透過釣魚獲得的道具正確的是?,掉牙的鯊魚,黃金水紋大肚魚,飽足河豚,啞巴鯛魚,牛奶柔順鯉魚
376,1,可在釣魚場透過釣魚獲得的道具正確的是?,龍蝦,銀色大肚魚,膨腹河豚,裝假牙鯊魚,斑紋鯨魚
377,1,退出公會後必須等待幾小時才能重新加入公會?,72小時,24小時,48小時,144小時,96小時
378,1,何者是兌換公會武器所需的道具?,公會金幣,公會徽章兌換券,公會發財兌換券,公會水晶兌換券,公會皇家箱子兌換券
379,1,可使HP和SP恢復90%的特別可樂是?,高級暢快可樂,暢快可樂,高級彩虹可樂,不可口可樂,肥宅快樂水
380,1,除了傳送點外，也能進行傳送的系統是?,導覽手冊,閘門,耶比妹妹小船,彩虹島任意門,地圖點
381,1,狀態介面中沒有的分頁是?,鑲嵌,戰鬥,時尚,特殊,寶石盒
382,1,裝備背包最大可以擴充到幾格?,240格,180格,160格,140格,200格
383,1,創建新角色時自動套用的背包數量是?,48,36,24,12,8
384,1,可使用2段跳躍的等級是?,1,180,3次轉職之後,100,150
385,1,居住在銀河的龍，有著攻擊成功時以5%的機率使用可造成額外傷害增益效果的寵物是?,銀河,白虎,幸運龍,鈕扣兔,金雷歐
386,1,2023年更新的主職業是？,命運守護者,喚雨淨使,御風引者,弧形大師,風之潛行者
387,1,目前彩虹島物語最高一般等級是?,235,200,210,215,230
388,1,增加物理傷害的基本能力值是?,力量,魔力,幸運,體力,迴避
389,1,增加最大HP和防禦力的基本能力值是?,體力,魔力,力量,幸運,武器攻擊力
390,1,增加最大SP和魔法傷害的基本能力值是?,魔力,力量,體力,幸運,迴避
391,1,增加相對爆擊率、屬性發生率的基本能力值是?,幸運,體力,力量,魔力,爆擊傷害
392,1,青空城羅馬競技場副本從幾等級開始可入場?,200,220,201,205,210
393,1,可提升道具階級的系統是?,強化,降級鑲嵌,融合,特殊欄位,寶石盒
394,1,減少道具套用等級限制的系統是?,降級鑲嵌,鑲嵌,強化,刻印石,弱化
395,1,在裝備道具上增加一條新屬性，提升能力值的系統是?,鑲嵌,降級鑲嵌,強化,道具圖鑑,怪物圖鑑
396,1,只有在彩虹島物語能達成的目標，可更加強化自己能力的系統是?,成就,強化,鑲嵌,道具圖鑑,怪物圖鑑
397,1,可將套用於道具的屬性變更為其他屬性的系統是?,屬性重置,降級鑲嵌,聲望,鑲嵌,強化
398,1,防止誤賣或破壞重要道具的系統是?,道具鎖定,道具封印,倉庫,鑲嵌,強化
399,1,讓無法交易的道具在有限次數內可進行交易的系統是?,道具封印,道具鎖定,道具交易,分解,倉庫
400,1,相同伺服器的角色可共享道具的系統是?,倉庫,釣魚,道具共乘,猜謎,分解
401,1,吃了星星成長後，帶給玩家各種禮物的系統是?,吃星星的樹,釣魚,星座,聲望,成就
402,1,可向同一頻道的所有玩家發送訊息的道具是?,頻道麥克風,伺服器麥克風,演藝麥克風,麥克風喬丹,運動麥克風
403,1,奧斯古拉斯臨時營區的商店NPC是?,摩莉絲,巴勒摩,佧羅內,克倫,郵差
404,1,在奧斯古拉斯臨時營區可移動的一般原野地區是?,彼翠樹林,原野地帶,山林地帶,怪物塔,歐若拉森林
405,1,位於青空城羅馬競技場大廳的NPC是?,貝伊兒,努納貝爾,艾溫,佧羅內,摩莉絲
406,1,奧斯古拉斯臨時營區可透過哪個地區移動?,神秘森林,嶄新森林,特別森林,未知森林,熱情森林
407,1,彩虹島物語常駐活動中可以照等級開啟獎勵箱子的活動是？,偉大的啟程,偉大的麵包,尾刀的啟程,偉大的旅途,尾刀的旅途
408,1,在時尚商店特定期間進行販賣，內含特別道具的高級禮物箱子名稱是?,彩虹島物語皇家箱子,彩虹島物語超級箱子,彩虹島物語高級箱子,彩虹島物語時尚箱子,彩虹島物語王家箱子
409,1,位於吉恩蒂亞公園大廳，進行各種兌換及任務、道具交易的NPC是?,公園的少女,公園的淑女,愛因斯特,洛汗,公園的修女
410,1,下列何者是彩虹島物語獎勵幣★回收時間？,3月,4月,7月,8月,不會回收
411,1,下列何者是彩虹島物語特殊獎勵幣★回收時間？,不會回收,3月,4月,7月,8月
412,1,[活動] 裁縫匠人的祕密殘頁一天可以獲得幾個？,1個,8.7個,九又四分之三個,2個,不會獲得
413,1,[活動] 裁縫匠人的心血巨作一天可以獲得幾個？,不會獲得,1個,8.7個,九又四分之三個,2個
414,1,目前彩虹島物語最高超越等級是?,9999,10000,9487,99999,深不可測
415,1,哪一個副本目前沒有「困難」難度？,冰封的世界,青空城羅馬競技場,耶比妹妹庭園,立佩拉市政府,巧克力花園
416,1,到達幾等開始可以挑戰金幣副本？,Lv. 200,Lv. 230,ULv. 1,ULv. 1500,ULv. 2000
417,1,為了帳號安全綁定的OTP登入時會提供幾位數的密碼？,6,7,8,5,10
418,1,職業覺醒其中一項資格需要多少力量/魔力才能達成？,400000,81000,40000,800000,200000
419,1,貝羅斯村莊的富翁耶比所給予的「戰鬥的庇護」需要花費幾個黃金證明?,5個,10個,1個,3個,87個
420,1,傳奇技能任務劇情中，歐若拉希望把情書交給誰？,雷比,卡茲諾,瓊基恩,柳香帥,傑瑞斯
421,1,副本未知的倉庫一共有幾層？,55層,50層,60層,100層,10層
422,1,混沌峽谷中暴走的愛麗絲共有幾對翅膀？,1對,2對,3對,4對,沒有翅膀
423,1,公會「無限迴廊」所在地區名稱為？,翱翔島,艾耶島,普紐瑪,克諾索斯,特洛里
424,1,樂意傳播(快樂玩)代理的彩虹島物語於2016年幾月幾日開服？,7月16日,7月7日,8月7日,7月1日,8月8日
425,1,位於福波斯的貝萊德喜歡的NPC是？,皮歐妮亞,八爾德冽,裔奧,普拉蒂娜,克莉西恩
426,1,地區燃燒之輪是由哪位超人發現的？,煞尼克,玫蒂亞,八爾德冽,裔奧,吉斯卡德
427,1,天之王者使用的武器是？,雙手劍,扇子,雙環刃,魔力卡片,鈍器
428,1,幻武劍豪使用的武器是？,雙刀,槍,雨傘,雙手劍,盾牌
429,1,創世主使用的武器是？,單手劍,寶石短錐,神槍劍,十字弓,匕首
430,1,諸神使者使用的武器是？,拳套,長拳套,扇子,螺旋劍,飛燕劍
431,1,風之潛行者使用的武器是？,弓箭,雙槍,拳套,魔法權杖,魔法矛槍
432,1,裁決射手使用的武器是？,雙槍,十字弓,神擊手,吉他,神槍劍
433,1,大毀滅者使用的武器是？,法杖,吉他,音樂權杖,魔法權杖,爆焰巨錘
434,1,流行天王使用的武器是？,吉他,禦守珠,戰擊拐杖,音樂權杖,拳套
435,1,究極兵甲使用的武器是？,MG,MK,Mark II,FB,IG
436,1,弒魂者使用的武器是?,靈魂石,法杖,單手劍,弓箭,雙手劍
437,1,卡牌大師使用的武器是？,魔力卡片,魔法權杖,遊戲王卡,魔法小卡,金融卡
438,1,浪人劍客使用的武器是？,黑狼玉,雙刀,寶石短錐,武士刀,匕首
439,1,混血天神使用的武器是？,魔法權杖,雨傘,扇子,魔法矛槍,戰擊拐杖
440,1,炙焰天使用的武器是？,爆焰巨錘,寶石短錐,闇影刀,靈魂石,雙手劍
441,1,黑暗追擊者使用的武器是？,鎖鏈劍,西洋劍,雙環刃,靈魂石,闇影刀
442,1,暗影行者使用的武器是？,魔法矛槍,寶石短錐,螺旋劍,飛燕劍,神槍劍
443,1,命運守護者使用的武器是？,雙環刃,螺旋劍,雙刀,雨傘,魔力卡片
444,1,魂之勇者使用的武器是？,螺旋劍,扇子,雨傘,神槍劍,飛燕劍
445,1,劍刃舞者使用的武器是？,飛燕劍,雙環刃,雙刀,雙手劍,單手劍
446,1,恐懼騎士使用的武器是？,長拳套,拳套,戰擊拐杖,禦守珠,神槍劍
447,1,鬥神使用的武器是？,神擊手,魔法權杖,音樂權杖,拳套,鈍器
448,1,幻術師使用的武器是？,戰擊拐杖,魔法鐮刀,靈魂石,水晶球,十字弓
449,1,音樂大師使用的武器是？,音樂權杖,吉他,小提琴,混音器,交響樂團
450,1,忍者大師使用的武器是？,盜賊短劍,匕首,袖劍,爆焰巨錘,拳套
451,1,審判者使用的武器是？,神槍劍,神擊手,神之手,雙手劍,魔法矛槍
452,1,改造大師使用的武器是？,禦守珠,工具箱,黑狼玉,靈魂石,三黑扳手
453,1,寶石之星使用的武器是？,寶石短錐,賢者之石,爆焰巨錘,鈍器,盾牌
454,1,御風引者使用的武器是？,扇子,雨傘,靈符,飛燕劍,單手劍
455,1,喚雨淨使使用的武器是？,雨傘,祈雨石,吹泡泡機,魔法權杖,魔力卡片
456,7,下列選項中哪一個是昆蟲？,獨角仙,獨角獸,獨角戲,獨眼巨人,獨臂神尼
457,7,由碳元素組成的晶體，被稱為寶石中的帝王，在地球上最堅硬的礦物質是？,鑽石,祖母綠,紅寶石,琥珀,水泥
458,7,該行星在黃昏時見於西方天空時稱作長庚星、太白星，黎明前出現在東方天空時稱作啟明星。這是為什麼呢？,水星,金星,火星,木星,土星
459,7,在杯子裡放入冰塊再倒滿水，當杯子裡的冰塊融化時，杯子裡的水會怎麼樣呢？,溢出,減少,保持原狀,消失,蒸發
460,7,下面正確連接元素符號的是？,銅 - Qw,鈉 - Er,鉛 - Ty,鋰 - Ui,氯 - Cl
461,7,從下面的生活工具中可以看出祖先們的哪種生活方式？鐵鍋、石磨、勺子、菜板,衣著,飲食,居住,休閒,趣味
462,7,可以給朋友發送電子郵件或者獲得生活所需的各種知識，而且不去市場也能購買商品的通信手段是？,信件,網格,電話,傳真,互聯網
463,7,如果想瞭解種子的特徵，應該觀察種子的什麼方面呢？,形狀,顏色,大小,形狀和顏色,形狀、顏色和大小
464,7,研究溫度對種子發芽產生的影響時，需要調整的條件是？,溫度,氧氣量,種子大小,給水量,花盆大小
465,7,歌德的《浮士德》裡出現的惡魔是？,梅菲斯特,比爾澤布,阿斯蒙蒂斯,摩洛,路西法
466,7,童話《彼得·潘》裡的虎克船長害怕的是？,鱷魚,叉子,鉤子,鸚鵡,坦克
467,7,馬克吐溫以乘木筏順密西西比河漂流的故事作為線索的作品是？,哈克貝利歷險記,湯姆歷險記,格列佛遊記,達伊的大冒險,南極探險
468,7,《西遊記》裡登場的沙僧原本是住在什麼地方的怪物？,河川,樹林,天上,糞桶,大海
469,7,下面誰不是《西遊記》裡的人物？,張飛,孫悟空,沙悟淨,三藏法師,豬八戒
470,7,下面不屬於《綠野仙蹤》主角群的是？,貓,稻草人,錫人,獅子,桃樂絲
471,7,《霸王別姬》裡的「霸王」指的是誰？,項羽,關羽,劉備,劉邦,呂布
472,7,陪伴泰國民族1000多年的泰國格鬥技是？,拳擊,拳霸,薩瓦迪卡,泰拳,空手道
473,7,4大經典音樂劇中，原著為維克多·雨果的小說的是？,悲慘世界,貓,歌劇魅影,西貢小姐,芝加哥
474,7,6世紀的英國英雄亞瑟王的聖劍名字是？,雌雄雙股劍,赫格尼之劍,太陽劍,巴爾蒙克劍,王者之劍
475,7,被蜘蛛咬傷後獲得特殊力量，可以從手上射出蜘蛛線的英雄，後來被搬上螢幕後也取得了很好的票房成績。請問這位英雄叫什麼名字？,蜘蛛超人,蜘蛛網人,瓢蟲,蜘蛛人,阿拉克尼
476,7,希臘神話裡波塞頓的兒子，名字在希臘語中有「主人」之意。請問這個神叫什麼名字？,彼得·傑克遜,奧亦奇,艾利亞斯,貝羅斯,阿法
477,7,希臘神話中力氣最大，主神宙斯與阿爾克墨涅之子，完成了12項偉績的英雄是？,雷比 亞倫斯,波塞冬,哈迪斯,珀爾修斯,海克力斯
478,7,不屬於交響樂隊的弦樂器是？,小提琴,大提琴,低音提琴,中提琴,吉他
479,7,童話《白雪公主》裡一共有幾名矮人？,1名,3名,5名,7名,9名
480,7,李奧納多·達芬奇的作品，為了表現立體感，用釉料進行了多層特殊處理，而且以神秘的微笑聞名於世。請問這幅畫的名稱是？,波比,蒙娜麗莎的微笑,聖安妮,岩間聖母,戴頭盔的戰士
481,7,李奧納多·達芬奇的名作《最後的晚餐》畫中一共有幾個人？,11人,12人,13人,14人,15人
482,7,巴洛克音樂是幾世紀流行的音樂？,1~2世紀,3~4世紀,16~17世紀,17~18世紀,24~39世紀
483,7,北歐神話中，諸神的住所是？,艾利亞斯,地獄之門,阿斯嘉德,米德卡勒特,水耕農場
484,7,巴西黑人的舞蹈，節拍為2/4拍，以快速熱情作為特徵。請問這是什麼舞蹈？,恰恰舞,森巴舞,倫巴舞,搖擺舞,快步舞
485,7,三國時期蜀漢第一任皇帝，與關羽和張飛桃園結義的人物是？,劉備,孫權,劉禪,劉封,曹操
486,7,西遊記裡，三藏法師奉皇帝之命去取佛經的地方是？,日本,印度,韓國,中國,夏威夷
487,7,這是木琴的一種，上面掛著共鳴器。請問這種打擊樂器的名稱是什麼？,小手鼓,銅鈸,洋鼓,馬林巴琴,定音鼓
