ID,_Name,_Atk,_Def,_Ele,_Luk,_Element,_All_Mix_Dam,_Cri_Dam,_Cri_PRO,_PENETRATION,_Element_Mix_Dam,_Weapon_Dam,_Damage_Absolute,_Hit_Rate,_Character_Lv_Sync,_Mob_Dam,_Boss_Dam,_Elite_Mob,_Elite_Boss
13112,??_156%_?? II,100,0,100,100,100,156,100,100,100,100,100,100,100,1,156,156,100,100
13113,??_156%_?? II,100,0,100,100,100,156,100,100,100,100,100,100,100,1,157,157,100,100
13114,??_157%_?? II,100,0,100,100,100,157,100,100,100,100,100,100,100,1,157,157,100,100
13115,??_157%_?? II,100,0,100,100,100,157,100,100,100,100,100,100,100,1,158,158,100,100
13116,??_158%_?? II,100,0,100,100,100,158,100,100,100,100,100,100,100,1,158,158,100,100
13117,??_158%_?? II,100,0,100,100,100,158,100,100,100,100,100,100,100,1,159,159,100,100
13118,??_159%_?? II,100,0,100,100,100,159,100,100,100,100,100,100,100,1,159,159,100,100
13119,??_159%_?? II,100,0,100,100,100,159,100,100,100,100,100,100,100,1,160,160,100,100
13120,??_160%_?? II,100,0,100,100,100,160,100,100,100,100,100,100,100,1,160,160,100,100
13121,??_160%_?? II,100,0,100,100,100,160,100,100,100,100,100,100,100,1,161,161,100,100
14001,?? 80%,100,0,100,100,100,80,100,100,100,100,100,100,100,1,100,100,100,100
14002,?? 85%,100,0,100,100,100,85,100,100,100,100,100,100,100,1,100,100,100,100
14003,?? 90%,100,0,100,100,100,90,100,100,100,100,100,100,100,1,100,100,100,100
14004,?? 95%,100,0,100,100,100,95,100,100,100,100,100,100,100,1,100,100,100,100
14005,?? 100%,100,0,100,100,100,100,100,100,100,100,100,100,100,1,100,100,100,100
14006,?? 105%,100,0,100,100,100,105,100,100,100,100,100,100,100,1,100,100,100,100
14007,?? 110%,100,0,100,100,100,110,100,100,100,100,100,100,100,1,100,100,100,100
14008,?? 115%,100,0,100,100,100,115,100,100,100,100,100,100,100,1,100,100,100,100
14009,?? 120%,100,0,100,100,100,120,100,100,100,100,100,100,100,1,100,100,100,100
14010,?? 125%,100,0,100,100,100,125,100,100,100,100,100,100,100,1,100,100,100,100
14011,?? 130%,100,0,100,100,100,130,100,100,100,100,100,100,100,1,100,100,100,100
14012,?? 135%,100,0,100,100,100,135,100,100,100,100,100,100,100,1,100,100,100,100
14013,?? 140%,100,0,100,100,100,140,100,100,100,100,100,100,100,1,100,100,100,100
14014,?? 145%,100,0,100,100,100,145,100,100,100,100,100,100,100,1,100,100,100,100
14015,?? 150%,100,0,100,100,100,150,100,100,100,100,100,100,100,1,100,100,100,100
14016,?? 155%,100,0,100,100,100,155,100,100,100,100,100,100,100,1,100,100,100,100
14017,?? 160%,100,0,100,100,100,160,100,100,100,100,100,100,100,1,100,100,100,100
14018,?? 165%,100,0,100,100,100,165,100,100,100,100,100,100,100,1,100,100,100,100
14019,?? 170%,100,0,100,100,100,170,100,100,100,100,100,100,100,1,100,100,100,100
14020,?? 175%,100,0,100,100,100,175,100,100,100,100,100,100,100,1,100,100,100,100
14021,?? 180%,100,0,100,100,100,180,100,100,100,100,100,100,100,1,100,100,100,100
14022,?? 185%,100,0,100,100,100,185,100,100,100,100,100,100,100,1,100,100,100,100
14023,?? 190%,100,0,100,100,100,190,100,100,100,100,100,100,100,1,100,100,100,100
14024,?? 195%,100,0,100,100,100,195,100,100,100,100,100,100,100,1,100,100,100,100
14025,?? 200%,100,0,100,100,100,200,100,100,100,100,100,100,100,1,100,100,100,100
14026,?? 205%,100,0,100,100,100,205,100,100,100,100,100,100,100,1,100,100,100,100
14027,?? 210%,100,0,100,100,100,210,100,100,100,100,100,100,100,1,100,100,100,100
14028,?? 215%,100,0,100,100,100,215,100,100,100,100,100,100,100,1,100,100,100,100
14029,?? 220%,100,0,100,100,100,220,100,100,100,100,100,100,100,1,100,100,100,100
14030,?? 225%,100,0,100,100,100,225,100,100,100,100,100,100,100,1,100,100,100,100
14031,?? 230%,100,0,100,100,100,230,100,100,100,100,100,100,100,1,100,100,100,100
14032,?? 235%,100,0,100,100,100,235,100,100,100,100,100,100,100,1,100,100,100,100
14033,?? 240%,100,0,100,100,100,240,100,100,100,100,100,100,100,1,100,100,100,100
14034,?? 245%,100,0,100,100,100,245,100,100,100,100,100,100,100,1,100,100,100,100
14035,?? 250%,100,0,100,100,100,250,100,100,100,100,100,100,100,1,100,100,100,100
15001,?? 100%,100,0,100,100,100,100,100,100,100,100,100,100,100,1,100,100,100,100
15002,?? 101%,100,0,100,100,100,101,100,100,100,100,100,100,100,1,100,100,100,100
15003,?? 102%,100,0,100,100,100,102,100,100,100,100,100,100,100,1,100,100,100,100
15004,?? 103%,100,0,100,100,100,103,100,100,100,100,100,100,100,1,100,100,100,100
15005,?? 104%,100,0,100,100,100,104,100,100,100,100,100,100,100,1,100,100,100,100
15006,?? 105%,100,0,100,100,100,105,100,100,100,100,100,100,100,1,100,100,100,100
15007,?? 106%,100,0,100,100,100,106,100,100,100,100,100,100,100,1,100,100,100,100
15008,?? 107%,100,0,100,100,100,107,100,100,100,100,100,100,100,1,100,100,100,100
15009,?? 108%,100,0,100,100,100,108,100,100,100,100,100,100,100,1,100,100,100,100
15010,?? 109%,100,0,100,100,100,109,100,100,100,100,100,100,100,1,100,100,100,100
15011,?? 110%,100,0,100,100,100,110,100,100,100,100,100,100,100,1,100,100,100,100
15012,?? 111%,100,0,100,100,100,111,100,100,100,100,100,100,100,1,100,100,100,100
15013,?? 112%,100,0,100,100,100,112,100,100,100,100,100,100,100,1,100,100,100,100
15014,?? 113%,100,0,100,100,100,113,100,100,100,100,100,100,100,1,100,100,100,100
15015,?? 114%,100,0,100,100,100,114,100,100,100,100,100,100,100,1,100,100,100,100
15016,?? 115%,100,0,100,100,100,115,100,100,100,100,100,100,100,1,100,100,100,100
15017,?? 116%,100,0,100,100,100,116,100,100,100,100,100,100,100,1,100,100,100,100
15018,?? 117%,100,0,100,100,100,117,100,100,100,100,100,100,100,1,100,100,100,100
15019,?? 118%,100,0,100,100,100,118,100,100,100,100,100,100,100,1,100,100,100,100
15020,?? 119%,100,0,100,100,100,119,100,100,100,100,100,100,100,1,100,100,100,100
15021,?? 120%,100,0,100,100,100,120,100,100,100,100,100,100,100,1,100,100,100,100
15022,?? 121%,100,0,100,100,100,121,100,100,100,100,100,100,100,1,100,100,100,100
15023,?? 122%,100,0,100,100,100,122,100,100,100,100,100,100,100,1,100,100,100,100
15024,?? 123%,100,0,100,100,100,123,100,100,100,100,100,100,100,1,100,100,100,100
15025,?? 124%,100,0,100,100,100,124,100,100,100,100,100,100,100,1,100,100,100,100
15026,?? 125%,100,0,100,100,100,125,100,100,100,100,100,100,100,1,100,100,100,100
15027,?? 126%,100,0,100,100,100,126,100,100,100,100,100,100,100,1,100,100,100,100
15028,?? 127%,100,0,100,100,100,127,100,100,100,100,100,100,100,1,100,100,100,100
15029,?? 128%,100,0,100,100,100,128,100,100,100,100,100,100,100,1,100,100,100,100
15030,?? 129%,100,0,100,100,100,129,100,100,100,100,100,100,100,1,100,100,100,100
16001,?? 80%,100,0,100,100,100,80,100,100,100,100,100,100,100,1,100,100,100,100
16002,?? 84%,100,0,100,100,100,84,100,100,100,100,100,100,100,1,100,100,100,100
16003,?? 88%,100,0,100,100,100,88,100,100,100,100,100,100,100,1,100,100,100,100
16004,?? 92%,100,0,100,100,100,92,100,100,100,100,100,100,100,1,100,100,100,100
16005,?? 96%,100,0,100,100,100,96,100,100,100,100,100,100,100,1,100,100,100,100
16006,?? 100%,100,0,100,100,100,100,100,100,100,100,100,100,100,1,100,100,100,100
16007,?? 104%,100,0,100,100,100,104,100,100,100,100,100,100,100,1,100,100,100,100
16008,?? 108%,100,0,100,100,100,108,100,100,100,100,100,100,100,1,100,100,100,100
16009,?? 112%,100,0,100,100,100,112,100,100,100,100,100,100,100,1,100,100,100,100
16010,?? 116%,100,0,100,100,100,116,100,100,100,100,100,100,100,1,100,100,100,100
16011,?? 120%,100,0,100,100,100,120,100,100,100,100,100,100,100,1,100,100,100,100
16012,?? 124%,100,0,100,100,100,124,100,100,100,100,100,100,100,1,100,100,100,100
16013,?? 128%,100,0,100,100,100,128,100,100,100,100,100,100,100,1,100,100,100,100
16014,?? 132%,100,0,100,100,100,132,100,100,100,100,100,100,100,1,100,100,100,100
16015,?? 136%,100,0,100,100,100,136,100,100,100,100,100,100,100,1,100,100,100,100
16016,?? 140%,100,0,100,100,100,140,100,100,100,100,100,100,100,1,100,100,100,100
16017,?? 144%,100,0,100,100,100,144,100,100,100,100,100,100,100,1,100,100,100,100
16018,?? 148%,100,0,100,100,100,148,100,100,100,100,100,100,100,1,100,100,100,100
16019,?? 152%,100,0,100,100,100,152,100,100,100,100,100,100,100,1,100,100,100,100
16020,?? 156%,100,0,100,100,100,156,100,100,100,100,100,100,100,1,100,100,100,100
16021,?? 160%,100,0,100,100,100,160,100,100,100,100,100,100,100,1,100,100,100,100
16022,?? 164%,100,0,100,100,100,164,100,100,100,100,100,100,100,1,100,100,100,100
16023,?? 168%,100,0,100,100,100,168,100,100,100,100,100,100,100,1,100,100,100,100
16024,?? 172%,100,0,100,100,100,172,100,100,100,100,100,100,100,1,100,100,100,100
16025,?? 176%,100,0,100,100,100,176,100,100,100,100,100,100,100,1,100,100,100,100
16026,?? 180%,100,0,100,100,100,180,100,100,100,100,100,100,100,1,100,100,100,100
16027,?? 184%,100,0,100,100,100,184,100,100,100,100,100,100,100,1,100,100,100,100
16028,?? 188%,100,0,100,100,100,188,100,100,100,100,100,100,100,1,100,100,100,100
16029,?? 192%,100,0,100,100,100,192,100,100,100,100,100,100,100,1,100,100,100,100
16030,?? 196%,100,0,100,100,100,196,100,100,100,100,100,100,100,1,100,100,100,100
16031,?? 200%,100,0,100,100,100,200,100,100,100,100,100,100,100,1,100,100,100,100
16032,?? 204%,100,0,100,100,100,204,100,100,100,100,100,100,100,1,100,100,100,100
16033,?? 208%,100,0,100,100,100,208,100,100,100,100,100,100,100,1,100,100,100,100
16034,?? 212%,100,0,100,100,100,212,100,100,100,100,100,100,100,1,100,100,100,100
16035,?? 216%,100,0,100,100,100,216,100,100,100,100,100,100,100,1,100,100,100,100
16036,?? 220%,100,0,100,100,100,220,100,100,100,100,100,100,100,1,100,100,100,100
16037,?? 224%,100,0,100,100,100,224,100,100,100,100,100,100,100,1,100,100,100,100
16038,?? 228%,100,0,100,100,100,228,100,100,100,100,100,100,100,1,100,100,100,100
16039,?? 232%,100,0,100,100,100,232,100,100,100,100,100,100,100,1,100,100,100,100
16040,?? 236%,100,0,100,100,100,236,100,100,100,100,100,100,100,1,100,100,100,100
16041,?? 240%,100,0,100,100,100,240,100,100,100,100,100,100,100,1,100,100,100,100
16042,?? 244%,100,0,100,100,100,244,100,100,100,100,100,100,100,1,100,100,100,100
16043,?? 248%,100,0,100,100,100,248,100,100,100,100,100,100,100,1,100,100,100,100
16044,?? 252%,100,0,100,100,100,252,100,100,100,100,100,100,100,1,100,100,100,100
16045,?? 256%,100,0,100,100,100,256,100,100,100,100,100,100,100,1,100,100,100,100
16046,?? 260%,100,0,100,100,100,260,100,100,100,100,100,100,100,1,100,100,100,100
16047,?? 264%,100,0,100,100,100,264,100,100,100,100,100,100,100,1,100,100,100,100
16048,?? 268%,100,0,100,100,100,268,100,100,100,100,100,100,100,1,100,100,100,100
16049,?? 272%,100,0,100,100,100,272,100,100,100,100,100,100,100,1,100,100,100,100
16050,?? 276%,100,0,100,100,100,276,100,100,100,100,100,100,100,1,100,100,100,100
16051,?? 280%,100,0,100,100,100,280,100,100,100,100,100,100,100,1,100,100,100,100
16052,?? 284%,100,0,100,100,100,284,100,100,100,100,100,100,100,1,100,100,100,100
16053,?? 288%,100,0,100,100,100,288,100,100,100,100,100,100,100,1,100,100,100,100
16054,?? 292%,100,0,100,100,100,292,100,100,100,100,100,100,100,1,100,100,100,100
16055,?? 296%,100,0,100,100,100,296,100,100,100,100,100,100,100,1,100,100,100,100
16056,?? 300%,100,0,100,100,100,300,100,100,100,100,100,100,100,1,100,100,100,100
16057,?? 304%,100,0,100,100,100,304,100,100,100,100,100,100,100,1,100,100,100,100
16058,?? 308%,100,0,100,100,100,308,100,100,100,100,100,100,100,1,100,100,100,100
16059,?? 312%,100,0,100,100,100,312,100,100,100,100,100,100,100,1,100,100,100,100
16060,?? 316%,100,0,100,100,100,316,100,100,100,100,100,100,100,1,100,100,100,100
16061,?? 320%,100,0,100,100,100,320,100,100,100,100,100,100,100,1,100,100,100,100
16062,?? 324%,100,0,100,100,100,324,100,100,100,100,100,100,100,1,100,100,100,100
16063,?? 328%,100,0,100,100,100,328,100,100,100,100,100,100,100,1,100,100,100,100
16064,?? 332%,100,0,100,100,100,332,100,100,100,100,100,100,100,1,100,100,100,100
16065,?? 336%,100,0,100,100,100,336,100,100,100,100,100,100,100,1,100,100,100,100
16066,?? 340%,100,0,100,100,100,340,100,100,100,100,100,100,100,1,100,100,100,100
16067,?? 344%,100,0,100,100,100,344,100,100,100,100,100,100,100,1,100,100,100,100
16068,?? 348%,100,0,100,100,100,348,100,100,100,100,100,100,100,1,100,100,100,100
16069,?? 352%,100,0,100,100,100,352,100,100,100,100,100,100,100,1,100,100,100,100
16070,?? 356%,100,0,100,100,100,356,100,100,100,100,100,100,100,1,100,100,100,100
16071,?? 360%,100,0,100,100,100,360,100,100,100,100,100,100,100,1,100,100,100,100
16072,?? 364%,100,0,100,100,100,364,100,100,100,100,100,100,100,1,100,100,100,100
16073,?? 368%,100,0,100,100,100,368,100,100,100,100,100,100,100,1,100,100,100,100
16074,?? 372%,100,0,100,100,100,372,100,100,100,100,100,100,100,1,100,100,100,100
16075,?? 376%,100,0,100,100,100,376,100,100,100,100,100,100,100,1,100,100,100,100
16076,?? 380%,100,0,100,100,100,380,100,100,100,100,100,100,100,1,100,100,100,100
16077,?? 384%,100,0,100,100,100,384,100,100,100,100,100,100,100,1,100,100,100,100
16078,?? 388%,100,0,100,100,100,388,100,100,100,100,100,100,100,1,100,100,100,100
16079,?? 392%,100,0,100,100,100,392,100,100,100,100,100,100,100,1,100,100,100,100
16080,?? 396%,100,0,100,100,100,396,100,100,100,100,100,100,100,1,100,100,100,100
16081,?? 400%,100,0,100,100,100,400,100,100,100,100,100,100,100,1,100,100,100,100
16082,?? 404%,100,0,100,100,100,404,100,100,100,100,100,100,100,1,100,100,100,100
16083,?? 408%,100,0,100,100,100,408,100,100,100,100,100,100,100,1,100,100,100,100
16084,?? 412%,100,0,100,100,100,412,100,100,100,100,100,100,100,1,100,100,100,100
16085,?? 416%,100,0,100,100,100,416,100,100,100,100,100,100,100,1,100,100,100,100
16086,?? 420%,100,0,100,100,100,420,100,100,100,100,100,100,100,1,100,100,100,100
16087,?? 424%,100,0,100,100,100,424,100,100,100,100,100,100,100,1,100,100,100,100
16088,?? 428%,100,0,100,100,100,428,100,100,100,100,100,100,100,1,100,100,100,100
16089,?? 432%,100,0,100,100,100,432,100,100,100,100,100,100,100,1,100,100,100,100
16090,?? 436%,100,0,100,100,100,436,100,100,100,100,100,100,100,1,100,100,100,100
16091,?? 440%,100,0,100,100,100,440,100,100,100,100,100,100,100,1,100,100,100,100
16092,?? 444%,100,0,100,100,100,444,100,100,100,100,100,100,100,1,100,100,100,100
16093,?? 448%,100,0,100,100,100,448,100,100,100,100,100,100,100,1,100,100,100,100
17001,??? 100%,100,0,100,100,100,100,100,100,100,100,100,100,100,1,100,100,100,100
17002,??? 101%,100,0,100,100,100,101,100,100,100,100,100,100,100,1,100,100,100,100
17003,??? 102%,100,0,100,100,100,102,100,100,100,100,100,100,100,1,100,100,100,100
17004,??? 103%,100,0,100,100,100,103,100,100,100,100,100,100,100,1,100,100,100,100
17005,??? 104%,100,0,100,100,100,104,100,100,100,100,100,100,100,1,100,100,100,100
17006,??? 105%,100,0,100,100,100,105,100,100,100,100,100,100,100,1,100,100,100,100
17007,??? 106%,100,0,100,100,100,106,100,100,100,100,100,100,100,1,100,100,100,100
17008,??? 107%,100,0,100,100,100,107,100,100,100,100,100,100,100,1,100,100,100,100
17009,??? 108%,100,0,100,100,100,108,100,100,100,100,100,100,100,1,100,100,100,100
17010,??? 109%,100,0,100,100,100,109,100,100,100,100,100,100,100,1,100,100,100,100
17011,??? 110%,100,0,100,100,100,110,100,100,100,100,100,100,100,1,100,100,100,100
17012,??? 111%,100,0,100,100,100,111,100,100,100,100,100,100,100,1,100,100,100,100
17013,??? 112%,100,0,100,100,100,112,100,100,100,100,100,100,100,1,100,100,100,100
17014,??? 113%,100,0,100,100,100,113,100,100,100,100,100,100,100,1,100,100,100,100
17015,??? 114%,100,0,100,100,100,114,100,100,100,100,100,100,100,1,100,100,100,100
17016,??? 115%,100,0,100,100,100,115,100,100,100,100,100,100,100,1,100,100,100,100
17017,??? 116%,100,0,100,100,100,116,100,100,100,100,100,100,100,1,100,100,100,100
17018,??? 117%,100,0,100,100,100,117,100,100,100,100,100,100,100,1,100,100,100,100
17019,??? 118%,100,0,100,100,100,118,100,100,100,100,100,100,100,1,100,100,100,100
17020,??? 119%,100,0,100,100,100,119,100,100,100,100,100,100,100,1,100,100,100,100
17021,??? 120%,100,0,100,100,100,120,100,100,100,100,100,100,100,1,100,100,100,100
17022,??? 121%,100,0,100,100,100,121,100,100,100,100,100,100,100,1,100,100,100,100
17023,??? 122%,100,0,100,100,100,122,100,100,100,100,100,100,100,1,100,100,100,100
17024,??? 123%,100,0,100,100,100,123,100,100,100,100,100,100,100,1,100,100,100,100
17025,??? 124%,100,0,100,100,100,124,100,100,100,100,100,100,100,1,100,100,100,100
17026,??? 125%,100,0,100,100,100,125,100,100,100,100,100,100,100,1,100,100,100,100
17027,??? 126%,100,0,100,100,100,126,100,100,100,100,100,100,100,1,100,100,100,100
17028,??? 127%,100,0,100,100,100,127,100,100,100,100,100,100,100,1,100,100,100,100
17029,??? 128%,100,0,100,100,100,128,100,100,100,100,100,100,100,1,100,100,100,100
17030,??? 129%,100,0,100,100,100,129,100,100,100,100,100,100,100,1,100,100,100,100
17031,??? 130%,100,0,100,100,100,130,100,100,100,100,100,100,100,1,100,100,100,100
17032,??? 131%,100,0,100,100,100,131,100,100,100,100,100,100,100,1,100,100,100,100
17033,??? 132%,100,0,100,100,100,132,100,100,100,100,100,100,100,1,100,100,100,100
17034,??? 133%,100,0,100,100,100,133,100,100,100,100,100,100,100,1,100,100,100,100
17035,??? 134%,100,0,100,100,100,134,100,100,100,100,100,100,100,1,100,100,100,100
17036,??? 135%,100,0,100,100,100,135,100,100,100,100,100,100,100,1,100,100,100,100
17037,??? 136%,100,0,100,100,100,136,100,100,100,100,100,100,100,1,100,100,100,100
17038,??? 137%,100,0,100,100,100,137,100,100,100,100,100,100,100,1,100,100,100,100
17039,??? 138%,100,0,100,100,100,138,100,100,100,100,100,100,100,1,100,100,100,100
17040,??? 139%,100,0,100,100,100,139,100,100,100,100,100,100,100,1,100,100,100,100
17041,??? 140%,100,0,100,100,100,140,100,100,100,100,100,100,100,1,100,100,100,100
17042,??? 141%,100,0,100,100,100,141,100,100,100,100,100,100,100,1,100,100,100,100
17043,??? 142%,100,0,100,100,100,142,100,100,100,100,100,100,100,1,100,100,100,100
17044,??? 143%,100,0,100,100,100,143,100,100,100,100,100,100,100,1,100,100,100,100
17045,??? 144%,100,0,100,100,100,144,100,100,100,100,100,100,100,1,100,100,100,100
17046,??? 145%,100,0,100,100,100,145,100,100,100,100,100,100,100,1,100,100,100,100
17047,??? 146%,100,0,100,100,100,146,100,100,100,100,100,100,100,1,100,100,100,100
17048,??? 147%,100,0,100,100,100,147,100,100,100,100,100,100,100,1,100,100,100,100
17049,??? 148%,100,0,100,100,100,148,100,100,100,100,100,100,100,1,100,100,100,100
17050,??? 149%,100,0,100,100,100,149,100,100,100,100,100,100,100,1,100,100,100,100
17051,??? 150%,100,0,100,100,100,150,100,100,100,100,100,100,100,1,100,100,100,100
17052,??? 151%,100,0,100,100,100,151,100,100,100,100,100,100,100,1,100,100,100,100
17053,??? 152%,100,0,100,100,100,152,100,100,100,100,100,100,100,1,100,100,100,100
17054,??? 153%,100,0,100,100,100,153,100,100,100,100,100,100,100,1,100,100,100,100
17055,??? 154%,100,0,100,100,100,154,100,100,100,100,100,100,100,1,100,100,100,100
17056,??? 155%,100,0,100,100,100,155,100,100,100,100,100,100,100,1,100,100,100,100
17057,??? 156%,100,0,100,100,100,156,100,100,100,100,100,100,100,1,100,100,100,100
17058,??? 157%,100,0,100,100,100,157,100,100,100,100,100,100,100,1,100,100,100,100
17059,??? 158%,100,0,100,100,100,158,100,100,100,100,100,100,100,1,100,100,100,100
17060,??? 159%,100,0,100,100,100,159,100,100,100,100,100,100,100,1,100,100,100,100
17061,??? 160%,100,0,100,100,100,160,100,100,100,100,100,100,100,1,100,100,100,100
17062,??? 161%,100,0,100,100,100,161,100,100,100,100,100,100,100,1,100,100,100,100
17063,??? 162%,100,0,100,100,100,162,100,100,100,100,100,100,100,1,100,100,100,100
17064,??? 163%,100,0,100,100,100,163,100,100,100,100,100,100,100,1,100,100,100,100
17065,??? 164%,100,0,100,100,100,164,100,100,100,100,100,100,100,1,100,100,100,100
17066,??? 165%,100,0,100,100,100,165,100,100,100,100,100,100,100,1,100,100,100,100
17067,??? 166%,100,0,100,100,100,166,100,100,100,100,100,100,100,1,100,100,100,100
17068,??? 167%,100,0,100,100,100,167,100,100,100,100,100,100,100,1,100,100,100,100
17069,??? 168%,100,0,100,100,100,168,100,100,100,100,100,100,100,1,100,100,100,100
17070,??? 169%,100,0,100,100,100,169,100,100,100,100,100,100,100,1,100,100,100,100
17071,??? 170%,100,0,100,100,100,170,100,100,100,100,100,100,100,1,100,100,100,100
17072,??? 171%,100,0,100,100,100,171,100,100,100,100,100,100,100,1,100,100,100,100
17073,??? 172%,100,0,100,100,100,172,100,100,100,100,100,100,100,1,100,100,100,100
17074,??? 173%,100,0,100,100,100,173,100,100,100,100,100,100,100,1,100,100,100,100
17075,??? 174%,100,0,100,100,100,174,100,100,100,100,100,100,100,1,100,100,100,100
17076,??? 175%,100,0,100,100,100,175,100,100,100,100,100,100,100,1,100,100,100,100
17077,??? 176%,100,0,100,100,100,176,100,100,100,100,100,100,100,1,100,100,100,100
17078,??? 177%,100,0,100,100,100,177,100,100,100,100,100,100,100,1,100,100,100,100
17079,??? 178%,100,0,100,100,100,178,100,100,100,100,100,100,100,1,100,100,100,100
17080,??? 179%,100,0,100,100,100,179,100,100,100,100,100,100,100,1,100,100,100,100
17081,??? 180%,100,0,100,100,100,180,100,100,100,100,100,100,100,1,100,100,100,100
17082,??? 181%,100,0,100,100,100,181,100,100,100,100,100,100,100,1,100,100,100,100
17083,??? 182%,100,0,100,100,100,182,100,100,100,100,100,100,100,1,100,100,100,100
17084,??? 183%,100,0,100,100,100,183,100,100,100,100,100,100,100,1,100,100,100,100
17085,??? 184%,100,0,100,100,100,184,100,100,100,100,100,100,100,1,100,100,100,100
17086,??? 185%,100,0,100,100,100,185,100,100,100,100,100,100,100,1,100,100,100,100
17087,??? 186%,100,0,100,100,100,186,100,100,100,100,100,100,100,1,100,100,100,100
17088,??? 187%,100,0,100,100,100,187,100,100,100,100,100,100,100,1,100,100,100,100
17089,??? 188%,100,0,100,100,100,188,100,100,100,100,100,100,100,1,100,100,100,100
17090,??? 189%,100,0,100,100,100,189,100,100,100,100,100,100,100,1,100,100,100,100
17091,??? 190%,100,0,100,100,100,190,100,100,100,100,100,100,100,1,100,100,100,100
17092,??? 191%,100,0,100,100,100,191,100,100,100,100,100,100,100,1,100,100,100,100
17093,??? 192%,100,0,100,100,100,192,100,100,100,100,100,100,100,1,100,100,100,100
17094,??? 193%,100,0,100,100,100,193,100,100,100,100,100,100,100,1,100,100,100,100
17095,??? 194%,100,0,100,100,100,194,100,100,100,100,100,100,100,1,100,100,100,100
17096,??? 195%,100,0,100,100,100,195,100,100,100,100,100,100,100,1,100,100,100,100
17097,??? 196%,100,0,100,100,100,196,100,100,100,100,100,100,100,1,100,100,100,100
17098,??? 197%,100,0,100,100,100,197,100,100,100,100,100,100,100,1,100,100,100,100
17099,??? 198%,100,0,100,100,100,198,100,100,100,100,100,100,100,1,100,100,100,100
17100,??? 199%,100,0,100,100,100,199,100,100,100,100,100,100,100,1,100,100,100,100
18000,?? 100%,100,0,100,100,100,100,100,100,100,100,100,100,100,1,100,100,100,100
18001,?? 101%,100,0,100,100,100,101,100,100,100,100,100,100,100,1,100,100,100,100
18002,?? 102%,100,0,100,100,100,102,100,100,100,100,100,100,100,1,100,100,100,100
18003,?? 103%,100,0,100,100,100,103,100,100,100,100,100,100,100,1,100,100,100,100
18004,?? 104%,100,0,100,100,100,104,100,100,100,100,100,100,100,1,100,100,100,100
18005,?? 105%,100,0,100,100,100,105,100,100,100,100,100,100,100,1,100,100,100,100
18006,?? 106%,100,0,100,100,100,106,100,100,100,100,100,100,100,1,100,100,100,100
18007,?? 107%,100,0,100,100,100,107,100,100,100,100,100,100,100,1,100,100,100,100
18008,?? 108%,100,0,100,100,100,108,100,100,100,100,100,100,100,1,100,100,100,100
18009,?? 109%,100,0,100,100,100,109,100,100,100,100,100,100,100,1,100,100,100,100
18010,?? 110%,100,0,100,100,100,110,100,100,100,100,100,100,100,1,100,100,100,100
18011,?? 111%,100,0,100,100,100,111,100,100,100,100,100,100,100,1,100,100,100,100
18012,?? 112%,100,0,100,100,100,112,100,100,100,100,100,100,100,1,100,100,100,100
18013,?? 113%,100,0,100,100,100,113,100,100,100,100,100,100,100,1,100,100,100,100
18014,?? 114%,100,0,100,100,100,114,100,100,100,100,100,100,100,1,100,100,100,100
18015,?? 115%,100,0,100,100,100,115,100,100,100,100,100,100,100,1,100,100,100,100
18016,?? 116%,100,0,100,100,100,116,100,100,100,100,100,100,100,1,100,100,100,100
18017,?? 117%,100,0,100,100,100,117,100,100,100,100,100,100,100,1,100,100,100,100
18018,?? 118%,100,0,100,100,100,118,100,100,100,100,100,100,100,1,100,100,100,100
18019,?? 119%,100,0,100,100,100,119,100,100,100,100,100,100,100,1,100,100,100,100
18020,?? 120%,100,0,100,100,100,120,100,100,100,100,100,100,100,1,100,100,100,100
18021,?? 121%,100,0,100,100,100,121,100,100,100,100,100,100,100,1,100,100,100,100
18022,?? 122%,100,0,100,100,100,122,100,100,100,100,100,100,100,1,100,100,100,100
18023,?? 123%,100,0,100,100,100,123,100,100,100,100,100,100,100,1,100,100,100,100
18024,?? 124%,100,0,100,100,100,124,100,100,100,100,100,100,100,1,100,100,100,100
18025,?? 125%,100,0,100,100,100,125,100,100,100,100,100,100,100,1,100,100,100,100
18026,?? 126%,100,0,100,100,100,126,100,100,100,100,100,100,100,1,100,100,100,100
18027,?? 127%,100,0,100,100,100,127,100,100,100,100,100,100,100,1,100,100,100,100
18028,?? 128%,100,0,100,100,100,128,100,100,100,100,100,100,100,1,100,100,100,100
18029,?? 129%,100,0,100,100,100,129,100,100,100,100,100,100,100,1,100,100,100,100
18030,?? 130%,100,0,100,100,100,130,100,100,100,100,100,100,100,1,100,100,100,100
18031,?? 131%,100,0,100,100,100,131,100,100,100,100,100,100,100,1,100,100,100,100
18032,?? 132%,100,0,100,100,100,132,100,100,100,100,100,100,100,1,100,100,100,100
18033,?? 133%,100,0,100,100,100,133,100,100,100,100,100,100,100,1,100,100,100,100
18034,?? 134%,100,0,100,100,100,134,100,100,100,100,100,100,100,1,100,100,100,100
18035,?? 135%,100,0,100,100,100,135,100,100,100,100,100,100,100,1,100,100,100,100
18036,?? 136%,100,0,100,100,100,136,100,100,100,100,100,100,100,1,100,100,100,100
18037,?? 137%,100,0,100,100,100,137,100,100,100,100,100,100,100,1,100,100,100,100
