ID,_Attack7_Use_Check,_Attack7_Rect_Check,_Attack7_Rect_Left,_Attack7_Rect_Top,_Attack7_Rect_Right,_Attack7_Rect_Bottom,_Attack7_Target_Require_Type,_Attack7_Target_Require_ID,_Attack7_Target_Require_Value1,_Attack7_Target_Require_Value2,_Attack7_Require_Type,_Attack7_Require_ID,_Attack7_Require_Value1,_Attack7_Require_Value2,_Attack8_Use_Check,_Attack8_Rect_Check,_Attack8_Rect_Left,_Attack8_Rect_Top,_Attack8_Rect_Right,_Attack8_Rect_Bottom,_Attack8_Target_Require_Type,_Attack8_Target_Require_ID,_Attack8_Target_Require_Value1,_Attack8_Target_Require_Value2,_Attack8_Require_Type,_Attack8_Require_ID,_Attack8_Require_Value1,_Attack8_Require_Value2,_Attack9_Use_Check,_Attack9_Rect_Check,_Attack9_Rect_Left,_Attack9_Rect_Top,_Attack9_Rect_Right,_Attack9_Rect_Bottom,_Attack9_Target_Require_Type,_Attack9_Target_Require_ID,_Attack9_Target_Require_Value1,_Attack9_Target_Require_Value2,_Attack9_Require_Type,_Attack9_Require_ID,_Attack9_Require_Value1,_Attack9_Require_Value2,_Attack10_Use_Check,_Attack10_Rect_Check,_Attack10_Rect_Left,_Attack10_Rect_Top,_Attack10_Rect_Right,_Attack10_Rect_Bottom,_Attack10_Target_Require_Type,_Attack10_Target_Require_ID,_Attack10_Target_Require_Value1,_Attack10_Target_Require_Value2,_Attack10_Require_Type,_Attack10_Require_ID,_Attack10_Require_Value1,_Attack10_Require_Value2,_Attack11_Use_Check,_Attack11_Rect_Check,_Attack11_Rect_Left,_Attack11_Rect_Top,_Attack11_Rect_Right,_Attack11_Rect_Bottom,_Attack11_Target_Require_Type,_Attack11_Target_Require_ID,_Attack11_Target_Require_Value1,_Attack11_Target_Require_Value2,_Attack11_Require_Type,_Attack11_Require_ID,_Attack11_Require_Value1,_Attack11_Require_Value2,_AttackDelayMin7,_AttackDelayMax7,_AttackDelayMin8,_AttackDelayMax8,_AttackDelayMin9,_AttackDelayMax9,_AttackDelayMin10,_AttackDelayMax10,_AttackDelayMin11,_AttackDelayMax11,_Attack_Probability7,_Attack_Probability8,_Attack_Probability9,_Attack_Probability10,_Attack_Probability11,_AttackCoolTime7,_AttackCoolTime8,_AttackCoolTime9,_AttackCoolTime10,_AttackCoolTime11
2110,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,75,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,70,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,30,40,30,40,30,40,30,40,30,40,30,30,0,0,0,250,250,120000,120000,120000
2124,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,30,0,0,0,0,60000,0,0,0,0
2138,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,35,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,30,40,30,40,0,0,0,0,30,100,100,0,0,200,60000,60000,0,0
2147,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,6,1,1500000000,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,999,0,0,0,0,600,0,0,0,0
2162,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,999,0,0,0,0,60000,0,0,0,0
2181,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,55,1,1,0,4294966296,1000,1000,0,0,0,0,1,442,1,95,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,75,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,30,40,30,40,30,40,30,40,30,40,100,100,999,999,999,450,100,120000,120000,120000
2216,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,120000,120000,0,0,0
2217,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,120000,120000,0,0,0
2253,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,100,0,0,0,0,120000,0,0,0,0
2235,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,50,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,30,40,0,0,0,0,0,0,0,0,100,0,0,0,0,120000,0,0,0,0
2254,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,70,1,1,0,4294966896,650,30,0,0,0,0,1,442,1,55,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,70,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,60,1,1,4294964296,4294964296,2000,3000,0,0,0,0,1,442,1,40,30,40,30,40,30,40,30,40,30,40,50,50,100,100,100,300,200,120000,120000,1200
73,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
