ID,_Skill_Name,_Description,_UIDescription,_MaxSlv,_SkillType,_Awaken_SkillType,_Skill_Cooltime,_Skill_Probability,_Skill_Probability_Lv,_Icon,_IconIndex,_StatusType1,_StatusValue1,_StatusValueSlv1,_StatusType2,_StatusValue2,_StatusValueSlv2,_StatusType3,_StatusValue3,_StatusValueSlv3,_StatusType4,_StatusValue4,_StatusValueSlv4,_Effect1,_Effect2,_Effect3,_Effect4,_LEVELUP_ITEM1,_LEVELUP_ITEM2,_LEVELUP_ITEM_VALUE1,_RequireEly
1509,【一舉兩得】,增加彩虹幣獲得量和普通怪物額外傷害。\n\n※效果※\n彩虹幣獲得量每等級增加1%\n普通怪物額外傷害每等級增加1000,增加彩虹幣獲得量和普通怪物額外傷害。,25,0,0,0,0,0,10003040,183,566,0,1000,128,0,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1510,【錦上添花】,增加彩虹幣獲得量和BOSS怪物額外傷害。\n\n※效果※\n彩虹幣獲得量每等級增加1%\nBOSS怪物額外傷害每等級增加1000,增加彩虹幣獲得量和BOSS怪物額外傷害。,25,0,0,0,0,0,10003040,190,570,0,1000,128,0,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1601,【彩虹光束】,凝聚彩虹之光，朝前方發射三種光束。\n\n※技能資訊※\n目標數：11,凝聚彩虹之光，\n朝前方發射三種光束。,50,3,24,200,500,0,10003021,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1602,【閃耀激光】,從角中發射強烈光線，燒傷周圍敵人。\n\n※技能資訊※\n目標數：14\n悠尼亞保護膜：產生相當於自身HP上限50%的保護膜\n持續時間：持續5秒,從角中發射強烈光線，\n燒傷周圍敵人。,50,10,25,450,500,0,10003021,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1603,【彩虹火焰】,在空中引爆彩虹之光，散落燒毀大地的光線。\n\n※技能資訊※\n目標數：13,在空中引爆彩虹之光，\n散落燒毀大地的光線。,50,11,26,300,500,0,10003021,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1604,【彩虹猛衝】,向敵人進行突擊，在移動軌跡中留下彩虹路後對敵人進行額外攻擊。\n\n※技能資訊※\n目標數：15,向敵人進行突擊，在移動軌跡中留下彩虹路後對敵人進行額外攻擊。,50,12,27,600,500,0,10003021,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1605,【神秘力量】,透過悠尼亞擁有的神秘力量增加所有能力值\n\n※效果※\n所有能力值基本10000，每等級增加200,透過悠尼亞擁有的神秘力量增加所有能力值,50,0,0,0,0,0,10003040,67,455,10000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1606,【強健體魄】,透過悠尼亞擁有的強韌力量增加HP上限\n\n※效果※\nHP上限基本100000，每等級增加2000,透過悠尼亞擁有的強韌力量增加HP上限,50,0,0,0,0,0,10003040,82,30,100000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1607,【獨角獸角】,獲得悠尼亞的神聖感，增加所有能力值與HP上限\n\n※效果※\n所有能力值與HP上限基本10%，每等級增加1%,獲得悠尼亞的神聖感，增加所有能力值與HP上限,5,0,0,0,0,0,10003045,44,456,10,1,31,10,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,20,10000000
1608,【純潔】,增加角色HP上限。\n\n※效果※\nHP上限每等級增加1%,增加角色HP上限。,5,0,0,0,0,0,10003041,137,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,20,10000000
1609,【勇猛】,增加角色體力。\n\n※效果※\n體力每等級增加2000\n體力每等級增加1%,增加角色體力。,10,0,0,0,0,0,10003041,122,26,0,2000,27,0,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,8,10000000
1610,【高貴】,增加傷害減少效果。\n\n※效果※\n每等級減少1%傷害,增加傷害減少效果。,2,0,0,0,0,0,10003041,138,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,60,10000000
1701,【艾莉兒的眼淚】,引爆水滴攻擊前方敵人。\n\n※技能資訊※\n目標數：11,引爆水滴攻擊前方敵人。,50,3,24,200,500,0,10003021,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1702,【艾莉兒之歌】,以魅惑的豎琴演奏攻擊周圍敵人。\n\n※技能資訊※\n目標數：12,以魅惑的豎琴演奏攻擊周圍敵人。,50,10,25,250,500,0,10003021,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1703,【艾莉兒的憤怒】,掀起巨浪吞噬周圍敵人。\n\n※技能資訊※\n目標數：13,掀起巨浪吞噬周圍敵人。,50,11,26,300,500,0,10003021,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1704,【艾莉兒的誘惑】,產生能吸走所有東西的漩渦，攻擊周圍敵人。\n\n※技能資訊※\n目標數：14,產生能吸走所有東西的漩渦，攻擊周圍敵人。,50,12,27,400,500,0,10003021,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1705,【蛇蠍美人】,擁有致命魅力的水精靈現身，向敵人丟擲矛槍進行攻擊。,擁有致命魅力的水精靈現身，向敵人丟擲矛槍進行攻擊。,50,13,28,600,500,0,10003021,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1706,【海洋的祝福】,大幅增加經驗值獲得量。\n\n※效果※\n經驗值獲得量基本100%，每等級增加3%,大幅增加經驗值獲得量。,50,0,0,0,0,0,10003040,50,124,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,4,10000000
1707,【自然的援手】,增加經驗值獲得量和命中率。\n\n※效果※\n經驗值獲得量基本30%，每等級增加2%\n命中率基本30%，每等級增加1%,增加經驗值獲得量和命中率。,20,0,0,0,0,0,10003040,51,124,30,2,466,30,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,3,10000000
1708,【輕快步伐】,增加經驗值獲得量和移動速度。\n\n※效果※\n經驗值獲得量基本30%，每等級增加1%\n移動速度基本30%，每等級增加1%,增加經驗值獲得量和移動速度。,50,0,0,0,0,0,10003040,64,124,30,1,106,30,1,0,0,0,0,0,0,0,0,0,0,190148179,190148193,2,10000000
1709,【急流】,減少技能冷卻時間。\n\n※效果※\n技能冷卻時間每等級減少1%,減少技能冷卻時間。,10,0,0,0,0,0,10003041,84,440,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,190148179,190148193,11,10000000
1710,【致命的力量】,增加爆擊率和爆擊傷害。\n\n※效果※\n爆擊率每等級增加1%\n爆擊傷害每等級增加20%,增加爆擊率和爆擊傷害。,5,0,0,0,0,0,10003041,240,465,0,1,464,0,20,0,0,0,0,0,0,0,0,0,0,190148179,190148193,20,10000000
