ID,_Option_Group,_Option_Probability,_Name,_Option_Type,_Option_ID,_Option_Min,_Option_Max,_Unique_Check,_Probability_Txt,_Option_Txt,_Option_Order
203,20002,25,[2] 命中率 %+d%%,1,466,4,20,0,2.57%,[2] 命中率 %+d%%∼%+d%%,21
204,20002,25,[3] 命中率 %+d%%,1,466,8,30,0,2.57%,[3] 命中率 %+d%%∼%+d%%,22
205,20002,50,[1] 固定傷害 %+d,1,496,100,1000,0,5.13%,[1] 固定傷害 %+d∼%+d,23
206,20002,25,[2] 固定傷害 %+d,1,496,500,2000,0,2.57%,[2] 固定傷害 %+d∼%+d,24
207,20002,8,[3] 固定傷害 %+d,1,496,1000,6000,0,0.82%,[3] 固定傷害 %+d∼%+d,25
208,20002,50,[1] 武器攻擊力/屬性力 %+d,1,586,2,15,0,5.13%,[1] 武器攻擊力/屬性力 %+d∼%+d,26
209,20002,25,[2] 武器攻擊力/屬性力 %+d,1,586,5,30,0,2.57%,[2] 武器攻擊力/屬性力 %+d∼%+d,27
210,20002,8,[3] 武器攻擊力/屬性力 %+d,1,586,15,80,0,0.82%,[3] 武器攻擊力/屬性力 %+d∼%+d,28
211,20002,50,[1] 最小傷害 %+d%%,1,462,1,5,0,5.13%,[1] 最小傷害 %+d%%∼%+d%%,29
212,20002,25,[2] 最小傷害 %+d%%,1,462,3,15,0,2.57%,[2] 最小傷害 %+d%%∼%+d%%,30
213,20002,8,[3] 最小傷害 %+d%%,1,462,5,30,0,0.82%,[3] 最小傷害 %+d%%∼%+d%%,31
214,20002,50,[1] 最大傷害 %+d%%,1,461,1,5,0,5.13%,[1] 最大傷害 %+d%%∼%+d%%,32
215,20002,25,[2] 最大傷害 %+d%%,1,461,3,15,0,2.57%,[2] 最大傷害 %+d%%∼%+d%%,33
216,20002,8,[3] 最大傷害 %+d%%,1,461,8,30,0,0.82%,[3] 最大傷害 %+d%%∼%+d%%,34
217,20002,50,[1] 爆擊傷害 %+d%%,1,464,1,5,0,5.13%,[1] 爆擊傷害 %+d%%∼%+d%%,35
218,20002,20,[2] 爆擊傷害 %+d%%,1,464,3,15,0,2.05%,[2] 爆擊傷害 %+d%%∼%+d%%,36
219,20002,6,[3] 爆擊傷害 %+d%%,1,464,8,30,0,0.62%,[3] 爆擊傷害 %+d%%∼%+d%%,37
220,20009,0,[1] 最小傷害 %+d%%,1,462,1,5,2,-,[替代] 最小傷害 %+d%%∼%+d%%,1
221,20009,80,[2] 最小傷害 %+d%%,1,462,1,10,0,9.88%,[2] 最小傷害 %+d%%∼%+d%%,2
222,20009,55,[3] 最小傷害 %+d%%,1,462,2,15,0,6.79%,[3] 最小傷害 %+d%%∼%+d%%,3
223,20009,25,[4] 最小傷害 %+d%%,1,462,3,20,0,3.09%,[4] 最小傷害 %+d%%∼%+d%%,4
224,10012,5,[S] [無限] 絕路 %+dLv.,3,1802401,1,5,1,1.3%,[天之王者] 絕路【無限】%+dLv.∼%+dLv.,2
225,10012,5,[S] [無限] 百花撩亂 %+dLv.,3,1802402,1,5,1,1.3%,[天之王者] 百花撩亂【無限】%+dLv.∼%+dLv.,4
226,10012,5,[S] [無限] 偏執狂 %+dLv.,3,1802403,1,5,1,1.3%,[幻武劍豪] 偏執狂【無限】%+dLv.∼%+dLv.,7
227,10012,5,[S] [無限] 結界之擊 %+dLv.,3,1802404,1,5,1,1.3%,[創世主] 結界之擊【無限】%+dLv.∼%+dLv.,9
228,10012,5,[S] [無限] 天堂地獄 %+dLv.,3,1802406,1,5,1,1.3%,[創世主] 天堂地獄【無限】%+dLv.∼%+dLv.,11
229,10012,5,[S] [無限] 幻夜馬郎拳 %+dLv.,3,1802408,1,5,1,1.3%,[諸神使者] 幻夜馬郎拳【無限】%+dLv.∼%+dLv.,13
230,10012,5,[S] [無限] 火焰先鋒 %+dLv.,3,1802409,1,5,1,1.3%,[大毀滅者] 火焰先鋒【無限】%+dLv.∼%+dLv.,16
231,10012,5,[S] [無限] 波音調號 %+dLv.,3,1802410,1,5,1,1.3%,[流行天王] 波音調號【無限】%+dLv.∼%+dLv.,19
232,10012,5,[S] [無限] 狂歡狂怒 %+dLv.,3,1802411,1,5,1,1.3%,[風之潛行者] 狂歡狂怒【無限】%+dLv.∼%+dLv.,21
233,10012,5,[S] [無限] 光線疾風 %+dLv.,3,1802412,1,5,1,1.3%,[風之潛行者] 光線疾風【無限】%+dLv.∼%+dLv.,23
234,10012,5,[S] [無限] 彗星亂雷 %+dLv.,3,1802413,1,5,1,1.3%,[風之潛行者] 彗星亂雷【無限】%+dLv.∼%+dLv.,25
235,10012,5,[S] [無限] 幻影光炮 %+dLv.,3,1802414,1,5,1,1.3%,[裁決射手] 幻影光炮【無限】%+dLv.∼%+dLv.,27
236,10012,5,[S] [無限] 衛星喚擊 %+dLv.,3,1802415,1,5,1,1.3%,[究極兵甲] 衛星喚擊【無限】%+dLv.∼%+dLv.,30
237,10012,5,[S] [無限] 巨龍之災 %+dLv.,3,1802416,1,5,1,1.3%,[弒魂者] 巨龍之災【無限】%+dLv.∼%+dLv.,32
238,10012,5,[S] [無限] 銀河戰役 %+dLv.,3,1802417,1,5,1,1.3%,[弧形大師] 銀河戰役【無限】%+dLv.∼%+dLv.,34
239,10012,5,[S] [無限] 逐能轟擊 %+dLv.,3,1802418,1,5,1,1.3%,[暴力大師] 逐能轟擊【無限】%+dLv.∼%+dLv.,37
240,10012,5,[S] [無限] 消滅的影子 %+dLv.,3,1802419,1,5,1,1.3%,[闇影武士] 消滅的影子【無限】%+dLv.∼%+dLv.,41
241,10012,5,[S] [無限] 影子一擊 %+dLv.,3,1802420,1,5,1,1.3%,[闇影武士] 影子一擊【無限】%+dLv.∼%+dLv.,39
242,10012,5,[S] [無限] 旋風狂擊 %+dLv.,3,1802421,1,5,1,1.3%,[混血天神] 旋風狂擊【無限】%+dLv.∼%+dLv.,43
243,10012,5,[S] [無限] 火焰熔融 %+dLv.,3,1802422,1,5,1,1.3%,[炙焰天] 火焰熔融【無限】%+dLv.∼%+dLv.,45
244,10012,5,[S] [無限] 熾烈旋擊 %+dLv.,3,1802423,1,5,1,1.3%,[黑暗追擊者] 熾烈旋擊【無限】%+dLv.∼%+dLv.,48
245,10012,5,[S] 螺旋重擊 %+dLv.,3,1011023,1,5,1,1.3%,[魂之勇者] 螺旋重擊 %+dLv.∼%+dLv.,55
246,10012,5,[S] 華麗劍舞 %+dLv.,3,1010024,1,5,1,1.3%,[劍刃舞者] 華麗劍舞 %+dLv.∼%+dLv.,57
247,10012,5,[S] 混沌領域 %+dLv.,3,1011025,1,5,1,1.3%,[恐懼騎士] 混沌領域 %+dLv.∼%+dLv.,58
248,10012,5,[S] 神擊計謀 - 猛烈 %+dLv.,3,1010026,1,5,1,1.3%,[鬥神] 神擊計謀 - 猛烈 %+dLv.∼%+dLv.,60
249,10012,5,[S] 死神降臨 %+dLv.,3,1010027,1,5,1,1.3%,[幻術師] 死神降臨 %+dLv.∼%+dLv.,62
250,10012,5,[S] 優雅 %+dLv.,3,1000028,1,5,1,1.3%,[音樂大師] 優雅 %+dLv.∼%+dLv.,64
251,10012,5,[S] 忍法_亂 %+dLv.,3,2403005,1,5,1,1.3%,[忍者大師] 忍法_亂 %+dLv.∼%+dLv.,66
252,10012,5,[S] 狙擊者 %+dLv.,3,1005030,1,5,1,1.3%,[審判者] 狙擊者 %+dLv.∼%+dLv.,68
253,10012,5,[S] DS-BG %+dLv.,3,2403203,1,5,1,1.3%,[改造大師] DS-BG %+dLv.∼%+dLv.,71
254,10012,5,[S] 寶石魅惑[紅] %+dLv.,3,2406906,1,5,1,1.3%,[寶石之星] 寶石魅惑[紅] %+dLv.∼%+dLv.,73
255,20004,0,[1] 經驗值獲得量 %+d%%,1,124,2,20,2,-,[替代] 經驗值獲得量 %+d%%∼%+d%%,1
256,20004,100,[1] 經驗值獲得量 %+d%%,1,124,2,20,0,30.49%,[1] 經驗值獲得量 %+d%%∼%+d%%,2
257,20004,80,[2] 經驗值獲得量 %+d%%,1,124,6,40,0,24.39%,[2] 經驗值獲得量 %+d%%∼%+d%%,3
258,20004,55,[3] 經驗值獲得量 %+d%%,1,124,10,60,0,16.77%,[3] 經驗值獲得量 %+d%%∼%+d%%,4
259,20004,25,[4] 經驗值獲得量 %+d%%,1,124,14,80,0,7.62%,[4] 經驗值獲得量 %+d%%∼%+d%%,5
260,20004,10,[5] 經驗值獲得量 %+d%%,1,124,20,100,0,3.05%,[5] 經驗值獲得量 %+d%%∼%+d%%,6
261,20004,3,[S] 受到攻擊後，以0.5%%的機率恢復HP %d%%,2,28000301,10,70,1,0.91%,[S] 受到攻擊後，以0.5%%的機率恢復HP %d∼%d%%,7
262,20004,3,[S] 受到攻擊後，以0.5%%的機率產生保護膜%d%%(Hp比例%d%%),2,28000201,10,90,1,0.91%,[S] 受到攻擊後，以0.5%%的機率產生保護膜(Hp比例 %d∼%+d%%),8
263,20004,1,[S] 受到攻擊後，以0.%d%%的機率召喚閃電(3秒暈眩),2,28000701,1,4,1,0.3%,[S] 受到攻擊後，以0.%d∼0.%d%%的機率召喚閃電(3秒暈眩),9
264,10010,5,[S] 闇黑重擊 %+dLv.,3,1803322,1,5,1,1.28%,[暗影行者] 闇黑重擊 %+dLv.∼%+dLv.,55
265,10011,5,[S] 黑暗之魂 %+dLv.,3,1803323,1,5,1,1.28%,[暗影行者] 黑暗之魂 %+dLv.∼%+dLv.,52
266,10011,5,[S] 闇黑爆破 %+dLv.,3,1803324,1,5,1,1.28%,[暗影行者] 闇黑爆破 %+dLv.∼%+dLv.,53
267,10012,5,[S] [無限] 怒刺破壞 %+dLv.,3,1802424,1,5,1,1.3%,[暗影行者] 怒刺破壞【無限】%+dLv.∼%+dLv.,51
268,10005,0,[1] 幸運 %+d,1,18,10,150,2,-,[替代] 幸運 %+d∼%+d,1
269,10005,60,[1] 防禦力 %+d,1,216,10,150,0,6%,[1] 防禦力 %+d∼%+d,2
270,10005,50,[2] 防禦力 %+d,1,216,50,300,0,5%,[2] 防禦力 %+d∼%+d,3
271,10005,35,[3] 防禦力 %+d,1,216,100,600,0,3.5%,[3] 防禦力 %+d∼%+d,4
272,10005,15,[4] 防禦力 %+d,1,216,150,1050,0,1.5%,[4] 防禦力 %+d∼%+d,5
273,10005,7,[5] 防禦力 %+d,1,216,200,1500,0,0.7%,[5] 防禦力 %+d∼%+d,6
274,10005,60,[1] 體力 %+d,1,26,10,150,0,6%,[1] 體力 %+d∼%+d,7
275,10005,50,[2] 體力 %+d,1,26,50,300,0,5%,[2] 體力 %+d∼%+d,8
276,10005,35,[3] 體力 %+d,1,26,100,600,0,3.5%,[3] 體力 %+d∼%+d,9
277,10005,15,[4] 體力 %+d,1,26,150,1050,0,1.5%,[4] 體力 %+d∼%+d,10
278,10005,7,[5] 體力 %+d,1,26,200,2250,0,0.7%,[5] 體力 %+d∼%+d,11
279,10005,60,[1] 幸運 %+d,1,18,10,150,0,6%,[1] 幸運 %+d∼%+d,12
280,10005,50,[2] 幸運 %+d,1,18,50,300,0,5%,[2] 幸運 %+d∼%+d,13
281,10005,35,[3] 幸運 %+d,1,18,100,600,0,3.5%,[3] 幸運 %+d∼%+d,14
282,10005,15,[4] 幸運 %+d,1,18,150,1050,0,1.5%,[4] 幸運 %+d∼%+d,15
283,10005,7,[5] 幸運 %+d,1,18,200,2250,0,0.7%,[5] 幸運 %+d∼%+d,16
284,10005,60,[1] 抗力 %+d,1,70,10,150,0,6%,[1] 抗力 %+d∼%+d,17
285,10005,50,[2] 抗力 %+d,1,70,50,300,0,5%,[2] 抗力 %+d∼%+d,18
286,10005,35,[3] 抗力 %+d,1,70,100,600,0,3.5%,[3] 抗力 %+d∼%+d,19
287,10005,15,[4] 抗力 %+d,1,70,150,1050,0,1.5%,[4] 抗力 %+d∼%+d,20
288,10005,7,[5] 抗力 %+d,1,70,200,1500,0,0.7%,[5] 抗力 %+d∼%+d,21
289,10005,60,[1] 力量/魔力 %+d,1,594,10,150,0,6%,[1] 力量/魔力 %+d∼%+d,22
290,10005,50,[2] 力量/魔力 %+d,1,594,50,300,0,5%,[2] 力量/魔力 %+d∼%+d,23
291,10005,35,[3] 力量/魔力 %+d,1,594,100,600,0,3.5%,[3] 力量/魔力 %+d∼%+d,24
292,10005,15,[4] 力量/魔力 %+d,1,594,150,1050,0,1.5%,[4] 力量/魔力 %+d∼%+d,25
293,10005,5,[5] 力量/魔力 %+d,1,594,200,2250,0,0.5%,[5] 力量/魔力 %+d∼%+d,26
294,10005,60,[1] 所有能力值 %+d,1,455,7,105,0,6%,[1] 所有能力值 %+d∼%+d,27
295,10005,50,[2] 所有能力值 %+d,1,455,35,210,0,5%,[2] 所有能力值 %+d∼%+d,28
296,10005,35,[3] 所有能力值 %+d,1,455,70,375,0,3.5%,[3] 所有能力值 %+d∼%+d,29
297,10005,15,[4] 所有能力值 %+d,1,455,105,750,0,1.5%,[4] 所有能力值 %+d∼%+d,30
298,10005,7,[5] 所有能力值 %+d,1,455,140,1500,0,0.7%,[5] 所有能力值 %+d∼%+d,31
299,10006,0,[1] 固定傷害 %+d,1,496,10,225,2,-,[替代] 固定傷害 %+d∼%+d,1
300,10006,60,[1] 固定傷害 %+d,1,496,10,225,0,6%,[1] 固定傷害 %+d∼%+d,2
301,10006,50,[2] 固定傷害 %+d,1,496,50,450,0,5%,[2] 固定傷害 %+d∼%+d,3
302,10006,35,[3] 固定傷害 %+d,1,496,100,900,0,3.5%,[3] 固定傷害 %+d∼%+d,4
303,10006,15,[4] 固定傷害 %+d,1,496,250,1500,0,1.5%,[4] 固定傷害 %+d∼%+d,5
304,10006,7,[5] 固定傷害 %+d,1,496,400,4500,0,0.7%,[5] 固定傷害 %+d∼%+d,6
305,10006,60,[1] 武器攻擊力/屬性力 %+d,1,586,1,6,0,6%,[1] 武器攻擊力/屬性力 %+d∼%+d,7
306,10006,50,[2] 武器攻擊力/屬性力 %+d,1,586,2,10,0,5%,[2] 武器攻擊力/屬性力 %+d∼%+d,8
307,10006,35,[3] 武器攻擊力/屬性力 %+d,1,586,3,16,0,3.5%,[3] 武器攻擊力/屬性力 %+d∼%+d,9
308,10006,15,[4] 武器攻擊力/屬性力 %+d,1,586,4,24,0,1.5%,[4] 武器攻擊力/屬性力 %+d∼%+d,10
309,10006,7,[5] 武器攻擊力/屬性力 %+d,1,586,8,60,0,0.7%,[5] 武器攻擊力/屬性力 %+d∼%+d,11
310,10006,60,[1] 最小傷害 %+d%%,1,462,1,3,0,6%,[1] 最小傷害 %+d%%∼%+d%%,12
311,10006,50,[2] 最小傷害 %+d%%,1,462,1,6,0,5%,[2] 最小傷害 %+d%%∼%+d%%,13
312,10006,35,[3] 最小傷害 %+d%%,1,462,2,7,0,3.5%,[3] 最小傷害 %+d%%∼%+d%%,14
313,10006,15,[4] 最小傷害 %+d%%,1,462,2,12,0,1.5%,[4] 最小傷害 %+d%%∼%+d%%,15
314,10006,7,[5] 最小傷害 %+d%%,1,462,4,22,0,0.7%,[5] 最小傷害 %+d%%∼%+d%%,16
315,10006,60,[1] 最大傷害 %+d%%,1,461,1,3,0,6%,[1] 最大傷害 %+d%%∼%+d%%,17
316,10006,50,[2] 最大傷害 %+d%%,1,461,1,6,0,5%,[2] 最大傷害 %+d%%∼%+d%%,18
317,10006,35,[3] 最大傷害 %+d%%,1,461,2,7,0,3.5%,[3] 最大傷害 %+d%%∼%+d%%,19
318,10006,15,[4] 最大傷害 %+d%%,1,461,2,12,0,1.5%,[4] 最大傷害 %+d%%∼%+d%%,20
319,10006,7,[5] 最大傷害 %+d%%,1,461,4,22,0,0.7%,[5] 最大傷害 %+d%%∼%+d%%,21
320,10006,60,[1] 爆擊傷害 %+d%%,1,464,1,3,0,6%,[1] 爆擊傷害 %+d%%∼%+d%%,22
321,10006,50,[2] 爆擊傷害 %+d%%,1,464,1,6,0,5%,[2] 爆擊傷害 %+d%%∼%+d%%,23
322,10006,35,[3] 爆擊傷害 %+d%%,1,464,2,7,0,3.5%,[3] 爆擊傷害 %+d%%∼%+d%%,24
323,10006,15,[4] 爆擊傷害 %+d%%,1,464,2,12,0,1.5%,[4] 爆擊傷害 %+d%%∼%+d%%,25
324,10006,5,[5] 爆擊傷害 %+d%%,1,464,4,22,0,0.5%,[5] 爆擊傷害 %+d%%∼%+d%%,26
325,10006,60,[1] 背後攻擊傷害 %+d%%,1,494,1,4,0,6%,[1] 背後攻擊傷害 %+d%%∼%+d%%,27
326,10006,50,[2] 背後攻擊傷害 %+d%%,1,494,2,9,0,5%,[2] 背後攻擊傷害 %+d%%∼%+d%%,28
327,10006,35,[3] 背後攻擊傷害 %+d%%,1,494,3,12,0,3.5%,[3] 背後攻擊傷害 %+d%%∼%+d%%,29
328,10006,15,[4] 背後攻擊傷害 %+d%%,1,494,4,18,0,1.5%,[4] 背後攻擊傷害 %+d%%∼%+d%%,30
329,10006,7,[5] 背後攻擊傷害 %+d%%,1,494,7,37,0,0.7%,[5] 背後攻擊傷害 %+d%%∼%+d%%,31
330,10007,0,[1] 移動速度 %+d%%,1,106,1,7,2,-,[替代] 移動速度 %+d%%∼%+d%%,1
331,10007,10,[S] 魂之勇者【覺醒】%+dLv.,3,3802404,1,20,1,1.66%,[S] 魂之勇者【覺醒】%+dLv.∼%+dLv.,41
332,10007,10,[S] 劍刃舞者【覺醒】%+dLv.,3,3802504,1,20,1,1.66%,[S] 劍刃舞者【覺醒】%+dLv.∼%+dLv.,43
333,10007,10,[S] 恐懼騎士【覺醒】%+dLv.,3,3802604,1,20,1,1.66%,[S] 恐懼騎士【覺醒】%+dLv.∼%+dLv.,45
334,10007,10,[S] 鬥神【覺醒】%+dLv.,3,3802704,1,20,1,1.66%,[S] 鬥神【覺醒】%+dLv.∼%+dLv.,47
335,10007,10,[S] 幻術師【覺醒】%+dLv.,3,3802804,1,20,1,1.66%,[S] 幻術師【覺醒】%+dLv.∼%+dLv.,49
336,10007,10,[S] 音樂大師【覺醒】%+dLv.,3,3802904,1,20,1,1.66%,[S] 音樂大師【覺醒】%+dLv.∼%+dLv.,51
337,10007,10,[S] 忍者大師【覺醒】%+dLv.,3,3803004,1,20,1,1.66%,[S] 忍者大師【覺醒】%+dLv.∼%+dLv.,53
338,10007,10,[S] 審判者【覺醒】%+dLv.,3,3803104,1,20,1,1.66%,[S] 審判者【覺醒】%+dLv.∼%+dLv.,55
339,10007,10,[S] 改造大師【覺醒】%+dLv.,3,3803204,1,20,1,1.66%,[S] 改造大師【覺醒】%+dLv.∼%+dLv.,57
340,10007,10,[S] 天之王者【覺醒】%+dLv.,3,3803604,1,20,1,1.66%,[S] 天之王者【覺醒】%+dLv.∼%+dLv.,3
341,10007,10,[S] 幻武劍豪【覺醒】%+dLv.,3,3803704,1,20,1,1.66%,[S] 幻武劍豪【覺醒】%+dLv.∼%+dLv.,5
342,10007,10,[S] 創世主【覺醒】%+dLv.,3,3803804,1,20,1,1.66%,[S] 創世主【覺醒】%+dLv.∼%+dLv.,7
343,10007,10,[S] 諸神使者【覺醒】%+dLv.,3,3803904,1,20,1,1.66%,[S] 諸神使者【覺醒】%+dLv.∼%+dLv.,9
344,10007,10,[S] 大毀滅者【覺醒】%+dLv.,3,3804004,1,20,1,1.66%,[S] 大毀滅者【覺醒】%+dLv.∼%+dLv.,11
345,10007,10,[S] 流行天王【覺醒】%+dLv.,3,3804104,1,20,1,1.66%,[S] 流行天王【覺醒】%+dLv.∼%+dLv.,13
346,10007,10,[S] 風之潛行者【覺醒】%+dLv.,3,3804204,1,20,1,1.66%,[S] 風之潛行者【覺醒】%+dLv.∼%+dLv.,15
347,10007,10,[S] 裁決射手【覺醒】%+dLv.,3,3804304,1,20,1,1.66%,[S] 裁決射手【覺醒】%+dLv.∼%+dLv.,17
348,10007,10,[S] 究極兵甲【覺醒】%+dLv.,3,3804404,1,20,1,1.66%,[S] 究極兵甲【覺醒】%+dLv.∼%+dLv.,18
349,10007,10,[S] 弒魂者【覺醒】%+dLv.,3,3804504,1,20,1,1.66%,[S] 弒魂者【覺醒】%+dLv.∼%+dLv.,21
350,10007,10,[S] 弧形大師【覺醒】%+dLv.,3,3804904,1,20,1,1.66%,[S] 弧形大師【覺醒】%+dLv.∼%+dLv.,23
351,10007,10,[S] 暴力大師【覺醒】%+dLv.,3,3805204,1,20,1,1.66%,[S] 暴力大師【覺醒】%+dLv.∼%+dLv.,25
352,10007,10,[S] 闇影武士【覺醒】%+dLv.,3,3805604,1,20,1,1.66%,[S] 闇影武士【覺醒】%+dLv.∼%+dLv.,27
353,10007,10,[S] 混血天神【覺醒】%+dLv.,3,3806004,1,20,1,1.66%,[S] 混血天神【覺醒】%+dLv.∼%+dLv.,29
354,10007,10,[S] 炙焰天【覺醒】%+dLv.,3,3806404,1,20,1,1.66%,[S] 炙焰天【覺醒】%+dLv.∼%+dLv.,31
355,10007,10,[S] 黑暗追擊者【覺醒】%+dLv.,3,3806804,1,20,1,1.66%,[S] 黑暗追擊者【覺醒】%+dLv.∼%+dLv.,33
356,10007,10,[S] 寶石之星【覺醒】%+dLv.,3,3806904,1,20,1,1.66%,[S] 寶石之星【覺醒】%+dLv.∼%+dLv.,35
357,10007,10,[S] 暗影行者【覺醒】%+dLv.,3,3807304,1,20,1,1.66%,[S] 暗影行者【覺醒】%+dLv.∼%+dLv.,37
358,10007,10,[S] 魂之勇者【覺醒II】%+dLv.,3,3812404,1,20,1,1.66%,[S] 魂之勇者【覺醒II】%+dLv.∼%+dLv.,42
359,10007,10,[S] 劍刃舞者【覺醒II】%+dLv.,3,3812504,1,20,1,1.66%,[S] 劍刃舞者【覺醒II】%+dLv.∼%+dLv.,44
360,10007,10,[S] 恐懼騎士【覺醒II】%+dLv.,3,3812604,1,20,1,1.66%,[S] 恐懼騎士【覺醒II】%+dLv.∼%+dLv.,46
361,10007,10,[S] 鬥神【覺醒II】%+dLv.,3,3812704,1,20,1,1.66%,[S] 鬥神【覺醒II】%+dLv.∼%+dLv.,48
362,10007,10,[S] 幻術師【覺醒II】%+dLv.,3,3812804,1,20,1,1.66%,[S] 幻術師【覺醒II】%+dLv.∼%+dLv.,50
363,10007,10,[S] 音樂大師【覺醒II】%+dLv.,3,3812904,1,20,1,1.66%,[S] 音樂大師【覺醒II】%+dLv.∼%+dLv.,52
364,10007,10,[S] 忍者大師【覺醒II】%+dLv.,3,3813004,1,20,1,1.66%,[S] 忍者大師【覺醒II】%+dLv.∼%+dLv.,54
365,10007,10,[S] 審判者【覺醒II】%+dLv.,3,3813104,1,20,1,1.66%,[S] 審判者【覺醒II】%+dLv.∼%+dLv.,56
366,10007,10,[S] 改造大師【覺醒II】%+dLv.,3,3813204,1,20,1,1.66%,[S] 改造大師【覺醒II】%+dLv.∼%+dLv.,58
367,10007,10,[S] 天之王者【覺醒II】%+dLv.,3,3813604,1,20,1,1.66%,[S] 天之王者【覺醒II】%+dLv.∼%+dLv.,4
368,10007,10,[S] 幻武劍豪【覺醒II】%+dLv.,3,3813704,1,20,1,1.66%,[S] 幻武劍豪【覺醒II】%+dLv.∼%+dLv.,6
369,10007,10,[S] 創世主【覺醒II】%+dLv.,3,3813804,1,20,1,1.66%,[S] 創世主【覺醒II】%+dLv.∼%+dLv.,8
370,10007,10,[S] 諸神使者【覺醒II】%+dLv.,3,3813904,1,20,1,1.66%,[S] 諸神使者【覺醒II】%+dLv.∼%+dLv.,10
371,10007,10,[S] 大毀滅者【覺醒II】%+dLv.,3,3814004,1,20,1,1.66%,[S] 大毀滅者【覺醒II】%+dLv.∼%+dLv.,12
372,10007,10,[S] 流行天王【覺醒II】%+dLv.,3,3814104,1,20,1,1.66%,[S] 流行天王【覺醒II】%+dLv.∼%+dLv.,14
373,10007,10,[S] 風之潛行者【覺醒II】%+dLv.,3,3814204,1,20,1,1.66%,[S] 風之潛行者【覺醒II】%+dLv.∼%+dLv.,16
374,10007,10,[S] 裁決射手【覺醒II】%+dLv.,3,3814304,1,20,1,1.66%,[S] 裁決射手【覺醒II】%+dLv.∼%+dLv.,18
375,10007,10,[S] 究極兵甲【覺醒II】%+dLv.,3,3814404,1,20,1,1.66%,[S] 究極兵甲【覺醒II】%+dLv.∼%+dLv.,20
376,10007,10,[S] 弒魂者【覺醒II】%+dLv.,3,3814504,1,20,1,1.66%,[S] 弒魂者【覺醒II】%+dLv.∼%+dLv.,22
377,10007,10,[S] 弧形大師【覺醒II】%+dLv.,3,3814904,1,20,1,1.66%,[S] 弧形大師【覺醒II】%+dLv.∼%+dLv.,24
378,10007,10,[S] 暴力大師【覺醒II】%+dLv.,3,3815204,1,20,1,1.66%,[S] 暴力大師【覺醒II】%+dLv.∼%+dLv.,26
379,10007,10,[S] 闇影武士【覺醒II】%+dLv.,3,3815604,1,20,1,1.66%,[S] 闇影武士【覺醒II】%+dLv.∼%+dLv.,28
380,10007,10,[S] 混血天神【覺醒II】%+dLv.,3,3816004,1,20,1,1.66%,[S] 混血天神【覺醒II】%+dLv.∼%+dLv.,30
381,10007,10,[S] 炙焰天【覺醒II】%+dLv.,3,3816404,1,20,1,1.66%,[S] 炙焰天【覺醒II】%+dLv.∼%+dLv.,32
382,10007,10,[S] 黑暗追擊者【覺醒II】%+dLv.,3,3816804,1,20,1,1.66%,[S] 黑暗追擊者【覺醒II】%+dLv.∼%+dLv.,34
383,10007,10,[S] 寶石之星【覺醒II】%+dLv.,3,3816904,1,20,1,1.66%,[S] 寶石之星【覺醒II】%+dLv.∼%+dLv.,36
384,10007,10,[S] 暗影行者【覺醒II】%+dLv.,3,3817304,1,20,1,1.66%,[S] 暗影行者【覺醒II】%+dLv.∼%+dLv.,38
385,10008,0,[1] 任務獎勵強化 %+d%%,1,488,1,3,2,-,[替代] 任務獎勵強化 %+d%%∼%+d%%,1
386,10008,60,[1] 任務獎勵強化 %+d%%,1,488,1,3,0,35.93%,[1] 任務獎勵強化 %+d%%∼%+d%%,2
387,10008,50,[2] 任務獎勵強化 %+d%%,1,488,1,5,0,29.94%,[2] 任務獎勵強化 %+d%%∼%+d%%,3
388,10008,35,[3] 任務獎勵強化 %+d%%,1,488,2,7,0,20.96%,[3] 任務獎勵強化 %+d%%∼%+d%%,4
389,10008,15,[4] 任務獎勵強化 %+d%%,1,488,2,9,0,8.98%,[4] 任務獎勵強化 %+d%%∼%+d%%,5
390,10008,7,[5] 任務獎勵強化 %+d%%,1,488,3,15,0,4.19%,[5] 任務獎勵強化 %+d%%∼%+d%%,6
391,20005,0,[1] 幸運 %+d%%,1,19,1,2,2,-,[替代] 幸運 %+d%%∼%+d%%,1
392,20005,100,[1] 防禦力 %+d%%,1,217,1,3,0,10%,[1] 防禦力 %+d%%∼%+d%%,2
393,20005,60,[2] 防禦力 %+d%%,1,217,2,7,0,6%,[2] 防禦力 %+d%%∼%+d%%,3
394,20005,22,[3] 防禦力 %+d%%,1,217,3,13,0,2.2%,[3] 防禦力 %+d%%∼%+d%%,4
395,20005,100,[1] 體力 %+d%%,1,27,1,3,0,10%,[1] 體力 %+d%%∼%+d%%,5
396,20005,50,[2] 體力 %+d%%,1,27,2,6,0,5%,[2] 體力 %+d%%∼%+d%%,6
397,20005,17,[3] 體力 %+d%%,1,27,3,9,0,1.7%,[3] 體力 %+d%%∼%+d%%,7
398,20005,100,[1] 幸運 %+d%%,1,19,1,3,0,10%,[1] 幸運 %+d%%∼%+d%%,8
399,20005,50,[2] 幸運 %+d%%,1,19,2,6,0,5%,[2] 幸運 %+d%%∼%+d%%,9
400,20005,17,[3] 幸運 %+d%%,1,19,3,9,0,1.7%,[3] 幸運 %+d%%∼%+d%%,10
401,20005,100,[1] 抗力 %+d%%,1,71,1,3,0,10%,[1] 抗力 %+d%%∼%+d%%,11
