ID,_Name,_Description,_Application_Type,_OptionGroup,_OptionLevel,_Effect,_Effect_Type,_Option_Min,_Option_Max,_Enchant_Min,_Enchant_Max
10677,Lv.7 物理固定傷害 %+d,Lv.7 物理固定傷害 %+d∼%+d,0,10600,7,1,140,-74,-54,-14,-6
10678,Lv.8 物理固定傷害 %+d,Lv.8 物理固定傷害 %+d∼%+d,0,10600,8,1,140,-90,-64,-16,-6
10679,Lv.9 物理固定傷害 %+d,Lv.9 物理固定傷害 %+d∼%+d,0,10600,9,1,140,-108,-78,-18,-8
10680,Lv.10 物理固定傷害 %+d,Lv.10 物理固定傷害 %+d∼%+d,0,10600,10,1,140,-126,-90,-18,-8
10681,Lv.11 物理固定傷害 %+d,Lv.11 物理固定傷害 %+d∼%+d,0,10600,11,1,140,-148,-42,-22,-10
10682,Lv.12 物理固定傷害 %+d,Lv.12 物理固定傷害 %+d∼%+d,0,10600,12,1,140,-174,-50,-26,-12
10683,Lv.13 物理固定傷害 %+d,Lv.13 物理固定傷害 %+d∼%+d,0,10600,13,1,140,-205,-60,-31,-16
10684,Lv.14 物理固定傷害 %+d,Lv.14 物理固定傷害 %+d∼%+d,0,10600,14,1,140,-242,-73,-37,-20
10685,Lv.15 物理固定傷害 %+d,Lv.15 物理固定傷害 %+d∼%+d,0,10600,15,1,140,-287,-89,-45,-24
10690,Lv.16 物理固定傷害 %+d,Lv.16 物理固定傷害 %+d∼%+d,0,10600,16,1,140,112,214,24,45
10691,Lv.17 物理固定傷害 %+d,Lv.17 物理固定傷害 %+d∼%+d,0,10600,17,1,140,132,250,26,45
10692,Lv.18 物理固定傷害 %+d,Lv.18 物理固定傷害 %+d∼%+d,0,10600,18,1,140,154,286,28,45
10693,Lv.19 物理固定傷害 %+d,Lv.19 物理固定傷害 %+d∼%+d,0,10600,19,1,140,178,322,30,45
10694,Lv.20 物理固定傷害 %+d,Lv.20 物理固定傷害 %+d∼%+d,0,10600,20,1,140,203,358,32,45
10695,Lv.16 物理固定傷害 %+d,Lv.16 物理固定傷害 %+d∼%+d,0,10600,16,1,140,147,281,31,60
10696,Lv.17 物理固定傷害 %+d,Lv.17 物理固定傷害 %+d∼%+d,0,10600,17,1,140,174,329,34,60
10697,Lv.18 物理固定傷害 %+d,Lv.18 物理固定傷害 %+d∼%+d,0,10600,18,1,140,203,377,37,60
10698,Lv.19 物理固定傷害 %+d,Lv.19 物理固定傷害 %+d∼%+d,0,10600,19,1,140,235,425,40,60
10699,Lv.20 物理固定傷害 %+d,Lv.20 物理固定傷害 %+d∼%+d,0,10600,20,1,140,269,473,43,60
10701,Lv.1 屬性力 %+d,Lv.1 屬性力 %+d∼%+d,0,10700,1,1,38,1,1,1,1
10702,Lv.2 屬性力 %+d,Lv.2 屬性力 %+d∼%+d,0,10700,2,1,38,2,2,1,1
10703,Lv.3 屬性力 %+d,Lv.3 屬性力 %+d∼%+d,0,10700,3,1,38,3,3,1,1
10704,Lv.4 屬性力 %+d,Lv.4 屬性力 %+d∼%+d,0,10700,4,1,38,4,4,1,1
10705,Lv.5 屬性力 %+d,Lv.5 屬性力 %+d∼%+d,0,10700,5,1,38,5,5,1,1
10706,Lv.6 屬性力 %+d,Lv.6 屬性力 %+d∼%+d,0,10700,6,1,38,6,6,1,1
10707,Lv.7 屬性力 %+d,Lv.7 屬性力 %+d∼%+d,0,10700,7,1,38,7,7,1,1
10708,Lv.8 屬性力 %+d,Lv.8 屬性力 %+d∼%+d,0,10700,8,1,38,8,8,1,1
10709,Lv.9 屬性力 %+d,Lv.9 屬性力 %+d∼%+d,0,10700,9,1,38,9,9,1,1
10710,Lv.10 屬性力 %+d,Lv.10 屬性力 %+d∼%+d,0,10700,10,1,38,10,10,1,1
10711,Lv.1 屬性力 %+d,Lv.1 屬性力 %+d∼%+d,0,10700,1,1,38,1,1,1,1
10712,Lv.2 屬性力 %+d,Lv.2 屬性力 %+d∼%+d,0,10700,2,1,38,2,2,1,1
10713,Lv.3 屬性力 %+d,Lv.3 屬性力 %+d∼%+d,0,10700,3,1,38,3,3,1,1
10714,Lv.4 屬性力 %+d,Lv.4 屬性力 %+d∼%+d,0,10700,4,1,38,4,4,1,1
10715,Lv.5 屬性力 %+d,Lv.5 屬性力 %+d∼%+d,0,10700,5,1,38,5,5,1,1
10716,Lv.6 屬性力 %+d,Lv.6 屬性力 %+d∼%+d,0,10700,6,1,38,6,6,1,1
10717,Lv.7 屬性力 %+d,Lv.7 屬性力 %+d∼%+d,0,10700,7,1,38,7,7,1,1
10718,Lv.8 屬性力 %+d,Lv.8 屬性力 %+d∼%+d,0,10700,8,1,38,8,8,1,1
10719,Lv.9 屬性力 %+d,Lv.9 屬性力 %+d∼%+d,0,10700,9,1,38,9,9,1,1
10720,Lv.10 屬性力 %+d,Lv.10 屬性力 %+d∼%+d,0,10700,10,1,38,10,10,1,1
10721,Lv.1 屬性力 %+d,Lv.1 屬性力 %+d∼%+d,0,10700,1,1,38,1,1,1,1
10722,Lv.2 屬性力 %+d,Lv.2 屬性力 %+d∼%+d,0,10700,2,1,38,2,2,1,1
10723,Lv.3 屬性力 %+d,Lv.3 屬性力 %+d∼%+d,0,10700,3,1,38,3,3,1,1
10724,Lv.4 屬性力 %+d,Lv.4 屬性力 %+d∼%+d,0,10700,4,1,38,4,4,1,1
10725,Lv.5 屬性力 %+d,Lv.5 屬性力 %+d∼%+d,0,10700,5,1,38,5,5,1,1
10726,Lv.6 屬性力 %+d,Lv.6 屬性力 %+d∼%+d,0,10700,6,1,38,6,6,1,1
10727,Lv.7 屬性力 %+d,Lv.7 屬性力 %+d∼%+d,0,10700,7,1,38,7,7,1,1
10728,Lv.8 屬性力 %+d,Lv.8 屬性力 %+d∼%+d,0,10700,8,1,38,8,8,1,1
10729,Lv.9 屬性力 %+d,Lv.9 屬性力 %+d∼%+d,0,10700,9,1,38,9,9,1,1
10730,Lv.10 屬性力 %+d,Lv.10 屬性力 %+d∼%+d,0,10700,10,1,38,10,10,1,1
10731,Lv.1 屬性力 %+d,Lv.1 屬性力 %+d∼%+d,0,10700,1,1,38,1,1,1,1
10732,Lv.2 屬性力 %+d,Lv.2 屬性力 %+d∼%+d,0,10700,2,1,38,2,2,1,1
10733,Lv.3 屬性力 %+d,Lv.3 屬性力 %+d∼%+d,0,10700,3,1,38,3,3,1,1
10734,Lv.4 屬性力 %+d,Lv.4 屬性力 %+d∼%+d,0,10700,4,1,38,4,4,1,1
10735,Lv.5 屬性力 %+d,Lv.5 屬性力 %+d∼%+d,0,10700,5,1,38,5,5,1,1
10736,Lv.6 屬性力 %+d,Lv.6 屬性力 %+d∼%+d,0,10700,6,1,38,6,6,1,1
10737,Lv.7 屬性力 %+d,Lv.7 屬性力 %+d∼%+d,0,10700,7,1,38,7,7,1,1
10738,Lv.8 屬性力 %+d,Lv.8 屬性力 %+d∼%+d,0,10700,8,1,38,8,8,1,1
10739,Lv.9 屬性力 %+d,Lv.9 屬性力 %+d∼%+d,0,10700,9,1,38,9,9,1,1
10740,Lv.10 屬性力 %+d,Lv.10 屬性力 %+d∼%+d,0,10700,10,1,38,10,10,1,1
10741,Lv.11 屬性力 %+d,Lv.11 屬性力 %+d∼%+d,0,10700,11,1,38,11,11,1,1
10742,Lv.12 屬性力 %+d,Lv.12 屬性力 %+d∼%+d,0,10700,12,1,38,12,12,1,1
10743,Lv.13 屬性力 %+d,Lv.13 屬性力 %+d∼%+d,0,10700,13,1,38,13,13,1,1
10744,Lv.14 屬性力 %+d,Lv.14 屬性力 %+d∼%+d,0,10700,14,1,38,14,14,1,1
10745,Lv.15 屬性力 %+d,Lv.15 屬性力 %+d∼%+d,0,10700,15,1,38,15,15,1,1
10746,Lv.11 屬性力 %+d,Lv.11 屬性力 %+d∼%+d,0,10700,11,1,38,11,11,1,1
10747,Lv.12 屬性力 %+d,Lv.12 屬性力 %+d∼%+d,0,10700,12,1,38,12,12,1,1
10748,Lv.13 屬性力 %+d,Lv.13 屬性力 %+d∼%+d,0,10700,13,1,38,13,13,1,1
10749,Lv.14 屬性力 %+d,Lv.14 屬性力 %+d∼%+d,0,10700,14,1,38,14,14,1,1
10750,Lv.15 屬性力 %+d,Lv.15 屬性力 %+d∼%+d,0,10700,15,1,38,15,15,1,1
10751,Lv.1 屬性力 %+d,Lv.1 屬性力 %+d∼%+d,0,10700,1,1,38,-1,-1,-1,-1
10752,Lv.2 屬性力 %+d,Lv.2 屬性力 %+d∼%+d,0,10700,2,1,38,-1,-1,-1,-1
10753,Lv.3 屬性力 %+d,Lv.3 屬性力 %+d∼%+d,0,10700,3,1,38,-1,-1,-1,-1
10754,Lv.4 屬性力 %+d,Lv.4 屬性力 %+d∼%+d,0,10700,4,1,38,-1,-1,-1,-1
10755,Lv.5 屬性力 %+d,Lv.5 屬性力 %+d∼%+d,0,10700,5,1,38,-1,-1,-1,-1
10756,Lv.6 屬性力 %+d,Lv.6 屬性力 %+d∼%+d,0,10700,6,1,38,-1,-1,-1,-1
10757,Lv.7 屬性力 %+d,Lv.7 屬性力 %+d∼%+d,0,10700,7,1,38,-1,-1,-1,-1
10758,Lv.8 屬性力 %+d,Lv.8 屬性力 %+d∼%+d,0,10700,8,1,38,-1,-1,-1,-1
10759,Lv.9 屬性力 %+d,Lv.9 屬性力 %+d∼%+d,0,10700,9,1,38,-1,-1,-1,-1
10760,Lv.10 屬性力 %+d,Lv.10 屬性力 %+d∼%+d,0,10700,10,1,38,-1,-1,-1,-1
10761,Lv.11 屬性力 %+d,Lv.11 屬性力 %+d∼%+d,0,10700,11,1,38,-1,-1,-1,-1
10762,Lv.12 屬性力 %+d,Lv.12 屬性力 %+d∼%+d,0,10700,12,1,38,-1,-1,-1,-1
10763,Lv.13 屬性力 %+d,Lv.13 屬性力 %+d∼%+d,0,10700,13,1,38,-1,-1,-1,-1
10764,Lv.14 屬性力 %+d,Lv.14 屬性力 %+d∼%+d,0,10700,14,1,38,-1,-1,-1,-1
10765,Lv.15 屬性力 %+d,Lv.15 屬性力 %+d∼%+d,0,10700,15,1,38,-1,-1,-1,-1
10771,Lv.1 屬性力 %+d,Lv.1 屬性力 %+d∼%+d,0,10700,1,1,38,-1,-1,-1,-1
10772,Lv.2 屬性力 %+d,Lv.2 屬性力 %+d∼%+d,0,10700,2,1,38,-1,-1,-1,-1
10773,Lv.3 屬性力 %+d,Lv.3 屬性力 %+d∼%+d,0,10700,3,1,38,-1,-1,-1,-1
10774,Lv.4 屬性力 %+d,Lv.4 屬性力 %+d∼%+d,0,10700,4,1,38,-1,-1,-1,-1
10775,Lv.5 屬性力 %+d,Lv.5 屬性力 %+d∼%+d,0,10700,5,1,38,-1,-1,-1,-1
10776,Lv.6 屬性力 %+d,Lv.6 屬性力 %+d∼%+d,0,10700,6,1,38,-1,-1,-1,-1
10777,Lv.7 屬性力 %+d,Lv.7 屬性力 %+d∼%+d,0,10700,7,1,38,-1,-1,-1,-1
10778,Lv.8 屬性力 %+d,Lv.8 屬性力 %+d∼%+d,0,10700,8,1,38,-1,-1,-1,-1
10779,Lv.9 屬性力 %+d,Lv.9 屬性力 %+d∼%+d,0,10700,9,1,38,-1,-1,-1,-1
10780,Lv.10 屬性力 %+d,Lv.10 屬性力 %+d∼%+d,0,10700,10,1,38,-1,-1,-1,-1
10781,Lv.11 屬性力 %+d,Lv.11 屬性力 %+d∼%+d,0,10700,11,1,38,11,11,1,1
10782,Lv.12 屬性力 %+d,Lv.12 屬性力 %+d∼%+d,0,10700,12,1,38,12,12,1,1
10783,Lv.13 屬性力 %+d,Lv.13 屬性力 %+d∼%+d,0,10700,13,1,38,13,13,1,1
10784,Lv.14 屬性力 %+d,Lv.14 屬性力 %+d∼%+d,0,10700,14,1,38,14,14,1,1
10785,Lv.15 屬性力 %+d,Lv.15 屬性力 %+d∼%+d,0,10700,15,1,38,15,15,1,1
10790,Lv.16 屬性力 %+d,Lv.16 屬性力 %+d∼%+d,0,10700,16,1,38,11,11,1,1
10791,Lv.17 屬性力 %+d,Lv.17 屬性力 %+d∼%+d,0,10700,17,1,38,12,12,1,1
10792,Lv.18 屬性力 %+d,Lv.18 屬性力 %+d∼%+d,0,10700,18,1,38,13,13,1,1
10793,Lv.19 屬性力 %+d,Lv.19 屬性力 %+d∼%+d,0,10700,19,1,38,14,14,1,1
10794,Lv.20 屬性力 %+d,Lv.20 屬性力 %+d∼%+d,0,10700,20,1,38,15,15,1,1
10795,Lv.16 屬性力 %+d,Lv.16 屬性力 %+d∼%+d,0,10700,16,1,38,-1,-1,-1,-1
10796,Lv.17 屬性力 %+d,Lv.17 屬性力 %+d∼%+d,0,10700,17,1,38,-1,-1,-1,-1
10797,Lv.18 屬性力 %+d,Lv.18 屬性力 %+d∼%+d,0,10700,18,1,38,-1,-1,-1,-1
10798,Lv.19 屬性力 %+d,Lv.19 屬性力 %+d∼%+d,0,10700,19,1,38,-1,-1,-1,-1
10799,Lv.20 屬性力 %+d,Lv.20 屬性力 %+d∼%+d,0,10700,20,1,38,-1,-1,-1,-1
10801,Lv.1 武器攻擊力 %+d,Lv.1 武器攻擊力 %+d∼%+d,0,10800,1,1,492,1,1,1,1
10802,Lv.2 武器攻擊力 %+d,Lv.2 武器攻擊力 %+d∼%+d,0,10800,2,1,492,2,2,1,1
10803,Lv.3 武器攻擊力 %+d,Lv.3 武器攻擊力 %+d∼%+d,0,10800,3,1,492,3,3,1,1
10804,Lv.4 武器攻擊力 %+d,Lv.4 武器攻擊力 %+d∼%+d,0,10800,4,1,492,4,4,1,1
10805,Lv.5 武器攻擊力 %+d,Lv.5 武器攻擊力 %+d∼%+d,0,10800,5,1,492,5,5,1,1
10806,Lv.6 武器攻擊力 %+d,Lv.6 武器攻擊力 %+d∼%+d,0,10800,6,1,492,6,6,1,1
10807,Lv.7 武器攻擊力 %+d,Lv.7 武器攻擊力 %+d∼%+d,0,10800,7,1,492,7,7,1,1
10808,Lv.8 武器攻擊力 %+d,Lv.8 武器攻擊力 %+d∼%+d,0,10800,8,1,492,8,8,1,1
10809,Lv.9 武器攻擊力 %+d,Lv.9 武器攻擊力 %+d∼%+d,0,10800,9,1,492,9,9,1,1
10810,Lv.10 武器攻擊力 %+d,Lv.10 武器攻擊力 %+d∼%+d,0,10800,10,1,492,10,10,1,1
10811,Lv.1 武器攻擊力 %+d,Lv.1 武器攻擊力 %+d∼%+d,0,10800,1,1,492,1,1,1,1
10812,Lv.2 武器攻擊力 %+d,Lv.2 武器攻擊力 %+d∼%+d,0,10800,2,1,492,2,2,1,1
10813,Lv.3 武器攻擊力 %+d,Lv.3 武器攻擊力 %+d∼%+d,0,10800,3,1,492,3,3,1,1
10814,Lv.4 武器攻擊力 %+d,Lv.4 武器攻擊力 %+d∼%+d,0,10800,4,1,492,4,4,1,1
10815,Lv.5 武器攻擊力 %+d,Lv.5 武器攻擊力 %+d∼%+d,0,10800,5,1,492,5,5,1,1
10816,Lv.6 武器攻擊力 %+d,Lv.6 武器攻擊力 %+d∼%+d,0,10800,6,1,492,6,6,1,1
10817,Lv.7 武器攻擊力 %+d,Lv.7 武器攻擊力 %+d∼%+d,0,10800,7,1,492,7,7,1,1
10818,Lv.8 武器攻擊力 %+d,Lv.8 武器攻擊力 %+d∼%+d,0,10800,8,1,492,8,8,1,1
10819,Lv.9 武器攻擊力 %+d,Lv.9 武器攻擊力 %+d∼%+d,0,10800,9,1,492,9,9,1,1
10820,Lv.10 武器攻擊力 %+d,Lv.10 武器攻擊力 %+d∼%+d,0,10800,10,1,492,10,10,1,1
10821,Lv.1 武器攻擊力 %+d,Lv.1 武器攻擊力 %+d∼%+d,0,10800,1,1,492,1,1,1,1
10822,Lv.2 武器攻擊力 %+d,Lv.2 武器攻擊力 %+d∼%+d,0,10800,2,1,492,2,2,1,1
10823,Lv.3 武器攻擊力 %+d,Lv.3 武器攻擊力 %+d∼%+d,0,10800,3,1,492,3,3,1,1
10824,Lv.4 武器攻擊力 %+d,Lv.4 武器攻擊力 %+d∼%+d,0,10800,4,1,492,4,4,1,1
10825,Lv.5 武器攻擊力 %+d,Lv.5 武器攻擊力 %+d∼%+d,0,10800,5,1,492,5,5,1,1
10826,Lv.6 武器攻擊力 %+d,Lv.6 武器攻擊力 %+d∼%+d,0,10800,6,1,492,6,6,1,1
10827,Lv.7 武器攻擊力 %+d,Lv.7 武器攻擊力 %+d∼%+d,0,10800,7,1,492,7,7,1,1
10828,Lv.8 武器攻擊力 %+d,Lv.8 武器攻擊力 %+d∼%+d,0,10800,8,1,492,8,8,1,1
10829,Lv.9 武器攻擊力 %+d,Lv.9 武器攻擊力 %+d∼%+d,0,10800,9,1,492,9,9,1,1
10830,Lv.10 武器攻擊力 %+d,Lv.10 武器攻擊力 %+d∼%+d,0,10800,10,1,492,10,10,1,1
10831,Lv.1 武器攻擊力 %+d,Lv.1 武器攻擊力 %+d∼%+d,0,10800,1,1,492,1,1,1,1
10832,Lv.2 武器攻擊力 %+d,Lv.2 武器攻擊力 %+d∼%+d,0,10800,2,1,492,2,2,1,1
10833,Lv.3 武器攻擊力 %+d,Lv.3 武器攻擊力 %+d∼%+d,0,10800,3,1,492,3,3,1,1
10834,Lv.4 武器攻擊力 %+d,Lv.4 武器攻擊力 %+d∼%+d,0,10800,4,1,492,4,4,1,1
10835,Lv.5 武器攻擊力 %+d,Lv.5 武器攻擊力 %+d∼%+d,0,10800,5,1,492,5,5,1,1
10836,Lv.6 武器攻擊力 %+d,Lv.6 武器攻擊力 %+d∼%+d,0,10800,6,1,492,6,6,1,1
10837,Lv.7 武器攻擊力 %+d,Lv.7 武器攻擊力 %+d∼%+d,0,10800,7,1,492,7,7,1,1
10838,Lv.8 武器攻擊力 %+d,Lv.8 武器攻擊力 %+d∼%+d,0,10800,8,1,492,8,8,1,1
10839,Lv.9 武器攻擊力 %+d,Lv.9 武器攻擊力 %+d∼%+d,0,10800,9,1,492,9,9,1,1
10840,Lv.10 武器攻擊力 %+d,Lv.10 武器攻擊力 %+d∼%+d,0,10800,10,1,492,10,10,1,1
10841,Lv.11 武器攻擊力 %+d,Lv.11 武器攻擊力 %+d∼%+d,0,10800,11,1,492,11,11,1,1
10842,Lv.12 武器攻擊力 %+d,Lv.12 武器攻擊力 %+d∼%+d,0,10800,12,1,492,12,12,1,1
10843,Lv.13 武器攻擊力 %+d,Lv.13 武器攻擊力 %+d∼%+d,0,10800,13,1,492,13,13,1,1
10844,Lv.14 武器攻擊力 %+d,Lv.14 武器攻擊力 %+d∼%+d,0,10800,14,1,492,14,14,1,1
10845,Lv.15 武器攻擊力 %+d,Lv.15 武器攻擊力 %+d∼%+d,0,10800,15,1,492,15,15,1,1
10846,Lv.11 武器攻擊力 %+d,Lv.11 武器攻擊力 %+d∼%+d,0,10800,11,1,492,11,11,1,1
10847,Lv.12 武器攻擊力 %+d,Lv.12 武器攻擊力 %+d∼%+d,0,10800,12,1,492,12,12,1,1
10848,Lv.13 武器攻擊力 %+d,Lv.13 武器攻擊力 %+d∼%+d,0,10800,13,1,492,13,13,1,1
10849,Lv.14 武器攻擊力 %+d,Lv.14 武器攻擊力 %+d∼%+d,0,10800,14,1,492,14,14,1,1
10850,Lv.15 武器攻擊力 %+d,Lv.15 武器攻擊力 %+d∼%+d,0,10800,15,1,492,15,15,1,1
10851,Lv.1 武器攻擊力 %+d,Lv.1 武器攻擊力 %+d∼%+d,0,10800,1,1,492,-1,-1,-1,-1
10852,Lv.2 武器攻擊力 %+d,Lv.2 武器攻擊力 %+d∼%+d,0,10800,2,1,492,-1,-1,-1,-1
10853,Lv.3 武器攻擊力 %+d,Lv.3 武器攻擊力 %+d∼%+d,0,10800,3,1,492,-1,-1,-1,-1
10854,Lv.4 武器攻擊力 %+d,Lv.4 武器攻擊力 %+d∼%+d,0,10800,4,1,492,-1,-1,-1,-1
10855,Lv.5 武器攻擊力 %+d,Lv.5 武器攻擊力 %+d∼%+d,0,10800,5,1,492,-1,-1,-1,-1
10856,Lv.6 武器攻擊力 %+d,Lv.6 武器攻擊力 %+d∼%+d,0,10800,6,1,492,-1,-1,-1,-1
10857,Lv.7 武器攻擊力 %+d,Lv.7 武器攻擊力 %+d∼%+d,0,10800,7,1,492,-1,-1,-1,-1
10858,Lv.8 武器攻擊力 %+d,Lv.8 武器攻擊力 %+d∼%+d,0,10800,8,1,492,-1,-1,-1,-1
10859,Lv.9 武器攻擊力 %+d,Lv.9 武器攻擊力 %+d∼%+d,0,10800,9,1,492,-1,-1,-1,-1
10860,Lv.10 武器攻擊力 %+d,Lv.10 武器攻擊力 %+d∼%+d,0,10800,10,1,492,-1,-1,-1,-1
10861,Lv.11 武器攻擊力 %+d,Lv.11 武器攻擊力 %+d∼%+d,0,10800,11,1,492,-1,-1,-1,-1
10862,Lv.12 武器攻擊力 %+d,Lv.12 武器攻擊力 %+d∼%+d,0,10800,12,1,492,-1,-1,-1,-1
10863,Lv.13 武器攻擊力 %+d,Lv.13 武器攻擊力 %+d∼%+d,0,10800,13,1,492,-1,-1,-1,-1
10864,Lv.14 武器攻擊力 %+d,Lv.14 武器攻擊力 %+d∼%+d,0,10800,14,1,492,-1,-1,-1,-1
10865,Lv.15 武器攻擊力 %+d,Lv.15 武器攻擊力 %+d∼%+d,0,10800,15,1,492,-1,-1,-1,-1
10871,Lv.1 武器攻擊力 %+d,Lv.1 武器攻擊力 %+d∼%+d,0,10800,1,1,492,-1,-1,-1,-1
10872,Lv.2 武器攻擊力 %+d,Lv.2 武器攻擊力 %+d∼%+d,0,10800,2,1,492,-1,-1,-1,-1
10873,Lv.3 武器攻擊力 %+d,Lv.3 武器攻擊力 %+d∼%+d,0,10800,3,1,492,-1,-1,-1,-1
10874,Lv.4 武器攻擊力 %+d,Lv.4 武器攻擊力 %+d∼%+d,0,10800,4,1,492,-1,-1,-1,-1
10875,Lv.5 武器攻擊力 %+d,Lv.5 武器攻擊力 %+d∼%+d,0,10800,5,1,492,-1,-1,-1,-1
10876,Lv.6 武器攻擊力 %+d,Lv.6 武器攻擊力 %+d∼%+d,0,10800,6,1,492,-1,-1,-1,-1
10877,Lv.7 武器攻擊力 %+d,Lv.7 武器攻擊力 %+d∼%+d,0,10800,7,1,492,-1,-1,-1,-1
10878,Lv.8 武器攻擊力 %+d,Lv.8 武器攻擊力 %+d∼%+d,0,10800,8,1,492,-1,-1,-1,-1
10879,Lv.9 武器攻擊力 %+d,Lv.9 武器攻擊力 %+d∼%+d,0,10800,9,1,492,-1,-1,-1,-1
10880,Lv.10 武器攻擊力 %+d,Lv.10 武器攻擊力 %+d∼%+d,0,10800,10,1,492,-1,-1,-1,-1
10881,Lv.11 武器攻擊力 %+d,Lv.11 武器攻擊力 %+d∼%+d,0,10800,11,1,492,11,11,1,1
10882,Lv.12 武器攻擊力 %+d,Lv.12 武器攻擊力 %+d∼%+d,0,10800,12,1,492,12,12,1,1
10883,Lv.13 武器攻擊力 %+d,Lv.13 武器攻擊力 %+d∼%+d,0,10800,13,1,492,13,13,1,1
10884,Lv.14 武器攻擊力 %+d,Lv.14 武器攻擊力 %+d∼%+d,0,10800,14,1,492,14,14,1,1
10885,Lv.15 武器攻擊力 %+d,Lv.15 武器攻擊力 %+d∼%+d,0,10800,15,1,492,15,15,1,1
10890,Lv.16 武器攻擊力 %+d,Lv.16 武器攻擊力 %+d∼%+d,0,10800,16,1,492,11,11,1,1
10891,Lv.17 武器攻擊力 %+d,Lv.17 武器攻擊力 %+d∼%+d,0,10800,17,1,492,12,12,1,1
10892,Lv.18 武器攻擊力 %+d,Lv.18 武器攻擊力 %+d∼%+d,0,10800,18,1,492,13,13,1,1
10893,Lv.19 武器攻擊力 %+d,Lv.19 武器攻擊力 %+d∼%+d,0,10800,19,1,492,14,14,1,1
10894,Lv.20 武器攻擊力 %+d,Lv.20 武器攻擊力 %+d∼%+d,0,10800,20,1,492,15,15,1,1
10895,Lv.16 武器攻擊力 %+d,Lv.16 武器攻擊力 %+d∼%+d,0,10800,16,1,492,-1,-1,-1,-1
10896,Lv.17 武器攻擊力 %+d,Lv.17 武器攻擊力 %+d∼%+d,0,10800,17,1,492,-1,-1,-1,-1
10897,Lv.18 武器攻擊力 %+d,Lv.18 武器攻擊力 %+d∼%+d,0,10800,18,1,492,-1,-1,-1,-1
10898,Lv.19 武器攻擊力 %+d,Lv.19 武器攻擊力 %+d∼%+d,0,10800,19,1,492,-1,-1,-1,-1
10899,Lv.20 武器攻擊力 %+d,Lv.20 武器攻擊力 %+d∼%+d,0,10800,20,1,492,-1,-1,-1,-1
10901,Lv.1 魔法固定傷害 %+d,Lv.1 魔法固定傷害 %+d∼%+d,0,10900,1,1,240,2,4,2,6
10902,Lv.2 魔法固定傷害 %+d,Lv.2 魔法固定傷害 %+d∼%+d,0,10900,2,1,240,4,8,2,6
10903,Lv.3 魔法固定傷害 %+d,Lv.3 魔法固定傷害 %+d∼%+d,0,10900,3,1,240,6,12,2,6
10904,Lv.4 魔法固定傷害 %+d,Lv.4 魔法固定傷害 %+d∼%+d,0,10900,4,1,240,10,18,4,8
10905,Lv.5 魔法固定傷害 %+d,Lv.5 魔法固定傷害 %+d∼%+d,0,10900,5,1,240,14,24,4,8
10906,Lv.6 魔法固定傷害 %+d,Lv.6 魔法固定傷害 %+d∼%+d,0,10900,6,1,240,18,32,4,10
10907,Lv.7 魔法固定傷害 %+d,Lv.7 魔法固定傷害 %+d∼%+d,0,10900,7,1,240,22,38,4,10
10908,Lv.8 魔法固定傷害 %+d,Lv.8 魔法固定傷害 %+d∼%+d,0,10900,8,1,240,26,46,4,10
10909,Lv.9 魔法固定傷害 %+d,Lv.9 魔法固定傷害 %+d∼%+d,0,10900,9,1,240,30,54,4,12
10910,Lv.10 魔法固定傷害 %+d,Lv.10 魔法固定傷害 %+d∼%+d,0,10900,10,1,240,36,64,6,14
10911,Lv.1 魔法固定傷害 %+d,Lv.1 魔法固定傷害 %+d∼%+d,0,10900,1,1,240,2,6,2,9
10912,Lv.2 魔法固定傷害 %+d,Lv.2 魔法固定傷害 %+d∼%+d,0,10900,2,1,240,4,12,2,9
10913,Lv.3 魔法固定傷害 %+d,Lv.3 魔法固定傷害 %+d∼%+d,0,10900,3,1,240,6,18,2,9
10914,Lv.4 魔法固定傷害 %+d,Lv.4 魔法固定傷害 %+d∼%+d,0,10900,4,1,240,10,27,4,12
10915,Lv.5 魔法固定傷害 %+d,Lv.5 魔法固定傷害 %+d∼%+d,0,10900,5,1,240,14,36,4,12
10916,Lv.6 魔法固定傷害 %+d,Lv.6 魔法固定傷害 %+d∼%+d,0,10900,6,1,240,18,48,4,15
10917,Lv.7 魔法固定傷害 %+d,Lv.7 魔法固定傷害 %+d∼%+d,0,10900,7,1,240,22,57,4,15
10918,Lv.8 魔法固定傷害 %+d,Lv.8 魔法固定傷害 %+d∼%+d,0,10900,8,1,240,26,69,4,15
10919,Lv.9 魔法固定傷害 %+d,Lv.9 魔法固定傷害 %+d∼%+d,0,10900,9,1,240,30,81,4,18
10920,Lv.10 魔法固定傷害 %+d,Lv.10 魔法固定傷害 %+d∼%+d,0,10900,10,1,240,36,96,6,21
10921,Lv.1 魔法固定傷害 %+d,Lv.1 魔法固定傷害 %+d∼%+d,0,10900,1,1,240,2,6,2,8
10922,Lv.2 魔法固定傷害 %+d,Lv.2 魔法固定傷害 %+d∼%+d,0,10900,2,1,240,6,12,4,8
10923,Lv.3 魔法固定傷害 %+d,Lv.3 魔法固定傷害 %+d∼%+d,0,10900,3,1,240,10,18,4,8
10924,Lv.4 魔法固定傷害 %+d,Lv.4 魔法固定傷害 %+d∼%+d,0,10900,4,1,240,14,24,4,10
10925,Lv.5 魔法固定傷害 %+d,Lv.5 魔法固定傷害 %+d∼%+d,0,10900,5,1,240,18,32,4,10
