ID,_Option_Group,_Option_Probability,_Name_Preview,_Name,_Option_Type,_Option_ID,_Option_Min,_Option_Max,_Option_Check
232,20002,7,[2] 武器攻擊力/屬性力 %+d%%∼%+d%%,[2] 武器攻擊力/屬性力 %+d%%,1,587,1,5,1
233,20002,7,[2] 物理/魔法最小傷害 %+d%%∼%+d%%,[2] 物理/魔法最小傷害 %+d%%,1,462,7,25,1
234,20002,7,[2] 物理/魔法最大傷害 %+d%%∼%+d%%,[2] 物理/魔法最大傷害 %+d%%,1,461,7,25,1
235,20002,7,[2] 最小/最大傷害 %+d%%∼%+d%%,[2] 最小/最大傷害 %+d%%,1,585,7,25,1
236,20002,7,[2] 物理/魔法爆擊傷害 %+d%%∼%+d%%,[2] 物理/魔法爆擊傷害 %+d%%,1,464,7,25,1
237,20002,3,[3] 力量/魔力 %+d∼%+d,[3] 力量/魔力 %+d,1,594,200,2000,1
238,20002,3,[3] 體力 %+d∼%+d,[3] 體力 %+d,1,26,200,2000,1
239,20002,3,[3] 幸運 %+d∼%+d,[3] 幸運 %+d,1,18,200,2000,1
240,20002,3,[3] 所有能力值 %+d∼%+d,[3] 所有能力值 %+d,1,455,200,2000,1
241,20002,3,[3] 物理/魔法固定傷害 %+d∼%+d,[3] 物理/魔法固定傷害 %+d,1,496,200,2000,1
242,20002,3,[3] BOSS怪物額外傷害 %+d∼%+d,[3] BOSS怪物額外傷害 %+d,1,570,200,2000,1
243,20002,3,[3] 普通怪物額外傷害 %+d∼%+d,[3] 普通怪物額外傷害 %+d,1,566,200,2000,1
244,20002,3,[3] 物理/魔法背後攻擊傷害 %+d%%∼%+d%%,[3] 物理/魔法背後攻擊傷害 %+d%%,1,494,5,30,1
245,20002,3,[3] 普通怪物額外傷害 %+d%%∼%+d%%,[3] 普通怪物額外傷害 %+d%%,1,567,2,8,1
246,20002,3,[3] BOSS怪物額外傷害 %+d%%∼%+d%%,[3] BOSS怪物額外傷害 %+d%%,1,571,2,8,1
247,20002,3,[3] 武器攻擊力/屬性力 %+d∼%+d,[3] 武器攻擊力/屬性力 %+d,1,586,20,100,1
248,20002,3,[3] 武器攻擊力/屬性力 %+d%%∼%+d%%,[3] 武器攻擊力/屬性力 %+d%%,1,587,1,8,1
249,20002,3,[3] 物理/魔法最小傷害 %+d%%∼%+d%%,[3] 物理/魔法最小傷害 %+d%%,1,462,7,40,1
250,20002,3,[3] 物理/魔法最大傷害 %+d%%∼%+d%%,[3] 物理/魔法最大傷害 %+d%%,1,461,7,40,1
251,20002,3,[3] 最小/最大傷害 %+d%%∼%+d%%,[3] 最小/最大傷害 %+d%%,1,585,7,40,1
252,20002,3,[3] 物理/魔法爆擊傷害 %+d%%∼%+d%%,[3] 物理/魔法爆擊傷害 %+d%%,1,464,7,40,1
253,30002,0,[重複1] 體力 %+d∼%+d,[重複1] 體力 %+d,1,26,400,700,2
254,30002,0,[重複2] 力量/魔力 %+d∼%+d,[重複2] 力量/魔力 %+d,1,594,400,700,3
255,30002,0,[重複3] 所有能力值 %+d∼%+d,[重複3] 所有能力值 %+d,1,455,400,700,4
256,30002,10,[1] 力量/魔力 %+d∼%+d,[1] 力量/魔力 %+d,1,594,70,300,1
257,30002,10,[1] 體力 %+d∼%+d,[1] 體力 %+d,1,26,70,300,1
258,30002,10,[1] 幸運 %+d∼%+d,[1] 幸運 %+d,1,18,70,300,1
259,30002,10,[1] 所有能力值 %+d∼%+d,[1] 所有能力值 %+d,1,455,70,300,1
260,30002,10,[1] 物理/魔法固定傷害 %+d∼%+d,[1] 物理/魔法固定傷害 %+d,1,496,70,300,1
261,30002,10,[1] BOSS怪物額外傷害 %+d∼%+d,[1] BOSS怪物額外傷害 %+d,1,570,70,300,1
262,30002,10,[1] 普通怪物額外傷害 %+d∼%+d,[1] 普通怪物額外傷害 %+d,1,566,70,300,1
263,30002,10,[1] HP上限 %+d∼%+d,[1] HP上限 %+d,1,30,300,1000,1
264,30002,10,[1] 魔法傷害減少 %+d∼%+d,[1] 魔法傷害減少 %+d,1,244,50,200,1
265,30002,10,[1] 物理傷害減少 %+d∼%+d,[1] 物理傷害減少 %+d,1,144,50,200,1
266,30002,10,[1] HP上限 %+d%%∼%+d%%,[1] HP上限 %+d%%,1,31,1,2,1
267,30002,7,[2] 力量/魔力 %+d∼%+d,[2] 力量/魔力 %+d,1,594,150,600,1
268,30002,7,[2] 體力 %+d∼%+d,[2] 體力 %+d,1,26,150,600,1
269,30002,7,[2] 幸運 %+d∼%+d,[2] 幸運 %+d,1,18,150,600,1
270,30002,7,[2] 所有能力值 %+d∼%+d,[2] 所有能力值 %+d,1,455,150,600,1
271,30002,7,[2] 物理/魔法固定傷害 %+d∼%+d,[2] 物理/魔法固定傷害 %+d,1,496,150,600,1
272,30002,7,[2] BOSS怪物額外傷害 %+d∼%+d,[2] BOSS怪物額外傷害 %+d,1,570,150,600,1
273,30002,7,[2] 普通怪物額外傷害 %+d∼%+d,[2] 普通怪物額外傷害 %+d,1,566,150,600,1
274,30002,7,[2] HP上限 %+d∼%+d,[2] HP上限 %+d,1,30,500,2500,1
275,30002,7,[2] 魔法傷害減少 %+d∼%+d,[2] 魔法傷害減少 %+d,1,244,100,400,1
276,30002,7,[2] 物理傷害減少 %+d∼%+d,[2] 物理傷害減少 %+d,1,144,100,400,1
277,30002,7,[2] HP上限 %+d%%∼%+d%%,[2] HP上限 %+d%%,1,31,2,4,1
278,30002,3,[3] 力量/魔力 %+d∼%+d,[3] 力量/魔力 %+d,1,594,150,1200,1
279,30002,3,[3] 體力 %+d∼%+d,[3] 體力 %+d,1,26,150,1200,1
280,30002,3,[3] 幸運 %+d∼%+d,[3] 幸運 %+d,1,18,150,1200,1
281,30002,3,[3] 所有能力值 %+d∼%+d,[3] 所有能力值 %+d,1,455,150,1200,1
282,30002,3,[3] 物理/魔法固定傷害 %+d∼%+d,[3] 物理/魔法固定傷害 %+d,1,496,150,1200,1
283,30002,3,[3] BOSS怪物額外傷害 %+d∼%+d,[3] BOSS怪物額外傷害 %+d,1,570,150,1200,1
284,30002,3,[3] 普通怪物額外傷害 %+d∼%+d,[3] 普通怪物額外傷害 %+d,1,566,150,1200,1
285,30002,3,[3] HP上限 %+d∼%+d,[3] HP上限 %+d,1,30,500,5000,1
286,30002,3,[3] 魔法傷害減少 %+d∼%+d,[3] 魔法傷害減少 %+d,1,244,100,800,1
287,30002,3,[3] 物理傷害減少 %+d∼%+d,[3] 物理傷害減少 %+d,1,144,100,800,1
288,30002,3,[3] HP上限 %+d%%∼%+d%%,[3] HP上限 %+d%%,1,31,2,6,1
289,30002,3,[3] 傷害減少 %+d%%∼%+d%%,[3] 傷害減少 %+d%%,1,86,1,1,1
290,40002,0,[重複1] 體力 %+d∼%+d,[重複1] 體力 %+d,1,26,400,700,2
291,40002,0,[重複2] 力量/魔力 %+d∼%+d,[重複2] 力量/魔力 %+d,1,594,400,700,3
292,40002,0,[重複3] 所有能力值 %+d∼%+d,[重複3] 所有能力值 %+d,1,455,400,700,4
293,40002,10,[1] 力量/魔力 %+d∼%+d,[1] 力量/魔力 %+d,1,594,70,300,1
294,40002,10,[1] 體力 %+d∼%+d,[1] 體力 %+d,1,26,70,300,1
295,40002,10,[1] 幸運 %+d∼%+d,[1] 幸運 %+d,1,18,70,300,1
296,40002,10,[1] 所有能力值 %+d∼%+d,[1] 所有能力值 %+d,1,455,70,300,1
297,40002,10,[1] 物理/魔法固定傷害 %+d∼%+d,[1] 物理/魔法固定傷害 %+d,1,496,70,300,1
298,40002,10,[1] BOSS怪物額外傷害 %+d∼%+d,[1] BOSS怪物額外傷害 %+d,1,570,70,300,1
299,40002,10,[1] 普通怪物額外傷害 %+d∼%+d,[1] 普通怪物額外傷害 %+d,1,566,70,300,1
300,40002,10,[1] HP上限 %+d∼%+d,[1] HP上限 %+d,1,30,300,1000,1
301,40002,10,[1] 物理/魔法最小傷害 %+d%%∼%+d%%,[1] 物理/魔法最小傷害 %+d%%,1,462,1,6,1
302,40002,10,[1] 物理/魔法最大傷害 %+d%%∼%+d%%,[1] 物理/魔法最大傷害 %+d%%,1,461,1,6,1
303,40002,7,[2] 力量/魔力 %+d∼%+d,[2] 力量/魔力 %+d,1,594,150,600,1
304,40002,7,[2] 體力 %+d∼%+d,[2] 體力 %+d,1,26,150,600,1
305,40002,7,[2] 幸運 %+d∼%+d,[2] 幸運 %+d,1,18,150,600,1
306,40002,7,[2] 所有能力值 %+d∼%+d,[2] 所有能力值 %+d,1,455,150,600,1
307,40002,7,[2] 物理/魔法固定傷害 %+d∼%+d,[2] 物理/魔法固定傷害 %+d,1,496,150,600,1
308,40002,7,[2] BOSS怪物額外傷害 %+d∼%+d,[2] BOSS怪物額外傷害 %+d,1,570,150,600,1
309,40002,7,[2] 普通怪物額外傷害 %+d∼%+d,[2] 普通怪物額外傷害 %+d,1,566,150,600,1
310,40002,7,[2] HP上限 %+d∼%+d,[2] HP上限 %+d,1,30,500,2500,1
311,40002,7,[2] 物理/魔法最小傷害 %+d%%∼%+d%%,[2] 物理/魔法最小傷害 %+d%%,1,462,3,12,1
312,40002,7,[2] 物理/魔法最大傷害 %+d%%∼%+d%%,[2] 物理/魔法最大傷害 %+d%%,1,461,3,12,1
313,40002,7,[2] 武器攻擊力/屬性力 %+d%%∼%+d%%,[2] 武器攻擊力/屬性力 %+d%%,1,587,1,2,1
314,40002,3,[3] 力量/魔力 %+d∼%+d,[3] 力量/魔力 %+d,1,594,150,1200,1
315,40002,3,[3] 體力 %+d∼%+d,[3] 體力 %+d,1,26,150,1200,1
316,40002,3,[3] 幸運 %+d∼%+d,[3] 幸運 %+d,1,18,150,1200,1
317,40002,3,[3] 所有能力值 %+d∼%+d,[3] 所有能力值 %+d,1,455,150,1200,1
318,40002,3,[3] 物理/魔法固定傷害 %+d∼%+d,[3] 物理/魔法固定傷害 %+d,1,496,150,1200,1
319,40002,3,[3] BOSS怪物額外傷害 %+d∼%+d,[3] BOSS怪物額外傷害 %+d,1,570,150,1200,1
320,40002,3,[3] 普通怪物額外傷害 %+d∼%+d,[3] 普通怪物額外傷害 %+d,1,566,150,1200,1
321,40002,3,[3] HP上限 %+d∼%+d,[3] HP上限 %+d,1,30,500,5000,1
322,40002,3,[3] 物理/魔法最小傷害 %+d%%∼%+d%%,[3] 物理/魔法最小傷害 %+d%%,1,462,3,18,1
323,40002,3,[3] 物理/魔法最大傷害 %+d%%∼%+d%%,[3] 物理/魔法最大傷害 %+d%%,1,461,3,18,1
324,40002,3,[3] 武器攻擊力/屬性力 %+d%%∼%+d%%,[3] 武器攻擊力/屬性力 %+d%%,1,587,1,3,1
325,50002,0,[重複1] 體力 %+d∼%+d,[重複1] 體力 %+d,1,26,300,500,2
326,50002,0,[重複2] 力量/魔力 %+d∼%+d,[重複2] 力量/魔力 %+d,1,594,300,500,3
327,50002,0,[重複3] 所有能力值 %+d∼%+d,[重複3] 所有能力值 %+d,1,455,300,500,4
328,50002,10,[1] 力量/魔力 %+d∼%+d,[1] 力量/魔力 %+d,1,594,30,150,1
329,50002,10,[1] 體力 %+d∼%+d,[1] 體力 %+d,1,26,30,150,1
330,50002,10,[1] 幸運 %+d∼%+d,[1] 幸運 %+d,1,18,30,150,1
331,50002,10,[1] 所有能力值 %+d∼%+d,[1] 所有能力值 %+d,1,455,30,150,1
332,50002,10,[1] 物理/魔法固定傷害 %+d∼%+d,[1] 物理/魔法固定傷害 %+d,1,496,30,150,1
333,50002,10,[1] BOSS怪物額外傷害 %+d∼%+d,[1] BOSS怪物額外傷害 %+d,1,570,30,150,1
334,50002,10,[1] 普通怪物額外傷害 %+d∼%+d,[1] 普通怪物額外傷害 %+d,1,566,30,150,1
335,50002,10,[1] HP上限 %+d∼%+d,[1] HP上限 %+d,1,30,200,700,1
336,50002,10,[1] 武器攻擊力/屬性力 %+d∼%+d,[1] 武器攻擊力/屬性力 %+d,1,586,1,5,1
337,50002,7,[2] 力量/魔力 %+d∼%+d,[2] 力量/魔力 %+d,1,594,100,400,1
338,50002,7,[2] 體力 %+d∼%+d,[2] 體力 %+d,1,26,100,400,1
339,50002,7,[2] 幸運 %+d∼%+d,[2] 幸運 %+d,1,18,100,400,1
340,50002,7,[2] 所有能力值 %+d∼%+d,[2] 所有能力值 %+d,1,455,100,400,1
341,50002,7,[2] 物理/魔法固定傷害 %+d∼%+d,[2] 物理/魔法固定傷害 %+d,1,496,100,400,1
342,50002,7,[2] BOSS怪物額外傷害 %+d∼%+d,[2] BOSS怪物額外傷害 %+d,1,570,100,400,1
343,50002,7,[2] 普通怪物額外傷害 %+d∼%+d,[2] 普通怪物額外傷害 %+d,1,566,100,400,1
344,50002,7,[2] HP上限 %+d∼%+d,[2] HP上限 %+d,1,30,400,1500,1
345,50002,7,[2] 武器攻擊力/屬性力 %+d∼%+d,[2] 武器攻擊力/屬性力 %+d,1,586,3,15,1
346,50002,3,[3] 力量/魔力 %+d∼%+d,[3] 力量/魔力 %+d,1,594,100,800,1
347,50002,3,[3] 體力 %+d∼%+d,[3] 體力 %+d,1,26,100,800,1
348,50002,3,[3] 幸運 %+d∼%+d,[3] 幸運 %+d,1,18,100,800,1
349,50002,3,[3] 所有能力值 %+d∼%+d,[3] 所有能力值 %+d,1,455,100,800,1
350,50002,3,[3] 物理/魔法固定傷害 %+d∼%+d,[3] 物理/魔法固定傷害 %+d,1,496,100,800,1
351,50002,3,[3] BOSS怪物額外傷害 %+d∼%+d,[3] BOSS怪物額外傷害 %+d,1,570,100,800,1
352,50002,3,[3] 普通怪物額外傷害 %+d∼%+d,[3] 普通怪物額外傷害 %+d,1,566,100,800,1
353,50002,3,[3] HP上限 %+d∼%+d,[3] HP上限 %+d,1,30,400,3000,1
354,50002,3,[3] 武器攻擊力/屬性力 %+d∼%+d,[3] 武器攻擊力/屬性力 %+d,1,586,3,25,1
355,60002,0,[重複1] 體力 %+d∼%+d,[重複1] 體力 %+d,1,26,300,500,2
356,60002,0,[重複2] 力量/魔力 %+d∼%+d,[重複2] 力量/魔力 %+d,1,594,300,500,3
357,60002,0,[重複3] 所有能力值 %+d∼%+d,[重複3] 所有能力值 %+d,1,455,300,500,4
358,60002,10,[1] 力量/魔力 %+d∼%+d,[1] 力量/魔力 %+d,1,594,30,150,1
359,60002,10,[1] 體力 %+d∼%+d,[1] 體力 %+d,1,26,30,150,1
360,60002,10,[1] 幸運 %+d∼%+d,[1] 幸運 %+d,1,18,30,150,1
361,60002,10,[1] 所有能力值 %+d∼%+d,[1] 所有能力值 %+d,1,455,30,150,1
362,60002,10,[1] 物理/魔法固定傷害 %+d∼%+d,[1] 物理/魔法固定傷害 %+d,1,496,30,150,1
363,60002,10,[1] BOSS怪物額外傷害 %+d∼%+d,[1] BOSS怪物額外傷害 %+d,1,570,30,150,1
364,60002,10,[1] 普通怪物額外傷害 %+d∼%+d,[1] 普通怪物額外傷害 %+d,1,566,30,150,1
365,60002,10,[1] HP上限 %+d∼%+d,[1] HP上限 %+d,1,30,200,700,1
366,60002,7,[2] 力量/魔力 %+d∼%+d,[2] 力量/魔力 %+d,1,594,100,400,1
367,60002,7,[2] 體力 %+d∼%+d,[2] 體力 %+d,1,26,100,400,1
368,60002,7,[2] 幸運 %+d∼%+d,[2] 幸運 %+d,1,18,100,400,1
369,60002,7,[2] 所有能力值 %+d∼%+d,[2] 所有能力值 %+d,1,455,100,400,1
370,60002,7,[2] 物理/魔法固定傷害 %+d∼%+d,[2] 物理/魔法固定傷害 %+d,1,496,100,400,1
371,60002,7,[2] BOSS怪物額外傷害 %+d∼%+d,[2] BOSS怪物額外傷害 %+d,1,570,100,400,1
372,60002,7,[2] 普通怪物額外傷害 %+d∼%+d,[2] 普通怪物額外傷害 %+d,1,566,100,400,1
373,60002,7,[2] HP上限 %+d∼%+d,[2] HP上限 %+d,1,30,400,1500,1
374,60002,7,[2] 力量/魔力 %+d%%∼%+d%%,[2] 力量/魔力 %+d%%,1,595,1,1,1
375,60002,7,[2] 體力 %+d%%∼%+d%%,[2] 體力 %+d%%,1,27,1,1,1
376,60002,7,[2] 幸運 %+d%%∼%+d%%,[2] 幸運 %+d%%,1,19,1,1,1
377,60002,3,[3] 力量/魔力 %+d∼%+d,[3] 力量/魔力 %+d,1,594,100,800,1
378,60002,3,[3] 體力 %+d∼%+d,[3] 體力 %+d,1,26,100,800,1
379,60002,3,[3] 幸運 %+d∼%+d,[3] 幸運 %+d,1,18,100,800,1
380,60002,3,[3] 所有能力值 %+d∼%+d,[3] 所有能力值 %+d,1,455,100,800,1
381,60002,3,[3] 物理/魔法固定傷害 %+d∼%+d,[3] 物理/魔法固定傷害 %+d,1,496,100,800,1
382,60002,3,[3] BOSS怪物額外傷害 %+d∼%+d,[3] BOSS怪物額外傷害 %+d,1,570,100,800,1
383,60002,3,[3] 普通怪物額外傷害 %+d∼%+d,[3] 普通怪物額外傷害 %+d,1,566,100,800,1
384,60002,3,[3] HP上限 %+d∼%+d,[3] HP上限 %+d,1,30,400,3000,1
385,60002,3,[3] 力量/魔力 %+d%%∼%+d%%,[3] 力量/魔力 %+d%%,1,595,1,2,1
386,60002,3,[3] 體力 %+d%%∼%+d%%,[3] 體力 %+d%%,1,27,1,2,1
387,60002,3,[3] 幸運 %+d%%∼%+d%%,[3] 幸運 %+d%%,1,19,1,2,1
388,60002,3,[3] 所有能力值 %+d%%∼%+d%%,[3] 所有能力值 %+d%%,1,456,1,2,1
389,30003,0,[替代屬性1] 體力 %+d∼%+d,體力 %+d,1,26,400,700,2
390,30003,0,[替代屬性2] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,400,700,3
391,30003,0,[替代屬性3] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,400,700,4
392,30003,6,[1] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,70,300,1
393,30003,6,[1] 體力 %+d∼%+d,體力 %+d,1,26,70,300,1
394,30003,6,[1] 幸運 %+d∼%+d,幸運 %+d,1,18,70,300,1
395,30003,6,[1] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,70,300,1
396,30003,6,[1] 物理/魔法固定傷害 %+d∼%+d,物理/魔法固定傷害 %+d,1,496,70,300,1
397,30003,6,[1] BOSS怪物額外傷害 %+d∼%+d,BOSS怪物額外傷害 %+d,1,570,70,300,1
398,30003,6,[1] 普通怪物額外傷害 %+d∼%+d,普通怪物額外傷害 %+d,1,566,70,300,1
399,30003,6,[1] HP上限 %+d∼%+d,HP上限 %+d,1,30,300,1000,1
400,30003,6,[1] 魔法傷害減少 %+d∼%+d,魔法傷害減少 %+d,1,244,50,200,1
401,30003,6,[1] 物理傷害減少 %+d∼%+d,物理傷害減少 %+d,1,144,50,200,1
402,30003,6,[1] HP上限 %+d%%∼%+d%%,HP上限 %+d%%,1,31,1,2,1
403,30003,6,[2] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,150,600,1
404,30003,6,[2] 體力 %+d∼%+d,體力 %+d,1,26,150,600,1
405,30003,6,[2] 幸運 %+d∼%+d,幸運 %+d,1,18,150,600,1
406,30003,6,[2] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,150,600,1
407,30003,6,[2] 物理/魔法固定傷害 %+d∼%+d,物理/魔法固定傷害 %+d,1,496,150,600,1
408,30003,6,[2] BOSS怪物額外傷害 %+d∼%+d,BOSS怪物額外傷害 %+d,1,570,150,600,1
409,30003,6,[2] 普通怪物額外傷害 %+d∼%+d,普通怪物額外傷害 %+d,1,566,150,600,1
410,30003,6,[2] HP上限 %+d∼%+d,HP上限 %+d,1,30,500,2500,1
411,30003,6,[2] 魔法傷害減少 %+d∼%+d,魔法傷害減少 %+d,1,244,100,400,1
412,30003,6,[2] 物理傷害減少 %+d∼%+d,物理傷害減少 %+d,1,144,100,400,1
413,30003,6,[2] HP上限 %+d%%∼%+d%%,HP上限 %+d%%,1,31,2,4,1
414,30003,6,[3] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,150,1200,1
415,30003,6,[3] 體力 %+d∼%+d,體力 %+d,1,26,150,1200,1
416,30003,6,[3] 幸運 %+d∼%+d,幸運 %+d,1,18,150,1200,1
417,30003,6,[3] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,150,1200,1
418,30003,6,[3] 物理/魔法固定傷害 %+d∼%+d,物理/魔法固定傷害 %+d,1,496,150,1200,1
419,30003,6,[3] BOSS怪物額外傷害 %+d∼%+d,BOSS怪物額外傷害 %+d,1,570,150,1200,1
420,30003,6,[3] 普通怪物額外傷害 %+d∼%+d,普通怪物額外傷害 %+d,1,566,150,1200,1
421,30003,6,[3] HP上限 %+d∼%+d,HP上限 %+d,1,30,500,5000,1
422,30003,6,[3] 魔法傷害減少 %+d∼%+d,魔法傷害減少 %+d,1,244,100,800,1
423,30003,6,[3] 物理傷害減少 %+d∼%+d,物理傷害減少 %+d,1,144,100,800,1
424,30003,6,[3] HP上限 %+d%%∼%+d%%,HP上限 %+d%%,1,31,2,6,1
425,30003,6,[3] 傷害減少 %+d%%∼%+d%%,傷害減少 %+d%%,1,86,1,1,1
426,30003,6,[S] 風捲連刃 Lv.%d∼Lv.%d,風捲連刃 Lv.%d,3,1107015,1,1,1
427,30003,6,[S] 疾風 Lv.%d∼Lv.%d,疾風 Lv.%d,3,1104017,1,1,1
428,30003,6,[S] 十字劍 Lv.%d∼Lv.%d,十字劍 Lv.%d,3,1109021,1,1,1
429,30003,6,[S] 十字審判 Lv.%d∼Lv.%d,十字審判 Lv.%d,3,1211004,1,1,1
430,30003,6,[S] 颱風鎚 Lv.%d∼Lv.%d,颱風鎚 Lv.%d,3,1109406,1,1,1
431,30003,6,[S] 幻影腳 Lv.%d∼Lv.%d,幻影腳 Lv.%d,3,1100111,1,1,1
432,30003,6,[S] 冰板 Lv.%d∼Lv.%d,冰板 Lv.%d,3,2104104,1,1,1
433,30003,6,[S] 魔音傳腦 Lv.%d∼Lv.%d,魔音傳腦 Lv.%d,3,1210023,1,1,1
434,30003,6,[S] 短刃狂熱 Lv.%d∼Lv.%d,短刃狂熱 Lv.%d,3,1107033,1,1,1
435,30003,6,[S] 箭伏 Lv.%d∼Lv.%d,箭伏 Lv.%d,3,1210008,1,1,1
436,30003,6,[S] 爆擊狂嘯 Lv.%d∼Lv.%d,爆擊狂嘯 Lv.%d,3,1107019,1,1,1
437,30003,6,[S] 破壞地牢 Lv.%d∼Lv.%d,破壞地牢 Lv.%d,3,1108020,1,1,1
438,30003,6,[S] 遠距掃射 Lv.%d∼Lv.%d,遠距掃射 Lv.%d,3,1212022,1,1,1
439,30003,6,[S] 靈魂大師III Lv.%d∼Lv.%d,靈魂大師III Lv.%d,3,1103033,1,1,1
440,30003,6,[S] 反射 Lv.%d∼Lv.%d,反射 Lv.%d,3,1310048,1,1,1
441,30003,6,[S] [黑桃] 上鉤拳 Lv.%d∼Lv.%d,[黑桃] 上鉤拳 Lv.%d,3,1310250,1,1,1
442,30003,6,[S] 瘋狂之影 Lv.%d∼Lv.%d,瘋狂之影 Lv.%d,3,1415055,1,1,1
443,30003,6,[S] 影子刀刃 Lv.%d∼Lv.%d,影子刀刃 Lv.%d,3,1411056,1,1,1
444,30003,6,[S] 聖魔錮殺 Lv.%d∼Lv.%d,聖魔錮殺 Lv.%d,3,1760102,1,1,1
445,30003,6,[S] 但丁地獄 Lv.%d∼Lv.%d,但丁地獄 Lv.%d,3,1801312,1,1,1
446,30003,6,[S] 三重連爆 Lv.%d∼Lv.%d,三重連爆 Lv.%d,3,1802312,1,1,1
447,30003,6,[S] 黑暗之魂 Lv.%d∼Lv.%d,黑暗之魂 Lv.%d,3,1803323,1,1,1
448,30003,6,[S] 螺旋重擊 Lv.%d∼Lv.%d,螺旋重擊 Lv.%d,3,1011023,1,1,1
449,30003,6,[S] 華麗劍舞 Lv.%d∼Lv.%d,華麗劍舞 Lv.%d,3,1010024,1,1,1
450,30003,6,[S] 絕望 Lv.%d∼Lv.%d,絕望 Lv.%d,3,1010025,1,1,1
451,30003,6,[S] [迅風快擊] 氣功 Lv.%d∼Lv.%d,[迅風快擊] 氣功 Lv.%d,3,2402705,1,1,1
452,30003,6,[S] 死神降臨 Lv.%d∼Lv.%d,死神降臨 Lv.%d,3,1010027,1,1,1
453,30003,6,[S] 演奏名手 Lv.%d∼Lv.%d,演奏名手 Lv.%d,3,1010028,1,1,1
454,30003,6,[S] 忍法_誣 Lv.%d∼Lv.%d,忍法_誣 Lv.%d,3,1002029,1,1,1
455,30003,6,[S] 狙擊 Lv.%d∼Lv.%d,狙擊 Lv.%d,3,1000030,1,1,1
456,30003,6,[S] DS-MT Lv.%d∼Lv.%d,DS-MT Lv.%d,3,2403202,1,1,1
457,30003,6,[S] 魔法寶石陣[紫] Lv.%d∼Lv.%d,魔法寶石陣[紫] Lv.%d,3,2406905,1,1,1
458,30003,6,[S] 旋風 Lv.%d∼Lv.%d,旋風 Lv.%d,3,1803504,1,1,1
459,30003,6,[S] 強力漩渦 Lv.%d∼Lv.%d,強力漩渦 Lv.%d,3,1803702,1,1,1
460,30003,6,[S] 迴旋飛刃 Lv.%d∼Lv.%d,迴旋飛刃 Lv.%d,3,1803806,1,1,1
461,30004,0,[替代屬性1] 體力 %+d∼%+d,體力 %+d,1,26,400,700,2
462,30004,0,[替代屬性2] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,400,700,3
463,30004,0,[替代屬性3] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,400,700,4
464,30004,6,[1] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,70,300,1
465,30004,6,[1] 體力 %+d∼%+d,體力 %+d,1,26,70,300,1
466,30004,6,[1] 幸運 %+d∼%+d,幸運 %+d,1,18,70,300,1
467,30004,6,[1] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,70,300,1
468,30004,6,[1] 物理/魔法固定傷害 %+d∼%+d,物理/魔法固定傷害 %+d,1,496,70,300,1
469,30004,6,[1] BOSS怪物額外傷害 %+d∼%+d,BOSS怪物額外傷害 %+d,1,570,70,300,1
470,30004,6,[1] 普通怪物額外傷害 %+d∼%+d,普通怪物額外傷害 %+d,1,566,70,300,1
471,30004,6,[1] HP上限 %+d∼%+d,HP上限 %+d,1,30,300,1000,1
472,30004,6,[1] 魔法傷害減少 %+d∼%+d,魔法傷害減少 %+d,1,244,50,200,1
473,30004,6,[1] 物理傷害減少 %+d∼%+d,物理傷害減少 %+d,1,144,50,200,1
474,30004,6,[1] HP上限 %+d%%∼%+d%%,HP上限 %+d%%,1,31,1,2,1
475,30004,6,[2] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,150,600,1
476,30004,6,[2] 體力 %+d∼%+d,體力 %+d,1,26,150,600,1
477,30004,6,[2] 幸運 %+d∼%+d,幸運 %+d,1,18,150,600,1
478,30004,6,[2] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,150,600,1
479,30004,6,[2] 物理/魔法固定傷害 %+d∼%+d,物理/魔法固定傷害 %+d,1,496,150,600,1
480,30004,6,[2] BOSS怪物額外傷害 %+d∼%+d,BOSS怪物額外傷害 %+d,1,570,150,600,1
481,30004,6,[2] 普通怪物額外傷害 %+d∼%+d,普通怪物額外傷害 %+d,1,566,150,600,1
482,30004,6,[2] HP上限 %+d∼%+d,HP上限 %+d,1,30,500,2500,1
483,30004,6,[2] 魔法傷害減少 %+d∼%+d,魔法傷害減少 %+d,1,244,100,400,1
484,30004,6,[2] 物理傷害減少 %+d∼%+d,物理傷害減少 %+d,1,144,100,400,1
485,30004,6,[2] HP上限 %+d%%∼%+d%%,HP上限 %+d%%,1,31,2,4,1
486,30004,6,[3] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,150,1200,1
