ID,_MobID,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_StatusType3,_StatusValue3,_StatusType4,_StatusValue4,_Category,_Type,_Image,_ImageIndex,_ImagePosS_X,_ImagePosS_Y,_DisableFXGID,_FrontFXGID,_BackFXGID,_OpenLV,_OpenHP,_Kind,_Area,_ActiveFXGID,_ActiveSoundID,_Des,_Show
358,810001573,14,5,0,0,0,0,0,0,10,2,30012011,9,64,106,0,16255,0,1,1,1,91,16251,2248,以前似乎從事過其他職業的故事書精靈。\n如果被他遇到，會施展讓玩家朋友墮落的可怕必殺技。,1
359,810001574,26,5,0,0,0,0,0,0,10,3,30013029,4,0,0,0,16255,0,1,1,1,91,16251,2248,裝飾在圖書館內的盔甲，憑藉奇妙的力量活過來並移動。\n當惡魔試圖讓騎士墮落時，高潔的騎士始終不肯屈服，堂堂正正地面對死亡。但他的盔甲卻落入惡魔手中，變成漂浮在空中的惡靈。,1
361,810001576,22,10,0,0,0,0,0,0,10,2,30012011,5,64,106,0,16255,0,1,1,1,92,16251,2248,個性內向，如果有人想要瞭解他，他就會因為太害羞而咬對方。\n聽說興趣是剪色紙，專長是潛水。\n\n真的嗎？,1
362,810001577,14,10,0,0,0,0,0,0,10,2,30012011,6,64,106,0,16255,0,1,1,1,92,16251,2248,發現其他遊戲裡有跟自己同名的怪物，感到傷心而改名的傢伙。\n興趣是看漫畫。\n對於自己不是圖畫書而感到絕望！\n\n呃呃…誰來幫我在旁邊畫畫…,1
363,810001578,26,10,0,0,0,0,0,0,10,2,30012011,9,64,106,0,16255,0,1,1,1,92,16251,2248,以前似乎從事過其他職業的故事書精靈。\n如果被他遇到，會施展讓玩家朋友墮落的可怕必殺技。\n發光的眼鏡很不尋常。,1
364,810001579,18,10,0,0,0,0,0,0,10,3,30013029,4,0,0,0,16255,0,1,1,1,92,16251,2248,裝飾在圖書館內的盔甲，憑藉奇妙的力量活過來並移動。\n當惡魔試圖讓騎士墮落時，高潔的騎士始終不肯屈服，堂堂正正地面對死亡。但他的盔甲卻落入惡魔手中，變成漂浮在空中的惡靈。,1
365,810001580,26,10,18,10,0,0,0,0,10,2,30012011,8,64,106,0,16255,0,1,1,1,92,16251,2248,管理貝爾法圖書館的圖書館管理員，也是侍奉知識之神雷塔的巫女。\n巫女全都是女性。\n依照神的旨意，他們為追求知識的所有人獻身，並成為試圖破壞或獨佔知識者的可怕對手。\n近距離戰、魔法、集團戰鬥等無所不能的全能玩家。\n與他交手時，請務必小心。,1
367,810001582,26,5,0,0,0,0,0,0,10,2,30012011,3,64,106,0,16255,0,1,1,1,90,16251,2248,可愛的獨角獸。\n身為夢幻界的居民，一般不會出現在現實世界中。\n個性善良又文靜。,1
368,810001583,18,5,0,0,0,0,0,0,10,2,30012011,4,64,106,0,16255,0,1,1,2,90,16251,2248,勇士身邊一定會有一匹有翅膀的天馬！\n等待著成為英雄故事主角的那一天，每天致力於鍛鍊內心小宇宙的飛馬寶寶。\n雖然還小，卻很有理想。,1
369,810001584,22,5,0,0,0,0,0,0,10,2,30012011,10,64,106,0,16255,0,1,1,1,90,16251,2248,強大寶石幻獸之一的露菲兔兔。\n專長是模仿裁縫玩偶。\n\n非常可愛。,1
370,810001585,14,5,0,0,0,0,0,0,10,3,30013030,2,0,0,0,16255,0,1,1,2,90,16251,2248,一名憧憬帥氣騎士的少年，他的願望賦予了騎士玩偶生命。\n為小姐獻身。\n不管他在哪裡發生了什麼事情，都會有非常、非常、非常大的力量！奔跑吧！玩偶騎士，戰鬥吧！玩偶騎士！,1
371,810001586,26,10,0,0,0,0,0,0,10,2,30012011,3,64,106,0,16255,0,1,1,1,93,16251,2248,可愛的獨角獸。\n身為夢幻界的居民，一般不會出現在現實世界中。\n個性善良又文靜，但浸染花園的魔氣後，個性變得凶惡。,1
372,810001587,18,10,0,0,0,0,0,0,10,2,30012011,4,64,106,0,16255,0,1,1,2,93,16251,2248,勇士身邊一定會有一匹有翅膀的天馬！\n等待著成為英雄故事主角的那一天，每天致力於鍛鍊內心小宇宙的飛馬寶寶。\n雖然還小，卻很有理想。\n\n要和我並肩而行的勇士在哪裡呢？！,1
373,810001588,22,10,0,0,0,0,0,0,10,2,30012011,10,64,106,0,16255,0,1,1,1,93,16251,2248,強大寶石幻獸之一的露菲兔兔。\n額頭上的紅寶石正閃閃發亮。\n\n專長是模仿超級可愛的裁縫玩偶。\n\n非常可愛。,1
374,810001589,14,10,0,0,0,0,0,0,10,3,30013030,2,0,0,0,16255,0,1,1,2,93,16251,2248,一名憧憬帥氣騎士的少年，他的願望賦予了騎士玩偶生命。\n為小姐獻身。\n不管他在哪裡發生了什麼事情，都會有非常、非常、非常大的力量！奔跑吧！玩偶騎士，戰鬥吧！玩偶騎士！\n如果把我和裁縫玩偶搞混，會讓我很困擾！,1
375,810001590,26,10,0,0,0,0,0,0,10,3,30013030,1,0,0,0,16255,0,1,1,1,93,16251,2248,死去騎士的靈魂變成惡靈後胡作非為的怪物。\n惡魔護甲活動時發出的聲響，是曾經穿著這個護甲的騎士靈魂仍停留在護甲上，而他的屍身拖動護甲摩擦地面所發出的聲音。,1
376,810001591,18,10,0,0,0,0,0,0,10,3,30013029,2,0,0,0,16255,0,1,1,1,93,16251,2248,諾爾非常殘暴且具有強大的力量，並擁有接近於人類的智慧。\n據說，很久以前因為某個特別力量而誕生的諾爾，是非常殘暴又可怕的魔界怪物。,1
377,810001592,22,10,0,0,0,0,0,0,10,3,30013029,3,0,0,0,16255,0,1,1,1,93,16251,2248,諾爾非常殘暴且具有強大的力量，並擁有接近於人類的智慧。\n據說，很久以前因為某個特別力量而誕生的諾爾，是非常殘暴又可怕的魔界怪物。\n比一般怪物更加殘暴？！,1
378,810001593,14,10,0,0,0,0,0,0,10,3,30013029,4,0,0,0,16255,0,1,1,1,93,16251,2248,裝飾在圖書館內的盔甲，憑藉奇妙的力量活過來並移動。\n當惡魔試圖讓騎士墮落時，高潔的騎士始終不肯屈服，堂堂正正地面對死亡。但他的盔甲卻落入惡魔手中，變成漂浮在空中的惡靈。誰來救救他。,1
379,810001594,22,10,14,10,0,0,0,0,10,3,30013029,1,0,0,16253,16259,16258,1,1,1,93,16251,2248,從有三顆頭來看，覺得說不定是凱羅貝魯斯，但卻有種奇怪的感覺。,1
396,810001741,22,5,0,0,0,0,0,0,10,3,30013031,4,0,0,0,16255,0,1,1,1,96,16251,2248,正在以根源「黑暗精靈」形態回歸的星星騎士。比星之守護者精神不穩定，個性非常殘暴。,1
401,810001746,14,10,0,0,0,0,0,0,10,1,30011001,39,96,170,0,16255,0,1,1,1,96,16251,2248,以利利樂的星星碎片為養分而活的神龍幼兒，目前還很可愛。,1
402,810001747,22,10,0,0,0,0,0,0,10,1,30011001,40,96,170,0,16255,0,1,1,1,96,16251,2248,吸收太多星星碎片會對恐龍幼兒的身體有害。雖然很可憐，但他們很快就會燃燒起來…靠近他的話會很危險。,1
403,810001748,18,15,196,1,0,0,0,0,10,3,30013032,4,0,0,16253,16259,16258,1,1,1,96,16251,2248,吃了星星碎片後，變得巨大的寶石龍。寶石龍的排泄物也會變成星星碎片。噁…據說再經過一段時間就會變成真龍。,1
404,810001749,26,15,192,1,0,0,0,0,10,3,30013032,1,0,0,16253,16259,16258,1,1,1,96,16251,2248,惡名昭彰的宇宙海盜，讓銀河彼端的某個小區陷入恐懼。因為覬覦創星的力量而來到了利利樂。,1
412,810001975,455,3,0,0,0,0,0,0,10,3,30013033,3,0,0,0,16255,0,1,1,1,97,16251,2248,附著在濃厚的黑暗氣息上，在周圍四處徘徊，像是來自某個東西的一部分。,1
415,810002125,14,5,0,0,0,0,0,0,10,3,30013034,2,0,0,0,16255,0,1,1,1,90,16251,2248,從黑暗中被釋放出來後依舊非常殘暴的諾爾，吃下腐壞的肉後臉色鐵青。,1
416,810002126,26,10,0,0,0,0,0,0,10,3,30013034,1,0,0,0,16255,0,1,1,1,224,16251,2248,即使被擊中也不認輸，不斷撲向玩家的諾爾，非常凶殘！,1
417,810002127,18,10,0,0,0,0,0,0,10,2,30012012,7,64,106,0,16255,0,1,1,1,224,16251,2248,很愛看電影的露菲寶寶，對自己製作的護目鏡感到非常自豪。,1
418,810002128,22,10,0,0,0,0,0,0,10,3,30013034,3,0,0,0,16255,0,1,1,2,224,16251,2248,失去使命而徬徨的玩偶騎士，心中的渴望使他變得強大！,1
572,810003646,22,5,0,0,0,0,0,0,10,2,30013064,5,64,106,0,16255,0,1,1,1,119,16251,2248,短毛貓戴著忍者面具，並自以為是最強忍者。\n要適當地梳毛！不益於健康∼,1
573,810003647,18,5,0,0,0,0,0,0,10,2,30013064,6,64,106,0,16255,0,1,1,1,119,16251,2248,短毛貓全盤否認大口啃食青苔後毛就會變綠。他將冰淇淋模樣的瀏海視為生命一樣寶貴。,1
574,810003648,14,5,0,0,0,0,0,0,10,2,30013064,8,64,106,0,16255,0,1,1,1,119,16251,2248,孤單的海螺遇見了小章魚∼(帶著海螺殼的小章魚啊啊(唱)←歌詞)\n只要和海螺在一起，應該就會很安全！但只是成為了更讓人垂涎三尺的小章魚而已。,1
575,810003649,26,5,0,0,0,0,0,0,10,2,30013064,7,64,106,0,16255,0,1,1,1,119,16251,2248,孤單的海螺遇見了小章魚∼(帶著海螺殼的小章魚啊啊(唱)←歌詞)\n只要和海螺在一起，應該就會很安全！但只是成為了更讓人垂涎三尺的小章魚而已。,1
576,810003650,30,50,0,0,0,0,0,0,10,3,30013069,2,0,0,0,16255,0,1,1,1,119,16251,2248,隱身的境界已經達到餌雷的孤獨獵人貓。\n想達到任何人都認不出自己的境界，於是不斷鑽研著隱身術。,1
577,810003651,22,5,0,0,0,0,0,0,10,3,30013069,3,0,0,0,16255,0,1,1,1,119,16251,2248,隱身的境界已經達到餌雷的孤獨獵人貓。\n只是因為寂寞、開心、想跟大家親近才起身，為什麼大家都認為我想攻擊呢…,1
578,810003652,18,5,0,0,0,0,0,0,10,3,30013069,4,0,0,0,16255,0,1,1,1,119,16251,2248,仿造自由女神像的小章魚石像。\n雖然是小章魚守護者，但樣貌實在太老舊又破碎，反而落入受小章魚保護的處境。,1
579,810003653,14,5,0,0,0,0,0,0,10,3,30013070,1,0,0,0,16255,0,1,1,1,119,16251,2248,仿造自由女神像的小章魚石像。\n雖然是小章魚守護者，但破碎又佈滿青苔的模樣，完全沒有人想理睬，所以他們會攻擊玩家以表示關心。,1
580,810003654,26,5,0,0,0,0,0,0,10,2,30013064,9,64,106,0,16255,0,1,1,1,119,16251,2248,充滿嘻哈風格，並帶有free style的貓咪。\n他認為真正的音樂充滿批判和毒舌，且總有一天能拯救世界。\n但不知道為什麼，他的嘴裡總是散發出醋辣醬的味道…,1
581,810003655,30,50,0,0,0,0,0,0,10,2,30013064,10,64,106,0,16255,0,1,1,1,119,16251,2248,充滿嘻哈風格，並帶有free style的貓咪。\n他認為將愛、正義、和平、自由等定義為某種東西的瞬間！就不可能存在真正的音樂。\n但不知道為什麼，他的嘴裡總是散發出醋辣醬的味道…,1
427,810002159,26,15,0,0,0,0,0,0,10,3,30013038,1,0,0,16253,16259,16258,1,1,1,101,16251,2248,帝國的特務騎士，愛因斯特的妹妹。,1
428,810002160,14,20,0,0,0,0,0,0,10,3,30013038,3,0,0,0,16255,0,1,1,1,101,16251,2248,不知道是在替誰做事的神祕代理人。,1
429,810002161,18,20,0,0,0,0,0,0,10,3,30013038,4,0,0,0,16255,0,1,1,1,101,16251,2248,不知道是在替誰做事的神祕代理人。,1
430,810002162,22,20,0,0,0,0,0,0,10,3,30013039,1,0,0,0,16255,0,1,1,1,101,16251,2248,不知道是在替誰做事的神祕代理人。,1
431,810002163,26,20,0,0,0,0,0,0,10,3,30013039,2,0,0,0,16255,0,1,1,1,101,16251,2248,不知道是在替誰做事的神祕代理人。,1
433,810002165,240,5,0,0,0,0,0,0,10,3,30013037,4,0,0,0,16255,0,1,1,1,101,16251,2248,裝甲霏霏的完美戰鬥型，可以完全面無表情。,1
434,810002166,140,5,0,0,0,0,0,0,10,3,30013039,4,0,0,0,16255,0,1,1,1,101,16251,2248,赤眼軍官改的殺戮型。生性殘爆、六親不認。,1
435,810002167,106,2,0,0,0,0,0,0,10,3,30013037,2,0,0,0,16255,0,1,1,2,101,16251,2248,閃電舞者的戰鬥型。頭盔與遮住悍工面部的物品有一樣的作用。,1
436,810002168,118,5,114,5,0,0,0,0,10,3,30013036,3,0,0,0,16255,0,1,1,1,101,16251,2248,機甲戰士梅依登的最終型。最自豪的是，就算3天不洗頭也依舊帥氣的奇蹟秀髮。,1
480,810002919,455,25,0,0,0,0,0,0,10,3,30013047,2,0,0,16253,16259,16258,1,1,1,107,16251,2248,躲進珊瑚森林的恐怖西爾戈斯。,1
481,810002944,14,6,0,0,0,0,0,0,11,3,30013047,3,0,0,0,16255,0,1,1,1,109,16251,2248,草之神龍，具有像寶石般華麗的蝴蝶翅膀。,1
482,810002945,26,6,0,0,0,0,0,0,11,3,30013047,4,0,0,0,16255,0,1,1,1,109,16251,2248,水之神龍，具有像寶石般華麗的蝴蝶翅膀。,1
483,810002946,22,6,0,0,0,0,0,0,11,3,30013049,1,0,0,0,16255,0,1,1,1,109,16251,2248,風之神龍，具有像寶石般華麗的蝴蝶翅膀。,1
484,810002947,18,6,0,0,0,0,0,0,11,3,30013049,3,0,0,0,16255,0,1,1,1,110,16251,2248,由於魔之力量而被取出來的靈魂碎片，已被黑暗沾染。,1
485,810002948,14,6,0,0,0,0,0,0,11,3,30013049,4,0,0,0,16255,0,1,1,1,110,16251,2248,由於魔之力量而被取出來的女性靈魂，忌妒之心被黑暗沾染而變成了怨念。,1
486,810002949,26,6,0,0,0,0,0,0,11,3,30013049,2,0,0,0,16255,0,1,1,1,110,16251,2248,由於魔之力量而變得混濁的靈魂一部分。不再有自我，只剩下狂爆的本能。,1
487,810002950,22,6,0,0,0,0,0,0,11,3,30013053,4,0,0,0,16255,0,1,1,1,110,16251,2248,以散發紫色光芒的特殊石英形成的寶石機器人。,1
488,810002951,18,6,0,0,0,0,0,0,11,3,30013054,1,0,0,0,16255,0,1,1,1,110,16251,2248,以綠寶石形成的寶石機器人。,1
489,810002952,14,6,0,0,0,0,0,0,11,3,30013054,2,0,0,0,16255,0,1,1,1,110,16251,2248,以紅寶石形成的寶石機器人。,1
490,810002953,26,6,0,0,0,0,0,0,11,3,30013051,4,0,0,0,16255,0,1,1,1,111,16251,2248,佔領廢墟的好戰蜂群。如果遇到了，就先跑再說。,1
491,810002954,22,6,0,0,0,0,0,0,11,3,30013051,3,0,0,0,16255,0,1,1,1,111,16251,2248,女王蜂和保護他的小蜜蜂群。,1
492,810002955,18,6,0,0,0,0,0,0,11,3,30013051,2,0,0,0,16255,0,1,1,1,111,16251,2248,隱退後負責在後方指揮的蜂群，戰鬥力可能會降低一些？,1
493,810002956,14,6,0,0,0,0,0,0,11,2,30013048,11,64,106,0,16255,0,1,1,1,111,16251,2248,居住在廢墟的可愛獸人族，手持的法杖是終生伴侶。,1
494,810002957,26,6,0,0,0,0,0,0,11,2,30013048,10,64,106,0,16255,0,1,1,1,111,16251,2248,雷鈦族的戰士，可愛又威武。,1
495,810002958,22,6,0,0,0,0,0,0,11,2,30013048,9,64,106,0,16255,0,1,1,1,111,16251,2248,想要成為兔子的雷鈦。他說自己是兔子，請相信他。,1
496,810002961,18,6,0,0,0,0,0,0,11,2,30013048,8,64,106,0,16255,0,1,1,1,109,16251,2248,果凍泡泡怪實現擁有自己房子的夢想，進化成蝸牛泡泡怪了！,1
497,810002962,14,6,0,0,0,0,0,0,11,2,30013048,6,64,106,0,16255,0,1,1,1,110,16251,2248,沾染魔之力量而變得稀軟的果凍泡泡怪，不是很可愛。,1
498,810002963,26,6,0,0,0,0,0,0,11,2,30013048,7,64,106,0,16255,0,1,1,1,109,16251,2248,正式的米勒坎蒂亞牌果凍！不要被可愛的外型騙了。,1
499,810002964,22,6,0,0,0,0,0,0,11,3,30013051,1,0,0,0,16255,0,1,1,2,111,16251,2248,帶著面具的怪鳥。不知道為什麼，好像很開心的樣子。,1
500,810002965,18,6,0,0,0,0,0,0,11,3,30013050,4,0,0,0,16255,0,1,1,2,111,16251,2248,擁有美麗羽毛的怪鳥。總覺得被面具遮住的臉看起來有點悲傷。,1
501,810002966,14,6,0,0,0,0,0,0,11,3,30013050,3,0,0,0,16255,0,1,1,2,111,16251,2248,戴著憤怒表情面具的怪鳥。,1
502,810002967,26,6,0,0,0,0,0,0,11,3,30013052,3,0,0,0,16255,0,1,1,1,109,16251,2248,守護森林的玫瑰精靈，弄亂森林會被教訓喔！,1
503,810002968,22,6,0,0,0,0,0,0,11,3,30013052,4,0,0,0,16255,0,1,1,1,109,16251,2248,守護森林的蒲公英精靈，弄亂森林會被教訓喔！,1
504,810002969,18,6,0,0,0,0,0,0,11,3,30013052,2,0,0,0,16255,0,1,1,1,109,16251,2248,守護森林的繡球花精靈，弄亂森林會被教訓喔！,1
505,810002970,14,6,0,0,0,0,0,0,11,2,30013048,4,64,106,0,16255,0,1,1,1,110,16251,2248,今天也為了養育孩子而忙碌，矮小但沉穩的威伊特爸爸。,1
506,810002971,26,6,0,0,0,0,0,0,11,2,30013048,3,64,106,0,16255,0,1,1,1,110,16251,2248,把育兒的責任都交給丈夫，今天也炫耀著年輕美的威伊特媽媽。,1
507,810002972,22,6,0,0,0,0,0,0,11,2,30013048,5,64,106,0,16255,0,1,1,1,110,16251,2248,賺的錢沒變，但孩子一直增加…老婆不知道去哪，今天也這麼晚還沒回家。\n今天威伊特爸爸也度過了疲憊的一天。,1
508,810003493,14,6,0,0,0,0,0,0,11,3,30013058,3,0,0,0,16255,0,1,1,1,115,16251,2248,因不明力量而甦醒的400年前龍京帝國的劍兵。,1
509,810003497,26,6,0,0,0,0,0,0,11,3,30013056,3,0,0,0,16255,0,1,1,1,115,16251,2248,因不明力量而甦醒的400年前龍京帝國的弓兵。,1
510,810003494,22,6,0,0,0,0,0,0,11,3,30013058,4,0,0,0,16255,0,1,1,1,115,16251,2248,400年前，龍京帝國主力部隊之一的精銳劍兵。,1
511,810003523,18,6,0,0,0,0,0,0,11,3,30013056,4,0,0,0,16255,0,1,1,1,115,16251,2248,400年前，龍京帝國主力部隊之一的精銳弓兵。,1
512,810003500,455,6,0,0,0,0,0,0,11,3,30013060,4,0,0,16253,16259,16258,1,1,1,115,16251,2248,過去，在龍京帝國開發了可操控野獸的特別方法後，讓受過訓練的士兵騎著野獸馳騁戰場。獵戰兵是過去龍京引以為傲的最強兵種之一。,1
513,810003505,14,6,0,0,0,0,0,0,11,3,30013063,2,0,0,0,16255,0,1,1,1,116,16251,2248,指揮龍京軍，並在戰場前線與敵人交戰的指揮官。,1
514,810003501,26,6,0,0,0,0,0,0,11,3,30013057,3,0,0,0,16255,0,1,1,1,116,16251,2248,龍京軍勇猛的矛槍兵。舉著一把長槍馳騁戰場，並與敵人交戰。現在因不明力量而被操控。,1
515,810003509,22,6,0,0,0,0,0,0,11,3,30013059,2,0,0,0,16255,0,1,1,1,116,16251,2248,曾經輝煌的龍京帝國，在那華麗的文明中心有許多聰明優秀的文官。過去龍京帝國的文官文武雙全，也以優秀的戰士活躍於戰爭時期。,1
519,810003502,18,6,0,0,0,0,0,0,11,3,30013057,4,0,0,0,16255,0,1,1,1,116,16251,2248,龍京軍的矛槍兵中，以實力最優秀的士兵組成的精銳矛槍兵。,1
520,810003514,455,2,0,0,0,0,0,0,11,3,30013062,2,0,0,0,16255,0,1,1,1,116,16251,2248,龍京帝國之花。讓曾經輝煌的龍祭城更加光彩奪目的美麗侍女。,1
543,810003617,22,7,0,0,0,0,0,0,11,2,30013048,13,64,106,0,16255,0,1,1,1,120,16251,2248,與綠葉龍龍同族，以膚色和頭上的葉子模樣來區分。,1
544,810003618,18,7,0,0,0,0,0,0,11,2,30013048,14,64,106,0,16255,0,1,1,1,120,16251,2248,具有蜻蜓翅膀、變得肥嘟嘟而飛不起來的小蜥蜴，頭上的葉子是珍貴的藥材。,1
545,810003619,14,7,0,0,0,0,0,0,11,2,30013048,12,64,106,0,16255,0,1,1,1,120,16251,2248,可變換各種顏色，且五彩繽紛的身體上長有紫水晶角的變色龍。\n黃玉可提高魔力傳導率，對身體也好！,1
546,810003620,26,7,0,0,0,0,0,0,11,2,30013048,15,64,106,0,16255,0,1,1,1,120,16251,2248,擁有一定程度的智商，形成外皮的黏液是以德魯伊特殊加工法製成，可用於藥草及糧食。,1
547,810003621,455,2,0,0,0,0,0,0,11,3,30013070,2,0,0,0,16255,0,1,1,1,120,16251,2248,屈服於凱米努茲，並收到警戒蘑菇森林任務的黑暗精靈，揮舞著雙劍迅速移動。,1
548,810003622,455,2,0,0,0,0,0,0,11,3,30013070,4,0,0,0,16255,0,1,1,1,120,16251,2248,屈服於凱米努茲，並收到警戒蘑菇森林任務的黑暗精靈，主要技能是致命及準確的射擊。,1
550,810003624,22,10,0,0,0,0,0,0,11,3,30013066,1,0,0,0,16255,0,1,1,2,121,16251,2248,蝙蝠的異常進化體，受到魔石的影響而具有強大到令人感到奇異的怪力，使用超音波攻擊。,1
551,810003625,26,10,0,0,0,0,0,0,11,3,30013066,3,0,0,0,16255,0,1,1,1,121,16251,2248,曾經試圖討伐蘑菇森林的佩奇亞王國討伐軍。,1
552,810003627,14,10,0,0,0,0,0,0,11,3,30013066,4,0,0,0,16255,0,1,1,1,121,16251,2248,前佩奇亞王國討伐軍親衛隊，特殊專長是往下攻擊，受到魔石的影響獲得了怪異的力量。,1
553,810003626,18,10,0,0,0,0,0,0,11,3,30013067,1,0,0,0,16255,0,1,1,1,121,16251,2248,前佩奇亞王國討伐軍，主要技能是使用弓箭的連射攻擊。,1
582,810006721,14,7,0,0,0,0,0,0,11,3,30013073,3,0,0,0,16255,0,1,1,1,123,16251,2248,用品質優良的木材創造的歐若拉女王魔法創造物。不可能出錯，所以做任何事都為所欲為。,1
583,810006722,22,7,0,0,0,0,0,0,11,2,30013064,12,64,106,0,16255,0,1,1,1,123,16251,2248,因為討厭弱者，所以向歐若拉女王以力量為條件宣示忠誠。然後獲得了長有尖刺的花草叢鞭子！,1
584,810006723,26,7,0,0,0,0,0,0,11,3,30013073,1,0,0,0,16255,0,1,1,1,123,16251,2248,雖然漂亮，但個性挑剔、態度高傲。,1
585,810006724,18,7,0,0,0,0,0,0,11,3,30013072,4,0,0,0,16255,0,1,1,1,123,16251,2248,忠心的方塊A，時時刻刻只想著歐若拉女王。,1
586,810006725,455,5,0,0,0,0,0,0,11,3,30013072,2,0,0,0,16255,0,1,1,1,123,16251,2248,忠心的梅花A，時時刻刻只想著歐若拉女王。,1
587,810006726,14,12,0,0,0,0,0,0,11,3,30013073,2,0,0,0,16255,0,1,1,1,124,16251,2248,用堅固鐵皮創造的園丁老大。,1
588,810006727,22,12,0,0,0,0,0,0,11,3,30013072,3,0,0,0,16255,0,1,1,1,124,16251,2248,忠心的紅心A，時時刻刻只想著歐若拉女王。,1
589,810006728,26,12,0,0,0,0,0,0,11,3,30013072,1,0,0,0,16255,0,1,1,1,124,16251,2248,時時刻刻只想著歐若拉女王，忠心的黑桃A。,1
590,810006729,18,12,0,0,0,0,0,0,11,2,30013064,11,64,106,0,16255,0,1,1,2,124,16251,2248,歐若拉女王的愛馬，有點自戀。,1
591,810006730,455,5,0,0,0,0,0,0,11,3,30013071,4,0,0,0,16255,0,1,1,2,124,16251,2248,喜歡蜂蜜，並享受著用毒針欺負弱小生物的森林暴軍。,1
592,810006731,455,5,0,0,0,0,0,0,11,3,30013071,3,0,0,0,16255,0,1,1,2,124,16251,2248,只追求最頂級蜂蜜的難纏暴軍。,1
593,810006732,30,150,0,0,0,0,0,0,11,3,30013071,2,0,0,0,16255,0,1,1,1,124,16251,2248,用可愛表情和充滿活力的身體泰然自若地惹事生非的啵啵玲。,1
594,810006733,30,150,0,0,0,0,0,0,11,3,30013071,1,0,0,0,16255,0,1,1,1,124,16251,2248,和啵啵玲不同的是身體裡有骨頭！但那個骨頭軟軟爛爛的，感覺像是煮爛的屍骨…？,1
597,810006801,14,6,0,0,0,0,0,0,11,3,30013076,3,0,0,0,16255,0,1,1,1,125,16251,2248,以堅固金屬背殼為盾牌及武器的恐怖烏龜。,1
598,810006802,22,6,0,0,0,0,0,0,11,3,30013076,2,0,0,0,16255,0,1,1,1,125,16251,2248,只要和生鐵背殼部族最強戰士們一起！就沒有什麼可畏懼的事情！,1
599,810006803,26,6,0,0,0,0,0,0,11,3,30013076,1,0,0,0,16255,0,1,1,1,125,16251,2248,如果認為他們是一般的烏龜，是會吃大虧的。他們是梅林島上最強的暗殺者們！,1
600,810006804,18,6,0,0,0,0,0,0,11,3,30013075,4,0,0,0,16255,0,1,1,1,125,16251,2248,突擊！只突擊！紅色兔子部族中最強的武鬥家們。,1
601,810006805,455,4,0,0,0,0,0,0,11,3,30013075,2,0,0,0,16255,0,1,1,1,125,16251,2248,戰士們揮舞著堪比雷神戰鎚的胡蘿蔔戰錘！,1
602,810006806,455,4,0,0,0,0,0,0,11,3,30013075,3,0,0,0,16255,0,1,1,1,125,16251,2248,無論是建築物還是敵人，會將危害部族的東西全部去除的無敵戰士！,1
614,810006828,216,10,455,3,0,0,0,0,11,3,30013080,2,0,0,0,16255,0,1,1,1,126,16251,2248,身穿華麗裝備並配戴帥氣長劍的立佩拉正規軍。,1
615,810006829,216,10,455,3,0,0,0,0,11,3,30013080,1,0,0,0,16255,0,1,1,1,126,16251,2248,身穿華麗裝備並配戴氣勢盾牌的立佩拉正規軍。,1
616,810006830,216,10,455,3,0,0,0,0,11,3,30013079,4,0,0,0,16255,0,1,1,1,126,16251,2248,身穿華麗裝備並配戴鋒利矛槍的立佩拉正規軍。,1
617,810006831,70,10,455,3,0,0,0,0,11,3,30013079,3,0,0,0,16255,0,1,1,1,126,16251,2248,一切都被蒙上神秘面紗的市長直屬「立佩拉特戰隊劍士」。,1
618,810006832,70,10,455,3,0,0,0,0,11,3,30013079,1,0,0,0,16255,0,1,1,1,126,16251,2248,他們的存在被蒙上神秘面紗的立佩拉特戰隊暗殺者。,1
619,810006833,70,10,455,3,0,0,0,0,11,3,30013079,2,0,0,0,16255,0,1,1,1,126,16251,2248,使用恐怖魔法的立佩拉特戰隊法師。,1
622,810006968,14,5,22,5,0,0,0,0,11,2,30013064,15,64,106,0,16255,0,1,1,2,128,16251,2248,魔界的闇黑華爾基莉邪惡又殘忍，認為用武器搗碎對方身體只是一場遊戲。,1
623,810006969,26,5,18,5,0,0,0,0,11,3,30013081,4,0,0,0,16255,0,1,1,1,128,16251,2248,雖然看起來很笨，但隱約有點機靈又聰明，並擁有殘忍的興趣。享受將敵人用冰劍串成一排後玩弄他們。,1
624,810006970,455,3,0,0,0,0,0,0,11,3,30013081,3,0,0,0,16255,0,1,1,1,128,16251,2248,魔界的冰凍綠龍非常靈巧又強大。他們會將比自已弱的生命體視為玩具或食物，並具有輕視的傾向，認為與自己是不同等級的個體。,1
625,810006971,455,6,0,0,0,0,0,0,11,3,30013083,1,0,0,16253,16259,16258,1,1,1,128,16251,2248,揮舞如同身軀一般巨大的戰鬥用斧頭，將敵人砍成一半。由於力量非常強大，魔界的權位者主要將他們放在戰爭最前線或當作奴隸使喚。,1
626,810006972,14,8,22,8,0,0,0,0,11,3,30013083,2,0,0,0,16255,0,1,1,2,129,16251,2248,雖然有很多興趣，但其中最惡毒的興趣，就是對判斷為敵人的存在，用劇毒羽毛命中後折磨並慢慢欣賞他死去的樣子。,1
627,810006973,26,10,0,0,0,0,0,0,11,3,30013082,4,0,0,0,16255,0,1,1,1,129,16251,2248,頭腦不好也很愛吃，由於個性很急，經常能看到他和冰冷又冷靜類型的尾巴吵架。如果因為他看起來是笨蛋而小看他就糟糕了。,1
