ID,_Group,_Subject,_Subject_Red,_Subject_Green,_Subject_Blue,_Subject_Bold,_Content ,_Section_Lv,_Require_Type1,_Require_ID1,_Require_Value1-1,_Require_Value1-2,_Require_Type2,_Require_ID2,_Require_Value2-1,_Require_Value2-2,_Require_Type3,_Require_ID3,_Require_Value3-1,_Require_Value3-2,_Require_Type4,_Require_ID4,_Require_Value4-1,_Require_Value4-2
81005,2,코아의 야망,84,69,44,0,"◆ 수행지역: 크투가의 심장\n◆ 레벨: 81\n◆ 수락NPC: 뉴웬(베스 도구점)\n◆ 완료NPC: 뉴웬(베스 도구점)\n\n◆ 미션: ""코아""의 아이템 구하기\n\n◆ 보상: 스페셜 아이템, 회복약",81,0,0,0,0,1,3,81,0,0,0,0,0,4,2,603600,999
81006,2,특공대! Go!,84,69,44,0,"◆ 수행지역: 에그에그 성\n◆ 레벨: 81\n◆ 수락NPC: 안느(릴리펏 물품보관소)\n◆ 완료NPC: 안느(릴리펏 물품보관소)\n\n◆ 미션: ""초 에그 특공대"" 사냥하기\n\n◆ 보상: 방어구",81,0,0,0,0,1,3,81,0,0,0,0,0,4,2,6404100,3
82001,2,승냥각시 딱따라라,84,69,44,0,"◆ 수행지역: 두터비셤\n◆ 레벨: 82\n◆ 수락NPC: 이화(두터비셤 마을)\n◆ 완료NPC: 이화(두터비섬 마을)\n\n◆ 미션: ""승냥각시"" 사냥하기\n\n◆ 보상: 회복약",82,0,0,0,0,1,3,82,0,0,0,0,0,4,2,8704130,3
82002,2,스멀스멀 승냥각시,84,69,44,0,"◆ 수행지역: 두터비셤\n◆ 레벨: 82\n◆ 수락NPC: 이화(두터비셤 마을)\n◆ 완료NPC: 이화(두터비섬 마을)\n\n◆ 미션: ""승냥각시""의 아이템 구하기\n\n◆ 보상: 회복약",82,0,0,0,0,1,3,82,0,0,0,0,0,4,2,8704140,3
82003,2,터널 조사 -1-,84,69,44,0,"◆ 수행지역: 춘식터널\n◆ 레벨: 82\n◆ 수락NPC: 테티(엘파 전투용품점)\n◆ 완료NPC: 테티(엘파 전투용품점)\n\n◆ 미션: ""디그디그"", ""보쿠보쿠"", ""하니하니"" 사냥하기\n\n◆ 보상: 회복약",82,0,0,0,0,1,3,82,0,0,0,0,0,4,2,502200,1
82004,2,특이한 선물 하나,84,69,44,0,"◆ 수행지역: 춘식터널\n◆ 레벨: 82\n◆ 수락NPC: 테티(엘파 전투용품점)\n◆ 완료NPC: 테티(엘파 전투용품점)\n\n◆ 미션: ""디그디그"", ""보쿠보쿠"", ""하니하니"" 사냥하기\n\n◆ 보상: 이모티콘 습득서",82,0,0,0,0,1,3,82,0,4,1,502200,1,4,2,502210,1
82005,2,픽~쿠릿,84,69,44,0,"◆ 수행지역: 크투가 지하\n◆ 레벨: 82\n◆ 수락NPC: 가네사(베스 거리)\n◆ 완료NPC: 가네사(베스 거리)\n\n◆ 미션: ""픽쿠리""의 아이템 구하기\n\n◆ 보상:",82,0,0,0,0,1,3,82,0,0,0,0,0,4,2,608300,3
83001,2,터널 조사 -2-,84,69,44,0,"◆ 수행지역: 춘식터널\n◆ 레벨: 83\n◆ 수락NPC: 테티(엘파 전투용품점)\n◆ 완료NPC: 테티(엘파 전투용품점)\n\n◆ 미션: ""디그디그"", ""보쿠보쿠"", ""하니하니""의 아이템 구하기\n\n◆ 보상: 회복약",83,0,0,0,0,1,3,83,0,0,0,0,0,4,2,502300,1
83002,2,특이한 선물 둘,84,69,44,0,"◆ 수행지역: 춘식터널\n◆ 레벨: 83\n◆ 수락NPC: 테티(엘파 전투용품점)\n◆ 완료NPC: 테티(엘파 전투용품점)\n\n◆ 미션: ""디그디그"", ""보쿠보쿠"", ""하니하니""의 아이템 구하기\n\n◆ 보상: 이모티콘 습득서",83,0,0,0,0,1,3,83,0,4,1,502300,1,4,2,502310,1
83003,2,거신 걸리버,84,69,44,0,"◆ 수행지역: 에그에그 성\n◆ 레벨: 83\n◆ 수락NPC: 네이(릴리펏)\n◆ 완료NPC: 네이(릴리펏)\n\n◆ 미션: ""거신 걸리버"" 사냥하기\n\n◆ 보상: 회복약",83,0,0,0,0,1,3,83,0,0,0,0,0,4,2,6607100,3
84001,2,?!,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 84\n◆ 수락NPC: 테티(엘파 전투용품점)\n◆ 완료NPC: 테티(엘파 전투용품점)\n\n◆ 미션: 춘식랜드의 석상 찾아가기\n\n◆ 보상: 방어구, 회복약",84,0,0,0,0,1,3,84,0,0,0,0,0,4,2,502401,1
84002,2,특이한 선물 셋,84,69,44,0,◆ 수행지역: 춘식랜드\n◆ 레벨: 84\n◆ 수락NPC: 테티(엘파 전투용품점)\n◆ 완료NPC: 테티(엘파 전투용품점)\n\n◆ 미션: 춘식랜드의 석상 찾아가기\n\n◆ 보상: 이모티콘 습득서,84,0,0,0,0,1,3,84,0,4,1,502401,1,4,2,502411,1
84003,2,거신을 쓰러트려라.,84,69,44,0,"◆ 수행지역: 에그에그 성\n◆ 레벨: 84\n◆ 수락NPC: 실비(릴리펏)\n◆ 완료NPC: 실비(릴리펏)\n\n◆ 미션: ""거신 걸리버""의 아이템 구하기\n\n◆ 보상: 회복약",84,0,0,0,0,1,3,84,0,0,0,0,0,4,2,6606100,3
85001,2,"서 가웨인, 대지에 서다.",84,69,44,0,"◆ 수행지역: 두터비셤\n◆ 레벨: 85\n◆ 수락NPC: 이화(두터비셤 마을)\n◆ 완료NPC: 이화(두터비섬 마을)\n\n◆ 미션: ""서 가웨인"" 사냥하기\n\n◆ 보상: 음식",85,0,0,0,0,1,3,85,0,0,0,0,0,4,2,8704150,3
85002,2,애송이이기 때문이지.,84,69,44,0,"◆ 수행지역: 두터비셤\n◆ 레벨: 85\n◆ 수락NPC: 이화(두터비셤 마을)\n◆ 완료NPC: 이화(두터비섬 마을)\n\n◆ 미션: ""서 가웨인""의 아이템 구하기\n\n◆ 보상: 음식",85,0,0,0,0,1,3,85,0,0,0,0,0,4,2,8704160,3
85003,2,보쿠하니,84,69,44,0,"◆ 수행지역: 춘식터널\n◆ 레벨: 85\n◆ 수락NPC: 키아라(엘파 수련장)\n◆ 완료NPC: 키아라(엘파 수련장)\n\n◆ 미션: ""보쿠보쿠""와 ""하니하니""의 아이템 구하기\n\n◆ 보상:",85,0,0,0,0,1,3,85,0,0,0,0,0,4,2,507900,3
85004,2,해룡왕 현신,84,69,44,0,"◆ 수행지역: 식어버린 심장\n◆ 레벨: 85\n◆ 수락NPC: 선성(베스 거리)\n◆ 완료NPC: 선성(베스 거리)\n\n◆ 미션: ""해룡왕"" 사냥하기\n\n◆ 보상: 음식",85,0,0,0,0,1,3,85,0,0,0,0,0,4,2,609210,3
85005,2,믿을 수 없어!,84,69,44,0,"◆ 수행지역: 에그에그 성\n◆ 레벨: 85\n◆ 수락NPC: 루이(릴리펏 방어구점)\n◆ 완료NPC: 루이(릴리펏 방어구점)\n\n◆ 미션: ""거신 걸리버""의 아이템 구하기\n\n◆ 보상:",85,0,0,0,0,1,3,85,0,0,0,0,0,4,2,6202201,3
86001,2,저주받은 마검의 정령,84,69,44,0,"◆ 수행지역: 두터비셤\n◆ 레벨: 86\n◆ 수락NPC: 이화(두터비셤 마을)\n◆ 완료NPC: 이화(두터비섬 마을)\n\n◆ 미션: ""칼라드불그"" 사냥하기\n\n◆ 보상: 음식",86,0,0,0,0,1,3,86,0,0,0,0,0,4,2,8704170,3
86002,2,그 운명은 불행,84,69,44,0,"◆ 수행지역: 두터비셤\n◆ 레벨: 86\n◆ 수락NPC: 이화(두터비셤 마을)\n◆ 완료NPC: 이화(두터비섬 마을)\n\n◆ 미션: ""칼라드불그""의 아이템 구하기\n\n◆ 보상: 방어구",86,0,0,0,0,1,3,86,0,0,0,0,0,4,2,8704180,3
86003,2,터널틱 패션 아이템,84,69,44,0,"◆ 수행지역: 춘식터널\n◆ 레벨: 86\n◆ 수락NPC: 테티(엘파 전투용품점)\n◆ 완료NPC: 테티(엘파 전투용품점)\n\n◆ 미션: ""디그디그"", ""보쿠보쿠"", ""하니하니""의 아이템 구하기\n\n◆ 보상:",86,0,0,0,0,1,3,86,0,0,0,0,0,4,2,502500,3
86004,2,마음은 패배를 모르고,84,69,44,0,"◆ 수행지역: 식어버린 심장\n◆ 레벨: 86\n◆ 수락NPC: 선성(베스 거리)\n◆ 완료NPC: 선성(베스 거리)\n\n◆ 미션: ""해룡왕"" 사냥하기\n\n◆ 보상: 음식",86,0,0,0,0,1,3,86,0,0,0,0,0,4,2,609220,3
87001,2,꺾이지 않는 투지로,84,69,44,0,"◆ 수행지역: 식어버린 심장\n◆ 레벨: 87\n◆ 수락NPC: 선성(베스 거리)\n◆ 완료NPC: 선성(베스 거리)\n\n◆ 미션: ""해룡왕"" 사냥하기\n\n◆ 보상: 음식",87,0,0,0,0,1,3,87,0,0,0,0,0,4,2,609230,3
87002,2,몬스터 타워 트레이닝 (19),84,69,44,0,"◆ 수행지역: 몬스터 타워\n◆ 레벨: 87\n◆ 수락NPC: 애니 오클레이(빅 애플)\n◆ 완료NPC: 애니 오클레이(빅 애플)\n\n◆ 미션: 몬스터 타워 ""우드헤드"" 사냥하기\n\n◆ 보상:",87,0,0,0,0,1,3,87,0,0,0,0,0,4,2,8630220,1
88001,2,"""머슬링 월드""",84,69,44,0,"◆ 수행지역: 포우 저택\n◆ 레벨: 88\n◆ 수락NPC: 헤종(엘리아스 왕궁)\n◆ 완료NPC: 헤종(엘리아스 왕궁)\n\n◆ 미션: ""스펙터""의 아이템 구하기\n\n◆ 보상: 머슬링 열쇠",88,0,0,0,0,1,3,88,0,0,0,0,0,4,2,227100,999
88002,2,부엉이의 성,84,69,44,0,"◆ 수행지역: 올빼미의 성\n◆ 레벨: 88\n◆ 수락NPC: 타모리(아오이치 거리)\n◆ 완료NPC: 타모리(아오이치 거리)\n\n◆ 미션: 올빼미의 성4, 6, 8 탐험하기\n\n◆ 보상: 방어구, 회복약",88,0,0,0,0,1,3,88,0,0,0,0,0,4,2,501300,3
88003,2,봉춘식과 영자의 돌,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 88\n◆ 수락NPC: 임포텝(엘파 전투용품점)\n◆ 완료NPC: 임포텝(엘파 전투용품점)\n\n◆ 미션: ""스페이드5"" 사냥하고 아이템 구하기\n\n◆ 보상: 방어구, 회복약",88,0,0,0,0,1,3,88,0,0,0,0,0,4,2,501400,3
88004,2,해룡왕을 제압하다.,84,69,44,0,"◆ 수행지역: 식어버린 심장\n◆ 레벨: 88\n◆ 수락NPC: 선성(베스 거리)\n◆ 완료NPC: 선성(베스 거리)\n\n◆ 미션: ""해룡왕"" 사냥하기\n\n◆ 보상: 방어구",88,0,0,0,0,1,3,88,0,0,0,0,0,4,2,609240,3
89001,2,스페이디 하터,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 89\n◆ 수락NPC: 카디프(엘파 거리)\n◆ 완료NPC: 카디프(엘파 거리)\n\n◆ 미션: ""스페이드5"", ""하트3""의 아이템 구하기\n\n◆ 보상:",89,0,0,0,0,1,3,89,0,0,0,0,0,4,2,510700,3
89002,2,갈기와 촉수,84,69,44,0,"◆ 수행지역: 심연의 유적\n◆ 레벨: 89\n◆ 수락NPC: 맥코이(아틀란티스 무기점)\n◆ 완료NPC: 맥코이(아틀란티스 무기점)\n\n◆ 미션: ""그렐"" 사냥하기\n\n◆ 보상: 음식",89,0,0,0,0,1,3,89,0,0,0,0,0,4,2,701100,3
89003,2,전기와 독,84,69,44,0,"◆ 수행지역: 심연의 유적\n◆ 레벨: 89\n◆ 수락NPC: 맥코이(아틀란티스 무기점)\n◆ 완료NPC: 맥코이(아틀란티스 무기점)\n\n◆ 미션: ""그렐""의 아이템 구하기\n\n◆ 보상: 음식",89,0,0,0,0,1,3,89,0,0,0,0,0,4,2,701110,3
89004,2,충격의 거인족,84,69,44,0,"◆ 수행지역: 키마이라 연구소\n◆ 레벨: 89\n◆ 수락NPC: 세바스찬(아틀란티스 레스토랑)\n◆ 완료NPC: 세바스찬(아틀란티스 레스토랑)\n\n◆ 미션: ""자이언트"" 사냥하기\n\n◆ 보상: 회복약",89,0,0,0,0,1,3,89,0,0,0,0,0,4,2,706100,3
90001,3,조합 패시브 스킬 습득,65,110,200,0,"◆ 엘리아스 전투용품점의 [션]에게 조합 패시브 [1단] 스킬을 배우실 수 있습니다.\n◆ 2가지 종류 중 하나를 선택해야 하므로, 툴팁을 꼼꼼히 확인하시고 습득해야합니다.\n\n◆ 조합 패시브 종류\n ☞ 옵션 발생률 증가\n ☞ 내구도 강화",90,1,3,90,999,0,0,0,0,0,0,0,0,0,0,0,0
90002,4,시나리오 퀘스트~ 저주받은 흔적,100,230,170,0,"◆ 수행지역: 시나리오\n◆ 레벨: 90\n> 유형: 시나리오 퀘스트\n◆ 수락NPC: 아나스타샤(아틀란티스 거리)\n◆ 완료NPC: 아나스타샤(아틀란티스 거리)\n\n◆ 미션: ""초엔 팜"" 사냥하기\n\n◆ 보상: 방어구",90,0,0,0,0,1,3,90,0,0,0,0,0,4,2,711999,1
90003,4,시나리오 퀘스트~ 푸른 포에닉스,100,230,170,0,"◆ 수행지역: 시나리오\n◆ 레벨: 90\n> 유형: 시나리오 퀘스트\n◆ 수락NPC: 시노(미드가르드 바)\n◆ 완료NPC: 시노(미드가르드 바)\n\n◆ 미션: ""초엔 팜"" 사냥하기\n\n◆ 보상: 방어구",90,0,0,0,0,1,3,90,0,0,0,0,0,4,2,801000,1
90004,2,봉춘식과 엘리아스의 죄수,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 이젯(엘파 물품보관소)\n◆ 완료NPC: 이젯(엘파 물품보관소)\n\n◆ 미션: ""하트3"" 사냥하고 아이템 구하기\n\n◆ 보상: 방어구, 회복약",90,0,0,0,0,1,3,90,0,0,0,0,0,4,2,504300,3
90005,2,히힝-,84,69,44,0,"◆ 수행지역: 심연의 유적\n◆ 레벨: 90\n◆ 수락NPC: 루돌프(아틀란티스 무기점)\n◆ 완료NPC: 루돌프(아틀란티스 무기점)\n\n◆ 미션: ""히포캠퍼스"" 사냥하기\n\n◆ 보상: 음식",90,0,0,0,0,1,3,90,0,0,0,0,0,4,2,702200,3
90006,2,히포캠퍼스 사냥,84,69,44,0,"◆ 수행지역: 심연의 유적\n◆ 레벨: 90\n◆ 수락NPC: 어셔(아틀란티스 레스토랑)\n◆ 완료NPC: 어셔(아틀란티스 레스토랑)\n\n◆ 미션: ""히포캠퍼스""의 아이템 구하기\n\n◆ 보상:",90,0,0,0,0,1,3,90,0,0,0,0,0,4,2,705100,3
90007,2,거인족의 전율,84,69,44,0,"◆ 수행지역: 키마이라 연구소\n◆ 레벨: 90\n◆ 수락NPC: 발렌타인(아틀란티스 거리)\n◆ 완료NPC: 발렌타인(아틀란티스 거리)\n\n◆ 미션: ""자이언트""의 아이템 구하기\n\n◆ 보상: 회복약",90,0,0,0,0,1,3,90,0,0,0,0,0,4,2,707100,3
90008,2,찾아봅시다!,84,69,44,0,◆ 수행지역: 기타\n◆ 레벨: 90\n◆ 수락NPC: 트레오(아틀란티스 거리)\n◆ 완료NPC: 엘리아스 토니오(엘리아스 거리)\n\n◆ 미션: 트레오씨 말 해석할 수 있는 사람 찾기\n\n◆ 보상:,90,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8100110,1
90009,2,찾았습니다!,84,69,44,0,◆ 수행지역: 기타\n◆ 레벨: 90\n◆ 수락NPC: 엘리아스 토니오(엘리아스 거리)\n◆ 완료NPC: 트레오(아틀란티스 거리)\n\n◆ 미션: 아틀란티스 [트레오] 찾아가기\n\n◆ 보상:,90,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8200110,1
90010,2,[중급] 페이즈 LV03,84,69,44,0,◆ 수행지역: 몬스터 콜로세움\n◆ 레벨: 90\n◆ 수락NPC: 페이벨(벨로스 투기장 입구)\n◆ 완료NPC: 페이벨(벨로스 투기장 입구)\n\n◆ 미션: 콜로세움 중급 경기장 몬스터 사냥하기\n\n◆ 보상: 몬스터 사리,90,0,0,0,0,1,3,90,170,0,0,0,0,4,2,2009301018,1
90011,2,[중급] 페이즈 LV04,84,69,44,0,◆ 수행지역: 몬스터 콜로세움\n◆ 레벨: 90\n◆ 수락NPC: 페이벨(벨로스 투기장 입구)\n◆ 완료NPC: 페이벨(벨로스 투기장 입구)\n\n◆ 미션: 콜로세움 중급 경기장 몬스터 사냥하기\n\n◆ 보상: 몬스터 사리,90,0,0,0,0,1,3,90,170,0,0,0,0,4,2,2009301019,1
90012,2,[중급] 페이즈 LV03∞,84,69,44,0,◆ 수행지역: 몬스터 콜로세움\n◆ 레벨: 90\n◆ 수락NPC: 페이벨(벨로스 투기장 입구)\n◆ 완료NPC: 페이벨(벨로스 투기장 입구)\n\n◆ 미션: 콜로세움 중급 경기장 몬스터 사냥하기\n\n◆ 보상: 몬스터 사리,90,4,1,2009301018,1,1,3,90,170,0,0,0,0,4,2,2009301070,20
90013,2,[중급] 페이즈 LV04∞,84,69,44,0,◆ 수행지역: 몬스터 콜로세움\n◆ 레벨: 90\n◆ 수락NPC: 페이벨(벨로스 투기장 입구)\n◆ 완료NPC: 페이벨(벨로스 투기장 입구)\n\n◆ 미션: 콜로세움 중급 경기장 몬스터 사냥하기\n\n◆ 보상: 몬스터 사리,90,4,1,2009301019,1,1,3,90,170,0,0,0,0,4,2,2009301071,20
90014,2,90레벨업 달성!,84,69,44,0,"◆ 수행지역: 벨로스\n◆ 레벨: 90\n◆ 수락NPC: 레드(벨로스 마을 출구 방향)\n◆ 완료NPC: 레드(벨로스 마을 출구 방향)\n\n◆ 미션: 벨로스 도시 [레드] 찾아가기\n\n◆ 보상: 경험치 포션, 레벨업 축하 상자, 부활의 정수, 회복약",90,1,3,90,0,0,0,0,0,0,0,0,0,4,2,95010028,1
90015,2,춘식랜드 사냥1,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""스페이드5"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,501400,3,0,0,0,0,4,2,101042001,1
90016,2,춘식랜드 사냥2,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""하트3"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,504300,3,0,0,0,0,4,2,101042002,1
90017,2,춘식랜드 사냥3,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""리빙소드"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,505300,3,0,0,0,0,4,2,101042003,1
90018,2,춘식랜드 사냥4,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""체커스나이트"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,507300,3,0,0,0,0,4,2,101042004,1
90019,2,춘식랜드 사냥5,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""스페이드5"", ""하트3"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,101042001,1,4,1,101042002,1,4,2,101042005,2
90020,2,춘식랜드 사냥6,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""리빙소드"", ""체커스나이트"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,101042003,1,4,1,101042004,1,4,2,101042006,2
90021,2,춘식랜드 사냥7,84,69,44,0,◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: 춘식랜드 몬스터 사냥하기\n\n◆ 보상: 회복약,90,1,3,90,0,4,1,101042005,2,4,1,101042006,2,4,2,101042007,3
90022,2,춘식랜드 사냥8,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""스페이드5"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,101042007,3,0,0,0,0,4,2,101042008,30
90023,2,춘식랜드 사냥9,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""하트3"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,101042007,3,0,0,0,0,4,2,101042009,30
90024,2,춘식랜드 사냥10,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""리빙소드"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,101042007,3,0,0,0,0,4,2,101042010,30
90025,2,춘식랜드 사냥11,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: ""체커스나이트"" 사냥하기\n\n◆ 보상: 회복약",90,1,3,90,0,4,1,101042007,3,0,0,0,0,4,2,101042011,30
90026,2,춘식랜드 몹룻,84,69,44,0,◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: <춘식만쥬 인형> 아이템 구하기\n\n◆ 보상: 회복약,90,1,3,90,0,0,0,0,0,0,0,0,0,4,2,101042012,3
90027,2,춘식랜드 아이템1,84,69,44,0,◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: <스페이드 병정인형> 아이템구하기\n\n◆ 보상: 회복약,90,1,3,90,0,0,0,0,0,0,0,0,0,4,2,101042013,6
90028,2,춘식랜드 아이템2,84,69,44,0,◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: <하트병정인형> 아이템 구하기\n\n◆ 보상: 회복약,90,1,3,90,0,0,0,0,0,0,0,0,0,4,2,101042014,6
90029,2,춘식랜드 아이템3,84,69,44,0,◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: <리빙소드인형> 아이템 구하기\n\n◆ 보상: 회복약,90,1,3,90,0,0,0,0,0,0,0,0,0,4,2,101042015,6
90030,2,춘식랜드 아이템4,84,69,44,0,◆ 수행지역: 춘식랜드\n◆ 레벨: 90\n◆ 수락NPC: 마른 봉춘식(춘식랜드)\n◆ 완료NPC: 마른 봉춘식(춘식랜드)\n\n◆ 미션: <낡은 체스판> 아이템 구하기\n\n◆ 보상: 회복약,90,1,3,90,0,0,0,0,0,0,0,0,0,4,2,101042016,6
91001,2,봉골레 열차에서,84,69,44,0,◆ 수행지역: 봉골레 열차\n◆ 레벨: 91\n◆ 수락NPC: 키아라(엘파 수련장)\n◆ 완료NPC: 키아라(엘파 수련장)\n\n◆ 미션: 봉골레 열차 조사하기\n\n◆ 보상: 음식,91,0,0,0,0,1,3,91,0,0,0,0,0,4,2,507600,2
91002,2,봉골레 트레인으로 가자!,84,69,44,0,◆ 수행지역: 봉골레 열차\n◆ 레벨: 91\n◆ 수락NPC: 키아라(엘파 수련장)\n◆ 완료NPC: 키아라(엘파 수련장)\n\n◆ 미션: 봉골레 열차 조사하기\n\n◆ 보상: 방어구,91,1,2,1,0,1,3,91,0,4,1,507600,1,4,2,507700,2
91003,2,봉골레 트레인으로 가자!,84,69,44,0,◆ 수행지역: 봉골레 열차\n◆ 레벨: 91\n◆ 수락NPC: 키아라(엘파 수련장)\n◆ 완료NPC: 키아라(엘파 수련장)\n\n◆ 미션: 봉골레 열차 조사하기\n\n◆ 보상: 방어구,91,1,2,2,0,1,3,91,0,4,1,507600,1,4,2,507800,2
91004,2,히히힝~~,84,69,44,0,"◆ 수행지역: 심연의 유적\n◆ 레벨: 91\n◆ 수락NPC: 루돌프(아틀란티스 무기점)\n◆ 완료NPC: 루돌프(아틀란티스 무기점)\n\n◆ 미션: ""히포캠퍼스""의 아이템 구하기\n\n◆ 보상: 음식",91,0,0,0,0,1,3,91,0,0,0,0,0,4,2,702210,3
91005,2,스톤 자이언트의 습격,84,69,44,0,"◆ 수행지역: 키마이라 연구소\n◆ 레벨: 91\n◆ 수락NPC: 소니아(아틀란티스 거리)\n◆ 완료NPC: 소니아(아틀란티스 거리)\n\n◆ 미션: ""자이언트"" 사냥하기\n\n◆ 보상: 회복약",91,0,0,0,0,1,3,91,0,0,0,0,0,4,2,708100,3
92001,2,봉춘식과 구관조 기사단,84,69,44,0,"◆ 수행지역: 춘식랜드\n◆ 레벨: 92\n◆ 수락NPC: 라시드(엘파 주점)\n◆ 완료NPC: 라시드(엘파 주점)\n\n◆ 미션: ""리빙소드"" 사냥하고 아이템 구하기\n\n◆ 보상: 방어구, 회복약",92,0,0,0,0,1,3,92,0,0,0,0,0,4,2,505300,3
92002,2,켐퍼 맹습,84,69,44,0,"◆ 수행지역: 심연의 유적\n◆ 레벨: 92\n◆ 수락NPC: 그레이스(아틀란티스 물품보관소)\n◆ 완료NPC: 그레이스(아틀란티스 물품보관소)\n\n◆ 미션: ""캠퍼"" 사냥하기\n\n◆ 보상: 회복약",92,0,0,0,0,1,3,92,0,0,0,0,0,4,2,704100,3
92003,2,광포! 스톤 자이언트.,84,69,44,0,"◆ 수행지역: 키마이라 연구소\n◆ 레벨: 92\n◆ 수락NPC: 소니아(아틀란티스 거리)\n◆ 완료NPC: 소니아(아틀란티스 거리)\n\n◆ 미션: ""스톤 자이언트""의 아이템 구하기\n\n◆ 보상: 음식",92,0,0,0,0,1,3,92,0,0,0,0,0,4,2,708110,3
93001,2,코랄라,84,69,44,0,"◆ 수행지역: 심연의 유적\n◆ 레벨: 93\n◆ 수락NPC: 엠마(아틀란티스 도구점)\n◆ 완료NPC: 엠마(아틀란티스 도구점)\n\n◆ 미션: ""코랄라"" 사냥하기\n\n◆ 보상: 방어구",93,0,0,0,0,1,3,93,0,0,0,0,0,4,2,703100,3
93002,2,랄라코랄라,84,69,44,0,"◆ 수행지역: 심연의 유적\n◆ 레벨: 93\n◆ 수락NPC: 엠마(아틀란티스 도구점)\n◆ 완료NPC: 엠마(아틀란티스 도구점)\n\n◆ 미션: ""코랄라""의 아이템 구하기\n\n◆ 보상: 방어구",93,0,0,0,0,1,3,93,0,0,0,0,0,4,2,703110,3
