ID,_LuckOverlap,_Event_Type,_Event_Group,_Event_Image,_Event_Index,_Event_Name,_Event_Description,_Mission_Kind,_Mission_ID,_Mission_Count,_Reward_ID1,_Item_Count1,_Item_Rare1,_Reward_ID2,_Item_Count2,_Item_Rare2,_Reward_ID3,_Item_Count3,_Item_Rare3,_Reward_Point,_Luck_Icon,_Luck_IconIndex,_Area_Reputation,_Reputation
20321,0,4,3,Card_02_01.png,9,休息 - 10分鐘,遊戲登入時間達10分鐘後再完成任務吧。,8,1,10,190148475,100,1,0,0,1,0,0,1,0,,0,0,0
20322,0,4,3,Card_02_01.png,9,休息 - 10分鐘,遊戲登入時間達10分鐘後再完成任務吧。,8,1,10,170171241,40,1,0,0,1,0,0,1,0,,0,0,0
20323,0,4,3,Card_02_01.png,9,休息 - 10分鐘,遊戲登入時間達10分鐘後再完成任務吧。,8,1,10,170193811,1,1,0,0,1,0,0,1,0,,0,0,0
20324,0,4,3,Card_02_01.png,9,休息 - 10分鐘,遊戲登入時間達10分鐘後再完成任務吧。,8,1,10,180202202,1,1,0,0,1,0,0,1,0,,0,0,0
20325,0,4,3,Card_02_02.png,3,成功組合,嘗試後成功組合10次吧。,14,0,10,190147983,200,1,0,0,1,0,0,1,0,,0,0,0
20326,0,4,3,Card_02_02.png,3,成功組合,嘗試後成功組合10次吧。,14,0,10,190146494,3,1,0,0,1,0,0,1,0,,0,0,0
20327,0,4,3,Card_02_02.png,3,成功組合,嘗試後成功組合10次吧。,14,0,10,190148475,100,1,0,0,1,0,0,1,0,,0,0,0
20328,0,4,3,Card_02_02.png,3,成功組合,嘗試後成功組合10次吧。,14,0,10,170171241,40,1,0,0,1,0,0,1,0,,0,0,0
20329,0,4,3,Card_02_02.png,3,成功組合,嘗試後成功組合10次吧。,14,0,10,170193811,1,1,0,0,1,0,0,1,0,,0,0,0
20330,0,4,3,Card_02_02.png,3,成功組合,嘗試後成功組合10次吧。,14,0,10,180202202,1,1,0,0,1,0,0,1,0,,0,0,0
40001,0,7,0,Card_02_02.png,8,獲得冒險點數,,0,0,0,170195404,1,1,0,0,1,0,0,1,100,,0,0,0
40002,0,7,0,Card_02_02.png,8,獲得冒險點數,,0,0,0,170195404,2,1,0,0,1,0,0,1,150,,0,0,0
40003,0,7,0,Card_02_02.png,8,獲得冒險點數,,0,0,0,170195404,3,1,0,0,1,0,0,1,200,,0,0,0
50001,0,8,1,Card_02_02.png,10,暴風監視者聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,1,5000
50002,0,8,1,Card_02_02.png,10,無限迴廊聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,2,5000
50003,0,8,1,Card_02_02.png,10,貝爾法聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,3,5000
50004,0,8,1,Card_02_02.png,10,銀色爪子聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,4,5000
50005,0,8,1,Card_02_02.png,10,星星守護者的後裔聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,6,5000
50006,0,8,1,Card_02_02.png,10,黑月部族聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,8,5000
50007,0,8,1,Card_02_02.png,10,吉恩蒂亞聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,9,5000
50008,0,8,1,Card_02_02.png,10,普雷伊奧斯聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,10,5000
50009,0,8,1,Card_02_02.png,10,特洛里聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,11,5000
50010,0,8,1,Card_02_02.png,10,光之聯合聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,13,5000
50011,0,8,1,Card_02_02.png,10,怪物之王聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,12,5000
50012,0,8,1,Card_02_02.png,10,春植島聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,14,5000
50013,0,8,1,Card_02_02.png,10,獵人的使命聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,16,5000
50014,0,8,1,Card_02_02.png,10,暴風監視者聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,1,10000
50015,0,8,1,Card_02_02.png,10,無限迴廊聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,2,10000
50016,0,8,1,Card_02_02.png,10,貝爾法聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,3,10000
50017,0,8,1,Card_02_02.png,10,銀色爪子聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,4,10000
50018,0,8,1,Card_02_02.png,10,星星守護者的後裔聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,6,10000
50019,0,8,1,Card_02_02.png,10,黑月部族聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,8,10000
50020,0,8,1,Card_02_02.png,10,吉恩蒂亞聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,9,10000
50021,0,8,1,Card_02_02.png,10,普雷伊奧斯聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,10,10000
50022,0,8,1,Card_02_02.png,10,特洛里聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,11,10000
50023,0,8,1,Card_02_02.png,10,光之聯合聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,13,10000
50024,0,8,1,Card_02_02.png,10,怪物之王聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,12,10000
50025,0,8,1,Card_02_02.png,10,春植島聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,14,10000
50026,0,8,1,Card_02_02.png,10,獵人的使命聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,16,10000
50027,0,8,1,Card_02_02.png,10,暴風監視者聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,1,15000
50028,0,8,1,Card_02_02.png,10,無限迴廊聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,2,15000
50029,0,8,1,Card_02_02.png,10,貝爾法聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,3,15000
50030,0,8,1,Card_02_02.png,10,銀色爪子聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,4,15000
50031,0,8,1,Card_02_02.png,10,星星守護者的後裔聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,6,15000
50032,0,8,1,Card_02_02.png,10,黑月部族聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,8,15000
50033,0,8,1,Card_02_02.png,10,吉恩蒂亞聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,9,15000
50034,0,8,1,Card_02_02.png,10,普雷伊奧斯聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,10,15000
50035,0,8,1,Card_02_02.png,10,特洛里聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,11,15000
50036,0,8,1,Card_02_02.png,10,光之聯合聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,13,15000
50037,0,8,1,Card_02_02.png,10,怪物之王聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,12,15000
50038,0,8,1,Card_02_02.png,10,春植島聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,14,15000
50039,0,8,1,Card_02_02.png,10,獵人的使命聲望,,0,0,0,170195404,2,1,0,0,1,0,0,1,0,,0,16,15000
50201,0,8,2,Card_02_01.png,4,你想要哪一個？,,0,0,0,190147983,100,1,0,0,1,0,0,1,0,,0,0,0
50202,0,8,2,Card_02_01.png,4,你想要哪一個？,,0,0,0,190146494,1,1,0,0,1,0,0,1,0,,0,0,0
50203,0,8,2,Card_02_01.png,4,你想要哪一個？,,0,0,0,190148475,50,1,0,0,1,0,0,1,0,,0,0,0
50204,0,8,2,Card_02_01.png,4,你想要哪一個？,,0,0,0,170171241,20,1,0,0,1,0,0,1,0,,0,0,0
50205,0,8,2,Card_02_01.png,4,你想要哪一個？,,0,0,0,170193811,1,1,0,0,1,0,0,1,0,,0,0,0
50301,0,8,3,Card_02_01.png,4,你想要哪一個？,,0,0,0,190147983,150,1,0,0,1,0,0,1,0,,0,0,0
50302,0,8,3,Card_02_01.png,4,你想要哪一個？,,0,0,0,190146494,2,1,0,0,1,0,0,1,0,,0,0,0
50303,0,8,3,Card_02_01.png,4,你想要哪一個？,,0,0,0,190148475,75,1,0,0,1,0,0,1,0,,0,0,0
50304,0,8,3,Card_02_01.png,4,你想要哪一個？,,0,0,0,170171241,30,1,0,0,1,0,0,1,0,,0,0,0
50305,0,8,3,Card_02_01.png,4,你想要哪一個？,,0,0,0,170193811,1,1,0,0,1,0,0,1,0,,0,0,0
50306,0,8,3,Card_02_01.png,4,你想要哪一個？,,0,0,0,180202202,1,1,0,0,1,0,0,1,0,,0,0,0
50401,0,8,4,Card_02_01.png,4,你想要哪一個？,,0,0,0,190147983,200,1,0,0,1,0,0,1,0,,0,0,0
50402,0,8,4,Card_02_01.png,4,你想要哪一個？,,0,0,0,190146494,3,1,0,0,1,0,0,1,0,,0,0,0
50403,0,8,4,Card_02_01.png,4,你想要哪一個？,,0,0,0,190148475,100,1,0,0,1,0,0,1,0,,0,0,0
50404,0,8,4,Card_02_01.png,4,你想要哪一個？,,0,0,0,170171241,40,1,0,0,1,0,0,1,0,,0,0,0
50405,0,8,4,Card_02_01.png,4,你想要哪一個？,,0,0,0,170193811,1,1,0,0,1,0,0,1,0,,0,0,0
50406,0,8,4,Card_02_01.png,4,你想要哪一個？,,0,0,0,180202202,1,1,0,0,1,0,0,1,0,,0,0,0
50501,0,8,5,Card_02_02.png,7,你想要哪一個？,,0,0,0,190148178,1,1,190148182,2,1,0,0,1,0,,0,0,0
50502,0,8,5,Card_02_02.png,7,你想要哪一個？,,0,0,0,190148178,1,1,190148182,4,1,0,0,1,0,,0,0,0
50503,0,8,5,Card_02_02.png,7,你想要哪一個？,,0,0,0,190148178,1,1,190148182,6,1,0,0,1,0,,0,0,0
50504,0,8,5,Card_02_02.png,7,你想要哪一個？,,0,0,0,190148178,1,1,190148182,8,1,0,0,1,0,,0,0,0
50505,0,8,5,Card_02_02.png,7,你想要哪一個？,,0,0,0,190148178,1,1,190148182,10,1,0,0,1,0,,0,0,0
50506,0,8,5,Card_02_02.png,7,你想要哪一個？,,0,0,0,190148178,1,1,170196840,1,1,0,0,1,0,,0,0,0
50601,0,8,6,Card_02_02.png,9,你想要哪一個？,,0,0,0,190147765,2,1,0,0,1,0,0,1,0,,0,0,0
50602,0,8,6,Card_02_02.png,9,你想要哪一個？,,0,0,0,190147765,4,1,0,0,1,0,0,1,0,,0,0,0
50603,0,8,6,Card_02_02.png,9,你想要哪一個？,,0,0,0,190147765,6,1,0,0,1,0,0,1,0,,0,0,0
50604,0,8,6,Card_02_02.png,9,你想要哪一個？,,0,0,0,190147765,8,1,0,0,1,0,0,1,0,,0,0,0
50605,0,8,6,Card_02_02.png,9,你想要哪一個？,,0,0,0,190147765,10,1,0,0,1,0,0,1,0,,0,0,0
