ID,_Area_Reputation,_Area_Level,_Area_Level_String,Max_Ppoint,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_StatusType3,_StatusValue3,_StatusType4,_StatusValue4,_Reputation_Limit
345,15,25,25Lv. 黃金信徒,362500,455,1000,0,0,0,0,0,0,0
346,15,26,26Lv. 黃金信徒,390000,455,1040,0,0,0,0,0,0,0
347,15,27,27Lv. 黃金信徒,418500,455,1080,0,0,0,0,0,0,0
348,15,28,28Lv. 黃金信徒,448000,455,1120,0,0,0,0,0,0,0
349,15,29,29Lv. 黃金信徒,478500,455,1160,0,0,0,0,0,0,0
350,15,30,30Lv. 黃金信徒,510000,455,1200,0,0,0,0,0,0,0
351,15,31,31Lv. 黃金信徒,542500,455,1240,0,0,0,0,0,0,0
352,15,32,32Lv. 黃金信徒,576000,455,1280,0,0,0,0,0,0,0
353,15,33,33Lv. 黃金信徒,610500,455,1320,0,0,0,0,0,0,0
354,15,34,34Lv. 黃金信徒,646000,455,1360,0,0,0,0,0,0,0
355,15,35,35Lv. 黃金信徒,682500,455,1400,0,0,0,0,0,0,0
356,15,36,36Lv. 黃金信徒,720000,455,1440,0,0,0,0,0,0,0
357,15,37,37Lv. 黃金信徒,758500,455,1480,0,0,0,0,0,0,0
358,15,38,38Lv. 黃金信徒,798000,455,1520,0,0,0,0,0,0,0
359,15,39,39Lv. 黃金信徒,838500,455,1560,0,0,0,0,0,0,0
360,15,40,40Lv. 黃金信徒,880000,455,1600,0,0,0,0,0,0,0
361,15,41,41Lv. 黃金信徒,922500,455,1640,0,0,0,0,0,0,0
362,15,42,42Lv. 黃金信徒,966000,455,1680,0,0,0,0,0,0,0
363,15,43,43Lv. 黃金信徒,1010500,455,1720,0,0,0,0,0,0,0
364,15,44,44Lv. 黃金信徒,1056000,455,1760,0,0,0,0,0,0,0
365,15,45,45Lv. 黃金信徒,1102500,455,1800,0,0,0,0,0,0,0
366,15,46,46Lv. 黃金信徒,1150000,455,1840,0,0,0,0,0,0,0
367,15,47,47Lv. 黃金信徒,1198500,455,1880,0,0,0,0,0,0,0
368,15,48,48Lv. 黃金信徒,1248000,455,1920,0,0,0,0,0,0,0
369,15,49,49Lv. 黃金信徒,1298500,455,1960,0,0,0,0,0,0,0
370,15,50,50Lv. 黃金信徒,1350000,455,2000,0,0,0,0,0,0,0
371,15,51,51Lv. 黃金信徒,1402500,455,2040,0,0,0,0,0,0,0
372,15,52,52Lv. 黃金信徒,1456000,455,2080,0,0,0,0,0,0,0
373,15,53,53Lv. 黃金信徒,1510500,455,2120,0,0,0,0,0,0,0
374,15,54,54Lv. 黃金信徒,1566000,455,2160,0,0,0,0,0,0,0
375,15,55,55Lv. 黃金信徒,1622500,455,2200,0,0,0,0,0,0,0
376,15,56,56Lv. 黃金信徒,1680000,455,2240,0,0,0,0,0,0,0
377,15,57,57Lv. 黃金信徒,1738500,455,2280,0,0,0,0,0,0,0
378,15,58,58Lv. 黃金信徒,1798000,455,2320,0,0,0,0,0,0,0
379,15,59,59Lv. 黃金信徒,1858500,455,2360,0,0,0,0,0,0,0
380,15,60,60Lv. 黃金信徒,1920000,455,2400,0,0,0,0,0,0,0
381,15,61,61Lv. 黃金信徒,1982500,455,2440,0,0,0,0,0,0,0
382,15,62,62Lv. 黃金信徒,2046000,455,2480,0,0,0,0,0,0,0
383,15,63,63Lv. 黃金信徒,2110500,455,2520,0,0,0,0,0,0,0
384,15,64,64Lv. 黃金信徒,2176000,455,2560,0,0,0,0,0,0,0
385,15,65,65Lv. 黃金信徒,2242500,455,2600,0,0,0,0,0,0,0
386,15,66,66Lv. 黃金信徒,2310000,455,2640,0,0,0,0,0,0,0
387,15,67,67Lv. 黃金信徒,2378500,455,2680,0,0,0,0,0,0,0
388,15,68,68Lv. 黃金信徒,2448000,455,2720,0,0,0,0,0,0,0
389,15,69,69Lv. 黃金信徒,2518500,455,2760,0,0,0,0,0,0,0
390,15,70,70Lv. 黃金信徒,2590000,455,2800,0,0,0,0,0,0,0
391,15,71,71Lv. 黃金信徒,2662500,455,2840,0,0,0,0,0,0,0
392,15,72,72Lv. 黃金信徒,2736000,455,2880,0,0,0,0,0,0,0
393,15,73,73Lv. 黃金信徒,2810500,455,2920,0,0,0,0,0,0,0
394,15,74,74Lv. 黃金信徒,2886000,455,2960,0,0,0,0,0,0,0
395,15,75,75Lv. 黃金信徒,2962500,455,3000,0,0,0,0,0,0,0
396,15,76,76Lv. 黃金信徒,3040000,455,3040,0,0,0,0,0,0,0
397,15,77,77Lv. 黃金信徒,3118500,455,3080,0,0,0,0,0,0,0
398,15,78,78Lv. 黃金信徒,3198000,455,3120,0,0,0,0,0,0,0
399,15,79,79Lv. 黃金信徒,3278500,455,3160,0,0,0,0,0,0,0
400,15,80,80Lv. 黃金信徒,3360000,455,3200,0,0,0,0,0,0,0
401,15,81,81Lv. 黃金信徒,3442500,455,3240,0,0,0,0,0,0,0
402,15,82,82Lv. 黃金信徒,3526000,455,3280,0,0,0,0,0,0,0
403,15,83,83Lv. 黃金信徒,3610500,455,3320,0,0,0,0,0,0,0
404,15,84,84Lv. 黃金信徒,3696000,455,3360,0,0,0,0,0,0,0
405,15,85,85Lv. 黃金信徒,3782500,455,3400,0,0,0,0,0,0,0
406,15,86,86Lv. 黃金信徒,3870000,455,3440,0,0,0,0,0,0,0
407,15,87,87Lv. 黃金信徒,3958500,455,3480,0,0,0,0,0,0,0
408,15,88,88Lv. 黃金信徒,4048000,455,3520,0,0,0,0,0,0,0
409,15,89,89Lv. 黃金信徒,4138500,455,3560,0,0,0,0,0,0,0
410,15,90,90Lv. 黃金信徒,4230000,455,3600,0,0,0,0,0,0,0
411,15,91,91Lv. 黃金信徒,4322500,455,3640,0,0,0,0,0,0,0
412,15,92,92Lv. 黃金信徒,4416000,455,3680,0,0,0,0,0,0,0
413,15,93,93Lv. 黃金信徒,4510500,455,3720,0,0,0,0,0,0,0
414,15,94,94Lv. 黃金信徒,4606000,455,3760,0,0,0,0,0,0,0
415,15,95,95Lv. 黃金信徒,4702500,455,3800,0,0,0,0,0,0,0
416,15,96,96Lv. 黃金信徒,4800000,455,3840,0,0,0,0,0,0,0
417,15,97,97Lv. 黃金信徒,4898500,455,3880,0,0,0,0,0,0,0
418,15,98,98Lv. 黃金信徒,4998000,455,3920,0,0,0,0,0,0,0
419,15,99,99Lv. 黃金信徒,5098500,455,3960,0,0,0,0,0,0,0
420,15,100,100Lv. 黃金信徒,200000000,455,4000,0,0,0,0,0,0,0
421,16,1,Lv.1 菜鳥獵人,7500,566,50,0,0,0,0,0,0,0
422,16,2,Lv.2 菜鳥獵人,22500,566,100,0,0,0,0,0,0,0
423,16,3,Lv.3 菜鳥獵人,42500,566,150,0,0,0,0,0,0,0
424,16,4,Lv.4 初級獵人,87500,566,225,455,50,0,0,0,0,0
425,16,5,Lv.5 初級獵人,144000,566,300,455,100,0,0,0,0,0
426,16,6,Lv.6 初級獵人,223000,566,375,455,150,0,0,0,0,0
427,16,7,Lv.7 初級獵人,324500,566,450,455,200,0,0,0,0,0
428,16,8,Lv.8 初級獵人,437000,566,525,455,250,0,0,0,0,0
429,16,9,Lv.9 初級獵人,605000,566,600,455,300,0,0,0,0,0
430,16,10,Lv.10 中級獵人,860000,566,700,455,375,586,1,0,0,0
431,16,11,Lv.11 中級獵人,1135000,566,800,455,450,586,2,0,0,0
432,16,12,Lv.12 中級獵人,1435000,566,900,455,525,586,4,0,0,0
433,16,13,Lv.13 中級獵人,1755000,566,1000,455,600,586,6,0,0,0
434,16,14,Lv.14 中級獵人,2095000,566,1100,455,675,586,8,0,0,0
435,16,15,Lv.15 中級獵人,2455000,566,1200,455,750,586,10,0,0,0
436,16,16,Lv.16 中級獵人,2840000,566,1300,455,825,586,12,0,0,0
437,16,17,Lv.17 中級獵人,3245000,566,1400,455,900,586,14,0,0,0
438,16,18,Lv.18 中級獵人,3670000,566,1500,455,975,586,16,0,0,0
439,16,19,Lv.19 中級獵人,4310000,566,1600,455,1050,586,18,0,0,0
440,16,20,Lv.20 高級獵人,5050000,566,1725,455,1150,586,20,0,0,0
441,16,21,Lv.21 高級獵人,5850000,566,1850,455,1250,586,23,0,0,0
442,16,22,Lv.22 高級獵人,6750000,566,1975,455,1350,586,26,0,0,0
443,16,23,Lv.23 高級獵人,7700000,566,2100,455,1450,586,29,0,0,0
444,16,24,Lv.24 高級獵人,8700000,566,2225,455,1550,586,32,0,0,0
445,16,25,Lv.25 高級獵人,9800000,566,2350,455,1650,586,35,0,0,0
446,16,26,Lv.26 高級獵人,10950000,566,2475,455,1750,586,38,0,0,0
447,16,27,Lv.27 高級獵人,12150000,566,2600,455,1850,586,41,0,0,0
448,16,28,Lv.28 高級獵人,13450000,566,2725,455,1950,586,44,0,0,0
449,16,29,Lv.29 高級獵人,15000000,566,2850,455,2050,586,47,0,0,0
450,16,30,Lv.30 最高級獵人,17000000,566,3000,455,2200,586,50,0,0,0
451,16,31,Lv.31 最高級獵人,19150000,566,3150,455,2350,586,53,585,1,0
452,16,32,Lv.32 最高級獵人,21450000,566,3300,455,2500,586,56,585,2,0
453,16,33,Lv.33 最高級獵人,23950000,566,3450,455,2650,586,59,585,3,0
454,16,34,Lv.34 最高級獵人,26600000,566,3600,455,2800,586,62,585,4,0
455,16,35,Lv.35 最高級獵人,29400000,566,3750,455,2950,586,65,585,5,0
456,16,36,Lv.36 最高級獵人,32400000,566,3900,455,3100,586,68,585,6,0
457,16,37,Lv.37 最高級獵人,35550000,566,4050,455,3250,586,71,585,7,0
458,16,38,Lv.38 最高級獵人,38850000,566,4200,455,3400,586,74,585,8,0
459,16,39,Lv.39 最高級獵人,42350000,566,4350,455,3550,586,77,585,9,0
460,16,40,Lv.40 特級獵人,47000000,566,4500,455,3700,586,80,585,10,0
461,16,41,Lv.41 特級獵人,51300000,566,4700,455,3900,586,83,585,11,0
462,16,42,Lv.42 特級獵人,55900000,566,4900,455,4100,586,86,585,12,0
463,16,43,Lv.43 特級獵人,60900000,566,5100,455,4300,586,89,585,13,0
464,16,44,Lv.44 特級獵人,66300000,566,5300,455,4500,586,92,585,14,0
465,16,45,Lv.45 特級獵人,72100000,566,5500,455,4700,586,95,585,15,0
466,16,46,Lv.46 特級獵人,78300000,566,5700,455,4900,586,98,585,16,0
467,16,47,Lv.47 特級獵人,85000000,566,5900,455,5100,586,101,585,17,0
468,16,48,Lv.48 特級獵人,92200000,566,6100,455,5300,586,104,585,18,0
469,16,49,Lv.49 特級獵人,100000000,566,6300,455,5500,586,107,585,19,0
470,16,50,Lv.50 精通獵人,1000000000,566,7000,455,6000,586,110,585,20,0
471,18,1,Lv.1 訪客,3600,496,50,594,50,566,100,570,100,0
472,18,2,Lv.2 訪客,10000,496,100,594,100,566,200,570,200,0
473,18,3,Lv.3 訪客,19000,496,150,594,150,566,300,570,300,0
474,18,4,Lv.4 訪客,31000,496,200,594,200,566,400,570,400,0
475,18,5,Lv.5 訪客,46000,496,250,594,250,566,500,570,500,0
476,18,6,Lv.6 訪客,64000,496,300,594,300,566,600,570,600,0
477,18,7,Lv.7 訪客,86000,496,350,594,350,566,700,570,700,0
478,18,8,Lv.8 訪客,111000,496,400,594,400,566,800,570,800,0
479,18,9,Lv.9 訪客,140000,496,450,594,450,566,900,570,900,0
480,18,10,Lv.10 訪客,172000,496,500,594,500,566,1000,570,1000,0
481,18,11,Lv.11 陌生異邦人,209000,496,550,594,550,566,1100,570,1100,0
482,18,12,Lv.12 陌生異邦人,250000,496,600,594,600,566,1200,570,1200,0
483,18,13,Lv.13 陌生異邦人,295000,496,650,594,650,566,1300,570,1300,0
484,18,14,Lv.14 陌生異邦人,345000,496,700,594,700,566,1400,570,1400,0
485,18,15,Lv.15 陌生異邦人,399000,496,750,594,750,566,1500,570,1500,0
486,18,16,Lv.16 陌生異邦人,459000,496,800,594,800,566,1600,570,1600,0
487,18,17,Lv.17 陌生異邦人,525000,496,850,594,850,566,1700,570,1700,0
488,18,18,Lv.18 陌生異邦人,596000,496,900,594,900,566,1800,570,1800,0
489,18,19,Lv.19 陌生異邦人,673000,496,950,594,950,566,1900,570,1900,0
490,18,20,Lv.20 陌生異邦人,756000,496,1000,594,1000,566,2000,570,2000,0
491,18,21,Lv.21 親切的外人,846000,496,1050,594,1050,566,2100,570,2100,0
492,18,22,Lv.22 親切的外人,943000,496,1100,594,1100,566,2200,570,2200,0
493,18,23,Lv.23 親切的外人,1050000,496,1150,594,1150,566,2300,570,2300,0
494,18,24,Lv.24 親切的外人,1160000,496,1200,594,1200,566,2400,570,2400,0
495,18,25,Lv.25 親切的外人,1280000,496,1250,594,1250,566,2500,570,2500,0
496,18,26,Lv.26 親切的外人,1410000,496,1300,594,1300,566,2600,570,2600,0
497,18,27,Lv.27 親切的外人,1540000,496,1350,594,1350,566,2700,570,2700,0
498,18,28,Lv.28 親切的外人,1680000,496,1400,594,1400,566,2800,570,2800,0
499,18,29,Lv.29 親切的外人,1830000,496,1450,594,1450,566,2900,570,2900,0
500,18,30,Lv.30 親切的外人,1980000,496,1500,594,1500,566,3000,570,3000,0
501,18,31,Lv.31 傳聞的中心,2140000,496,1550,594,1550,566,3100,570,3100,0
502,18,32,Lv.32 傳聞的中心,2310000,496,1600,594,1600,566,3200,570,3200,0
503,18,33,Lv.33 傳聞的中心,2490000,496,1650,594,1650,566,3300,570,3300,0
504,18,34,Lv.34 傳聞的中心,2670000,496,1700,594,1700,566,3400,570,3400,0
505,18,35,Lv.35 傳聞的中心,2860000,496,1750,594,1750,566,3500,570,3500,0
506,18,36,Lv.36 傳聞的中心,3060000,496,1800,594,1800,566,3600,570,3600,0
507,18,37,Lv.37 傳聞的中心,3270000,496,1850,594,1850,566,3700,570,3700,0
508,18,38,Lv.38 傳聞的中心,3480000,496,1900,594,1900,566,3800,570,3800,0
509,18,39,Lv.39 傳聞的中心,3700000,496,1950,594,1950,566,3900,570,3900,0
510,18,40,Lv.40 傳聞的中心,3930000,496,2000,594,2000,566,4000,570,4000,0
511,18,41,Lv.41 解決師,4160000,496,2050,594,2050,566,4100,570,4100,0
512,18,42,Lv.42 解決師,4400000,496,2100,594,2100,566,4200,570,4200,0
513,18,43,Lv.43 解決師,4650000,496,2150,594,2150,566,4300,570,4300,0
514,18,44,Lv.44 解決師,4910000,496,2200,594,2200,566,4400,570,4400,0
515,18,45,Lv.45 解決師,5170000,496,2250,594,2250,566,4500,570,4500,0
516,18,46,Lv.46 解決師,5440000,496,2300,594,2300,566,4600,570,4600,0
517,18,47,Lv.47 解決師,5720000,496,2350,594,2350,566,4700,570,4700,0
518,18,48,Lv.48 解決師,6000000,496,2400,594,2400,566,4800,570,4800,0
519,18,49,Lv.49 解決師,6290000,496,2450,594,2450,566,4900,570,4900,0
520,18,50,Lv.50 解決師,6590000,496,2500,594,2500,566,5000,570,5000,0
521,18,51,Lv.51 主要警戒對象,6900000,496,2550,594,2550,566,5100,570,5100,0
522,18,52,Lv.52 主要警戒對象,7210000,496,2600,594,2600,566,5200,570,5200,0
523,18,53,Lv.53 主要警戒對象,7530000,496,2650,594,2650,566,5300,570,5300,0
524,18,54,Lv.54 主要警戒對象,7860000,496,2700,594,2700,566,5400,570,5400,0
525,18,55,Lv.55 主要警戒對象,8190000,496,2750,594,2750,566,5500,570,5500,0
526,18,56,Lv.56 主要警戒對象,8530000,496,2800,594,2800,566,5600,570,5600,0
527,18,57,Lv.57 主要警戒對象,8880000,496,2850,594,2850,566,5700,570,5700,0
528,18,58,Lv.58 主要警戒對象,9240000,496,2900,594,2900,566,5800,570,5800,0
529,18,59,Lv.59 主要警戒對象,9600000,496,2950,594,2950,566,5900,570,5900,0
530,18,60,Lv.60 主要警戒對象,9970000,496,3000,594,3000,566,6000,570,6000,0
531,18,61,Lv.61 老手解決師,10300000,496,3050,594,3050,566,6100,570,6100,0
532,18,62,Lv.62 老手解決師,10700000,496,3100,594,3100,566,6200,570,6200,0
533,18,63,Lv.63 老手解決師,11100000,496,3150,594,3150,566,6300,570,6300,0
534,18,64,Lv.64 老手解決師,11500000,496,3200,594,3200,566,6400,570,6400,0
535,18,65,Lv.65 老手解決師,11900000,496,3250,594,3250,566,6500,570,6500,0
536,18,66,Lv.66 老手解決師,12300000,496,3300,594,3300,566,6600,570,6600,0
537,18,67,Lv.67 老手解決師,12700000,496,3350,594,3350,566,6700,570,6700,0
538,18,68,Lv.68 老手解決師,13100000,496,3400,594,3400,566,6800,570,6800,0
539,18,69,Lv.69 老手解決師,13500000,496,3450,594,3450,566,6900,570,6900,0
540,18,70,Lv.70 老手解決師,13900000,496,3500,594,3500,566,7000,570,7000,0
541,18,71,Lv.71 神之使者,14400000,496,3550,594,3550,566,7100,570,7100,0
542,18,72,Lv.72 神之使者,14900000,496,3600,594,3600,566,7200,570,7200,0
543,18,73,Lv.73 神之使者,15400000,496,3650,594,3650,566,7300,570,7300,0
544,18,74,Lv.74 神之使者,15900000,496,3700,594,3700,566,7400,570,7400,0
545,18,75,Lv.75 神之使者,16400000,496,3750,594,3750,566,7500,570,7500,0
546,18,76,Lv.76 神之使者,16900000,496,3800,594,3800,566,7600,570,7600,0
547,18,77,Lv.77 神之使者,17400000,496,3850,594,3850,566,7700,570,7700,0
548,18,78,Lv.78 神之使者,17900000,496,3900,594,3900,566,7800,570,7800,0
549,18,79,Lv.79 神之使者,18400000,496,3950,594,3950,566,7900,570,7900,0
550,18,80,Lv.80 神之使者,18900000,496,4000,594,4000,566,8000,570,8000,0
551,18,81,Lv.81 皇室的顧問,19400000,496,4050,594,4050,566,8100,570,8100,0
552,18,82,Lv.82 皇室的顧問,19900000,496,4100,594,4100,566,8200,570,8200,0
553,18,83,Lv.83 皇室的顧問,20400000,496,4150,594,4150,566,8300,570,8300,0
554,18,84,Lv.84 皇室的顧問,20900000,496,4200,594,4200,566,8400,570,8400,0
555,18,85,Lv.85 皇室的顧問,21500000,496,4250,594,4250,566,8500,570,8500,0
556,18,86,Lv.86 皇室的顧問,22100000,496,4300,594,4300,566,8600,570,8600,0
557,18,87,Lv.87 皇室的顧問,22700000,496,4350,594,4350,566,8700,570,8700,0
558,18,88,Lv.88 皇室的顧問,23300000,496,4400,594,4400,566,8800,570,8800,0
559,18,89,Lv.89 皇室的顧問,23900000,496,4450,594,4450,566,8900,570,8900,0
560,18,90,Lv.90 皇室的顧問,24500000,496,4500,594,4500,566,9000,570,9000,0
561,18,91,Lv.91 皇帝的朋友,25100000,496,4550,594,4550,566,9100,570,9100,0
562,18,92,Lv.92 皇帝的朋友,25700000,496,4600,594,4600,566,9200,570,9200,0
563,18,93,Lv.93 皇帝的朋友,26300000,496,4650,594,4650,566,9300,570,9300,0
564,18,94,Lv.94 皇帝的朋友,26900000,496,4700,594,4700,566,9400,570,9400,0
565,18,95,Lv.95 皇帝的朋友,27500000,496,4750,594,4750,566,9500,570,9500,0
566,18,96,Lv.96 皇帝的朋友,28100000,496,4800,594,4800,566,9600,570,9600,0
567,18,97,Lv.97 皇帝的朋友,28700000,496,4850,594,4850,566,9700,570,9700,0
568,18,98,Lv.98 皇帝的朋友,29300000,496,4900,594,4900,566,9800,570,9800,0
569,18,99,Lv.99 皇帝的朋友,30000000,496,4950,594,4950,566,9900,570,9900,0
570,18,100,Lv.100 帝國的英雄,1000000000,496,5000,594,5000,566,10000,570,10000,0
