ID,_STRING,_DESC
5009001,%s邀請了%s。,??? ?? ? ?? ???
5009002,即時通訊聊天視窗的人數超過，無法邀請[%s]。,??? ?? ? ?? ???
5009003,[%s]現在為離線狀態或角色名不存在。,??? ?? ? ?? ???
5009004,[%s]的即時通訊為全部開放的狀態。,??? ?? ? ?? ???
5009005,[%s]已經加入即時通訊。,??? ?? ? ?? ???
5009006,[%s]目前為拒絕邀請的狀態。,??? ?? ? ?? ???
5009007,您所選擇的即時通訊欄位已經開設了其他即時通訊，請確認過後再重新嘗試。,??? ?? ? ?? ???
5009008,[%s]現在為離線狀態或角色名不存在。,??? ?? ? ?? ???
5009009,即時通訊聊天視窗的人數超過，無法邀請[%s]。,??? ?? ? ?? ???
5009010,您要離開對話嗎?,??? ?? ? ?? ???
5009011,[%s]已經退出。,????? ?? ? ?? ???
5009012,即時通訊聊天時會有1秒的待機時間。,??? ?? ? ?? ???
5013000,[%s]找不到。,?? ??? ??? ??? ?? ??
5013001,[%s]阻止了您。,??? ??? ???? ???? ??? ???? ??
5016000,[%s]從目錄中被刪除。,??/?? ???? ???? ??? ??
5016001,[%s]已登錄。,??? ?? ??? ??
5016002,[%s]退出。,??? ?? ???? ??
5016003,不能申請交易。,??? ??? ???? ???? ??? ??? ??
5016004,不能組隊邀請。,??? ??? ???? ???? ??? ??? ??
5016005,不能查看資訊。,??? ??? ???? ??? ????? ? ??
5016006,不能耳語。,??? ??? ???? ???? ???? ?? ??
5016007,不能邀請交易。,???? ??? ??? ???? ??? ??? ??
5016008,不能組隊邀請。,???? ??? ??? ???? ??? ??? ??
5016009,不能查看資訊。,???? ??? ??? ??? ????? ? ??
5016010,不能耳語。,???? ??? ??? ???? ???? ? ??
5016011,向[%s]邀請了加入好友。,?? ??? ????? ??
5016012,[%s]申請了加入好友。\n是否接受？,?? ??? ?? ????
5016013,[%s]加入為好友了。,?? ??? ??? ??
5016014,[%s]拒絕加入好友。,?? ??? ??? ??
5016015,[%s]從好友目錄中刪除。,?? ???? ???? ??
5016016,不能向[%s]申請加入好友。,??? ???? ?? ??? ???? ??
5016017,[%s]太忙，不能邀請好友。請稍後再試。,????? ?? ??? ??? ??
5016018,[%s]正在金幣商店購物。請稍後再試。,???? ??? ?? ??? ??? ??
5016019,[%s]已登錄。,??? ???? ?
5016020,[%s]退出了遊戲。,??? ???? ?
5016021,與[%s]加入好友失敗。請稍後再試。,????? ?? ??? ??? ??
5016022,阻止了[%s]。,?? ??? ??? ??
5016023,[%s]被從阻止目錄中刪除。,?? ???? ???? ??
5016024,拒絕了[%s]的好友邀請。,?? ??? ???? ??
5016025,好友列表已滿，不能將[%s]加入列表中。請整理好友列表後，重新加入。,???? ? ?? ??? ???? ???? ?? ??
5017001,%s不想被加入好友。,???? ?? ??? ???? ??
5017002,%s不想共用狀態資訊。,???? ??? ??? ???? ??
5017003,%s不想交易。,???? ??? ???? ??
5017004,%s不想成為隊員。,???? ???? ???? ??
5017005,%s不想進行耳語。,???? ???? ???? ??
5017006,[%s]獲得。,??? ???? ????? ?? ???.
5017007,%s獲得[%s],??? ???? ????? ?? ???.
5017008,獲得%s經驗值,??? ???? ??? ??
5017009,[%s]道具使用,?? ???? ????? ?? ???.
5017010,獲得%s彩虹幣,??? Ely? ????? ?? ???.
5018001,不能找到該玩家。,???? ???? ?? ? ?? ???? ??? ??? ? ?? ?.
5108100,鑲嵌失敗時道具會被破壞。要\n鑲嵌嗎？,[?? ?? ???] ??? ?? ?? ?? ?? ??
5108101,進行鑲嵌的彩虹幣不足。,[?? ?? ???] ??? ??? ? Ely ? ??? ??
5108102,不能再降低等級限制。,[?? ?? ???] ??? ??? MAX ??? ??? ???? ??? ?? ? ??
5108103,因為鑲嵌成功，相當於[%d]的裝備配戴等級降低。,[?? ?? ???] ??? ?? ???
5108104,因為鑲嵌失敗，相當於[%d]的裝備配戴等級上升。不會高於限制等級。,[?? ?? ???] ??? ?? ???
5108105,因為鑲嵌失敗，道具被破壞。,[?? ?? ???] ??? ?? ?? ???
5108106,消耗保護卷軸，保護了道具。,[?? ?? ???] ?? ??? ?? ? ???
5108107,%d,[?? ?? ???] ?? ?? UI ??? ?? ?? ??
5108108,%d,[?? ?? ???] ?? ?? UI ??? ??? ??? ?? ??
5108109,%d,[?? ?? ???] ?? ?? UI ??? ???  ?? ? ?? ??
5108110,%d,[?? ?? ???] ?? Ely ??
5108111,-%d,[?? ?? ???] ??? ?? ?? ??
5108112,進行等級限制鑲嵌，需要[卷軸]道具。,[?? ?? ???] Cash Item? ?? ??
5108113,請屬性等級。,[?? ?? ???] UI ?? ??? ?? ?? ?? ???
5108114,等級降低，預計引入鑲嵌道具\n.,[?? ?? ???] ???? ????? ??
5108115,等級降低，預計引入鑲嵌道具\n.,[?? ?? ???] UI ?? ??? ??? ?? ? ???
5108116,等級降低，預計引入鑲嵌道具\n.,[?? ?? ???] UI ?? ??? ??? ?? ? ???
5108117,失敗時破壞道具,[?? ?? ???] ?? ??? ?? ?? ???
5108118,佩戴可能等級 :%d ▲,[?? ?? ???] ?? ?? ???? ?? ?? ?? ??
5108119,請登記裝備。,[?? ?? ???] UI ???? ???
5108120,要強化嗎？\n道具等級將恢復未降級狀態。\n角色 Lv%d ? 強化後道具 Lv%d,[??? ?????] ??? ??? ????? ?? ??? ?? ??? ??? ?? ?? ???
5108121,限制等級 :%d ▲,[?? ?? ???] ?? ?? ?? ??
5108122,重置\n降級鑲嵌。,[??? ?????] UI ?? ??? ?? ??? ???
5208100,可以向戀人求婚。,[??] ?? UI ??? ??
5208101,交往或結婚狀態下不能刪除角色。\n 分手後可以刪除。,[??] ??? ?? ? ?? ? ??? ?? ??
5208102,[%s]申請了交往。\n要交往嗎？\n\n,[??] ?? ?? ?? ???
5208103,[%s]已經有伴侶。,[??] ?? ? ?? ? ???? ?? ?? ?
5208104,[%s]處於拒絕交往狀態。,[??] ???? ?? ?? ??? ?? ??? ??? ??
5208105,[%s]處於不能接受交往申請的狀態。稍後請再申請。,[??] ??? ?? ?? ??? ? ??? ??
5208106,不能向同性別角色申請交往。,[??] ?? ??? ????? ??? ????? ??
5208107,分手後[%d]期間不能交往。,[??] ?? ??? ??? ??? ?? ???? ??? ??? ??
5208108,對方沒有結束離別懲罰，處於不能交往的狀態。,[??] ?? ?? ??? ??? ??? ??? ?? ??
5208109,與[%s]成為了伴侶。,[??] ?? ?? ?
5208110,[%s]拒絕了交往申請。,[??] ?? ?? ?
5208111,不在可以求婚的距離。,[??] ???? ?? ? ?? ??? ?? ?? ?? ??? ?? ??
5208112,脫離了可以接受求婚的距離。,[??] ???? ?? ? ???? ?? ???? ?? ??? ?? ??
5208113,求婚時消耗 [%d] 金額。\要繼續嗎？,[??] ???? ? Ely ?? ??? ??? ??
5208114,可以求婚，\n只能在戀人面前使用。,[??] ???? ?? UI ??
5208115,需要在結婚會場出售的 [請接受我的愛]道具。,[??] ???? ??? ?? UI ??
5208116,狀態條到達 100%，就能求婚。,[??] ???? ?? UI ??
5208117,[%s]處於不能接受求婚的狀態，請稍後再試。,[??] ???? ?? ? ??? ?? ?? ? ??
5208119,求婚結束。,[??] ???? ?? ??
5208120,[%s]拒絕了[%s]的求婚。,[??] ???? ??
5208121,舉行婚禮的玩家要穿戴婚禮套裝。請穿戴時裝屋裡出售的婚禮套裝道具後再申請。,[??] ?? ?? ? ??? ?? ??
5208122,對方在進行其他行動時，不能進行結婚儀式。,[??] ?? ?? ? ??? ?? ???? ?? ?? ??
5208123,到進行決定還剩[%d]秒。,[??] ?? ?? ??
5208124,[%s]拒絕了結婚申請。,[??] ?? ?? ?? ??? ? ?? ?? ??
5208125,有先進行的結婚儀式。請稍後再試。,[??] ?? ???? ?? ?? ???
5208126,我們打算結婚 -* 會幸福地生活。 ^___^*,[??] ?? ??? ?? ?? ??? ?? ?? ???
5208127,對方不能回應召喚。,[??] ?? ?? ?? ???
5208128,因伴侶和組隊而獲得增益效果。頻道不同的情況下不適用增益。,[??] ?? ??? ?? ?? ?? ???
5208129,重置所有戀愛資訊，\n不能裝備關於愛情度的道具。,[??] ?? ???
5208130,[%d]消耗彩虹幣，重置所有戀愛資訊。\n不能裝備關於愛情度的道具。,[??] ?? ? Ely ?? ?? ???
5208131,離別所需 彩虹幣 不足。,[??] ?? ? Ely  ?? ?? ???
5208132,[%d] 小時後可以交往。,[??] ?? ??? ?? ? UI? ?? ?? ?? ??
5208133,戀人處於離線狀態。,[??] ?? UI?? ??? ?? ?? ?? ? ??? ?? ???
5208134,與[%s]分開了。,[??] ?? ? ?? ??Ely
5208135,[%d] 獲得愛情指數,[??] ?? ? ?? ?? ???? ?? ?? ???
5208136,[%s]求婚了。\n要接受嗎？\n\n,[??] ???? ?? ?? ??
5208137,[%s]申請結婚了。\n接受結婚申請嗎？\n\n,[??] ?? ?? ?? ??
5208138,重置所有戀愛資訊，\n不能裝備關於愛情度的道具。\n7日內不能交往。,[??] ?? ? ???? ?? ??? ?? ?? ?? ?? ??? ?? ??
5208139,離別需要解除結婚專用道具。,[??] ?? ? ?? ?? ??? ?? ??
5208140,[%d] 彩虹幣會被消耗，戀愛資訊全部初始化。\n不能配戴關於愛情度的道具。\n7日內不能交往。,[??] ?? ? Ely ??? ? ?? ??? ??
5208141,需要[請接受我的告別]道具。,[??] ?? ? ??? ?? ?? UI ??
5208142,輸入對方角色名，就可以申請交往。,[??] ?? ?? ?? UI ??
5208143,通過艾利亞斯機場移動到結婚會場，就可以結婚。,[??] ???? ? ?? ??? ???? ? UI ?? ??
5208144,[%d]消耗彩虹幣，重置所有戀愛資訊。\n不能裝備關於愛情度的道具。,[??] ?? ? Ely???? ??
5208145,舉行結婚典禮需要與結婚物件在近距離內。,[??] ?? ?? ?? ? ?? ?? ??? ??? ??
5208146,%d 頻道,[??] ?? ?? ??
5208147,請求婚後再來。求婚可以在戀愛UI 介面進行。,[??] ???? ??? ?? ? ?? ??? ? ??
5208148,愛情點數不足。,[??] ????? ?? ?? ?? ?? ???
5208149,不知道位置,[??] ?? ??? ? ? ?? ??
5208150,副本,[??] ??? ?? ? ?? ??
5208151,因結婚對方連接出錯，結婚儀式被取消。,[??] ?? ?? ?? ??? ?? ???
5208152,是已婚狀態。,[??] ?? ? ?? ?? ?
5208153,伴侶處於不能被召喚的狀態。,[??] ??? ?? ???? ??? ? ??
5208154,可愛的伴侶 [%s]連接了。,[??] ?? ??? ?
5208155,可愛的伴侶 [%s]離線了。,[??] ?? ?? ?? ?
6000001,目的,??? ?? ?
6000002,需要道具,??? ?? ??? ?
6000003,打退怪物,??? ?? ??? ?
6000004,行動,??? ?? ?
6000005,獎勵,??? ?? ?
6000006,條件,??? ?? ?
6000007,優先結束任務,??? ?? ??? ?
6000008,沒有限制,??? ???? ??? ?? ?? ??.
6000009,戰士,??? ???? ??? ??? ??
6000010,騎士,??? ???? ??? ??? ??
6000011,法師,??? ???? ??? ??? ??
6000012,遊俠,??? ???? ??? ??? ??
6000013,進行次數,??? ??? ?? ?? ??
6000014,完成次數,??? ??? ?? ?? ??
6000015,[職業],??? ??? ?? ??? ?? ?? ??
6000016,[等級],??? ??? ?? ??? ?? ?? ??
6000017,[名聲],??? ??? ?? ??? ?? ?? ??
6000018,[優先完成任務],??? ??? ?? ??? ?? ?? ??
6000019,戰士,??? ???? ??? ??? ??/??
6000020,騎士,??? ???? ??? ??? ??/??
6000021,法師,??? ???? ??? ??? ??/??
6000022,遊俠,??? ???? ??? ??? ??/??
6000023,督軍,??? ???? ??? ??? ??/??
6000024,劍鬥,??? ???? ??? ??? ??/??
6000025,聖殿,??? ???? ??? ??? ??/??
6000026,武術,??? ???? ??? ??? ??/??
6000027,魔導,??? ???? ??? ??? ??/??
6000028,吟遊,??? ???? ??? ??? ??/??
6000029,寶藏,??? ???? ??? ??? ??/??
6000030,神槍,??? ???? ??? ??? ??/??
6000031,工程,??? ???? ??? ??? ??/??
6000032,機甲,??? ???? ??? ??? ??/??
6000033,龍騎,??? ???? ??? ??? ??/??
6000034,劍聖,??? ???? ??? ??? ??/??
6000035,神騎,??? ???? ??? ??? ??/??
6000036,宗師,??? ???? ??? ??? ??/??
6000037,元素,??? ???? ??? ??? ??/??
6000038,演奏,??? ???? ??? ??? ??/??
6000039,神射,??? ???? ??? ??? ??/??
6000040,狙擊,??? ???? ??? ??? ??/??
6000041,操控,??? ???? ??? ??? ??/??
6000042,魂之,??? ???? ??? ??? ??/??
6000043,劍刃,??? ???? ??? ??? ??/??
6000044,恐懼,??? ???? ??? ??? ??/??
6000045,鬥神,??? ???? ??? ??? ??/??
6000046,幻術,??? ???? ??? ??? ??/??
6000047,音樂,??? ???? ??? ??? ??/??
6000048,忍者,??? ???? ??? ??? ??/??
6000049,審判,??? ???? ??? ??? ??/??
6000050,改造,??? ???? ??? ??? ??/??
6000051,破壞,??? ???? ??? ??? ??/??
6000052,掠奪,??? ???? ??? ??? ??/??
6000053,統治,??? ???? ??? ??? ??/??
6000054,天之王者,??? ???? ??? ??? ??/??
6000055,幻武劍豪,??? ???? ??? ??? ??/??
6000056,創世主,??? ???? ??? ??? ??/??
6000057,諸神使者,??? ???? ??? ??? ??/??
6000058,大毀滅者,??? ???? ??? ??? ??/??
6000059,流行天王,??? ???? ??? ??? ??/??
6000060,風之潛行者,??? ???? ??? ??? ??/??
6000061,裁決射手,??? ???? ??? ??? ??/??
6000062,究極兵甲,??? ???? ??? ??? ??/??
6000063,弒魂者,??? ???? ??? ??? ??/??
6000064,卡片大師,??? ???? ??? ??? ??/??
6000065,高級大師,??? ???? ??? ??? ??/??
6000066,神聖大師,??? ???? ??? ??? ??/??
6000067,弧形大師,??? ???? ??? ??? ??/??
6000068,決鬥大師,??? ???? ??? ??? ??/??
6000069,黑暗大師,??? ???? ??? ??? ??/??
6000070,暴力大師,??? ???? ??? ??? ??/??
6000101,結束,[???] ???? ?? ??? ??
6000102,[Lv.%d]%s,[???] ???? ????
6001001,背包已滿，無法獲得道具。,??? ???? ??? ?? ? ??? ??? ??? ??? ???
6001002,[%s]滿足了任務條件。,?? ???? ?? ??? ???? ?? ??? ???.
6001003,[%s]放棄了任務。,?? ???? ???? ??? ??? ???.
6001004,道具分開了，或是有時間到期的道具，所以不能結束任務。,?? ???? ???? ?? ????
6001005,[%s]接受了任務。,???? ???? ?? ??? ???
6001006,[%s]得到了任務獎勵。,???? NPC?? ???? ?? ??? ???.
6001007,[隱藏的任務。],??? ?? ???? ??? ???
6001008,每日任務只能最多同時進行5個。,[???] ????? ???? ?? ???
6001009,今天不能再完成每日任務。,[???] ????? 1??? ?? ???
6001010,已重置每日任務完成資訊。,[???] ????? ??? ?? ???
6001011,隨機任務只能同時進行1個。,[???] ????? ???? ?? ???
6001012,今天不能再完成隨機任務。,[???] ????? 1??? ?? ???
6001013,已重置隨機任務完成資訊。,[???] ????? ??? ?? ???
6001014,要更新隨機任務目錄嗎？,[???] ????? ?? ??? ??? ??? ??? ???
6001015,今天可以完成的每日任務剩%d個。,[???] ????? 1??? ?? ???
6001016,今天可以完成的隨機任務剩%d個。,[???] ????? 1??? ?? ???
6001101,戰士,??? ? ???
6001102,騎士,??? ? ???
6001103,法師,??? ? ???
6001104,遊俠,??? ? ???
6001105,督軍,??? ? ???
6001106,劍鬥士,??? ? ???
6001107,聖殿騎士,??? ? ???
6001108,武術家,??? ? ???
6001109,魔導士,??? ? ???
6001110,吟遊詩人,??? ? ???
6001111,寶藏獵人,??? ? ???
6001112,神槍手,??? ? ???
6001113,工程師,??? ? ???
6001114,機甲師,??? ? ???
6001115,龍騎兵,??? ? ???
6001116,劍聖,??? ? ???
6001117,神騎士,??? ? ???
6001118,宗師,??? ? ???
6001119,元素使,??? ? ???
6001120,演奏家,??? ? ???
6001121,神射手,??? ? ???
6001122,狙擊手,??? ? ???
6001123,操控師,??? ? ???
6001124,魂之勇者,??? ? ???
6001125,劍刃舞者,??? ? ???
6001126,恐懼騎士,??? ? ???
6001127,鬥神,??? ? ???
6001128,幻術師,??? ? ???
6001129,音樂大師,??? ? ???
6001130,忍者,??? ? ???
6001131,審判者,??? ? ???
6001132,改造大師,??? ? ???
6001133,靈魂破壞者,??? ? ???
6001134,靈魂掠奪者,??? ? ???
6001135,靈魂統治者,??? ? ???
6001136,天之王者,??? ? ???
6001137,幻武劍豪,??? ? ???
6001138,創世主,??? ? ???
6001139,諸神使者,??? ? ???
6001140,大毀滅者,??? ? ???
6001141,流行天王,??? ? ???
6001142,風之潛行者,??? ? ???
6001143,裁決射手,??? ? ???
6001144,究極兵甲,??? ? ???
6001145,弒魂者,??? ? ???
6001146,卡片大師,??? ? ???
6001147,高階大師,??? ? ???
6001148,神聖大師,??? ? ???
6001149,弧形大師,??? ? ???
6001150,決鬥大師,??? ? ???
6001151,黑暗大師,??? ? ???
6001152,暴力大師,??? ? ???
6001153,浪人劍客,??? ? ???
6001154,狂刃武士,??? ? ???
6001155,黑狼武士,??? ? ???
6001156,闇影武士,??? ? ???
6001157,修道士,??? ? ???
6001158,對戰大師,??? ? ???
6001159,復仇者,??? ? ???
6001160,混血天神,??? ? ???
6001161,傭兵,??? ? ???
6001162,火焰大師,??? ? ???
6001163,喚焱者,??? ? ???
6001164,炙焰天,??? ? ???
6001165,擊劍士,??? ? ???
6001166,終結者,??? ? ???
6001167,劍極大師,??? ? ???
6001168,黑暗追擊者,??? ? ???
6001169,寶石之星,??? ? ???
6001170,槍兵,?? ? ? ?? ?
6001171,黑暗騎士,?? ? ? ?? ?
6001172,和平使者,?? ? ? ?? ?
6001173,暗影行者,?? ? ? ?? ?
6001174,御風引者,?? ? ? ?? ?
6001175,喚雨淨使,?? ? ? ?? ?
6002001,任務共用只有在組隊狀態時才可以。,??? ?? ???? ??? ?? ??? ???? ?? ?? ???
6002002,周圍沒有可以共用的隊員。,??? ???? ?? ???? ?? ??? ???? ?? ?? ???(Server ??)
6002003,共用的角色沒有在進行任務。,??? ???? ???? ?? ?? ?? ??
6002011,[%s]不能再接受任務了。,??? ?? ???? ?? ??? ?? 15? ??? ??
6002012,[%s]正在進行任務。,??? ?? ???? ?? ?? ???? ?? ?? ??? ??
6002013,[%s]的任務條件不足。,??? ?? ???? ???? ??? ???? ?? ??
6002014,[%s]正在進行其他事情。,"??? ?? ???? ??, ?? ??? ?? ?? ??? ?? ?? ??? ?"
6003001,現在正在進行任務。,??? ???. QuestID ?? ?? ?? ?? ???? ?? ??
6003002,進行中的任務太多了。為了進行這個任務，需要放棄其他任務。,??? ???. ?? ?? ?? ???? 15? ??? ??
6003003,不能進行任務。,??? ???. _QuestID ?? QUEST.LDT? ITEM_ID ?? ???? ?? ?? ??
6003004,還不能進行任務。,??? ???. ???? _Require ?? ??? ???? ?? ??.
6003005,不能用道具進行的任務。,??? ???. ???? _Quest_Type ? ? 3?? bit ?? 0? ??.
6004001,要具備[%s]道具才能遠距離終止。,???-??. ?? ?? ?????
6005001,任務獎勵,??? UI? ???? ?? ??? (????)
6005002,選擇獎勵 - 請選擇一個寶箱！,??? UI? ???? ?? ??? (????)
6005003,隨機獎勵 - 從箱子中隨機擇一發送!,??? UI? ???? ?? ??? (????)
6005004,排名獎勵 - 根據排名發送獎勵!,??? UI? ???? ?? ??? (????)
6006001,角色基本HP: %d,??? ? ?? ??
6006002,角色基本SP: %d,??? ? ?? ??
6006003,角色基本力量: 增加%d\n 物理傷害,??? ? ?? ??
6006004,角色基本體力：增加%d\n HP上限和防禦力,??? ? ?? ??
6006005,角色基本魔力: 增加%d\n 最大SP和魔力,??? ? ?? ??
6006006,角色基本幸運: 增加%d\n 相對爆擊率、屬性發生率,??? ? ?? ??
6006007,HP,??? ? ?? ??? ??
6006008,SP,??? ? ?? ??? ??
6006009,力量,??? ? ?? ??? ??
6006010,體力,??? ? ?? ??? ??
6006011,魔力,??? ? ?? ??? ??
6006012,幸運,??? ? ?? ??? ??
6100001,貝羅斯任務,??? ?. ??? ?? ??. ???
6100002,艾利亞斯任務,??? ?. ??? ?? ??. ????
6100003,龍京任務,??? ?. ??? ?? ??. ??
6100004,奧亦奇任務,??? ?. ??? ?? ??. ????
6100005,阿法任務,??? ?. ??? ?? ??. ??
6100006,貝斯任務,??? ?. ??? ?? ??. ??
6100007,亞特蘭提斯任務,??? ?. ??? ?? ??. ?????
6100008,米德卡勒特任務,"??? ?, ??? ?? ??. ?????"
6100009,原野任務,"??? ?, ??? ?? ??. ??"
6100010,其他任務,??? ?. ??? ?? ??. ??
6100011,奧利佛任務,??? ?. ??? ?? ??. ??
6100012,癩蛤蟆島任務,??? ?. ??? ?? ??. ??
6100013,鋼鐵都市任務,??? ?. ??? ?? ??. ??
6100014,妖精尾巴任務,??? ?. ??? ?? ??. ??
6100015,神秘地帶任務,??? ?. ??? ?? ??. ??
6100016,金蘭雲系任務,??? ?. ??? ?? ??. ??
6100017,劇情任務,??? ?. ??? ?? ??. ??
6100018,亞斯卡勒特任務,??? ?. ??? ?? ??. ??
6100019,怪物羅馬任務,??? ?. ??? ?? ??. ??
6100020,吉納蒂亞任務,??? ?. ??? ?? ??. ??
6100021,2次轉職任務,??? ?. ??? ?? ??. ??
6100022,導覽任務,??? ?. ??? ?? ??. ??
6100023,小章魚城任務,??? ?. ??? ?? ??. ??
6100024,春植島任務,??? ?. ??? ?? ??. ??
6100025,活動任務,??? ?. ??? ?? ??. ??
6100026,每日任務,??? ?. ??? ?? ??. ??
6100027,隨機任務,??? ?. ??? ?? ??. ??
6100028,艾爾亞諾勒南部任務,??? ?. ??? ?? ??. ??
6100029,艾爾亞諾勒東部任務,??? ?. ??? ?? ??. ??
6100030,艾爾亞諾勒西部任務,??? ?. ??? ?? ??. ??
6100031,艾爾亞諾勒北部任務,??? ?. ??? ?? ??. ??
6100032,副職業轉職任務,??? ?. ??? ?? ??. ??
6100033,評價任務,??? ?. ??? ?? ??. ??
6100034,無限次數任務,??? ?. ??? ?? ??. ??
6100035,艾爾亞諾勒山嶽地帶任務,??? ?. ??? ?? ??. ??
6100036,飛空艇墜落地帶任務,??? ?. ??? ?? ??. ??
6100037,貝爾法任務,??? ?. ??? ?? ??. ??
6100038,被遺忘的平原任務,??? ?. ??? ?? ??. ??
6100039,副本任務,??? ?. ??? ?? ??. ??
6100040,金字塔任務,??? ?. ??? ?? ??. ??
6100041,雨林地帶任務,??? ?. ??? ?? ??. ??
6100042,克杜卡遺址任務,??? ?. ??? ?? ??. ??
6100043,史前任務,??? ?. ??? ?? ??. ??
6100044,爬呀爬大樹任務,??? ?. ??? ?? ??. ??
6100045,克杜卡遺址地下任務,??? ?. ??? ?? ??. ??
6100046,黑暗森林任務,??? ?. ??? ?? ??. ??
6100047,陰森住宅任務,??? ?. ??? ?? ??. ??
6100048,貝希摩斯肚子任務,??? ?. ??? ?? ??. ??
6100049,幽靈海盜船任務,??? ?. ??? ?? ??. ??
6100050,副本任務,??? ?. ??? ?? ??. ??
6100051,櫻樹湖畔任務,??? ?. ??? ?? ??. ??
6100052,阿爾卡笛亞任務,??? ?. ??? ?? ??. ??
6100053,山嶽地帶任務,??? ?. ??? ?? ??. ??
6100054,克杜卡遺址任務,??? ?. ??? ?? ??. ??
6100055,深淵的遺址任務,??? ?. ??? ?? ??. ??
6100056,雪原任務,??? ?. ??? ?? ??. ??
6100057,地下暗渠任務,??? ?. ??? ?? ??. ??
6100058,水族館任務,??? ?. ??? ?? ??. ??
6100059,比佛羅斯特任務,??? ?. ??? ?? ??. ??
6100060,彭哥列列車任務,??? ?. ??? ?? ??. ??
6100061,委託任務,??? ?. ??? ?? ??. ??
6100062,星光平原任務,??? ?. ??? ?? ??. ??
6100063,星星搖籃任務,??? ?. ??? ?? ??. ??
6100064,聯合公會任務,??? ?. ??? ?? ??. ??
6100065,必需任務,??? ?. ??? ?? ??. ??
6100066,1次轉職任務,??? ?. ??? ?? ??. ??
6100067,精靈樹任務,??? ?. ??? ?? ??. ??
6100068,天門任務,??? ?. ??? ?? ??. ??
6100069,麵包大街任務,??? ?. ??? ?? ??. ??
6100070,神祕小矮人倉庫任務,??? ?. ??? ?? ??. ??
6100071,華納海姆任務,??? ?. ??? ?? ??. ??
6100072,日落平原任務,??? ?. ??? ?? ??. ??
6100073,3轉任務,??? ?. ??? ?? ??. ??
6100074,漂流都市任務,??? ?. ??? ?? ??. ??
6100075,大亂鬥任務,??? ?. ??? ?? ??. ??
6100076,哥德式博物館任務,??? ?. ??? ?? ??. ??
6100077,世界樹任務,??? ?. ??? ?? ??. ??
6100078,大蘋果之城任務,??? ?. ??? ?? ??. ??
6100079,世界樹的幻影任務,??? ?. ??? ?? ??. ??
6100080,吉恩蒂亞公園任務,??? ?. ??? ?? ??. ??
6200001,完成目錄,NPC ??? ?. ??? ?? ?. ??
6200002,可以進行的目錄,NPC ??? ?. ??? ?? ?. ??
6200003,共用邀請任務,??? & ?? ??? ? ??? ?? ??? ?? ??
6200004,道具任務,??? & ?? ??? ? ??? ??? ??? ?? ??
6200005,(%d),[???] ?? ??
6300001,任務目錄,??? ?. ??? ? ??
6300002,[%s]任務目錄,NPC ??? ?. ??? ? ??
6300003,每日任務結束,[???] ???? ?? ??
6300004,隨機任務結束,[???] ???? ?? ??
6300005,一般,[???] ???? ?? ??
6300006,必須,[???] ???? ?? ??
6400001,進行邀請的任務目錄,??? & ?? ??? ? ??
6500001,%s 處置%d/%d,???. ?? ?? ??
6500002,%s 查找,???. ?? ?? ??
6500003,%s 收集%d/%d,???. ?? ?? ??
6500004,%s%d/%d,???. ?? ?? ??
6500005,%s,???. ?? ?? ??
6500011,%s (結束),???. ?? ?? ??
6500012,%s 查找結束,???. ?? ?? ??
6500013,%s 收集%d個結束,???. ?? ?? ??
6500014,%s%d次結束,???. ?? ?? ??
6500015,%s 結束,???. ?? ?? ??
6500016,%s,???. ?? ??? ??
6600000,活動任務,??? ?. ??? ??? ?? ??
6600001,劇情任務,??? ?. ??? ??? ?? ??
6600002,一般任務,??? ?. ??? ??? ?? ??
6600003,委託任務,??? ?. ??? ??? ?? ??
6600004,副本任務,??? ?. ??? ??? ?? ??
6600005,每日任務,??? ?. ??? ??? ?? ??
6600006,公會任務,??? ?. ??? ??? ?? ??
6600007,轉職任務,??? ?. ??? ??? ?? ??
6600008,隨機任務,??? ?. ??? ??? ?? ??
6700001,獲得%s經驗值,[???] ?? ??_ ??? (???? ?? ?)
6700002,獲得%s (+%s)經驗值,[???] ?? ??_ ??? (???? ?? ?)
6700003,獲得%s公會點數,[???] ?? ??_????? (???? ?? ?)
6700004,獲得%s (+%s)公會點數,[???] ?? ??_????? (???? ?? ?)
6700005,獲得%s 地區 %s聲望點數,[???] ?? ??_????? (???? ?? ?)
6700006,獲得%s 地區 %s (+%s)聲望點數,[???] ?? ??_????? (???? ?? ?)
7000001,正在運行反作弊軟體。稍後重新啟動後，請重新運行。,?? ?? ??
7000002,遊戲重複運營或反作弊軟體已經運行。結束遊戲後，請重新運行。,?? ?? ??
7000003,反作弊軟體重置錯誤。請重新啟動後再次運行，或將可能發生衝突的其他軟體關掉後，重新運行。,?? ?? ??
7000004,沒有反作弊軟體檔，或被篡改。請安裝反作弊軟體安裝檔。\n請將遊戲刪除後，重新安裝。,?? ?? ??
7000005,Window的部分系統檔被破壞。請重新安裝IE。,?? ?? ??
7000006,反作弊軟體運行失敗。請重新安裝反作弊軟體。,?? ?? ??
7000007,發現了非法軟體。請將不必要的軟體關閉後運行。,?? ?? ??
7000008,取消了反作弊軟體更新。如果總是連接不了時，請調整網路或個人防火牆屬性。,?? ?? ??
7000009,連接反作弊軟體更新伺服器失敗。請稍後再試，或如果有個人防火牆，請調整屬性。,?? ?? ??
7000010,沒有完成反作弊軟體更新。請將防毒軟體中暫時中止後再試，或使用PC管理軟體，調整屬性。,?? ?? ??
